SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC12412,45,55,54,19,41,15,19,33,4,290
SSC12413,7,5,11,12,11,3,5,6,0,56
SSC12414,15,6,6,0,4,0,3,9,0,50
SSC12415,6,3,8,0,4,0,3,3,3,34
SSC12416,0,0,3,0,5,4,4,4,0,24
SSC12417,0,0,0,0,0,0,0,0,0,0
SSC12418,21,29,31,9,20,18,11,17,6,161
SSC12419,201,119,145,81,155,84,70,97,17,961
SSC12420,20,6,9,9,6,5,6,13,0,81
SSC12421,440,777,355,254,457,264,87,119,36,2800
SSC12422,197,342,455,347,385,256,376,375,76,2809
SSC12423,28,16,11,7,13,4,9,14,3,98
SSC12424,22,3,5,4,0,0,0,4,0,38
SSC12425,3,0,0,0,3,0,0,3,0,9
SSC12426,28,11,21,18,17,9,16,26,7,161
SSC12427,21,21,11,7,10,13,3,9,0,87
SSC12428,7,0,0,0,0,0,0,3,0,8
SSC12429,9,0,0,0,0,0,0,0,0,10
SSC12430,73,110,117,114,101,92,65,134,15,820
SSC12431,69,150,94,122,77,80,47,121,14,768
SSC12432,87,182,85,72,75,42,16,46,9,617
SSC12433,274,718,634,626,791,459,718,737,102,5063
SSC12434,195,354,260,185,296,186,122,110,24,1727
SSC12435,143,175,68,60,131,81,35,28,11,740
SSC12436,0,0,0,0,0,0,0,0,0,0
SSC12437,461,1686,265,360,541,377,68,202,52,4018
SSC12438,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0,0,0
SSC12440,0,3,0,0,3,0,0,3,0,12
SSC12441,20,20,8,10,15,11,4,3,0,92
SSC12442,11,0,0,3,3,0,0,0,0,17
SSC12443,49,73,38,39,33,22,13,11,9,293
SSC12444,9,5,13,4,9,17,0,8,0,73
SSC12445,28,60,46,25,26,25,16,21,4,244
SSC12446,9,7,0,0,3,0,3,3,0,27
SSC12447,11,3,0,3,3,0,0,3,3,26
SSC12448,11,13,19,0,8,9,15,7,0,84
SSC12449,62,139,103,122,93,61,70,74,17,748
SSC12450,0,5,0,0,0,0,0,0,0,6
SSC12451,10,14,3,7,9,7,3,3,0,64
SSC12452,11,12,21,13,11,3,11,15,3,104
SSC12453,261,424,187,195,254,135,70,83,23,1629
SSC12454,0,0,0,0,0,0,3,0,3,10
SSC12455,22,34,74,41,30,31,41,50,8,342
SSC12456,13,3,0,0,0,0,0,0,0,21
SSC12457,12,0,5,11,6,0,10,14,3,51
SSC12458,5,0,0,0,0,0,0,0,0,4
SSC12459,24,10,3,3,10,0,4,5,0,50
SSC12460,6,19,19,22,16,18,7,17,3,133
SSC12461,90,139,125,87,100,82,23,85,12,741
SSC12462,15,14,12,7,4,7,3,9,0,66
SSC12463,3,0,0,0,3,0,0,0,0,7
SSC12464,16,5,3,0,0,0,3,5,0,39
SSC12465,20,35,45,17,25,18,12,18,10,200
SSC12466,5,8,9,0,3,3,5,3,0,25
SSC12467,47,18,13,8,15,8,17,31,4,147
SSC12468,196,414,153,142,175,105,50,80,18,1335
SSC12469,3,0,3,0,0,0,8,4,0,23
SSC12470,50,15,19,12,7,8,12,19,0,141
SSC12471,0,0,3,8,3,0,0,0,0,12
SSC12472,117,37,47,22,36,27,29,49,10,367
SSC12473,69,29,44,28,33,17,33,74,0,334
SSC12474,89,85,116,111,93,69,97,124,12,800
SSC12475,1975,3546,616,738,878,674,121,263,172,8978
SSC12476,557,942,384,359,443,292,105,211,41,3327
SSC12477,66,120,179,112,113,140,101,172,22,1036
SSC12478,9,15,0,5,3,0,6,10,0,45
SSC12479,10,8,0,7,0,3,3,4,0,36
SSC12480,14,3,3,0,3,0,7,3,3,31
SSC12481,39,25,16,12,32,18,5,6,3,150
SSC12482,12,33,38,23,33,16,10,19,0,194
SSC12483,8,8,4,3,0,0,7,3,0,34
SSC12484,118,92,134,49,104,50,40,41,15,637
SSC12485,293,511,487,367,540,333,381,380,72,3366
SSC12486,11,8,9,9,3,3,8,3,3,62
SSC12487,26,26,12,18,15,3,6,13,4,127
SSC12488,201,304,231,189,252,177,113,151,28,1640
SSC12489,4,0,0,0,0,0,0,0,0,3
SSC12490,0,0,0,0,0,0,0,0,0,0
SSC12491,10,0,0,0,0,0,0,0,0,25
SSC12492,57,125,116,84,85,72,59,91,18,703
SSC12493,17,8,8,3,7,3,9,6,0,64
SSC12494,23,15,9,15,9,7,3,17,0,97
SSC12495,0,5,5,0,0,3,3,8,0,26
SSC12496,0,0,0,0,0,0,0,0,0,3
SSC12497,0,4,0,0,0,0,0,0,0,4
SSC12498,38,85,68,39,55,26,31,29,3,369
SSC12499,15,12,14,10,10,14,10,4,0,80
SSC12500,65,22,50,26,37,25,31,32,0,293
SSC12501,2204,4722,1398,1412,2030,1243,430,758,260,14446
SSC12502,20,34,48,25,36,17,37,18,4,243
SSC12503,47,20,35,18,15,17,21,27,7,198
SSC12504,1855,4769,1471,1320,1791,1078,477,961,235,13960
SSC12505,50,51,71,28,78,39,57,44,5,432
SSC12506,804,2201,493,453,892,524,157,343,119,5988
SSC12507,17,11,10,3,4,8,6,3,0,66
SSC12508,0,9,3,0,3,0,0,3,0,16
SSC12509,27,3,0,0,3,0,0,0,0,33
SSC12510,26,0,7,7,12,4,9,6,3,79
SSC12511,14,26,35,22,24,11,12,15,5,168
SSC12512,29,49,22,10,26,13,3,21,0,170
SSC12513,56,33,83,57,54,44,69,82,14,492
SSC12514,266,588,638,449,568,409,327,432,61,3740
SSC12515,9,0,3,0,0,0,0,9,0,30
SSC12516,9,12,3,0,0,0,0,9,5,43
SSC12517,14,19,12,17,9,4,9,8,0,90
SSC12518,90,255,86,103,108,44,26,46,15,779
SSC12519,1146,2100,933,865,1215,747,401,667,134,8209
SSC12520,102,147,47,29,60,39,10,29,5,465
SSC12521,17,6,0,0,0,3,0,0,0,24
SSC12522,73,33,53,37,26,28,47,62,7,365
SSC12523,32,9,5,3,0,0,7,8,0,71
SSC12524,575,1026,548,449,796,468,297,320,93,4580
SSC12525,19,0,0,0,3,0,8,9,0,34
SSC12526,20,5,4,5,4,0,6,3,0,55
SSC12527,11,15,5,0,3,3,3,0,0,47
SSC12528,9,3,0,0,3,3,0,3,0,20
SSC12529,4,3,3,4,0,3,0,7,0,22
SSC12530,334,1071,609,586,556,420,251,452,58,4345
SSC12531,0,0,0,0,0,0,0,3,0,7
SSC12532,0,3,0,0,3,4,0,0,0,10
SSC12533,0,7,5,0,0,0,0,3,0,17
SSC12534,80,247,104,112,121,69,50,70,7,861
SSC12535,0,0,0,0,0,0,0,0,0,0
SSC12536,87,185,125,121,101,95,60,115,10,895
SSC12537,51,9,0,3,3,0,3,16,3,87
SSC12538,25,90,36,19,28,23,36,34,9,306
SSC12539,0,0,0,0,0,0,0,5,0,6
SSC12540,16,15,25,14,7,7,21,16,0,124
SSC12541,5,8,13,8,6,4,28,12,0,81
SSC12542,193,163,292,139,219,132,139,108,27,1413
SSC12543,27,21,26,3,23,22,17,22,0,166
SSC12544,6,9,17,8,8,10,10,12,3,98
SSC12545,51,83,28,21,25,12,11,23,3,259
SSC12546,14,5,4,5,3,6,0,3,0,46
SSC12547,316,657,49,65,151,71,4,32,23,1364
SSC12548,15,0,3,0,3,0,0,4,0,23
SSC12549,15,35,22,20,20,6,22,8,3,148
SSC12550,329,1074,247,187,461,215,76,113,42,2735
SSC12551,0,0,0,0,0,0,0,0,0,0
SSC12552,10,4,3,0,4,0,0,4,0,23
SSC12553,42,70,46,44,29,20,13,36,5,298
SSC12554,444,679,844,558,671,417,363,417,76,4481
SSC12555,7,7,10,10,3,3,6,3,6,53
SSC12556,33,36,34,27,24,7,8,28,0,197
SSC12557,21,7,4,8,6,5,4,15,0,61
SSC12558,18,12,10,8,6,3,3,16,0,76
SSC12559,4,0,0,0,0,0,0,0,0,4
SSC12560,5,5,3,6,10,7,5,7,0,41
SSC12561,0,0,0,0,0,0,0,0,0,0
SSC12562,7,3,3,0,3,8,0,0,0,25
SSC12563,132,211,84,55,122,64,24,37,10,742
SSC12564,9,6,8,3,7,0,3,3,0,34
SSC12565,30,6,3,3,0,0,0,3,5,57
SSC12566,18,17,8,3,7,4,9,4,0,76
SSC12567,847,1334,678,606,1023,643,208,309,80,5721
SSC12568,77,106,102,37,83,36,25,44,10,514
SSC12569,8,14,17,19,12,8,12,11,0,108
SSC12570,69,27,13,23,15,10,21,23,0,204
SSC12571,39,17,7,21,13,4,15,12,9,147
SSC12572,51,12,0,6,6,5,9,12,9,111
SSC12573,795,2073,637,680,697,464,166,311,65,5882
SSC12574,94,245,57,61,86,54,13,28,9,641
SSC12575,192,225,219,195,151,193,63,167,31,1438
SSC12576,9,7,7,4,7,3,0,3,0,48
SSC12577,0,0,0,0,0,0,0,0,0,0
SSC12578,4,4,0,0,0,0,0,0,0,16
SSC12579,42,56,36,21,17,27,7,22,0,228
SSC12580,0,4,0,0,0,0,0,0,0,10
SSC12581,3,0,0,0,0,0,0,0,0,3
SSC12582,3,0,0,3,0,0,0,3,0,10
SSC12583,9,0,0,3,0,0,0,0,0,17
SSC12584,11,6,0,0,0,4,0,4,0,22
SSC12585,154,67,80,70,67,52,99,119,6,712
SSC12586,31,0,6,10,4,0,4,3,0,57
SSC12587,25,11,3,3,0,0,0,7,0,53
SSC12588,1027,1870,1849,1160,1660,1119,1035,1343,325,11389
SSC12589,222,392,408,261,402,245,241,258,67,2506
SSC12590,19,12,11,11,17,7,10,23,0,110
SSC12591,0,0,0,0,0,0,0,0,0,3
SSC12592,129,239,332,238,265,202,213,309,33,1957
SSC12593,19,3,0,0,3,0,0,0,0,23
SSC12594,28,13,8,10,3,5,0,4,0,62
SSC12595,0,0,0,0,0,0,0,0,0,0
SSC12596,8,3,0,0,0,0,0,0,0,14
SSC12597,3,5,5,3,0,0,0,0,0,17
SSC12598,58,43,51,36,51,30,17,12,0,301
SSC12599,28,30,21,39,22,15,12,23,0,190
SSC12600,25,17,26,4,17,10,8,18,0,121
SSC12601,0,0,6,3,0,0,0,5,0,20
SSC12602,139,255,30,44,78,62,4,20,8,636
SSC12603,109,116,68,42,80,42,15,18,9,500
SSC12604,9,0,8,3,7,0,13,6,0,47
SSC12605,11,3,8,4,3,0,0,6,0,30
SSC12606,13,8,3,3,8,8,4,7,0,54
SSC12607,289,517,354,189,408,216,225,166,42,2401
SSC12608,3,3,0,0,0,0,0,3,0,11
SSC12609,11,6,0,0,3,0,0,0,0,23
SSC12610,7,5,3,0,0,0,0,0,0,23
SSC12611,13,3,0,0,0,0,0,3,0,21
SSC12612,4,4,6,3,12,0,13,7,0,52
SSC12613,17,6,3,7,3,0,0,5,0,39
SSC12614,0,0,0,0,0,0,0,0,0,0
SSC12615,4,0,3,0,0,0,0,0,0,11
SSC12616,10,0,4,7,3,0,0,7,0,40
SSC12617,42,53,125,78,82,79,134,149,28,763
SSC12618,32,29,37,8,27,16,18,10,6,191
SSC12619,226,335,30,43,89,46,3,12,16,802
SSC12620,39,32,71,45,37,37,50,49,3,364
SSC12621,8,0,0,0,0,0,0,0,4,14
SSC12622,26,22,26,16,24,12,13,24,3,155
SSC12623,108,124,85,49,76,41,49,54,13,585
SSC12624,21,3,0,0,0,0,0,9,0,34
SSC12625,217,331,320,186,415,166,127,118,25,1905
SSC12626,10,12,3,5,3,0,6,9,0,46
SSC12627,3,7,5,0,5,9,3,0,0,34
SSC12628,0,0,0,0,0,0,0,0,0,4
SSC12629,372,541,40,29,156,67,9,9,31,1254
SSC12630,81,120,81,72,64,67,19,57,9,569
SSC12631,23,5,0,3,3,0,0,4,0,37
SSC12632,25,0,0,3,8,0,3,3,0,43
SSC12633,243,450,415,281,511,284,377,265,57,2876
SSC12634,19,6,8,7,8,0,3,8,0,48
SSC12635,7,0,0,0,0,0,0,0,0,7
SSC12636,8,8,13,14,10,3,5,12,0,77
SSC12637,3,0,3,0,0,4,0,0,0,21
SSC12638,24,42,76,44,47,26,41,40,7,366
SSC12639,42,81,49,42,46,32,19,19,3,323
SSC12640,7,11,11,13,7,7,6,9,0,74
SSC12641,16,11,19,3,11,8,4,8,0,78
SSC12642,377,753,686,652,756,512,783,650,109,5281
SSC12643,24,36,31,18,42,14,14,8,0,191
SSC12644,25,22,27,20,22,21,6,16,0,167
SSC12645,929,1621,969,811,1170,768,379,488,125,7261
SSC12646,9,3,3,0,0,0,8,7,0,41
SSC12647,28,70,62,32,42,23,23,41,6,323
SSC12648,18,4,3,0,4,0,0,3,0,37
SSC12649,15,17,6,11,12,4,10,7,0,85
SSC12650,11,18,11,96,15,43,13,32,4,244
SSC12651,10,14,29,6,16,9,10,15,0,113
SSC12652,35,31,23,12,22,21,10,28,3,176
SSC12653,315,555,401,256,256,238,99,239,36,2396
SSC12654,462,433,355,290,286,284,149,296,33,2584
SSC12655,29,55,37,26,30,22,17,38,3,263
SSC12656,0,6,0,3,0,6,3,0,0,22
SSC12657,11,15,9,12,8,4,8,7,4,77
SSC12658,11,0,0,0,0,0,0,7,0,22
SSC12659,11,9,0,3,7,3,3,6,3,39
SSC12660,19,18,21,15,19,13,11,14,3,120
SSC12661,0,0,0,0,0,0,0,0,0,0
SSC12662,0,0,0,0,0,0,0,0,0,0
SSC12663,4,0,0,3,0,0,0,0,0,15
SSC12664,3,0,4,0,3,0,0,3,0,16
SSC12665,10,8,15,7,9,4,4,5,0,57
SSC12666,11,3,0,0,3,0,6,4,3,32
SSC12667,0,7,0,0,0,0,3,0,0,14
SSC12668,14,4,0,0,0,0,0,0,0,17
SSC12669,73,83,51,42,53,40,13,44,6,403
SSC12670,97,173,155,136,102,93,30,81,7,886
SSC12671,192,174,165,110,140,87,72,126,19,1083
SSC12672,893,1321,672,499,797,531,192,284,100,5279
SSC12673,8,4,3,3,0,0,0,6,0,22
SSC12674,8,17,17,15,9,11,4,13,3,101
SSC12675,0,0,0,0,0,0,0,0,0,0
SSC12676,17,8,10,4,8,9,0,10,0,69
SSC12677,0,0,0,0,0,0,0,0,0,5
SSC12678,6,8,12,3,11,4,0,8,0,53
SSC12679,10,0,4,5,4,5,0,3,0,38
SSC12680,9,0,0,0,0,0,0,0,0,7
SSC12681,3,4,5,0,3,0,0,0,0,14
SSC12682,6,7,3,3,3,3,0,3,0,30
SSC12683,34,8,9,7,8,10,0,27,0,104
SSC12684,8,12,0,3,0,0,0,0,0,29
SSC12685,26,35,35,42,24,20,15,30,3,227
SSC12686,296,473,225,206,374,242,126,148,53,2147
SSC12687,17,9,13,6,6,7,5,11,3,71
SSC12688,33,18,16,3,6,0,4,13,3,96
SSC12689,0,0,0,0,0,0,0,0,0,0
SSC12690,3,0,0,0,0,0,0,0,0,3
SSC12691,3,0,0,0,3,0,0,4,0,15
SSC12692,3,0,0,0,0,0,3,0,0,6
SSC12693,0,0,0,0,0,0,0,0,0,0
SSC12694,0,0,0,0,0,0,0,0,0,3
SSC12695,5,0,0,0,0,0,0,0,0,9
SSC12696,8,0,0,0,0,0,0,3,0,17
SSC12697,17,7,10,3,6,6,0,12,0,59
SSC12698,55,49,48,26,31,37,14,31,6,307
SSC12699,50,57,82,38,53,42,52,68,5,438
SSC12700,0,0,0,0,0,0,0,0,0,3
SSC12701,7,9,3,3,5,0,0,5,0,36
SSC12702,0,0,0,0,0,0,0,0,0,0
SSC12703,96,187,135,104,124,85,53,57,13,863
SSC12704,26,36,31,18,21,13,9,15,0,174
SSC12705,4,0,3,0,0,0,0,0,0,14
SSC12706,0,0,0,0,0,0,0,0,0,4
SSC12707,0,7,7,3,0,3,3,8,0,26
SSC12708,0,0,0,0,0,0,0,0,0,0
SSC12709,11,10,10,11,10,5,9,10,0,85
SSC12710,159,245,186,109,176,134,79,96,22,1214
SSC12711,0,3,0,0,0,3,0,0,0,12
SSC12712,572,918,649,391,795,402,365,332,102,4524
SSC12713,9,0,0,3,0,3,3,0,0,18
SSC12714,22,14,21,20,21,19,18,33,3,175
SSC12715,14,26,8,6,12,3,4,3,0,76
SSC12716,6,11,0,0,3,0,0,0,0,23
SSC12717,0,3,4,3,4,3,0,8,0,33
SSC12718,9,0,0,0,0,0,0,3,0,10
SSC12719,12,3,0,0,0,0,0,0,0,15
SSC12720,12,3,0,0,0,0,0,3,0,25
SSC12721,15,0,0,0,3,0,0,3,0,26
SSC12722,601,630,533,425,518,352,355,433,71,3920
SSC12723,85,139,131,113,97,88,64,117,15,849
SSC12724,32,62,46,33,53,19,27,37,5,323
SSC12725,4,3,0,0,0,0,0,0,0,15
SSC12726,10,7,3,3,3,0,5,5,0,45
SSC12727,70,142,109,66,66,65,45,52,3,601
SSC12728,632,1384,613,533,923,504,300,434,85,5406
SSC12729,134,181,48,49,80,49,11,23,8,594
SSC12730,11,11,22,10,8,15,3,9,0,89
SSC12731,9,24,19,14,20,21,18,17,0,134
SSC12732,15,24,42,29,31,22,26,35,5,230
SSC12733,21,3,4,0,3,0,0,7,0,42
SSC12734,155,205,262,159,204,182,109,166,26,1480
SSC12735,50,88,46,67,56,29,18,42,3,405
SSC12736,0,0,0,0,0,0,0,0,0,0
SSC12737,24,12,3,6,7,0,0,16,0,74
SSC12738,3360,5530,622,1018,1686,1085,100,293,300,13999
SSC12739,404,602,651,431,427,381,284,458,62,3714
SSC12740,16,0,0,0,0,0,0,4,0,23
SSC12741,27,57,50,37,26,20,17,15,6,252
SSC12742,9,3,5,8,5,4,3,6,4,48
SSC12743,52,17,20,20,20,8,19,50,5,211
SSC12744,12,4,0,0,0,0,0,5,0,18
SSC12745,776,1089,901,683,1109,654,470,472,111,6261
SSC12746,0,0,0,0,0,0,0,0,0,0
SSC12747,18,16,10,9,7,3,8,4,4,68
SSC12748,97,179,266,205,157,172,103,256,25,1446
SSC12749,12,9,9,6,7,12,0,7,0,72
SSC12750,549,1090,531,373,587,312,139,235,68,3873
SSC12751,4,0,0,0,0,0,0,0,0,7
SSC12752,0,0,0,0,0,0,0,0,0,0
SSC12753,3,3,3,0,0,0,0,3,0,12
SSC12754,9,0,0,0,0,0,0,0,0,14
SSC12755,0,0,3,0,0,0,0,0,0,7
SSC12756,359,849,802,736,913,578,971,851,154,6202
SSC12757,14,34,15,8,8,14,3,5,0,85
SSC12758,19,16,21,7,17,8,0,8,4,105
SSC12759,0,0,0,0,0,0,0,0,0,0
SSC12760,21,11,6,6,8,3,3,8,0,64
SSC12761,18,9,9,8,10,7,8,18,0,98
SSC12762,10,0,0,0,3,0,0,0,0,12
SSC12763,8,0,0,0,0,0,4,0,0,13
SSC12764,8,0,0,0,0,0,0,6,0,16
SSC12765,55,67,64,35,66,30,43,23,9,381
SSC12766,144,258,227,175,231,177,112,152,23,1494
SSC12767,3,3,0,0,0,0,0,0,0,6
SSC12768,114,265,87,79,121,62,36,40,15,814
SSC12769,82,148,89,56,81,45,15,27,8,543
SSC12770,0,0,3,0,0,0,0,0,0,4
SSC12771,3,6,4,0,0,0,3,3,0,16
SSC12772,119,241,113,100,124,75,39,55,14,876
SSC12773,14,3,6,6,3,0,3,4,0,40
SSC12774,55,80,56,29,61,57,22,38,12,414
SSC12775,0,0,0,0,0,0,0,0,0,0
SSC12776,4,3,3,4,3,0,3,3,3,27
SSC12777,0,0,0,0,0,0,0,0,0,3
SSC12778,17,3,0,4,6,0,0,3,0,36
SSC12779,3,6,5,3,3,3,0,0,0,24
SSC12780,6,0,3,0,3,0,0,0,0,7
SSC12781,7,8,14,10,11,3,14,7,0,79
SSC12782,93,234,79,80,102,71,38,52,6,750
SSC12783,11,10,5,0,3,0,6,6,0,39
SSC12784,108,260,58,59,84,34,19,29,11,659
SSC12785,241,419,664,366,515,328,489,494,93,3609
SSC12786,33,31,36,20,35,14,11,16,5,200
SSC12787,7,7,0,0,4,0,0,7,0,24
SSC12788,188,442,199,138,242,105,54,102,23,1501
SSC12789,0,0,0,0,0,0,3,0,0,9
SSC12790,15,3,5,4,9,3,3,3,0,49
SSC12791,82,157,101,91,109,49,34,53,16,681
SSC12792,5,0,5,0,4,0,0,0,0,13
SSC12793,10,0,0,0,0,0,0,0,0,12
SSC12794,6,0,8,0,3,3,9,10,0,29
SSC12795,12,10,7,0,4,0,0,3,0,36
SSC12796,129,95,97,35,123,44,42,40,10,621
SSC12797,47,89,85,62,48,33,15,32,3,412
SSC12798,13,6,7,4,5,5,4,7,0,51
SSC12799,40,22,36,11,22,16,9,21,4,175
SSC12800,5,3,0,3,0,0,0,7,0,20
SSC12801,150,228,326,225,257,204,164,225,15,1790
SSC12802,0,0,0,0,0,0,0,0,0,0
SSC12803,13,12,15,9,11,8,9,18,5,97
SSC12804,4,5,8,0,0,3,0,3,0,21
SSC12805,15,3,0,5,0,3,0,0,0,32
SSC12806,11,4,4,3,0,0,0,5,0,35
SSC12807,14,5,3,0,0,0,0,4,0,26
SSC12808,8,12,14,10,7,0,6,6,0,65
SSC12809,12,3,0,5,3,0,3,8,0,31
SSC12810,7,5,3,6,7,3,6,3,0,37
SSC12811,13,3,5,0,0,0,0,0,0,19
SSC12812,483,682,844,490,462,500,583,538,59,4640
SSC12813,19,48,59,27,40,29,15,19,4,256
SSC12814,150,147,156,69,169,83,74,49,28,920
SSC12815,14,3,12,3,3,3,0,5,0,50
SSC12816,0,0,0,0,0,0,0,0,0,0
SSC12817,0,0,0,0,0,0,0,0,0,5
SSC12818,4,0,0,0,0,0,0,0,0,9
SSC12819,12,3,3,3,5,7,0,11,0,52
SSC12820,35,3,10,6,3,3,5,14,0,72
SSC12821,11,0,4,0,3,4,5,6,0,28
SSC12822,29,49,39,24,23,15,16,39,3,234
SSC12823,16,10,3,10,4,3,4,7,0,65
SSC12824,12,9,0,4,0,0,0,4,0,28
SSC12825,28,8,3,5,3,0,0,0,0,53
SSC12826,26,45,50,27,40,24,23,20,4,270
SSC12827,19,10,7,11,15,10,0,3,0,70
SSC12828,156,336,201,177,127,156,64,164,17,1398
SSC12829,24,48,28,16,30,25,10,30,4,211
SSC12830,150,89,164,103,90,78,63,118,17,863
SSC12831,14,5,3,0,4,0,3,3,0,29
SSC12832,17,10,12,13,3,3,8,13,6,83
SSC12833,8,3,0,0,3,0,0,0,0,14
SSC12834,0,0,0,0,0,0,0,0,0,0
SSC12835,13,4,9,11,7,3,3,3,0,56
SSC12836,20,0,0,3,3,0,3,7,0,42
SSC12837,4,3,8,0,9,3,0,5,0,29
SSC12838,12,4,3,3,4,0,0,3,0,34
SSC12839,15,5,0,0,0,0,0,3,0,28
SSC12840,15,25,14,16,13,7,14,8,3,116
SSC12841,7,0,7,6,3,3,3,3,0,35
SSC12842,0,0,0,0,0,0,0,0,0,0
SSC12843,66,29,11,29,26,11,36,37,4,242
SSC12844,0,0,0,0,0,0,0,0,0,0
SSC12845,0,0,0,0,0,0,0,0,0,0
SSC12846,4,3,0,0,0,0,0,3,0,9
SSC12847,17,3,0,0,3,0,0,3,0,24
SSC12848,9,5,5,6,0,0,0,3,0,33
SSC12849,7,4,0,0,3,3,0,8,0,24
SSC12850,39,13,11,9,8,6,8,18,3,114
SSC12851,3,0,0,0,0,0,0,0,0,3
SSC12852,31,24,8,13,24,11,5,14,0,135
SSC12853,0,0,0,0,0,0,0,0,0,0
SSC12854,50,88,30,21,49,19,12,10,3,278
SSC12855,14,16,10,9,6,3,0,11,3,69
SSC12856,0,0,0,0,0,0,0,0,0,0
SSC12857,0,0,0,0,0,0,0,0,0,0
SSC12858,44,18,17,12,18,13,6,34,0,164
SSC12859,18,0,3,0,5,0,0,3,0,23
SSC12860,363,440,195,153,309,106,52,103,29,1749
SSC12861,0,0,0,0,0,0,0,0,0,0
SSC12862,11,9,3,5,3,3,3,3,4,43
SSC12863,16,3,7,7,3,7,3,7,0,54
SSC12864,48,41,71,44,24,24,51,73,8,372
SSC12865,0,0,0,0,4,0,0,0,0,7
SSC12866,233,437,390,356,316,304,185,332,35,2584
SSC12867,20,22,42,8,22,13,29,19,3,174
SSC12868,351,565,1011,471,485,426,887,603,71,4860
SSC12869,11,0,0,0,0,0,0,6,0,23
SSC12870,17,9,4,0,5,0,0,10,0,59
SSC12871,16,0,0,0,3,0,0,5,0,22
SSC12872,0,0,0,0,0,0,0,0,0,0
SSC12873,24,14,12,5,15,7,8,8,0,94
SSC12874,0,0,0,0,0,0,0,0,0,0
SSC12875,12,18,15,23,19,20,8,25,0,140
SSC12876,3,0,0,5,3,4,3,3,0,29
SSC12877,75,102,54,52,44,49,14,34,16,432
SSC12878,4,6,3,0,0,4,3,0,0,24
SSC12879,9,0,5,3,4,0,4,9,0,37
SSC12880,6,7,4,8,5,0,0,3,0,26
SSC12881,9,3,0,0,0,0,0,9,0,26
SSC12882,18,7,3,6,3,0,3,3,0,40
SSC12883,5,13,8,3,6,7,4,9,0,60
SSC12884,3,0,0,0,0,0,0,0,0,4
SSC12885,53,52,77,51,52,48,59,60,8,462
SSC12886,0,0,0,0,0,0,0,0,0,0
SSC12887,184,241,235,251,180,149,100,272,46,1649
SSC12888,12,6,4,3,3,0,0,5,0,28
SSC12889,63,71,65,54,68,48,37,57,11,474
SSC12890,28,3,11,15,11,10,7,22,7,100
SSC12891,26,16,16,5,14,7,6,4,0,105
SSC12892,6,0,0,0,0,0,0,0,0,13
SSC12893,6,19,7,4,13,3,4,4,4,69
SSC12894,29,4,0,0,3,0,4,5,0,48
SSC12895,375,795,586,472,551,412,231,419,91,3926
SSC12896,178,251,302,175,239,211,214,176,30,1766
SSC12897,403,591,586,456,654,420,341,313,63,3840
SSC12898,699,1377,154,231,407,236,30,89,53,3266
SSC12899,0,3,3,0,3,0,0,0,0,13
SSC12900,111,125,139,102,96,83,46,116,15,828
SSC12901,3,0,0,0,0,0,0,3,0,4
SSC12902,638,1078,630,403,565,328,115,210,68,4044
SSC12903,427,546,544,322,389,322,369,424,62,3405
SSC12904,6,6,8,3,3,0,0,0,0,32
SSC12905,0,0,0,0,0,0,0,0,0,0
SSC12906,202,209,232,195,181,124,155,323,27,1650
SSC12907,3,0,0,0,0,3,0,3,0,9
SSC12908,21,4,3,4,0,3,0,13,0,56
SSC12909,52,93,73,57,63,56,24,49,3,472
SSC12910,418,586,459,320,424,299,143,293,48,2993
SSC12911,360,259,269,217,196,141,196,202,21,1866
SSC12912,240,497,323,242,338,216,186,241,52,2335
SSC12913,54,49,16,6,27,13,9,19,11,201
SSC12914,35,35,12,14,8,6,3,5,0,121
SSC12915,0,4,13,0,3,0,7,3,0,30
SSC12916,5,7,6,0,8,6,0,7,0,39
SSC12917,10,16,12,22,13,15,11,22,0,117
SSC12918,3,0,0,0,0,0,0,4,0,8
SSC12919,13,3,0,0,0,0,0,10,0,30
SSC12920,21,12,24,20,26,17,13,25,0,157
SSC12921,0,0,0,0,0,0,0,0,0,3
SSC12922,48,34,42,16,47,22,16,11,3,237
SSC12923,301,396,395,321,296,232,118,281,42,2384
SSC12924,33,33,28,11,26,22,21,10,3,182
SSC12925,14,3,5,0,5,0,0,3,0,27
SSC12926,59,51,55,24,43,34,24,51,9,347
SSC12927,40,18,21,15,20,16,14,15,0,151
SSC12928,7,0,0,0,0,0,0,0,0,8
SSC12929,4,3,8,0,3,0,4,4,0,24
SSC12930,12,3,5,9,3,0,9,3,0,39
SSC12931,0,0,3,0,3,0,0,0,0,9
SSC12932,16,16,38,16,15,18,16,29,0,159
SSC12933,21,4,3,3,4,7,6,11,0,56
SSC12934,1324,2631,377,434,806,466,69,144,110,6357
SSC12935,0,0,0,0,0,0,0,0,0,0
SSC12936,50,13,3,9,3,4,5,7,0,93
SSC12937,33,18,14,13,15,3,11,19,3,121
SSC12938,21,20,43,36,28,35,34,50,5,278
SSC12939,17,34,20,18,13,20,3,14,4,143
SSC12940,0,5,6,4,3,0,0,0,0,23
