SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC20960,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,8,14,16,14,22,10,20,0,108
SSC20961,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,4,5,6,14,0,10,3,49
SSC20962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,7,19,9,10,14,6,8,46,3,117
SSC20963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,16
SSC20965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,5,3,12,0,32
SSC20966,3,21,10,5,11,16,4,18,0,87,0,15,9,8,13,14,5,4,24,84,102,369,276,292,457,442,243,403,59,2641
SSC20967,4,9,19,8,22,23,7,20,0,114,7,10,9,10,18,21,3,18,30,118,149,475,409,381,589,667,392,492,40,3596
SSC20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,12
SSC20969,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,8,11,22,19,6,13,0,93
SSC20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,17
SSC20972,0,3,4,11,3,6,7,7,0,48,3,9,3,3,5,11,13,4,8,60,52,133,123,133,189,229,112,179,24,1168
SSC20973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,4,3,0,23
SSC20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,8,6,5,0,12,0,37
SSC20976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,4,0,15
SSC20977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,6,4,4,13,0,39
SSC20978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,10,3,8,0,18,3,53
SSC20979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,0,17
SSC20982,0,0,0,0,0,3,0,3,0,9,0,5,0,0,0,0,4,0,0,9,8,25,27,24,23,28,19,32,6,188
SSC20983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,7,8,0,17,11,12,0,68
SSC20984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,4,0,8,3,21
SSC20985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,0,18
SSC20986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,3,3,3,13,3,35
SSC20987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11
SSC20988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,0,19
SSC20989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,4,0,11,5,32
SSC20990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
SSC20992,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,7,10,16,28,20,46,29,15,58,9,231
SSC20993,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,6,9,4,7,7,24,0,68
SSC20994,3,21,25,21,14,20,16,18,0,143,7,26,15,16,27,30,20,28,19,176,149,581,460,469,631,777,454,756,55,4340
SSC20995,0,0,0,0,3,5,0,3,0,17,0,0,3,0,3,3,0,0,7,15,19,48,43,50,59,80,36,66,7,402
SSC20996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,18
SSC20997,0,11,16,19,40,26,17,14,0,144,5,24,10,14,29,30,5,8,50,177,110,407,390,399,744,716,286,350,83,3474
SSC20998,0,0,0,0,3,0,0,3,0,9,3,0,0,0,0,5,0,0,9,18,14,28,16,34,38,39,20,21,12,217
SSC20999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,17,3,16,9,17,3,81
SSC21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,8,4,6,0,3,0,30
SSC21001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,3,10,6,15,6,14,0,67
SSC21002,11,10,11,13,15,14,8,8,0,89,0,11,11,9,20,31,8,9,21,130,79,267,267,276,539,691,239,248,38,2648
SSC21003,7,53,44,54,47,40,33,55,4,338,12,59,53,35,56,86,25,88,80,491,346,1741,1436,1337,1687,2532,1338,2533,174,13125
SSC21004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,7,14,0,9,3,62
SSC21005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4
SSC21006,8,84,71,56,82,97,39,62,0,513,14,103,84,75,143,180,50,83,189,915,419,2426,1904,1839,3369,3767,1401,1858,332,17311
SSC21007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,15
SSC21009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,3,0,11,0,33
SSC21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,8,6,22,9,21,0,90
SSC21012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,11
SSC21013,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,4,4,6,20,24,22,23,23,13,38,4,172
SSC21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,8,0,20
SSC21015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SSC21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,7,3,3,6,30,7,67
SSC21018,0,0,0,3,3,5,5,5,0,25,0,3,0,0,0,5,0,4,0,19,32,55,80,66,108,98,44,87,4,574
SSC21019,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,5,17,9,17,5,17,11,13,0,93
SSC21020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,4,10,6,12,0,47
SSC21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4
SSC21022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,3,3,7,0,27
SSC21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
SSC21024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SSC21025,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,7,4,18,0,48
SSC21026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SSC21027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,14
SSC21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,7
SSC21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,12
SSC21031,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,12,3,28,26,15,20,26,11,24,5,159
SSC21032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,16,10,17,9,12,22,6,31,3,128
SSC21033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,10,5,3,0,31
SSC21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,7,8,5,11,0,51
SSC21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,20,0,35
SSC21036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,5,13,7,5,10,3,64
SSC21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,12
SSC21038,0,4,0,3,3,3,0,8,0,20,0,3,3,0,0,0,0,0,3,16,20,63,54,57,80,76,48,64,7,465
SSC21039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,8,0,31
SSC21040,3,42,42,36,99,65,33,41,7,366,20,32,60,45,91,96,16,34,146,534,265,903,1191,1003,2093,1906,758,912,255,9277
SSC21041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,16,9,17,8,9,10,30,3,92
SSC21042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21043,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,21,15,14,14,18,13,28,3,128
SSC21044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,4,6,3,6,7,12,0,57
SSC21045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,15
SSC21046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,8,3,10,0,34
SSC21047,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,6,11,6,4,18,11,6,4,7,71
SSC21048,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,4,9,16,9,14,7,3,89
SSC21049,0,4,4,9,8,0,3,0,0,30,0,0,0,0,6,7,0,3,3,23,29,118,113,141,176,152,82,100,14,925
SSC21050,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,8,10,6,4,3,11,0,53
SSC21051,3,18,16,18,40,25,16,22,3,156,7,13,7,7,28,13,7,16,17,124,142,490,408,492,886,615,382,429,57,3899
SSC21052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,11,12,21,10,12,23,3,110
SSC21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,13
SSC21054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SSC21055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,7,4,4,4,0,34
SSC21056,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,6,9,7,8,12,0,6,3,47
SSC21057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,6,5,8,16,0,58
SSC21058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,17
SSC21059,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,15,15,11,10,3,16,0,78
SSC21060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,5,4,7,0,37
SSC21061,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,9,4,20,11,18,11,36,8,26,5,146
SSC21062,0,0,0,0,5,0,0,3,0,16,0,3,3,0,0,0,0,8,0,16,14,33,32,36,49,34,22,77,3,299
SSC21063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8
SSC21064,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,3,9,5,19,10,9,16,27,6,26,5,120
SSC21065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,11,10,12,19,13,34,4,124
SSC21066,0,0,3,0,0,0,0,0,0,8,0,0,4,0,3,7,0,0,5,23,18,58,65,57,90,97,42,91,14,530
SSC21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,17,14,15,24,15,34,4,138
SSC21068,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,13,12,17,16,18,5,27,4,117
SSC21069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,0,18
SSC21070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,14,12,12,16,3,13,4,93
SSC21071,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,9,0,29
SSC21072,0,8,5,12,7,10,3,3,0,50,0,0,3,4,13,10,5,7,10,46,35,121,126,160,254,305,141,190,22,1357
SSC21073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12
SSC21075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,15
SSC21076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,3,0,19
SSC21077,0,4,4,0,7,0,0,3,0,17,0,3,4,0,0,5,0,5,8,24,10,44,39,40,69,73,21,62,15,374
SSC21078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21080,0,0,0,4,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,4,22,13,15,24,20,10,7,0,121
SSC21081,0,3,0,3,0,3,0,3,0,14,0,0,3,0,0,0,0,4,3,19,11,41,42,34,39,58,20,54,0,311
SSC21082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,5,10,0,5,0,38
SSC21083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,12
SSC21084,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,11,14,24,22,18,26,29,25,56,3,216
SSC21085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,4,0,0,19
SSC21087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,11
SSC21088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,10,0,12
SSC21089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SSC21090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,9,18,23,25,33,38,11,36,3,189
SSC21091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SSC21092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,4,3,3,0,0,0,0,26
SSC21093,0,3,0,3,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,9,16,45,22,24,51,57,22,43,3,288
SSC21094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,8,0,3,0,28
SSC21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,8,0,3,3,25
SSC21096,10,69,33,57,71,66,33,57,3,396,9,32,22,24,62,68,23,48,71,358,367,1284,1114,1216,1793,2202,1028,1389,147,10537
SSC21097,11,37,35,52,60,59,34,49,4,330,12,38,30,45,74,60,14,33,82,389,232,955,768,826,1554,1586,697,1048,190,7857
SSC21098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,0,0,11,0,21
SSC21099,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,3,3,3,3,6,9,5,0,35
SSC21100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,10,11,3,11,0,52
SSC21101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,6,9,5,3,18,0,69
SSC21102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,6,16,11,10,15,7,15,0,84
SSC21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SSC21104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,13
SSC21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,5,3,0,7,0,27
SSC21106,8,49,27,24,42,40,21,19,7,245,9,25,18,22,29,32,21,16,48,216,253,935,729,807,1233,1137,603,679,111,6500
SSC21107,0,3,0,8,7,5,7,6,0,31,5,0,0,0,5,7,0,0,0,24,33,74,51,70,59,86,45,91,3,514
SSC21108,0,3,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,3,3,12,16,20,16,22,19,4,18,6,127
SSC21109,0,0,0,3,0,0,0,0,0,12,0,3,0,3,0,3,0,0,5,14,11,33,34,28,16,34,27,61,14,256
SSC21110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,6,20,10,10,15,24,10,40,9,137
SSC21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC21113,0,0,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,6,0,13,3,30,27,21,27,33,18,43,4,203
SSC21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,8,0,6,0,4,3,28
SSC21115,0,3,0,4,3,0,3,0,0,12,0,5,0,5,0,3,0,3,10,33,29,68,56,72,116,103,57,60,22,577
SSC21116,0,8,11,12,30,23,14,14,0,109,3,8,10,10,13,18,12,9,32,103,63,217,231,238,508,417,214,212,67,2162
SSC21117,3,21,15,20,46,38,23,9,5,178,8,29,21,13,78,47,12,25,72,311,126,489,406,533,1194,840,379,408,119,4496
SSC21118,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,12,0,9,8,7,5,12,0,57
SSC21119,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,18,26,21,28,40,30,7,55,0,213
SSC21120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,12,4,7,9,7,3,21,4,69
SSC21121,7,27,17,20,40,41,21,26,4,204,9,16,11,10,22,16,9,11,26,138,214,597,478,592,732,742,422,548,75,4400
SSC21122,3,18,13,12,21,22,11,12,0,112,10,3,4,10,11,16,8,14,17,101,123,363,313,354,557,553,288,372,55,2983
SSC21123,7,37,19,17,15,22,8,32,3,162,4,45,22,30,28,49,26,59,25,290,186,949,710,673,693,1150,608,1344,71,6384
SSC21124,3,11,14,6,24,12,4,9,0,80,0,7,6,4,9,21,10,10,19,84,80,263,250,221,355,445,236,343,33,2222
SSC21125,4,52,38,37,119,69,35,27,3,397,19,71,57,56,247,155,36,40,169,845,288,1129,904,1154,3060,2118,813,841,296,10605
SSC21126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,7,13,7,12,7,14,3,82
SSC21127,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,5,0,3,0,3,7,3,3,3,32
SSC21128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,3,10,10,0,5,6,36
SSC21129,0,0,3,0,3,3,3,0,0,11,4,0,0,0,0,0,3,3,0,13,17,49,53,56,63,69,38,66,5,421
SSC21130,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,4,8,16,21,11,15,20,6,18,3,128
SSC21131,0,3,0,0,3,3,0,3,0,16,0,3,3,3,3,4,0,4,0,26,16,77,42,52,62,69,33,71,9,435
SSC21132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,11
SSC21133,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,3,0,3,7,26,22,19,13,33,12,40,4,187
SSC21134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,15,6,7,5,22,8,26,3,100
SSC21135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,7,7,15,21,3,25,4,92
SSC21136,4,25,23,19,33,36,16,17,0,169,3,17,10,18,42,41,16,22,33,202,141,471,404,431,708,625,359,429,73,3633
SSC21137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8
SSC21138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,3,3,0,0,25
SSC21139,0,3,7,5,3,7,3,6,0,37,0,5,0,0,0,3,0,10,4,21,26,98,77,90,117,118,62,105,6,707
SSC21140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,12
SSC21141,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,10,5,26,18,21,12,31,22,55,6,193
SSC21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21143,8,50,33,36,62,53,36,34,5,314,10,50,34,27,45,57,27,82,93,427,391,1485,1327,1207,1944,2614,1422,2316,197,12912
SSC21144,7,31,24,27,33,25,19,13,0,174,5,30,30,20,24,55,20,73,49,309,220,909,826,707,1073,1557,828,1406,111,7645
SSC21145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,11,0,28
SSC21146,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,4,0,15,9,18,14,12,11,11,4,102
SSC21147,0,3,6,0,5,3,0,14,0,35,0,3,0,0,0,6,0,12,7,32,37,108,79,83,143,104,74,128,12,764
SSC21148,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,20,17,11,24,26,5,23,3,143
SSC21149,9,15,16,17,35,32,16,19,3,163,15,22,12,20,21,27,10,14,48,183,140,454,387,417,498,545,294,454,95,3288
SSC21150,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,8,5,4,7,12,10,24,0,79
SSC21151,3,3,0,0,7,9,4,5,0,30,0,9,0,0,10,5,3,3,14,48,42,114,114,96,146,138,61,126,25,856
SSC21152,0,4,0,0,0,4,3,4,0,13,0,0,0,3,5,7,0,3,3,25,20,47,39,52,74,83,38,50,3,406
SSC21153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC21154,0,4,6,4,6,7,9,3,0,43,0,6,6,4,12,14,6,7,19,72,44,164,134,183,265,260,155,187,24,1416
SSC21155,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,7,10,11,14,13,15,9,16,10,100
SSC21156,3,31,16,27,41,34,13,28,0,194,5,13,11,22,33,29,12,23,33,179,160,657,502,561,863,954,487,578,63,4826
SSC21157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,7,0,7,0,24,0,56
SSC21158,4,11,10,11,13,15,11,9,0,87,0,5,11,11,9,18,3,13,15,96,138,339,310,368,512,644,317,448,41,3110
SSC21159,4,19,20,15,16,26,9,12,0,108,3,16,7,12,17,21,10,5,31,117,92,350,321,322,546,637,284,336,55,2942
SSC21160,5,6,5,14,10,5,7,11,0,65,0,15,7,15,21,11,4,7,31,122,62,241,215,233,402,296,142,174,56,1831
SSC21161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,0,0,11,0,32
SSC21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,6,14,0,35
SSC21163,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,8,11,13,34,28,42,32,39,16,35,7,257
SSC21164,0,3,3,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,5,15,23,18,25,18,20,13,20,3,156
