SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC12162,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC12163,3343,3466,6811,135,125,258,475,528,1002,3,3,6,10,7,19,3,3,6,4,3,5,0,0,0,5,7,10,0,0,0,0,0,0,497,548,1047,62,71,132,13,10,22,703,757,1466,450,426,877,4495,4648,9148
SSC12164,419,414,829,15,13,27,23,20,42,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,20,46,0,0,0,3,0,4,47,37,85,56,49,109,523,497,1023
SSC12165,114,89,202,3,0,12,6,7,12,0,0,0,0,4,5,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,9,26,0,0,0,0,0,0,25,10,33,10,8,19,147,110,258
SSC12166,23,17,41,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,4,4,8,32,28,54
SSC12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12168,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,18,26
SSC12169,15,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,20,13,36
SSC12170,14,23,34,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,240,0,240,255,22,279
SSC12171,289,292,577,3,3,6,28,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,51,0,3,3,0,0,0,37,26,65,22,28,55,346,347,691
SSC12172,3617,3991,7605,87,91,177,366,365,729,5,4,6,8,10,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,374,380,755,35,31,68,6,7,18,507,510,1009,228,305,534,4351,4799,9155
SSC12173,1175,1333,2514,48,35,84,233,253,481,9,12,15,7,9,14,3,3,4,0,6,6,0,0,0,0,0,0,8,9,15,0,0,0,257,280,537,75,97,171,0,6,3,386,413,801,233,234,466,1795,1983,3779
SSC12174,198,190,389,3,3,4,23,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,45,0,0,0,0,0,0,21,24,50,18,15,34,240,234,473
SSC12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12176,21,20,36,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,5,21,26,50
SSC12177,21,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,22,21,45
SSC12178,74,58,134,3,0,6,6,9,17,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,26,4,5,5,0,0,0,25,20,43,10,13,17,103,87,194
SSC12179,11,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,33
SSC12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12181,5500,5520,11014,213,199,417,730,694,1423,25,13,36,17,19,38,0,3,4,13,10,22,0,0,0,4,4,10,7,14,16,0,0,0,786,757,1547,460,463,922,6,6,9,1473,1427,2895,506,457,967,7473,7406,14884
SSC12182,842,870,1705,3,9,9,58,50,105,0,0,3,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,56,117,7,9,13,0,0,0,75,67,143,75,73,147,987,1010,2000
SSC12183,27,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,22,39,36,76
SSC12184,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
SSC12185,336,347,686,13,7,25,36,44,76,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,39,43,86,3,0,4,3,0,4,57,56,116,33,22,59,426,425,859
SSC12186,8,11,22,6,0,6,4,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,8,7,13,3,0,4,24,15,39
SSC12187,1440,1532,2970,57,61,121,135,148,279,0,5,7,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,140,158,298,0,3,7,3,3,8,205,227,439,114,110,226,1762,1875,3630
SSC12188,123,131,253,3,6,4,8,3,12,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,18,0,0,0,3,0,3,13,16,29,9,7,13,149,146,298
SSC12189,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,9,11,15
SSC12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12191,85,88,176,0,3,5,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,10,8,15,3,3,6,98,97,195
SSC12192,179,155,325,4,5,10,18,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,34,0,0,0,0,0,0,26,22,46,27,29,57,225,201,430
SSC12193,2702,2783,5486,128,152,285,334,334,665,19,31,48,17,17,39,0,3,3,10,14,20,0,0,4,0,0,3,5,5,4,0,0,0,392,400,788,47,39,86,6,3,10,573,599,1170,248,238,479,3524,3616,7135
SSC12194,814,881,1698,39,56,100,68,92,162,0,0,0,5,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,96,167,0,0,6,4,0,3,125,157,278,65,58,116,999,1097,2099
SSC12195,150,125,269,3,0,3,3,6,8,11,13,23,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,0,0,0,0,0,0,22,19,42,16,23,34,186,163,350
SSC12196,28,29,57,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,8,0,0,0,0,0,0,5,5,8,3,3,3,38,35,73
SSC12197,874,896,1767,33,46,78,144,154,299,13,10,23,15,20,39,3,3,5,3,0,8,0,0,0,3,4,6,0,0,3,0,0,0,188,185,374,9,13,24,0,0,0,224,248,475,101,118,219,1198,1261,2455
SSC12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12199,208,131,347,5,9,14,21,15,36,3,0,4,7,3,13,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,50,3,7,13,0,0,0,38,34,80,96,52,152,347,224,574
SSC12200,1596,1673,3263,44,32,76,153,160,309,4,3,8,10,7,16,0,0,0,0,3,5,0,0,0,0,0,0,3,0,3,0,0,0,164,175,340,3,5,12,3,0,3,220,212,430,96,83,179,1905,1969,3872
SSC12201,431,482,916,10,8,22,27,27,58,0,0,0,6,3,8,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,38,35,75,3,5,6,0,0,0,55,53,108,38,26,60,524,559,1085
SSC12202,157,141,297,3,3,7,15,11,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,18,29,0,0,0,0,0,0,21,18,41,16,25,40,200,183,377
SSC12203,20,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,21,45
SSC12204,81,60,144,0,0,0,8,6,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,15,0,0,0,0,0,0,11,7,20,11,3,13,98,72,173
SSC12205,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7
SSC12206,251,227,476,3,3,11,29,30,59,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,26,37,63,0,0,0,0,0,0,31,43,75,30,20,46,312,286,598
SSC12207,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12
SSC12208,24,30,55,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,34,40,71
SSC12209,232,227,454,3,4,4,24,25,56,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,71,0,3,3,0,0,3,35,44,74,44,47,93,308,316,624
SSC12210,27,26,56,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,7,3,9,7,34,36,74
SSC12211,79,80,157,0,0,7,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,3,3,0,0,0,9,11,21,8,7,10,100,96,192
SSC12212,58,51,106,0,0,0,6,9,16,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,22,0,0,0,0,0,0,10,14,22,8,8,13,77,68,145
SSC12213,56,42,93,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,6,7,3,3,7,62,46,107
SSC12214,14,19,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,3,19,22,44
SSC12215,352,350,704,17,6,23,29,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,60,0,0,0,0,0,0,42,37,82,35,23,62,429,418,849
SSC12216,963,963,1923,48,48,93,44,43,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,91,3,3,5,3,0,3,100,98,196,72,51,121,1132,1113,2238
SSC12217,495,557,1046,21,14,37,96,116,210,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,123,225,27,26,58,0,0,0,153,164,314,64,79,143,716,798,1512
SSC12218,1232,1270,2497,49,44,94,97,95,195,0,0,0,0,3,5,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,104,103,200,3,9,10,3,0,4,156,153,306,118,112,235,1505,1535,3042
SSC12219,519,517,1040,18,19,34,47,65,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,68,115,4,0,5,0,0,0,68,92,159,64,73,140,655,679,1333
SSC12220,261,271,535,0,8,8,31,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,57,0,3,4,0,0,0,34,41,75,22,29,54,316,339,663
SSC12221,2308,2336,4637,136,156,294,197,214,411,4,5,4,11,4,15,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,215,231,443,8,7,14,9,10,18,365,395,765,259,318,575,2933,3050,5984
SSC12222,45,30,76,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,3,0,3,46,33,83
SSC12223,15,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,17
SSC12224,16,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,3,3,8,23,15,37
SSC12225,29,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,54
SSC12226,357,398,757,5,3,6,31,22,50,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,56,6,0,3,0,0,0,37,26,65,43,45,89,437,470,908
SSC12227,425,440,862,9,11,20,40,42,82,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,83,6,6,11,0,5,5,57,64,117,26,25,52,510,522,1031
SSC12228,51,53,106,0,3,3,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,0,0,0,0,0,0,7,10,15,8,3,9,64,65,131
SSC12229,777,868,1649,60,77,138,37,36,75,0,0,0,12,16,26,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,53,59,110,6,0,5,6,7,8,122,138,256,137,132,269,1042,1137,2175
SSC12230,156,170,324,3,7,11,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,23,0,0,3,0,3,3,17,18,40,20,18,37,195,203,402
SSC12231,59,48,103,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27,3,0,3,0,0,0,12,16,28,9,10,25,84,76,159
SSC12232,57,54,112,0,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,4,9,0,3,3,67,60,124
SSC12233,141,136,283,4,4,7,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,21,0,0,0,0,3,4,16,23,37,11,15,30,174,179,345
SSC12234,46,60,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,46,64,113
SSC12235,163,149,310,5,0,4,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,3,0,3,0,0,0,11,7,19,14,11,19,190,169,355
SSC12236,20,19,43,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,7,4,9,0,0,0,27,25,49
SSC12237,87,73,162,0,4,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,7,17,22,21,41,113,105,209
SSC12238,2403,2596,4998,101,104,209,212,205,420,8,12,21,9,20,32,0,0,0,8,10,15,0,0,0,3,0,5,5,4,12,0,0,0,250,248,506,5,9,13,3,0,6,364,370,734,190,202,392,2955,3167,6119
SSC12239,95,69,164,4,6,7,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0,0,9,7,19,20,19,36,128,95,224
SSC12240,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8,3,11
SSC12241,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,3,4,3,6
SSC12242,546,552,1096,38,40,85,19,21,41,0,0,0,3,3,3,0,0,0,4,3,4,0,0,0,0,0,0,0,0,3,0,0,0,25,33,58,0,0,0,0,0,3,68,76,142,109,110,217,719,740,1455
SSC12243,1346,1439,2776,50,47,104,145,170,318,3,3,9,16,9,20,0,0,0,3,3,5,3,3,4,0,3,4,0,0,5,0,0,0,174,192,365,3,3,5,0,0,3,229,248,477,118,103,218,1688,1782,3467
SSC12244,187,167,354,8,6,12,23,24,40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,43,0,0,0,0,0,0,29,28,60,18,15,33,235,205,437
SSC12245,17,17,36,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,23,19,36
SSC12246,36,28,61,5,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,0,0,0,4,9,21,0,0,0,0,0,0,8,13,23,4,8,13,49,49,99
SSC12247,1263,1455,2715,40,61,97,139,155,297,0,0,3,6,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,174,326,0,15,17,4,10,14,201,253,452,158,223,378,1613,1937,3548
SSC12248,1507,1525,3028,50,41,88,176,183,353,0,3,3,4,0,7,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,185,193,372,16,23,41,3,3,4,250,257,509,142,121,259,1897,1904,3800
SSC12249,17,11,27,6,0,7,3,3,3,4,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,0,0,0,0,9,10,24,0,0,0,28,20,54
SSC12250,1156,1241,2403,60,70,125,128,159,287,0,3,6,15,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,169,311,6,9,11,6,0,10,207,246,455,143,133,270,1509,1619,3130
SSC12251,169,174,348,4,6,8,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,38,0,0,0,0,0,0,25,22,53,11,18,29,213,215,427
SSC12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12253,2049,2164,4213,63,70,134,185,208,388,0,0,3,5,5,12,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,192,219,417,5,12,18,7,3,14,273,305,575,214,208,417,2527,2675,5207
SSC12254,280,265,549,3,12,11,18,21,38,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,45,3,4,7,0,0,0,25,33,63,20,23,37,327,317,647
SSC12255,390,356,746,13,17,26,21,24,44,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,53,0,0,4,0,0,0,35,48,84,33,30,61,459,433,893
SSC12256,576,623,1196,16,17,39,47,49,91,3,3,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,53,54,102,0,0,0,0,0,0,75,74,147,39,36,74,681,733,1420
SSC12257,6725,5941,12669,544,315,855,534,407,941,21,7,24,31,17,47,20,6,23,16,13,28,0,0,0,3,0,0,0,0,4,0,0,0,613,458,1070,382,348,733,13,4,14,1551,1128,2671,745,603,1351,9020,7672,16694
SSC12258,182,186,368,5,10,12,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,0,0,0,0,0,0,15,19,33,18,13,26,209,213,424
SSC12259,462,470,931,28,42,78,33,35,69,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,84,0,0,0,3,0,3,73,84,161,49,50,97,582,602,1182
SSC12260,36,36,78,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,7,4,11,54,47,96
SSC12261,2990,3045,6030,60,77,135,318,301,614,5,0,4,8,4,15,3,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,329,311,646,33,39,73,15,4,21,434,438,868,341,322,661,3765,3803,7568
SSC12262,40,35,71,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,5,7,4,10,13,50,43,89
SSC12263,136,151,285,3,0,7,9,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,24,0,0,0,4,3,5,17,18,35,22,22,38,176,189,364
SSC12264,1896,2077,3971,46,47,89,218,256,472,4,3,7,4,11,16,0,0,0,0,4,7,0,0,0,0,0,0,7,0,4,0,0,0,241,275,511,19,19,38,5,3,9,307,339,642,115,134,244,2316,2552,4865
SSC12265,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,9,22
SSC12266,3791,4155,7943,184,198,377,564,648,1213,17,15,33,16,31,47,7,4,11,9,8,13,0,3,6,0,0,0,6,3,9,0,0,0,623,717,1334,134,158,289,4,5,8,940,1073,2018,339,369,700,5070,5599,10669
SSC12267,3780,4108,7884,130,129,261,844,875,1724,20,17,34,22,35,57,6,7,18,22,25,53,0,3,3,3,0,3,9,8,23,0,0,0,928,972,1901,195,205,401,13,5,19,1267,1309,2571,373,399,776,5418,5817,11231
SSC12268,990,988,1980,26,30,59,162,163,325,4,8,10,5,4,17,0,3,4,4,5,16,0,0,0,0,0,0,0,0,3,0,0,0,183,186,372,34,33,67,0,3,3,243,261,504,54,63,116,1284,1308,2598
SSC12269,18,21,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,5,23,22,44
SSC12270,132,109,244,9,3,14,5,8,14,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,20,0,0,0,0,0,0,11,15,29,13,8,23,159,135,296
SSC12271,20,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,23,24,49
SSC12272,4,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SSC12273,248,243,491,7,4,9,17,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,40,0,0,0,0,0,0,24,25,57,23,20,44,294,292,592
SSC12274,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC12275,1117,1005,2121,14,14,21,79,71,150,3,0,5,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,77,161,21,18,34,0,0,6,115,100,223,103,105,203,1334,1208,2541
SSC12276,407,399,809,9,3,12,17,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,49,3,3,6,3,0,3,32,33,67,41,34,75,478,465,948
