SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC10001,12,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,22
SSC10002,1806,1890,3692,21,28,48,119,140,253,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,141,263,12,16,29,3,4,5,158,185,351,93,77,171,2059,2153,4213
SSC10003,1970,2175,4145,71,79,150,188,219,409,3,3,3,3,6,9,0,0,0,3,5,4,3,3,4,3,0,4,0,0,0,0,0,0,196,235,432,38,32,73,0,4,4,305,354,662,230,278,512,2506,2810,5315
SSC10004,415,442,853,36,41,75,47,49,101,0,0,3,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,53,106,0,0,0,0,0,0,86,98,184,33,36,61,531,572,1105
SSC10005,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,22
SSC10006,939,950,1884,70,63,131,90,100,194,0,0,0,9,9,20,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,100,121,221,0,0,0,0,5,6,168,192,361,76,104,180,1188,1243,2426
SSC10007,830,815,1649,39,35,68,61,69,134,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,78,143,0,0,0,4,3,12,104,111,216,104,101,205,1043,1027,2070
SSC10008,37,32,77,3,3,9,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,7,9,16,6,3,9,51,46,101
SSC10009,1931,2043,3973,190,208,407,298,300,601,4,3,6,11,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,321,312,631,5,15,20,5,4,15,525,541,1065,123,135,256,2574,2725,5298
SSC10010,952,960,1911,35,28,64,63,60,122,0,0,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,70,137,3,3,8,0,0,3,107,105,216,81,98,184,1144,1166,2306
SSC10011,126,115,246,5,0,6,6,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,0,0,0,0,15,12,24,40,31,72,182,162,345
SSC10012,7,6,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,5,3,12
SSC10013,11,12,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,4,7,5,5,13,0,0,0,17,22,42
SSC10014,1578,1617,3198,5,11,18,160,143,305,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,147,313,26,28,60,0,0,0,202,189,383,97,67,164,1872,1878,3749
SSC10015,137,125,262,5,3,7,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,3,0,3,0,0,0,13,15,28,9,5,15,159,138,300
SSC10016,2189,2357,4539,75,66,141,379,436,815,7,0,6,11,9,25,4,7,19,3,3,5,0,5,7,4,11,12,3,3,12,0,0,0,415,485,900,32,22,51,8,6,16,533,578,1109,147,164,313,2864,3098,5967
SSC10017,2243,2248,4495,60,45,104,175,190,364,4,8,13,4,8,9,0,0,0,0,3,3,4,3,4,0,0,0,0,0,0,0,0,0,194,206,400,7,12,21,0,0,0,259,268,526,116,105,218,2619,2615,5236
SSC10018,404,392,791,9,8,17,22,24,43,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,55,0,0,0,0,0,3,38,37,76,41,35,74,476,464,941
SSC10019,40,33,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,6,3,6,41,44,81
SSC10020,21,19,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,3,0,3,29,22,50
SSC10021,393,359,754,3,8,17,34,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,67,0,0,4,0,0,0,44,44,84,31,31,64,465,432,901
SSC10022,988,1208,2201,27,28,55,97,112,203,0,4,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,217,3,6,8,8,0,6,138,146,292,181,213,402,1314,1570,2884
SSC10023,56,62,118,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,15,8,12,20,15,16,33,79,86,169
SSC10024,33,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,4,3,12,42,43,81
SSC10025,5290,5702,10988,209,195,405,420,486,907,5,3,10,13,10,24,4,0,4,6,0,6,0,0,0,3,3,7,0,0,3,0,0,0,445,504,955,25,17,40,19,19,43,702,738,1441,356,368,728,6344,6809,13152
SSC10026,2668,2805,5467,46,49,93,303,323,628,0,3,6,13,14,24,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,319,346,665,13,14,21,5,5,14,379,406,788,284,289,573,3327,3504,6832
SSC10027,1635,1764,3396,83,90,180,142,178,327,99,90,192,17,18,32,0,0,3,3,3,3,0,3,3,0,0,0,3,3,7,0,0,0,263,295,559,32,24,55,3,0,8,380,409,793,283,274,554,2298,2442,4744
SSC10028,295,292,589,9,7,18,18,22,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,41,0,0,0,0,3,3,30,33,61,507,69,577,837,386,1223
SSC10029,56,59,117,0,0,3,6,10,12,0,0,0,0,3,3,6,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,15,30,0,0,0,0,0,0,18,17,31,8,5,16,83,83,168
SSC10030,2758,2653,5413,106,92,204,613,585,1194,23,23,41,31,36,64,10,11,17,10,9,18,5,3,12,0,0,0,10,5,15,0,0,0,692,668,1368,151,164,312,6,10,18,959,943,1902,441,393,835,4159,3990,8152
SSC10031,1338,1393,2731,14,14,23,74,91,171,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,94,176,6,7,16,0,0,0,100,116,216,79,60,138,1513,1574,3084
SSC10032,45,41,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,58,51,104
SSC10033,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC10034,34,36,65,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,3,3,10,9,7,18,43,45,90
SSC10035,33,31,66,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,10,6,0,5,43,34,76
SSC10036,2855,3030,5889,41,54,94,252,249,502,0,3,3,3,4,6,0,0,0,0,3,7,0,0,0,3,3,5,0,3,4,0,0,0,263,266,523,34,32,73,3,3,6,341,352,695,175,179,356,3372,3564,6931
SSC10037,32,26,52,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,0,0,0,0,0,0,7,5,14,3,3,8,39,35,69
SSC10038,2112,2163,4274,53,51,100,304,274,580,3,4,5,3,6,13,3,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,324,291,616,139,149,284,4,9,13,518,498,1013,171,166,335,2798,2822,5620
SSC10039,27,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,27,26,58
SSC10040,47,65,110,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,8,0,10,5,9,12,59,72,131
SSC10041,75,61,129,0,0,0,9,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,21,0,0,0,0,0,0,16,8,21,11,3,13,94,67,165
SSC10042,31,25,56,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,3,4,10,0,0,3,34,31,64
SSC10043,29,22,48,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,26,28,55
SSC10044,47,56,111,0,0,0,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,0,0,0,0,0,0,10,4,8,10,10,14,68,70,139
SSC10045,171,184,358,0,0,3,12,17,33,0,0,0,12,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,53,0,0,0,0,0,0,27,25,54,16,11,30,214,225,440
SSC10046,2114,2496,4613,93,119,214,159,197,355,5,3,8,20,27,52,0,0,0,7,3,5,0,0,3,0,0,4,0,3,6,0,0,0,194,240,429,14,7,20,0,8,12,306,367,671,174,228,402,2588,3096,5685
SSC10047,30,36,67,3,7,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,9,15,3,3,6,44,48,91
SSC10048,14,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,21,26,46
SSC10049,2806,2930,5731,70,96,165,291,300,592,6,3,4,7,3,17,0,0,0,4,0,7,0,0,3,0,0,0,0,0,0,0,0,0,312,309,621,25,38,65,5,0,8,416,450,861,310,369,681,3532,3741,7278
SSC10050,14,10,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,17,13,31
SSC10051,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC10052,22,10,34,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,23,14,34
SSC10053,11,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,14,15,30
SSC10054,36,30,62,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,7,0,0,0,38,31,71
SSC10055,23,24,48,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,6,0,0,0,0,0,0,4,5,6,6,7,9,32,27,66
SSC10056,72,62,132,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,7,7,10,81,69,153
SSC10057,25,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,32,28,58
SSC10058,29,21,53,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,3,4,11,16,13,28,50,45,92
SSC10059,85,90,174,9,4,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,14,21,12,12,23,102,118,222
SSC10060,1438,1461,2897,52,73,126,125,163,294,9,6,14,10,3,11,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,148,184,327,4,7,18,0,0,3,205,267,471,201,241,442,1848,1964,3812
SSC10061,3156,3487,6639,136,140,275,565,589,1156,17,24,37,20,12,32,3,0,3,8,7,19,0,3,3,4,0,5,9,8,13,0,0,0,629,642,1274,100,124,225,9,15,22,873,916,1797,432,447,878,4463,4849,9315
SSC10062,603,557,1154,12,6,23,53,47,97,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,47,104,3,6,10,0,0,3,66,65,128,50,48,100,722,668,1383
SSC10063,979,927,1909,25,34,58,203,208,412,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,209,417,6,3,11,5,4,9,245,249,492,98,83,178,1316,1261,2584
SSC10064,14,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,19,24,41
SSC10065,14,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,19,15,37
SSC10066,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,11,8,16
SSC10067,50,44,98,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,3,8,4,3,5,52,53,107
SSC10068,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12
SSC10069,166,153,321,19,17,33,11,8,24,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,32,3,0,3,0,0,0,34,32,63,17,12,26,217,197,415
SSC10070,65,58,121,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,11,0,0,0,0,0,0,6,6,14,13,16,31,90,77,168
SSC10071,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
SSC10072,604,589,1188,4,8,15,48,34,78,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,34,85,0,4,9,0,0,0,56,50,109,37,41,77,690,679,1369
SSC10073,544,534,1074,21,26,50,68,61,122,4,0,5,3,4,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,73,67,138,3,7,11,0,0,0,103,99,201,42,43,87,691,673,1361
SSC10074,20,25,47,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,7,32,32,59
SSC10075,94,90,185,0,3,3,3,6,5,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,17,0,0,0,0,0,0,8,11,18,3,0,4,111,94,205
SSC10076,191,183,372,8,6,13,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,30,0,0,3,0,0,0,19,22,46,51,44,93,255,256,512
SSC10077,11,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,29
SSC10078,534,507,1039,13,13,28,60,66,129,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,66,71,138,0,3,4,3,0,3,83,93,179,48,65,115,668,664,1333
SSC10079,109,76,184,0,3,3,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,0,0,0,8,7,18,11,5,18,126,96,219
SSC10080,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13
SSC10081,205,196,408,3,3,4,17,16,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,36,0,0,0,0,5,7,17,26,44,20,17,42,250,242,486
SSC10082,24,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,27,20,43
SSC10083,12,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,10,22
SSC10084,66,62,131,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,4,13,3,7,11,71,80,147
SSC10085,7875,8468,16345,1038,1213,2250,652,816,1470,27,31,64,89,113,198,4,3,9,14,13,24,8,3,12,8,5,15,14,6,23,0,0,0,815,999,1813,182,232,417,30,28,59,2061,2467,4535,1076,1140,2212,11016,12078,23097
SSC10086,3954,4016,7973,100,114,216,504,464,964,9,15,23,18,20,38,7,3,4,6,3,9,0,0,0,0,0,0,8,8,16,0,0,0,541,512,1055,217,189,408,14,11,20,873,823,1701,421,379,794,5245,5220,10466
SSC10087,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,3,14,0,12,28,6,27
SSC10088,186,198,389,12,3,15,16,7,31,0,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,45,0,3,4,0,0,0,33,22,61,32,39,69,253,266,518
SSC10089,216,213,431,11,11,23,16,18,33,0,0,3,3,4,6,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,22,23,48,4,3,14,0,0,0,47,40,89,11,20,29,271,274,550
SSC10090,3408,3599,7004,118,117,238,487,511,997,17,12,28,12,12,22,3,4,4,4,3,7,0,0,0,0,0,0,7,4,10,0,0,0,522,549,1073,187,211,399,10,9,11,833,893,1723,337,326,663,4578,4818,9395
SSC10091,15,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,20,39
SSC10092,15,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,15,18,34
SSC10093,1424,1445,2870,11,8,24,89,85,177,0,7,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,99,193,9,17,23,0,0,0,119,128,240,100,84,190,1645,1660,3301
SSC10094,123,129,248,0,0,0,12,18,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,35,0,0,0,0,0,0,20,17,41,12,18,34,159,166,323
SSC10095,88,85,170,0,0,0,8,14,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,31,3,0,0,0,0,0,14,17,37,13,11,19,109,115,230
SSC10096,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,6,16
SSC10097,1301,1382,2685,39,32,66,130,141,274,3,3,6,0,0,3,0,0,0,3,3,8,0,0,0,0,0,3,0,0,0,0,0,0,140,149,286,11,7,16,14,4,13,200,189,390,226,225,448,1721,1795,3520
SSC10098,8232,8598,16837,467,432,896,1225,1194,2415,29,36,66,22,20,49,18,16,32,12,13,19,11,3,13,0,3,0,12,13,22,0,0,0,1327,1294,2618,623,651,1275,28,28,54,2446,2395,4841,978,930,1907,11652,11932,23583
SSC10099,256,244,505,8,8,15,16,21,36,0,0,0,11,5,14,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,22,32,58,0,0,0,0,0,0,33,41,73,33,40,67,319,324,645
SSC10100,151,140,296,9,9,25,10,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,0,0,0,0,0,0,16,21,35,13,19,23,182,172,358
SSC10101,1326,1463,2790,70,83,153,167,202,370,5,7,14,5,11,13,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,189,223,416,6,3,9,10,3,12,274,314,583,180,204,391,1778,1985,3766
SSC10102,1830,1894,3729,88,107,197,148,160,309,7,13,16,6,12,21,0,0,0,0,5,8,0,0,0,4,0,4,0,0,0,0,0,0,167,192,355,10,12,15,3,3,11,269,309,575,165,130,296,2260,2338,4598
SSC10103,1264,1392,2657,30,40,71,178,174,357,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,183,366,24,26,51,0,3,3,241,256,500,90,93,185,1595,1744,3333
SSC10104,34,37,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,7,35,45,79
SSC10105,243,223,470,12,10,20,14,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,30,0,0,0,0,0,0,21,28,54,26,19,44,297,274,566
SSC10106,14726,12855,27581,769,475,1244,1740,1115,2854,93,35,126,64,17,75,88,11,99,73,4,78,4,7,13,13,0,13,7,0,9,0,0,0,2077,1188,3268,1185,860,2043,83,37,116,4114,2561,6670,1447,1101,2550,20286,16521,36808
SSC10107,46,44,94,0,0,0,4,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,6,9,15,9,10,18,62,61,123
SSC10108,982,1016,1996,49,48,98,83,95,179,8,3,10,7,6,11,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,90,109,202,20,13,34,4,3,11,164,181,341,85,107,186,1229,1305,2530
SSC10109,1218,1178,2397,16,27,39,91,97,188,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,98,187,0,9,11,0,0,3,111,128,242,187,178,365,1507,1490,2997
SSC10110,63,60,123,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,12,8,22,79,69,145
SSC10111,3900,4044,7945,198,227,419,286,341,627,11,5,12,10,3,10,0,0,0,6,10,18,0,0,0,0,0,0,4,3,6,0,0,0,318,357,675,49,60,110,7,4,11,575,649,1218,315,346,669,4793,5041,9830
SSC10112,11,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,9,26
SSC10113,81,82,168,0,0,3,10,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,0,0,0,0,0,0,8,14,20,4,7,15,95,101,203
SSC10114,1815,1865,3679,85,70,154,177,160,334,0,0,4,4,7,7,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,180,170,350,11,21,37,3,0,3,281,266,550,161,159,315,2254,2288,4546
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
