SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,11,3,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,7,14
SSC20413,5,5,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,11,7,14
SSC20414,11,8,24,0,0,0,0,0,0,9,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,0,0,0,0,0,0,9,8,18,6,3,5,33,19,49
SSC20415,20,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,18,31
SSC20416,130,158,280,22,26,48,11,8,18,113,124,232,9,12,14,4,3,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,134,144,276,30,31,66,3,3,9,193,208,400,27,17,49,344,383,730
SSC20417,1360,1553,2919,42,41,88,11,13,19,469,487,962,10,5,14,8,7,14,3,8,11,0,0,0,0,0,3,0,3,3,0,3,3,500,528,1024,111,115,227,0,6,7,657,691,1344,78,99,181,2096,2347,4440
SSC20418,1559,1564,3118,54,48,101,39,35,70,635,647,1289,4,3,8,10,7,19,4,3,13,4,7,8,3,3,7,0,0,3,0,0,0,705,710,1418,194,215,409,17,11,24,973,985,1957,122,140,270,2655,2694,5341
SSC20419,17,10,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,7,22,13,28
SSC20420,74,63,132,0,0,0,0,0,3,6,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,20,7,3,9,0,0,0,20,13,36,5,9,15,95,87,183
SSC20421,4,6,13,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,11,12,21
SSC20422,17,10,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,4,3,3,8,23,16,40
SSC20423,71,53,124,3,0,8,3,0,4,34,29,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,71,0,0,0,0,0,0,44,36,77,11,4,17,126,97,218
SSC20424,2913,3451,6367,145,168,316,77,101,174,1450,1580,3036,31,59,90,35,31,64,24,29,58,26,39,62,3,16,12,19,12,29,0,0,0,1669,1871,3538,1652,1655,3310,31,40,70,3498,3737,7233,352,422,771,6766,7606,14373
SSC20425,2933,3138,6068,87,85,170,30,23,57,845,843,1692,23,31,48,17,20,38,14,13,26,3,9,11,7,0,3,0,0,0,0,0,0,939,939,1880,628,628,1253,17,12,29,1671,1665,3333,205,176,383,4804,4975,9781
SSC20426,202,180,386,21,17,41,0,0,0,31,36,72,3,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,37,73,0,4,4,0,0,0,62,62,124,18,16,36,276,261,544
SSC20427,12,18,32,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,3,0,4,21,31,50
SSC20428,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,10
SSC20429,135,125,256,16,17,37,3,0,8,48,57,97,0,3,5,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,61,118,0,0,4,0,0,0,76,85,158,29,28,51,234,229,465
SSC20430,36,40,77,3,0,3,0,0,3,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,13,16,29,5,6,16,60,62,121
SSC20431,35,37,74,0,3,3,0,0,0,8,6,21,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,11,25,0,0,0,0,0,0,13,16,29,6,0,8,51,55,111
SSC20432,64,65,129,0,0,4,0,3,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,0,0,0,0,0,0,9,8,20,3,0,3,76,78,152
SSC20433,45,37,81,0,3,3,0,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,4,3,6,0,0,0,9,14,25,11,16,23,67,62,127
SSC20434,55,54,106,0,4,8,0,0,0,10,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,0,0,0,0,0,0,11,20,31,4,6,14,67,84,151
SSC20435,166,162,328,9,10,14,8,7,10,36,36,74,0,3,4,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,47,92,0,0,0,0,0,0,49,57,107,17,6,21,229,229,456
SSC20436,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,8,18
SSC20437,16,10,29,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,9,9,0,0,3,24,17,39
SSC20438,7,0,8,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,3,3,10,0,0,3,7,9,13
SSC20439,3100,3177,6270,144,142,288,14,23,35,725,717,1449,6,7,19,3,4,9,0,0,0,0,3,5,3,5,8,0,3,3,0,0,0,757,776,1533,230,222,454,13,18,33,1150,1157,2310,191,213,401,4437,4544,8982
SSC20440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20441,53,48,104,3,7,14,0,0,0,14,19,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,17,22,39,0,0,0,0,0,0,21,24,52,9,8,18,90,81,170
SSC20442,1093,1195,2285,135,131,263,13,13,23,467,537,999,15,9,23,3,3,7,3,7,10,3,3,9,0,3,3,0,0,3,0,0,0,502,575,1081,17,27,44,18,12,29,675,739,1416,174,193,364,1940,2127,4063
SSC20443,49,44,97,12,6,11,0,0,0,4,5,10,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,21,3,0,0,0,0,0,20,12,37,15,16,28,89,79,160
SSC20444,17,13,30,3,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,7,0,0,0,25,14,38
SSC20445,102,98,202,4,8,15,0,0,0,33,24,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,31,67,0,0,0,3,3,6,48,41,89,10,9,17,157,149,303
SSC20446,16,9,23,0,0,0,0,0,0,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,0,0,0,0,0,0,4,9,13,4,3,3,23,19,43
SSC20447,3,0,7,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,8,5,12
SSC20448,4,7,9,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,7,0,0,0,15,10,24
SSC20449,50,54,105,4,3,13,3,5,8,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,22,0,0,0,0,0,0,16,12,34,19,19,33,84,85,167
SSC20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20451,5489,6235,11723,422,507,931,112,142,257,2253,2607,4863,103,98,200,35,37,77,50,51,103,11,14,27,9,8,20,24,24,45,0,0,0,2604,2990,5597,770,943,1719,51,58,107,3845,4505,8346,454,550,997,9784,11290,21075
SSC20452,67,69,133,3,0,3,0,0,0,41,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,80,0,0,0,0,0,0,41,38,81,7,8,19,118,120,232
SSC20453,1645,1597,3245,105,117,227,13,8,17,279,253,536,6,6,12,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,276,576,183,149,335,13,4,19,604,547,1154,195,140,335,2439,2291,4732
SSC20454,3,5,10,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,7,12,12,26
SSC20455,449,503,955,107,121,232,10,14,19,112,139,247,0,0,0,3,5,7,6,7,5,0,3,3,0,0,0,0,0,0,0,0,0,124,167,289,27,24,49,0,3,3,259,319,572,71,84,151,781,896,1676
SSC20456,16,11,26,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,3,7,7,3,13,28,22,45
SSC20457,13,14,23,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,3,4,3,10,4,5,15,23,27,46
SSC20458,941,1019,1963,179,197,381,9,9,14,214,248,459,10,11,21,0,3,4,6,7,13,0,3,3,7,0,9,3,0,3,0,0,0,248,282,525,8,6,16,3,3,5,437,495,932,148,155,299,1528,1670,3193
SSC20459,767,809,1572,139,161,304,8,17,25,441,510,948,10,10,24,5,5,7,6,3,7,6,7,16,3,0,3,0,3,3,0,0,0,481,554,1034,66,67,136,14,12,24,704,794,1497,119,142,260,1583,1749,3329
SSC20460,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10
SSC20461,30,30,59,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,3,3,9,0,0,0,30,35,68
SSC20462,47,44,95,22,12,30,7,3,7,11,12,23,0,6,6,0,0,0,3,0,3,0,0,0,0,8,3,0,0,0,0,0,0,24,22,45,0,3,3,0,0,0,44,36,75,8,7,12,98,90,184
SSC20463,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,10,8,18
SSC20464,190,186,378,12,11,23,0,0,3,69,65,136,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,68,145,0,3,6,3,0,3,89,83,168,29,32,64,306,300,611
SSC20465,19,17,38,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,3,20,26,46
SSC20466,2062,2288,4352,157,172,325,37,33,67,833,994,1825,34,31,66,11,19,30,20,20,36,0,4,10,3,3,13,15,10,25,0,0,0,955,1111,2066,276,330,607,15,16,24,1407,1621,3024,169,187,359,3638,4100,7735
SSC20467,51,40,94,3,0,4,0,0,0,13,13,28,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,19,34,0,0,0,0,0,0,21,16,36,10,7,12,75,64,141
SSC20468,39,41,80,0,0,3,0,0,0,13,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,27,0,0,0,0,0,0,14,19,27,3,10,9,54,70,124
SSC20469,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC20470,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SSC20471,209,225,435,57,57,120,0,0,3,87,89,176,3,5,7,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,101,103,200,0,8,9,0,0,0,155,168,328,44,49,91,407,443,852
SSC20472,114,114,236,3,3,8,0,0,0,73,74,148,3,3,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,82,80,159,0,0,4,0,0,0,83,88,171,18,7,25,219,215,428
SSC20473,434,426,854,96,92,185,5,8,14,150,184,338,7,10,13,0,0,0,8,6,14,3,0,3,0,4,3,0,0,0,0,0,0,169,209,385,15,20,37,3,3,5,283,327,609,42,39,84,761,790,1550
SSC20474,11,8,21,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,7,8,0,0,0,21,16,32
SSC20475,20,14,37,0,0,0,3,3,3,9,10,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,15,23,0,0,0,0,0,0,13,15,27,7,0,10,40,31,67
SSC20476,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20477,82,81,161,14,12,19,0,0,0,10,10,18,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,27,0,0,0,0,0,0,25,23,46,13,3,20,118,110,229
SSC20478,29,19,46,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,6,8,10,4,3,3,34,27,61
SSC20479,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,4,6,15,9,21
SSC20480,26,22,45,0,0,0,0,0,0,5,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,3,5,0,0,0,4,7,11,3,7,7,35,31,66
SSC20481,34,40,74,3,3,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,4,10,4,0,4,42,43,87
SSC20482,239,214,449,49,40,84,0,0,0,75,69,141,0,0,0,5,3,7,0,3,8,0,0,3,0,0,0,0,0,0,0,0,0,83,74,157,3,5,10,0,0,0,130,123,253,12,8,18,377,341,719
SSC20483,154,165,315,14,9,22,0,3,6,115,103,214,4,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,124,111,233,3,4,12,3,0,3,145,132,271,14,7,22,305,304,612
SSC20484,134,102,240,0,0,7,4,4,10,35,37,72,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,46,85,0,3,3,3,0,3,46,47,97,14,14,28,195,171,361
SSC20485,262,221,483,16,13,24,12,14,27,47,44,93,4,3,5,4,8,11,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,75,72,150,4,4,7,4,0,4,98,88,187,55,40,94,417,348,764
SSC20486,9,14,20,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,7,16,19,30
SSC20487,9,6,12,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,8,12,22
SSC20488,9,4,7,8,0,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,3,9,0,0,0,14,9,19
SSC20489,352,333,686,42,36,76,9,7,19,88,85,174,3,4,6,0,0,3,0,8,6,0,0,5,4,0,4,0,0,0,0,0,0,114,102,215,10,5,15,0,0,0,159,149,306,23,31,60,536,512,1051
SSC20490,44,49,92,0,0,0,0,0,0,12,10,18,3,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,11,30,0,0,4,0,0,0,15,13,34,0,4,4,60,64,130
SSC20491,108,107,216,3,3,4,0,9,9,27,35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,42,68,0,0,0,0,0,0,30,43,77,8,14,17,148,161,313
SSC20492,1558,1576,3129,282,350,634,186,230,409,1409,1532,2940,121,149,273,61,65,122,112,143,251,41,53,94,22,29,49,55,73,122,0,0,0,1994,2267,4262,3562,4639,8199,57,62,123,5893,7325,13224,857,895,1754,8308,9799,18102
SSC20493,1161,1271,2428,108,123,226,86,108,186,832,920,1751,49,70,119,18,29,50,35,34,68,13,11,20,7,12,24,30,39,65,0,0,0,1067,1229,2287,297,334,638,17,26,44,1487,1706,3194,189,204,391,2838,3186,6019
SSC20494,27,30,54,0,3,4,4,8,9,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,0,0,0,0,0,14,16,28,0,0,0,38,46,79
SSC20495,3526,3864,7384,357,320,681,66,83,154,1930,1955,3882,66,71,136,23,25,49,35,27,61,13,23,38,0,3,3,9,19,27,0,0,0,2150,2208,4361,1300,1569,2868,56,68,122,3868,4165,8029,443,472,911,7832,8491,16329
SSC20496,44,56,104,3,4,7,0,0,0,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,0,0,0,0,0,0,13,15,28,0,3,3,58,74,132
SSC20497,6069,6205,12277,706,722,1433,127,135,263,2428,2568,4998,64,81,147,51,41,96,35,30,71,26,31,59,10,8,19,12,15,29,0,0,0,2761,2911,5675,674,787,1459,28,33,64,4173,4459,8632,638,627,1261,10885,11291,22175
SSC20498,55,36,86,3,3,5,0,0,4,4,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,0,0,0,9,7,16,10,3,14,68,51,117
SSC20499,39,24,59,0,3,3,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,3,0,0,0,7,17,26,6,7,10,52,48,98
SSC20500,27,33,57,0,3,4,0,0,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,0,0,0,0,0,0,12,11,24,20,15,36,59,58,115
SSC20501,13,14,26,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,8,5,14,0,4,4,25,18,41
SSC20502,16,18,34,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,0,0,17,21,34
SSC20503,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,5,3,5,0,0,0,8,10,18
SSC20504,889,1001,1887,103,107,208,13,11,30,521,588,1108,15,14,24,0,0,0,3,6,11,3,3,3,0,0,3,0,0,0,0,0,0,557,624,1184,77,87,161,9,9,10,744,820,1566,141,137,281,1767,1957,3725
SSC20505,5204,5322,10527,615,698,1315,56,63,115,2357,2456,4816,70,56,122,21,19,37,15,15,29,8,6,15,8,0,5,5,3,8,0,0,0,2531,2627,5155,258,345,611,64,56,119,3470,3730,7202,681,747,1424,9358,9798,19152
SSC20506,26,15,40,0,0,0,0,0,0,6,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,16,0,0,0,0,0,0,6,9,16,7,3,8,36,24,65
SSC20507,78,71,154,0,0,3,0,0,0,13,16,28,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,16,22,41,0,0,0,0,0,0,22,27,43,9,3,19,108,104,214
SSC20508,5,9,10,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,3,4,11,0,0,3,13,13,28
SSC20509,72,83,159,3,3,8,0,0,0,28,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,65,0,0,3,0,0,0,33,38,77,15,10,29,125,133,253
SSC20510,507,558,1061,104,107,210,5,0,7,78,60,136,0,3,5,13,11,26,4,10,10,0,0,3,3,3,3,0,0,0,0,0,0,104,94,192,0,3,3,5,3,8,211,201,412,66,58,127,786,824,1605
SSC20511,28,28,53,3,3,8,0,0,0,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,13,11,22,0,3,3,42,40,79
SSC20512,47,40,84,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,9,15,15,25,69,57,119
SSC20513,1686,1888,3571,319,380,700,22,34,58,493,638,1127,19,20,42,13,17,31,6,10,18,3,5,5,19,20,39,3,7,15,0,0,0,591,747,1335,56,74,128,16,14,32,983,1212,2194,284,376,663,2955,3471,6424
SSC20514,88,92,176,8,3,8,0,0,0,30,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,68,0,0,0,0,0,0,34,45,79,14,14,34,133,149,287
SSC20515,37,32,71,0,0,0,0,0,0,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,0,0,0,0,0,0,5,6,17,0,0,3,43,45,87
SSC20516,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,25
SSC20517,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,5,11
SSC20518,1346,1506,2858,132,143,277,29,40,68,515,614,1131,28,18,46,12,3,13,14,14,28,11,3,10,3,3,3,3,0,3,0,0,0,613,697,1313,242,239,482,28,23,47,1021,1106,2121,150,157,315,2518,2770,5292
SSC20519,317,291,609,9,7,24,3,8,9,119,147,266,6,4,14,3,6,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,139,167,301,199,299,499,5,6,13,357,479,834,42,48,82,711,817,1529
SSC20520,3500,3856,7359,482,478,959,108,113,223,1525,1602,3127,50,62,114,26,29,57,31,56,86,20,12,30,3,7,12,9,9,24,0,0,0,1782,1882,3667,705,742,1448,33,18,53,2998,3127,6126,430,511,944,6928,7496,14424
SSC20521,3142,3406,6547,283,311,595,51,51,109,1202,1223,2423,28,33,70,19,7,30,22,25,48,8,9,18,0,3,3,6,8,14,0,0,0,1342,1362,2703,324,346,670,35,29,67,1982,2050,4037,296,276,576,5423,5733,11155
SSC20522,21,17,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,7,0,0,0,24,21,41
SSC20523,118,116,227,8,8,16,4,0,3,22,22,40,4,0,4,6,3,4,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,32,30,58,0,0,0,0,0,0,46,32,76,12,6,15,170,156,324
SSC20524,82,84,171,14,14,28,0,0,0,20,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,36,0,0,0,0,0,0,28,29,61,3,3,6,117,114,236
SSC20525,1867,2048,3919,145,132,279,43,44,90,1014,969,1988,30,21,49,14,9,20,22,23,47,10,3,19,6,10,21,10,4,13,0,0,0,1152,1090,2237,534,553,1090,17,13,31,1847,1790,3638,268,256,524,3987,4093,8082
