SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC21904,12,16,27,4,0,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,10,0,3,0,17,16,36
SSC21905,263,255,522,65,61,121,3,3,8,86,88,182,0,3,5,0,0,0,3,6,10,0,0,0,0,0,0,0,3,3,0,0,0,101,103,199,4,3,7,0,0,0,164,169,334,17,27,44,446,450,901
SSC21906,3,6,11,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,8,13,20
SSC21907,54,39,91,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,5,8,7,14,59,52,113
SSC21908,16,20,32,3,3,3,0,0,0,0,3,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,5,7,16,0,0,3,27,27,51
SSC21909,701,706,1411,108,115,218,4,8,14,188,202,393,8,8,12,0,0,0,0,3,3,0,0,5,0,0,0,4,4,7,0,0,0,208,220,432,18,12,30,6,9,9,331,358,690,59,52,115,1094,1120,2216
SSC21910,1976,2024,4002,480,614,1091,5,8,11,308,334,649,18,19,35,3,0,3,12,12,25,0,0,3,0,0,4,0,0,0,0,0,0,351,381,729,17,36,49,17,22,36,860,1045,1905,233,233,465,3068,3305,6371
SSC21911,70,60,132,0,0,3,4,0,3,13,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,32,3,4,6,0,0,0,17,21,43,12,8,18,100,92,188
SSC21912,21,18,43,0,0,0,0,0,4,4,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,12,11,25,5,4,4,33,34,69
SSC21913,1095,1260,2356,152,161,318,17,14,34,487,565,1050,17,18,39,5,5,7,4,5,7,9,6,13,0,0,0,0,0,0,0,0,0,537,621,1156,49,70,123,14,18,36,763,871,1629,135,138,274,1993,2269,4258
SSC21914,24,21,40,5,3,11,4,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,15,7,22,4,3,9,38,29,73
SSC21915,160,155,308,7,15,20,0,0,3,35,48,81,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,48,90,5,3,8,0,0,3,49,70,121,13,28,41,227,252,479
SSC21916,134,139,272,18,18,33,0,3,7,40,38,79,3,4,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,48,103,3,0,0,0,0,0,68,67,131,9,11,22,215,214,426
SSC21917,397,452,847,66,72,134,16,12,30,293,296,595,6,0,7,4,10,17,4,3,6,3,5,6,7,4,9,0,0,3,0,0,0,332,333,662,27,27,55,5,3,11,430,439,867,30,46,78,859,934,1793
SSC21918,188,194,380,22,23,40,3,5,10,98,106,202,3,4,9,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,110,121,233,0,0,0,0,0,0,130,142,274,35,18,50,349,357,705
SSC21919,44,46,92,3,3,6,0,0,0,7,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,0,0,0,0,0,0,10,12,21,0,7,7,48,67,114
SSC21920,59,56,112,4,8,8,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,9,13,31,12,14,23,84,81,166
SSC21921,138,128,267,20,27,45,3,3,3,8,13,22,0,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,25,40,0,0,0,0,0,0,41,46,87,8,12,20,187,188,376
SSC21922,3155,3359,6517,374,424,800,78,88,170,1323,1397,2720,62,77,138,17,18,40,44,31,72,14,17,37,7,8,12,14,14,29,0,0,0,1552,1656,3209,308,331,643,37,37,77,2276,2447,4724,278,312,594,5715,6117,11835
SSC21923,139,123,259,28,20,49,0,0,0,16,25,42,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,48,3,5,6,0,0,0,52,57,107,26,19,39,214,187,403
SSC21924,219,227,450,26,23,46,3,4,10,62,60,120,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,71,70,136,7,6,10,11,5,11,109,103,208,34,29,63,362,360,721
SSC21925,38,31,68,0,3,0,0,3,3,20,13,31,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,21,16,38,0,0,0,0,0,0,20,20,40,4,0,5,62,51,111
SSC21926,2520,2707,5222,312,333,645,47,64,111,1128,1248,2381,26,38,64,22,22,45,25,26,50,9,5,13,5,11,24,12,15,27,0,0,0,1278,1430,2706,159,160,317,25,21,43,1775,1947,3721,298,321,622,4594,4972,9565
SSC21927,651,665,1320,161,173,331,0,9,5,92,106,191,6,8,14,11,17,30,3,7,9,0,3,0,0,0,0,0,0,0,0,0,0,119,146,268,18,23,40,0,0,0,299,340,642,58,64,125,1007,1074,2082
SSC21928,498,470,972,16,16,35,17,16,32,124,128,252,6,8,11,8,3,9,3,0,4,3,0,3,8,7,15,0,0,0,0,0,0,160,167,329,5,8,15,0,0,0,189,190,378,60,48,104,746,708,1452
SSC21929,321,302,619,30,22,52,0,0,0,130,125,250,12,11,26,0,0,0,4,4,7,0,0,0,0,0,0,3,0,3,0,0,0,148,141,289,0,3,10,4,3,5,180,165,349,33,39,66,534,502,1037
SSC21930,1423,1572,2994,86,89,173,10,18,24,678,742,1420,17,21,34,8,7,18,8,10,19,0,0,0,5,4,9,0,3,3,0,0,0,732,799,1530,103,94,199,11,10,24,934,986,1926,91,129,221,2452,2692,5140
SSC21931,97,109,201,19,16,42,0,0,0,29,28,60,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,65,0,0,0,0,0,0,51,57,106,5,10,17,152,174,326
SSC21932,110,111,215,10,4,13,0,0,0,22,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,44,0,0,0,0,4,4,30,31,57,17,15,32,152,157,311
SSC21933,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14
SSC21934,4,5,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,7,14,12,23
SSC21935,54,46,106,6,7,16,0,0,0,19,17,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,36,0,0,0,0,0,0,26,25,53,4,3,9,89,80,169
SSC21936,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,11
SSC21937,19,15,41,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,3,3,0,0,0,7,8,8,3,3,6,30,24,54
SSC21938,3,4,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,6,7,15
SSC21939,26,21,56,3,0,3,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,3,0,0,0,10,3,19,0,0,0,42,30,74
SSC21940,7042,7343,14386,735,674,1407,71,54,127,3215,2908,6122,71,50,122,35,31,69,27,12,35,10,11,20,12,10,18,11,9,16,0,0,0,3450,3081,6536,2112,2121,4232,135,119,253,6439,5995,12432,984,939,1925,14463,14279,28739
SSC21941,2276,2303,4582,92,90,181,18,24,38,651,633,1287,10,8,21,8,3,12,9,7,8,0,4,3,0,0,0,3,0,3,0,0,0,699,677,1377,241,218,451,12,14,22,1042,993,2040,187,217,408,3507,3515,7020
SSC21942,53,48,102,0,0,3,0,0,0,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,27,0,0,3,0,0,0,19,15,36,7,7,12,84,75,151
SSC21943,113,104,212,17,12,27,0,0,5,21,24,47,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,25,51,0,0,0,3,3,4,44,39,87,12,9,19,163,153,320
SSC21944,5,6,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,13,17
SSC21945,28,16,47,3,3,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,3,7,10,19,4,7,11,40,33,69
SSC21946,11,3,12,0,0,0,3,4,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,8,3,7,3,0,3,15,8,29
SSC21947,25,20,46,0,0,3,0,0,0,6,6,15,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,0,3,4,0,0,0,10,14,23,0,3,3,39,34,76
SSC21948,1959,2040,4000,421,566,992,14,17,33,645,696,1343,23,23,46,10,9,20,5,5,13,8,3,9,3,4,9,0,0,4,0,0,0,710,772,1479,169,187,355,28,15,42,1322,1538,2858,441,498,948,3732,4076,7805
SSC21949,10,10,19,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,7,7,10,0,0,0,15,9,31
SSC21950,41,39,80,3,3,10,0,0,0,9,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,15,12,27,7,3,14,71,50,120
SSC21951,887,946,1834,115,107,226,20,25,50,462,559,1020,18,24,42,9,7,18,13,4,19,5,16,17,0,3,3,0,3,4,0,0,0,537,643,1176,49,75,123,18,8,26,722,830,1552,211,249,461,1819,2027,3844
SSC21952,19,15,32,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,3,0,8,6,0,9,24,20,44
SSC21953,485,532,1021,66,83,151,13,13,20,404,444,852,4,9,14,8,3,9,9,3,13,0,0,3,4,3,3,0,0,0,0,0,0,437,478,921,67,64,136,23,52,75,600,683,1278,200,289,493,1279,1505,2786
SSC21954,1920,1987,3912,338,316,653,138,187,326,1549,1674,3220,118,139,260,50,54,108,66,93,157,46,47,92,10,20,32,46,47,95,0,0,0,2036,2261,4292,1681,1943,3618,59,42,100,4106,4562,8671,888,882,1771,6914,7436,14347
SSC21955,89,86,171,21,20,41,0,0,0,34,34,73,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,44,79,3,3,9,0,0,0,66,71,131,21,18,39,171,167,338
SSC21956,103,79,179,4,7,9,0,0,5,25,23,44,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,55,0,4,6,0,0,0,36,36,68,21,18,36,152,124,278
SSC21957,940,925,1865,20,19,41,10,10,22,279,285,568,8,13,22,0,3,0,3,3,7,3,3,5,3,3,8,0,0,0,0,0,0,311,330,638,22,34,54,0,4,4,349,382,731,92,74,164,1382,1383,2764
SSC21958,665,749,1408,272,304,578,6,12,15,155,169,322,6,6,12,0,0,0,3,9,13,0,0,0,0,0,0,0,0,3,0,0,0,170,196,368,10,18,26,4,7,5,461,515,979,102,120,222,1225,1389,2615
SSC21959,5717,6442,12158,505,558,1063,182,268,454,2501,2829,5332,154,196,350,47,75,123,74,90,165,30,35,67,17,25,41,42,56,98,0,0,0,3046,3573,6620,703,884,1591,83,114,198,4335,5132,9467,756,811,1567,10809,12384,23190
SSC21960,64,53,121,0,0,0,0,3,3,10,18,32,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,23,24,48,5,0,6,0,0,0,24,31,56,7,3,12,99,92,189
SSC21961,11,18,27,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,18,22,38
SSC21962,390,401,793,59,47,104,17,27,44,357,325,681,10,8,21,9,8,20,12,4,14,4,13,14,3,0,3,3,8,11,0,0,0,414,391,803,482,506,987,6,7,15,959,946,1906,112,88,204,1465,1437,2899
SSC21963,76,63,138,3,3,7,0,3,3,9,6,15,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,15,15,34,9,5,15,97,85,182
SSC21964,7,6,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,6,9,17
SSC21965,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,4,19
SSC21966,6,9,10,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,5,7,13,0,0,3,9,11,21
SSC21967,16,15,27,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8,0,53,53,18,72,85
SSC21968,22,18,40,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,6,5,13,4,5,5,34,24,64
SSC21969,79,80,162,9,15,24,0,0,0,10,11,22,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,27,6,0,6,0,0,0,31,31,60,13,17,28,119,123,245
SSC21970,29,13,41,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,0,0,4,7,15,0,0,0,30,21,51
SSC21971,32,23,55,4,3,5,0,3,3,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,13,9,20,7,0,7,49,33,86
SSC21972,1242,1319,2566,351,410,764,27,30,58,189,208,398,15,29,43,10,11,24,9,13,19,3,3,7,5,7,13,0,0,5,0,0,0,275,297,568,25,26,49,3,5,6,652,741,1392,150,165,312,2041,2221,4266
SSC21973,3139,3430,6563,149,145,291,38,27,63,1170,1179,2348,31,30,63,17,11,29,11,9,20,9,5,17,4,3,8,11,9,19,0,0,0,1287,1279,2563,471,491,966,25,13,45,1934,1926,3858,285,378,666,5359,5733,11086
SSC21974,109,102,207,8,3,10,0,0,0,12,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,23,37,0,0,0,0,0,0,23,21,47,12,11,20,140,139,272
SSC21975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21976,15,11,23,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,0,0,21,17,35
SSC21977,25,23,45,0,0,0,0,0,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,3,5,6,0,0,0,25,29,51
SSC21978,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21979,44,47,92,0,0,0,0,0,0,13,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,35,3,0,3,0,0,0,22,19,37,3,10,17,68,79,148
SSC21980,146,140,286,20,28,44,12,10,23,28,30,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,80,5,6,7,0,0,0,66,70,137,54,41,97,263,247,511
SSC21981,179,162,339,21,27,45,0,5,4,36,36,76,3,0,3,3,3,4,0,4,9,0,0,0,5,0,3,0,0,0,0,0,0,47,52,95,5,6,9,0,0,0,79,82,159,62,73,130,315,315,625
SSC21982,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,12,10,15
SSC21983,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC21984,398,431,821,29,34,68,6,3,7,208,208,419,4,0,7,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,220,223,437,0,0,0,3,0,3,258,258,514,40,54,86,687,739,1426
SSC21985,3,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,3,4,3,9,4,12
SSC21986,1543,1668,3213,138,161,308,28,17,46,611,587,1204,28,21,43,13,16,24,22,16,38,3,5,9,3,0,3,7,10,11,0,0,0,707,669,1375,265,247,514,18,13,29,1124,1094,2222,167,180,349,2833,2945,5780
SSC21987,142,155,293,0,4,4,0,0,0,39,41,82,0,0,5,3,3,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,46,46,98,0,4,6,0,0,0,53,54,102,10,5,20,203,211,417
SSC21988,1955,2164,4118,147,143,286,29,23,52,748,738,1482,23,31,58,11,12,18,7,9,9,6,4,12,0,3,6,7,9,13,0,0,0,821,831,1651,449,445,888,15,18,31,1427,1428,2862,245,241,491,3638,3833,7473
SSC21989,1401,1538,2946,113,112,227,19,13,33,706,660,1371,20,18,43,11,13,22,12,20,29,8,5,20,3,3,8,4,0,6,0,0,0,792,735,1531,481,486,970,26,11,37,1415,1346,2763,162,180,340,2981,3065,6042
SSC21990,2777,2873,5647,130,142,272,19,22,44,790,738,1524,18,19,37,4,3,8,14,14,27,4,3,5,0,0,4,4,3,11,0,0,0,856,811,1671,335,357,692,16,12,26,1339,1326,2665,216,215,431,4335,4411,8741
SSC21991,6,6,10,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,10,17
SSC21992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21993,3416,3636,7057,1017,1133,2149,50,65,113,1263,1472,2730,66,61,134,16,9,29,31,34,63,3,10,13,10,12,23,7,13,20,0,0,0,1448,1671,3122,113,131,247,37,24,56,2620,2958,5577,294,340,632,6332,6930,13263
SSC21994,577,572,1150,135,162,302,37,32,74,1979,2092,4072,48,40,84,6,6,12,15,15,27,5,7,11,0,0,0,0,3,7,0,0,0,2087,2192,4287,164,184,347,17,17,35,2410,2558,4975,154,138,286,3140,3269,6415
SSC21995,25,30,51,0,0,0,0,0,0,5,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,19,0,0,0,0,0,0,5,12,19,3,3,3,37,43,78
SSC21996,9,13,21,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,6,11,0,3,4,16,20,34
SSC21997,527,503,1033,50,44,92,5,12,17,175,159,331,0,3,4,0,0,0,8,12,19,0,0,3,0,0,0,0,3,5,0,0,0,191,183,376,16,33,42,4,0,4,260,255,513,48,47,93,835,807,1641
SSC21998,30,26,50,0,0,0,0,0,0,23,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,36,0,0,0,0,0,0,22,11,36,3,0,7,55,43,93
SSC21999,117,101,219,23,33,55,0,0,0,17,33,51,3,3,10,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,40,71,0,0,0,0,0,3,52,73,129,19,18,33,185,192,377
SSC22000,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC22001,38,32,68,6,4,7,0,0,0,6,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,12,6,15,0,0,0,51,38,87
SSC22002,646,675,1325,146,172,321,13,13,31,88,77,168,11,13,21,0,4,4,0,3,0,3,0,4,3,4,5,3,3,3,0,0,0,129,121,249,5,7,15,0,0,3,280,299,585,103,119,224,1027,1096,2130
SSC22003,37,31,72,10,10,11,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,11,21,5,0,5,53,46,100
SSC22004,2007,2103,4116,118,113,233,17,21,45,1026,1015,2040,21,31,54,12,9,20,16,21,40,9,4,13,0,3,3,5,8,12,0,0,0,1116,1113,2235,468,518,988,22,12,29,1725,1765,3486,174,194,368,3909,4061,7973
SSC22005,165,144,312,9,10,25,3,0,3,24,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,43,9,9,14,3,3,5,47,29,79,15,11,26,235,189,418
SSC22006,79,81,160,9,8,13,4,6,8,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,15,36,0,0,0,0,0,3,22,23,50,9,4,7,110,110,223
SSC22007,83,66,151,0,3,9,0,0,7,13,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,33,0,0,3,0,0,0,18,30,45,10,11,26,119,105,217
SSC22008,372,353,719,63,75,131,3,6,5,63,69,129,3,3,4,3,0,4,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,77,80,159,8,4,9,0,4,6,141,158,306,67,55,118,581,566,1149
SSC22009,60,62,123,9,10,23,0,0,0,16,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,38,0,0,0,0,0,0,26,31,60,13,12,25,101,105,208
SSC22010,178,184,357,16,20,33,5,6,15,58,61,123,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66,74,144,0,0,0,0,0,0,84,97,179,26,27,56,280,308,587
SSC22011,23,22,47,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,7,3,10,0,0,0,29,20,50
SSC22012,10,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,27
SSC22013,13,8,23,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,5,8,19,18,31
SSC22014,0,3,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,3,5
SSC22015,8588,8934,17524,1411,1631,3047,177,183,360,7349,8138,15485,195,190,384,49,57,108,63,48,110,21,29,54,21,38,57,19,16,33,3,0,4,7902,8693,16597,787,922,1708,140,127,261,10239,11375,21612,1229,1358,2583,20057,21658,41717
SSC22016,61,63,127,8,4,13,0,0,0,23,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,49,0,0,0,3,0,7,36,33,60,11,13,20,105,104,210
SSC22017,377,363,743,12,9,26,6,4,6,117,129,245,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,137,255,3,3,10,3,3,3,136,153,298,45,44,87,564,564,1125
