SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC31041,180,101,28,8,1328
SSC31042,6,6,3,0,40
SSC31043,464,311,86,75,2876
SSC31044,557,443,153,47,4375
SSC31045,7,3,0,0,14
SSC31046,0,0,0,0,6
SSC31047,3,0,0,0,12
SSC31048,390,241,103,17,2224
SSC31049,49,36,5,0,207
SSC31050,0,0,0,0,10
SSC31051,11,9,4,0,52
SSC31052,0,0,0,0,4
SSC31053,4,3,0,0,15
SSC31054,13,8,6,0,72
SSC31055,10,6,0,0,28
SSC31056,255,138,87,39,2963
SSC31057,0,0,0,0,28
SSC31058,17,9,3,0,91
SSC31059,9,13,3,0,65
SSC31060,148,141,61,8,569
SSC31061,17,11,5,0,55
SSC31062,0,0,0,0,0
SSC31063,0,4,0,0,14
SSC31064,396,169,86,16,2462
SSC31065,0,0,0,0,11
SSC31066,0,0,0,0,0
SSC31067,47,29,11,4,205
SSC31068,3,3,0,0,34
SSC31069,0,3,0,0,14
SSC31070,11,5,3,0,60
SSC31071,20,10,3,3,64
SSC31072,85,85,36,4,687
SSC31073,58,44,25,0,397
SSC31074,1400,742,344,123,10508
SSC31075,7,4,0,0,16
SSC31076,6,4,0,0,31
SSC31077,260,129,30,8,1207
SSC31078,6,3,0,0,26
SSC31079,4,0,0,0,15
SSC31080,0,0,0,0,0
SSC31081,5,3,0,0,34
SSC31082,148,110,47,13,612
SSC31083,10,6,0,0,38
SSC31084,282,149,32,15,5004
SSC31085,0,0,0,0,8
SSC31086,0,0,0,0,0
SSC31087,0,0,0,0,0
SSC31088,0,0,0,0,8
SSC31089,3,0,0,0,51
SSC31090,3,0,0,0,14
SSC31091,23,11,10,0,119
SSC31092,4,3,3,0,14
SSC31093,10,8,0,0,59
SSC31094,30,9,0,0,96
SSC31095,9,11,3,0,45
SSC31096,613,330,179,50,3954
SSC31097,209,120,36,4,1174
SSC31098,16,11,3,0,63
SSC31099,10,0,0,0,22
SSC31100,3,5,0,0,21
SSC31101,0,0,0,0,3
SSC31102,13,15,0,0,52
SSC31103,91,57,39,3,743
SSC31104,3,0,0,0,3
SSC31105,4,3,0,0,17
SSC31106,0,0,0,0,7
SSC31107,3,0,0,0,11
SSC31108,0,0,0,0,0
SSC31109,163,116,57,22,1090
SSC31110,3,0,0,0,10
SSC31111,11,3,3,0,97
SSC31112,5,3,3,0,52
SSC31113,3,3,0,0,14
SSC31114,17,3,3,0,58
SSC31115,0,0,0,0,0
SSC31116,324,219,147,62,2723
SSC31117,142,82,21,3,716
SSC31118,144,97,59,26,858
SSC31119,124,86,46,13,1709
SSC31120,270,141,98,33,2250
SSC31121,49,27,9,0,227
SSC31122,0,0,0,0,16
SSC31123,15,16,0,0,117
SSC31124,0,0,0,0,0
SSC31125,7,6,0,0,26
SSC31126,35,20,8,0,103
SSC31127,3,0,0,0,10
SSC31128,0,0,0,0,0
SSC31129,0,3,0,0,14
SSC31130,0,3,0,0,8
SSC31131,0,0,0,0,0
SSC31132,0,0,0,0,10
SSC31133,6,0,0,0,18
SSC31134,7,0,0,0,23
SSC31135,152,93,20,10,1132
SSC31136,65,91,38,16,415
SSC31137,18,7,3,0,89
SSC31138,0,0,0,0,0
SSC31139,0,0,0,0,4
SSC31140,0,0,0,0,11
SSC31141,27,22,7,0,142
SSC31142,7,0,0,0,20
SSC31143,3,5,0,0,12
SSC31144,116,52,31,7,913
SSC31145,3,14,0,0,14
SSC31146,33,35,4,0,193
SSC31147,22,18,6,0,104
SSC31148,0,3,3,0,14
SSC31149,405,310,111,28,2335
SSC31150,33,15,14,0,161
SSC31151,0,0,0,0,3
SSC31152,20,8,0,0,71
SSC31153,46,46,13,0,218
SSC31154,7,5,8,0,18
SSC31155,16,11,3,0,57
SSC31156,3,0,3,0,13
SSC31157,106,30,11,13,1280
SSC31158,11,0,6,0,26
SSC31159,0,4,0,0,15
SSC31160,12,3,0,0,41
SSC31161,0,0,0,0,6
SSC31162,0,0,0,0,0
SSC31163,3,5,0,0,23
SSC31164,4,0,0,0,20
SSC31165,3,3,0,0,30
SSC31166,0,0,0,0,7
SSC31167,30,16,0,0,164
SSC31168,58,18,5,0,281
SSC31169,37,5,0,0,317
SSC31170,98,58,28,5,729
SSC31171,301,98,67,18,2061
SSC31172,0,0,0,0,4
SSC31173,5,4,0,0,21
SSC31174,3,0,0,0,3
SSC31175,83,56,9,0,537
SSC31176,0,0,0,0,12
SSC31177,6,3,0,0,13
SSC31178,6,0,0,0,21
SSC31179,15,11,3,0,72
SSC31180,7,0,3,0,32
SSC31181,71,49,12,3,379
SSC31182,8,3,0,0,31
SSC31183,0,0,0,0,22
SSC31184,0,0,0,0,7
SSC31185,350,167,92,79,2790
SSC31186,122,47,23,3,568
SSC31187,189,155,41,7,712
SSC31188,32,28,8,3,224
SSC31189,6,3,0,0,32
SSC31190,488,462,269,132,2689
SSC31191,5,3,0,0,27
SSC31192,5,5,0,0,12
SSC31193,60,33,3,0,447
SSC31194,137,91,23,3,644
SSC31195,13,14,0,0,45
SSC31196,3,0,0,0,28
SSC31197,25,10,7,0,93
SSC31198,444,316,118,41,3972
SSC31199,16,11,4,0,73
SSC31200,5,9,3,0,26
SSC31201,0,0,4,0,8
SSC31202,5,0,0,0,18
SSC31203,0,0,0,0,11
SSC31204,3,0,0,0,15
SSC31205,58,23,8,0,231
SSC31206,90,43,19,0,423
SSC31207,30,24,3,0,111
SSC31208,59,64,27,3,265
SSC31209,3,0,0,0,13
SSC31210,0,0,0,0,19
SSC31211,39,21,3,3,205
SSC31212,36,15,12,9,174
SSC31213,384,213,116,35,2623
SSC31214,0,0,0,0,0
SSC31215,0,0,0,0,0
SSC31216,0,0,0,0,7
SSC31217,13,14,3,0,42
SSC31218,17,8,7,0,75
SSC31219,0,0,0,0,4
SSC31220,27,17,5,0,92
SSC31221,302,104,52,14,2426
SSC31222,17,5,3,0,72
SSC31223,0,0,0,0,0
SSC31224,463,286,109,33,2883
SSC31225,8,0,0,0,22
SSC31226,137,51,20,3,909
SSC31227,7,3,0,0,35
SSC31228,31,10,3,0,94
SSC31229,0,0,0,0,4
SSC31230,546,206,108,40,4313
SSC31231,360,232,79,68,2565
SSC31232,19,6,5,0,71
SSC31233,15,0,0,0,40
SSC31234,12,3,3,0,52
SSC31235,27,26,10,0,203
SSC31236,268,127,62,23,2267
SSC31237,0,0,0,0,0
SSC31238,4,0,0,0,5
SSC31239,44,37,5,0,253
SSC31240,187,163,85,30,1052
SSC31241,6,6,0,0,18
SSC31242,0,0,0,0,3
SSC31243,67,43,13,0,366
SSC31244,0,0,0,0,12
SSC31245,0,0,0,0,5
SSC31246,13,4,8,0,84
SSC31247,3,0,0,0,15
SSC31248,551,303,68,21,3278
SSC31249,0,0,0,0,0
SSC31250,25,23,10,3,129
SSC31251,35,25,3,0,208
SSC31252,61,30,12,0,309
SSC31253,26,22,7,0,136
SSC31254,510,274,108,57,5529
SSC31255,3,6,5,0,17
SSC31256,0,0,0,0,4
SSC31257,18,27,9,0,100
SSC31258,5,4,0,0,36
SSC31259,0,0,0,0,11
SSC31260,8,8,0,0,32
SSC31261,7,4,0,0,32
SSC31262,6,3,3,0,26
SSC31263,35,19,3,0,150
SSC31264,0,0,3,0,12
SSC31265,6,3,4,0,19
SSC31266,187,88,19,0,3180
SSC31267,0,0,0,0,0
SSC31268,10,5,0,0,58
SSC31269,0,14,6,0,20
SSC31270,16,7,0,0,68
SSC31271,3,4,0,0,11
SSC31272,105,37,9,4,423
SSC31273,0,0,0,0,0
SSC31274,0,0,0,0,0
SSC31275,170,100,90,16,1225
SSC31276,0,0,0,0,0
SSC31277,0,3,3,0,35
SSC31278,148,69,37,3,1000
SSC31279,6,5,0,0,63
SSC31280,17,10,3,0,70
SSC31281,28,30,7,6,183
SSC31282,20,0,10,0,57
SSC31283,4,7,0,0,16
SSC31284,4,0,0,0,5
SSC31285,0,5,3,0,18
SSC31286,0,0,0,0,28
SSC31287,3,0,0,0,13
SSC31288,8,0,0,0,16
SSC31289,0,0,0,0,4
SSC31290,10,6,4,0,53
SSC31291,0,0,0,0,4
SSC31292,680,525,346,244,4538
SSC31293,97,37,8,0,427
SSC31294,10,6,4,0,79
SSC31295,47,3,6,3,202
SSC31296,7,5,0,0,102
SSC31297,17,22,10,0,92
SSC31298,46,29,14,7,191
SSC31299,0,0,0,0,0
SSC31300,11,3,3,0,65
SSC31301,592,360,156,69,4445
SSC31302,9,5,6,3,36
SSC31303,8,3,3,3,33
SSC31304,50,37,10,0,236
SSC31305,44,32,12,0,198
SSC31306,9,5,0,0,52
SSC31307,31,12,11,0,327
SSC31308,141,127,55,11,1139
SSC31309,17,5,0,3,63
SSC31310,3,0,0,0,12
SSC31311,0,0,0,0,3
SSC31312,438,359,277,150,3660
SSC31313,39,25,10,0,233
SSC31314,104,53,24,6,578
SSC31315,15,7,4,0,91
SSC31316,0,3,0,0,15
SSC31317,377,144,49,10,2840
SSC31318,115,52,21,0,579
SSC31319,37,36,4,0,135
SSC31320,4,0,0,0,6
SSC31321,11,4,5,0,33
SSC31322,84,33,9,3,870
SSC31323,112,38,5,0,1293
SSC31324,238,185,101,33,1619
SSC31325,7,7,0,0,23
SSC31326,11,3,4,0,43
SSC31327,1288,857,387,152,8074
SSC31328,67,32,19,20,393
SSC31329,32,26,4,0,253
SSC31330,136,68,14,9,1041
SSC31331,21,14,3,3,66
SSC31332,397,234,81,46,2490
SSC31333,78,53,24,11,368
SSC31334,297,128,39,5,2008
SSC31335,255,133,62,9,1716
SSC31336,130,45,30,21,1472
SSC31337,28,16,6,3,145
SSC31338,5,0,0,0,26
SSC31339,31,24,0,0,190
SSC31340,34,25,9,3,114
SSC31341,0,0,0,0,0
SSC31342,733,493,176,58,3876
SSC31343,498,191,86,56,3825
SSC31344,3,0,0,0,10
SSC31345,461,345,206,56,3070
SSC31346,0,0,0,0,3
SSC31347,0,0,0,0,17
SSC31348,164,88,25,7,927
SSC31349,21,9,11,0,144
SSC31350,262,156,68,22,2251
SSC31351,9,3,0,0,37
SSC31352,0,0,0,0,0
SSC31353,8,4,0,0,35
SSC31354,15,20,3,0,71
SSC31355,3,0,0,0,15
SSC31356,12,3,4,0,56
SSC31357,3,0,0,0,21
SSC31358,107,62,19,0,656
SSC31359,498,249,113,116,4247
SSC31360,440,233,140,55,3546
SSC31361,260,127,37,8,1272
SSC31362,264,231,104,33,1478
SSC31363,86,45,19,6,955
SSC31364,0,0,0,0,0
SSC31365,0,3,0,0,15
SSC31366,201,177,87,49,1177
SSC31367,21,5,5,0,115
SSC31368,0,3,0,0,16
SSC31369,6,6,3,0,36
SSC31370,1141,1037,407,146,6016
SSC31371,40,21,6,0,381
SSC31372,8,8,0,4,59
SSC31373,32,6,0,0,230
SSC31374,39,38,8,0,160
SSC31375,11,5,0,3,47
SSC31376,111,49,16,0,335
SSC31377,17,7,0,0,78
SSC31378,11,11,0,0,59
SSC31379,119,124,73,26,605
SSC31380,4,0,0,0,9
SSC31381,33,16,0,3,112
SSC31382,8,7,10,0,96
SSC31383,66,51,16,10,419
SSC31384,16,16,3,0,55
SSC31385,0,0,0,0,0
SSC31386,0,0,0,0,6
SSC31387,0,0,0,0,15
SSC31388,74,46,16,0,311
SSC31389,5,0,0,0,14
SSC31390,4,0,0,0,5
SSC31391,3,0,0,0,9
SSC31392,90,49,26,4,604
SSC31393,20,4,0,0,122
SSC31394,0,0,0,0,3
SSC31395,205,91,23,4,2140
SSC31396,0,0,0,0,11
SSC31397,40,35,6,0,151
SSC31398,21,4,3,0,104
SSC31399,77,48,4,3,418
SSC31400,4,4,0,0,61
SSC31401,62,21,5,3,220
SSC31402,96,62,10,6,419
SSC31403,544,356,225,65,4510
SSC31404,938,580,242,139,7381
SSC31405,0,0,0,0,7
SSC31406,322,216,181,67,1779
SSC31407,3,5,0,0,27
SSC31408,65,39,25,17,360
SSC31409,3,7,4,0,26
SSC31410,30,6,0,0,163
SSC31411,22,9,15,4,164
SSC31412,0,5,0,0,45
SSC31413,206,115,48,12,1047
SSC31414,72,38,33,6,463
SSC31415,117,47,49,11,589
SSC31416,4,3,0,0,47
SSC31417,21,13,4,0,71
SSC31418,10,6,0,0,38
SSC31419,18,10,4,0,101
SSC31420,25,22,10,0,178
SSC31421,185,107,68,37,1152
SSC31422,6,10,0,0,54
SSC31423,3,0,0,0,5
SSC31424,43,14,10,3,395
SSC31425,9,0,0,0,41
SSC31426,34,14,0,0,92
SSC31427,7,3,0,0,15
SSC31428,14,16,4,0,62
SSC31429,9,3,3,0,78
SSC31430,32,19,6,0,107
SSC31431,8,12,3,5,56
SSC31432,22,6,0,0,81
SSC31433,6,6,3,0,58
SSC31434,14,5,3,0,59
SSC31435,5,8,0,0,70
SSC31436,0,3,3,0,27
SSC31437,8,5,0,0,17
SSC31438,3,0,0,0,17
SSC31439,0,0,0,0,5
SSC31440,155,100,36,8,852
SSC31441,3,0,0,0,11
SSC31442,28,19,3,0,95
SSC31443,207,156,45,12,1565
SSC31444,68,62,32,13,391
SSC31445,25,7,3,0,68
SSC31446,3,0,0,0,11
SSC31447,0,0,0,0,0
SSC31448,3,3,3,0,51
SSC31449,20,13,10,0,139
SSC31450,0,0,0,0,0
SSC31451,0,0,0,0,10
SSC31452,108,44,21,0,642
SSC31453,10,7,0,0,46
SSC31454,5,3,7,0,22
SSC31455,682,365,104,29,5376
SSC31456,12,0,0,0,72
SSC31457,3,3,0,0,28
SSC31458,4,4,6,0,34
SSC31459,383,345,135,38,2875
SSC31460,6,0,3,0,37
SSC31461,0,0,0,0,4
SSC31462,0,0,0,0,3
SSC31463,0,5,0,0,16
SSC31464,10,5,3,0,43
SSC31465,38,17,5,0,162
SSC31466,0,0,0,0,4
SSC31467,69,32,19,3,350
SSC31468,4,8,3,0,56
SSC31469,4,7,3,0,30
SSC31470,214,98,33,5,1253
SSC31471,15,12,6,0,82
SSC31472,120,67,19,4,915
SSC31473,5,5,0,0,51
SSC31474,151,75,21,12,547
SSC31475,36,17,12,3,208
SSC31476,26,5,3,0,89
SSC31477,5,3,3,0,27
SSC31478,3,3,0,0,40
SSC31479,0,0,0,0,38
SSC31480,22,22,4,0,167
SSC31481,0,0,0,3,5
SSC31482,14,8,7,0,114
SSC31483,0,0,0,0,0
SSC31484,32,34,9,0,197
SSC31485,7,5,7,3,47
SSC31486,75,47,33,3,419
SSC31487,162,84,21,25,1115
SSC31488,3,0,0,0,17
SSC31489,164,119,58,28,1161
SSC31490,1010,724,283,147,8470
SSC31491,5,0,0,0,24
SSC31492,11,7,6,3,54
SSC31493,103,47,7,3,527
SSC31494,53,34,12,0,304
SSC31495,7,11,0,0,55
SSC31496,668,443,120,39,5483
SSC31497,11,21,0,0,58
SSC31498,191,69,38,4,1326
SSC31499,3,7,0,0,17
SSC31500,336,181,35,3,2045
SSC31501,368,211,58,13,2010
SSC31502,8,6,4,0,49
SSC31503,5,0,0,0,5
SSC31504,30,11,10,0,194
SSC31505,35,47,11,0,128
SSC31506,0,0,0,0,0
SSC31507,48,55,22,0,261
SSC31508,270,148,102,124,1842
SSC31509,0,3,0,0,3
SSC31510,368,275,201,113,2124
SSC31511,483,354,271,207,4037
SSC31512,509,234,124,76,5025
SSC31513,4,3,0,0,53
SSC31514,595,335,107,20,4206
SSC31515,274,182,61,66,4605
SSC31516,4,3,0,0,21
SSC31517,0,0,0,0,0
SSC31518,53,47,12,0,250
SSC31519,724,614,371,112,5041
SSC31520,270,220,112,91,1446
SSC31521,13,3,0,0,55
SSC31522,64,38,14,0,246
SSC31523,117,63,10,3,718
SSC31524,3,3,0,0,25
SSC31525,0,0,0,0,8
SSC31526,9,10,3,0,50
SSC31527,364,278,220,125,3268
SSC31528,259,212,192,107,1804
SSC31529,36,46,13,0,184
SSC31530,4,3,0,0,94
SSC31531,32,6,3,0,122
SSC31532,528,300,90,16,2814
SSC31533,0,0,3,0,5
SSC31534,40,25,10,3,208
SSC31535,3,0,3,0,17
SSC31536,19,13,7,0,77
SSC31537,21,13,4,0,113
SSC31538,7,10,3,0,92
SSC31539,14,16,0,0,67
SSC31540,65,55,4,0,347
SSC31541,9,5,0,0,34
SSC31542,96,88,35,15,702
SSC31543,12,3,3,0,86
SSC31544,55,46,15,0,253
SSC31545,22,5,0,0,57
SSC31546,58,59,26,7,331
SSC31547,0,0,0,0,0
SSC31548,5,6,0,0,33
SSC31549,96,66,17,0,377
SSC31550,149,80,26,7,1143
SSC31551,0,3,0,0,16
SSC31552,14,0,0,0,48
SSC31553,3,0,0,0,23
SSC31554,3,0,0,0,12
SSC31555,28,16,0,0,176
SSC31556,0,0,0,0,10
SSC31557,660,405,239,109,4161
SSC31558,306,259,112,27,1543
SSC31559,5,7,0,0,33
SSC31560,5,0,0,0,8
SSC31561,18,6,0,5,123
SSC31562,119,63,26,3,747
SSC31563,510,322,110,24,3821
SSC31564,94,64,38,7,343
SSC31565,7,0,0,0,51
SSC31566,3,7,6,0,41
SSC31567,3,0,0,0,21
SSC31568,0,0,0,0,11
SSC31569,601,530,266,161,4108
SSC31570,0,3,0,0,25
SSC31571,44,5,0,0,950
SSC31572,0,0,0,0,0
SSC31573,1369,707,230,56,9066
SSC31574,3,0,3,0,9
SSC31575,84,51,19,3,761
SSC31576,9,0,0,0,27
SSC31577,58,42,5,4,290
SSC31578,54,29,11,0,336
SSC31579,17,7,6,0,81
SSC31580,12,8,3,0,42
SSC31581,3,0,0,0,12
SSC31582,0,0,0,0,0
SSC31583,192,153,52,19,1577
SSC31584,146,158,33,8,767
SSC31585,4,3,0,0,24
SSC31586,6,8,3,0,33
SSC31587,0,0,0,0,0
SSC31588,5,3,0,0,19
SSC31589,54,25,8,3,314
SSC31590,33,6,0,0,226
SSC31591,8,0,0,0,17
SSC31592,0,3,0,0,7
SSC31593,39,32,9,0,232
SSC31594,5,0,5,0,30
SSC31595,10,4,0,0,41
SSC31596,3,4,0,0,29
SSC31597,130,110,61,73,1119
SSC31598,16,15,0,0,86
SSC31599,21,25,4,0,117
SSC31600,7,0,0,0,19
SSC31601,8,4,0,0,21
SSC31602,4,4,0,0,22
SSC31603,473,257,72,18,3694
SSC31604,363,248,78,11,1631
SSC31605,104,74,28,5,477
SSC31606,16,11,0,0,64
SSC31607,0,3,0,0,3
SSC31608,71,63,17,8,298
SSC31609,0,3,0,0,17
SSC31610,0,3,0,0,15
SSC31611,128,94,28,0,700
SSC31612,51,29,7,5,324
SSC31613,36,22,17,0,152
SSC31614,0,3,0,0,23
SSC31615,6,11,0,0,37
SSC31616,1266,1019,560,286,9398
SSC31617,20,7,0,0,146
SSC31618,0,0,0,0,0
SSC31619,9,7,0,0,39
SSC31620,10,10,3,0,37
SSC31621,219,195,98,67,1462
SSC31622,8,8,0,0,75
SSC31623,109,78,33,5,542
SSC31624,18,8,3,0,156
SSC31625,18,20,3,0,118
SSC31626,20,15,9,7,83
SSC31627,0,0,0,0,3
SSC31628,20,17,3,0,118
SSC31629,57,33,10,3,227
SSC31630,165,117,39,5,664
SSC31631,0,5,0,0,13
SSC31632,0,3,0,0,41
SSC31633,0,0,0,0,0
SSC31634,0,0,0,0,6
SSC31635,0,0,0,0,0
SSC31636,0,0,0,0,3
SSC31637,0,0,0,0,6
SSC31638,15,12,9,0,178
SSC31639,29,10,7,0,192
SSC31640,3,8,0,0,27
SSC31641,51,62,27,7,219
SSC31642,0,0,0,0,0
SSC31643,5,10,0,0,38
SSC31644,178,97,31,4,1047
SSC31645,20,24,0,0,131
SSC31646,306,169,61,10,1732
SSC31647,11,6,5,0,49
SSC31648,0,4,0,0,3
SSC31649,3,0,0,0,16
SSC31650,14,10,0,5,68
SSC31651,7,0,0,0,34
SSC31652,3,0,0,0,4
SSC31653,0,3,0,0,27
SSC31654,0,0,0,0,0
SSC31655,20,11,3,0,85
SSC31656,9,0,0,0,30
SSC31657,8,3,3,0,91
SSC31658,0,0,0,0,8
SSC31659,0,0,0,0,120
SSC31660,6,9,3,0,57
SSC31661,3,0,0,0,12
SSC31662,325,249,122,66,2585
SSC31663,0,0,0,0,4
SSC31664,3,9,0,0,32
SSC31665,179,107,58,11,1432
SSC31666,0,0,4,0,23
SSC31667,0,0,0,0,7
SSC31668,11,4,3,0,63
SSC31669,0,4,0,0,19
SSC31670,46,42,6,0,200
SSC31671,0,0,0,0,0
SSC31672,4,5,4,3,34
SSC31673,3,0,0,0,20
SSC31674,3,3,0,0,28
SSC31675,3,0,0,0,7
SSC31676,24,10,5,0,105
SSC31677,14,3,0,6,54
SSC31678,3,5,0,0,27
SSC31679,3,0,0,0,6
SSC31680,33,27,8,0,187
SSC31681,26,7,3,0,61
SSC31682,639,484,328,116,4547
SSC31683,31,5,3,0,118
SSC31684,6,3,0,0,38
SSC31685,0,0,0,0,20
SSC31686,13,5,3,0,39
SSC31687,4,0,0,0,20
SSC31688,21,11,0,0,231
SSC31689,32,26,12,0,223
SSC31690,6,3,3,0,48
SSC31691,38,37,11,3,249
SSC31692,233,198,60,9,1874
SSC31693,152,93,35,0,1452
SSC31694,360,218,56,10,1946
SSC31695,367,233,58,17,2682
SSC31696,345,233,65,5,2981
SSC31697,8,0,0,0,65
SSC31698,3,3,0,0,32
SSC31699,16,4,3,0,72
SSC31700,222,113,62,35,1372
SSC31701,271,144,62,49,1643
SSC31702,3,0,0,0,19
SSC31703,0,0,0,0,0
SSC31704,112,79,11,7,584
SSC31705,5,0,0,0,13
SSC31706,0,0,0,0,12
SSC31707,11,10,0,0,49
SSC31708,23,8,3,0,87
SSC31709,12,8,4,3,82
SSC31710,6,7,0,0,19
SSC31711,26,26,10,0,147
SSC31712,0,0,0,0,3
SSC31713,0,3,0,0,16
SSC31714,25,10,3,0,67
SSC31715,259,154,68,16,1558
SSC31716,46,55,21,7,177
SSC31717,0,0,0,0,3
SSC31718,0,0,0,0,0
SSC31719,6,3,0,0,39
SSC31720,27,17,7,0,150
SSC31721,190,69,34,5,2123
SSC31722,0,4,0,0,11
SSC31723,0,0,0,0,0
SSC31724,0,0,0,0,0
SSC31725,3,0,3,0,21
SSC31726,6,3,0,0,19
SSC31727,0,0,0,0,3
SSC31728,11,4,6,0,52
SSC31729,12,3,0,0,22
SSC31730,0,0,0,0,11
SSC31731,43,32,10,0,105
SSC31732,6,0,0,0,71
SSC31733,12,0,4,0,70
SSC31734,0,0,0,0,0
SSC31735,0,0,0,0,7
SSC31736,341,279,121,36,3113
SSC31737,149,76,17,8,660
SSC31738,14,3,0,0,49
SSC31739,291,116,69,18,1813
SSC31740,78,38,3,0,360
SSC31741,158,48,7,3,1004
SSC31742,0,0,0,0,8
SSC31743,0,3,5,0,29
SSC31744,9,10,5,3,89
SSC31745,12,4,0,0,60
SSC31746,327,407,125,16,1326
SSC31747,14,0,0,0,47
SSC31748,0,0,0,0,4
SSC31749,25,18,10,0,101
SSC31750,445,404,174,41,2415
SSC31751,26,17,0,0,158
SSC31752,197,158,91,33,943
SSC31753,4,0,3,0,9
SSC31754,449,517,213,87,2095
SSC31755,4,0,0,0,12
SSC31756,0,0,0,0,12
SSC31757,0,0,0,0,9
SSC31758,4,4,0,0,15
SSC31759,0,0,0,0,0
SSC31760,7,3,3,0,20
SSC31761,17,25,7,0,174
SSC31762,3,3,0,0,18
SSC31763,348,172,52,39,3916
SSC31764,464,240,75,19,2241
SSC31765,787,491,280,116,5589
SSC31766,6,3,3,0,31
SSC31767,402,233,92,13,2780
SSC31768,567,396,190,43,4166
SSC31769,6,0,0,0,16
SSC31770,3,0,0,0,21
SSC31771,366,236,110,31,2561
SSC31772,11,11,3,0,32
SSC31773,221,191,82,17,887
SSC31774,18,4,3,0,110
SSC31775,0,0,0,0,4
SSC31776,68,53,6,0,396
SSC31777,305,153,63,13,1662
SSC31778,98,58,32,5,436
SSC31779,669,567,282,86,4542
SSC31780,581,413,174,69,3412
SSC31781,21,6,0,0,56
SSC31782,177,66,25,11,1622
SSC31783,5,3,0,0,41
SSC31784,0,0,0,0,4
SSC31785,9,5,4,0,82
SSC31786,0,0,0,0,0
SSC31787,152,89,26,4,796
SSC31788,1487,1139,653,250,8937
SSC31789,16,7,0,0,66
SSC31790,32,29,7,0,150
SSC31791,517,315,111,23,4883
SSC31792,0,0,0,0,11
SSC31793,11,3,3,0,41
SSC31794,1126,898,552,181,6219
SSC31795,61,41,12,3,228
SSC31796,7,0,0,0,33
SSC31797,5,0,0,0,14
SSC31798,31,40,7,3,154
SSC31799,7,0,0,0,96
SSC31800,18,9,0,0,54
SSC31801,241,131,41,6,2544
SSC31802,0,0,0,0,11
SSC31803,3,0,0,0,37
SSC31804,3,0,0,0,9
SSC31805,23,4,4,0,113
SSC31806,626,358,120,26,3670
SSC31807,22,14,0,0,86
SSC31808,17,12,7,3,86
SSC31809,7,6,0,0,50
SSC31810,19,3,0,0,98
SSC31811,192,114,38,13,1392
SSC31812,40,27,10,0,201
SSC31813,17,13,3,0,95
SSC31814,60,37,8,3,252
SSC31815,9,0,0,0,15
SSC31816,21,24,3,0,97
SSC31817,0,0,0,0,0
SSC31818,15,18,0,3,101
SSC31819,25,11,3,5,110
SSC31820,0,0,0,0,0
SSC31821,50,19,11,0,488
SSC31822,25,3,0,0,178
SSC31823,142,160,140,29,1679
SSC31824,24,10,6,0,201
SSC31825,127,57,15,0,989
SSC31826,4,3,3,0,26
SSC31827,465,273,123,40,3930
SSC31828,852,647,351,122,6008
SSC31829,440,274,182,243,3429
SSC31830,3,7,0,0,39
SSC31831,5,11,3,0,72
SSC31832,4,4,0,0,13
SSC31833,3,0,0,0,8
SSC31834,7,0,0,0,52
SSC31835,33,17,9,4,189
SSC31836,494,343,144,51,3985
SSC31837,0,3,0,0,12
SSC31838,13,7,0,0,92
SSC31839,408,226,66,23,2064
SSC31840,608,418,278,213,3571
SSC31841,4,3,3,0,25
SSC31842,78,6,0,0,846
SSC31843,0,0,0,0,0
SSC31844,39,49,13,0,202
SSC31845,3,0,0,0,24
SSC31846,3,3,0,0,20
SSC31847,3,0,0,0,25
SSC31848,26,24,10,4,165
SSC31849,16,5,5,0,76
SSC31850,96,53,39,15,739
SSC31851,14,3,0,0,117
SSC31852,25,9,11,0,98
SSC31853,51,39,17,5,206
SSC31854,7,3,0,0,26
SSC31855,187,139,81,60,988
SSC31856,23,10,8,0,195
SSC31857,98,68,45,34,655
SSC31858,16,11,0,0,44
SSC31859,18,11,3,0,47
SSC31860,138,112,30,7,574
SSC31861,0,0,0,0,0
SSC31862,17,10,0,0,55
SSC31863,4,4,4,0,48
SSC31864,153,62,13,0,1529
SSC31865,4,0,0,0,10
SSC31866,0,0,0,0,0
SSC31867,10,3,3,0,31
SSC31868,95,56,11,0,507
SSC31869,0,0,0,0,14
SSC31870,3,0,0,0,3
SSC31871,3,0,0,0,11
SSC31872,3,0,0,0,7
SSC31873,0,0,0,0,3
SSC31874,266,228,104,35,1305
SSC31875,98,36,29,29,644
SSC31876,40,22,17,0,201
SSC31877,35,33,13,0,185
SSC31878,0,3,0,0,10
SSC31879,107,69,21,7,417
SSC31880,19,5,0,0,183
SSC31881,6,0,0,0,17
SSC31882,83,45,18,9,369
SSC31883,527,273,140,114,4392
SSC31884,11,0,0,0,22
SSC31885,20,7,5,0,185
SSC31886,276,165,79,22,1318
SSC31887,10,13,0,0,70
SSC31888,257,178,121,27,2377
SSC31889,3,0,0,0,7
SSC31890,405,229,74,21,2985
SSC31891,6,4,0,0,17
SSC31892,3,4,0,0,15
SSC31893,8,5,0,0,47
SSC31894,4,0,0,0,12
SSC31895,4,3,3,0,28
SSC31896,4,9,3,0,28
SSC31897,91,49,16,4,437
SSC31898,0,0,0,0,15
SSC31899,96,70,24,3,487
SSC31900,5,0,0,0,10
SSC31901,86,70,45,24,502
