SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC31595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,7,6,6,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,7,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,15,3,3,8,10,10,4,0,0,41
SSC31596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,3,0,3,3,0,0,7,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,3,7,3,4,0,0,29
SSC31597,9,10,0,5,0,0,33,0,5,9,4,3,0,0,0,23,11,38,48,25,19,13,3,0,147,5,51,52,31,25,7,5,0,175,42,95,88,85,53,47,14,3,423,4,8,3,6,3,0,0,0,27,11,9,14,9,3,7,3,0,48,57,112,101,95,61,54,18,3,496,0,6,0,0,4,6,0,0,22,18,11,13,29,22,27,35,71,222,83,228,230,193,130,110,61,73,1119
SSC31598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,6,0,8,3,5,4,6,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,9,7,5,0,0,37,0,0,0,0,0,0,0,0,0,5,7,5,15,4,11,0,0,41,4,18,11,27,16,15,0,0,86
SSC31599,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,3,8,3,0,0,26,0,3,10,0,0,0,0,0,12,8,3,4,6,6,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,5,6,6,5,0,0,38,0,0,0,0,0,0,0,0,3,3,4,4,7,4,6,5,0,30,12,21,24,15,21,25,4,0,117
SSC31600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,7,0,0,0,19
SSC31601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,5,4,5,3,0,8,4,0,0,21
SSC31602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,4,4,0,0,22
SSC31603,198,95,44,16,10,0,517,0,27,41,30,10,6,0,0,118,133,427,347,239,142,70,12,3,1367,58,121,102,117,86,40,9,0,534,86,106,130,140,110,68,14,3,655,13,9,10,6,9,3,0,0,35,19,14,18,26,19,18,3,0,116,109,122,159,169,138,88,19,3,806,9,11,12,14,18,8,4,0,62,49,41,53,46,36,23,17,3,278,361,890,908,713,473,257,72,18,3694
SSC31604,16,18,22,26,5,0,99,0,3,7,7,18,4,0,0,51,7,33,68,75,67,43,16,3,308,3,27,31,62,61,37,12,4,231,18,59,92,116,108,51,19,0,464,12,6,10,5,5,4,0,0,39,3,4,9,5,13,16,5,3,59,33,68,119,130,129,72,23,3,568,0,0,3,3,3,8,0,0,24,57,39,46,73,64,59,15,3,355,97,166,300,369,363,248,78,11,1631
SSC31605,6,8,3,3,0,0,28,0,0,0,3,0,4,0,0,16,0,19,14,29,19,8,6,0,104,4,5,6,25,18,9,3,0,72,11,16,23,44,43,25,13,3,170,4,3,0,0,0,0,0,0,15,0,0,3,3,0,6,3,0,18,23,24,22,46,48,27,12,3,202,0,0,0,0,3,4,0,0,8,11,6,4,12,11,6,7,0,60,39,49,62,122,104,74,28,5,477
SSC31606,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,6,0,3,0,0,6,3,0,0,14,0,0,0,0,3,3,0,0,4,0,7,4,0,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,9,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,9,9,8,16,11,0,0,64
SSC31607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC31608,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,4,7,10,7,8,3,0,47,0,3,0,13,16,8,3,0,48,11,12,14,19,31,34,4,0,130,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,11,11,15,16,28,33,36,8,3,146,0,0,0,0,0,0,0,0,0,8,0,0,9,4,14,3,3,48,22,27,33,63,71,63,17,8,298
SSC31609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,13,3,4,0,4,0,3,0,0,17
SSC31610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,3,0,0,15
SSC31611,6,8,6,0,0,0,30,0,0,9,3,0,3,0,0,18,12,29,19,27,19,14,5,0,121,8,13,20,30,24,11,7,0,123,28,42,42,49,51,36,13,0,258,4,3,3,0,0,3,0,0,14,4,0,4,4,4,3,3,0,22,30,45,52,55,50,41,19,0,290,0,0,3,0,5,5,0,0,14,22,7,15,23,18,16,4,0,109,74,93,132,147,128,94,28,0,700
SSC31612,0,0,3,3,0,0,9,0,0,4,3,4,0,0,0,10,0,8,10,14,7,3,0,0,39,0,3,8,10,7,4,0,0,32,5,16,32,37,24,7,4,0,133,0,0,0,3,0,0,0,0,7,0,0,0,4,4,0,0,0,10,11,16,34,45,28,14,4,0,154,0,0,0,0,0,0,0,0,0,16,7,10,22,10,8,3,5,82,27,39,68,99,51,29,7,5,324
SSC31613,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,17,3,0,3,3,8,3,0,0,18,5,7,9,17,13,9,6,0,60,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,7,7,4,16,13,7,6,0,68,0,0,0,0,0,0,0,0,0,4,0,4,8,6,8,8,0,42,12,14,16,34,36,22,17,0,152
SSC31614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,3,0,0,23
SSC31615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,0,3,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,5,4,3,7,6,11,0,0,37
SSC31616,121,77,53,33,19,0,464,6,38,29,36,38,21,8,0,174,200,525,384,211,184,118,47,19,1679,163,296,297,257,225,129,50,11,1432,364,531,476,509,384,318,136,40,2762,45,47,32,29,27,15,8,0,201,40,46,67,58,62,48,21,11,364,450,628,579,596,475,383,169,52,3333,3,17,15,14,28,29,18,8,140,285,312,266,300,266,308,254,190,2179,1124,1965,1684,1499,1266,1019,560,286,9398
SSC31617,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,9,6,10,4,3,0,0,32,0,3,6,9,5,0,0,0,31,9,4,7,11,10,4,0,0,42,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,3,11,11,10,4,0,0,50,0,0,0,0,0,0,0,0,0,5,0,6,9,0,0,0,0,24,24,19,28,44,20,7,0,0,146
SSC31618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,3,0,3,3,0,0,7,0,3,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,6,4,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,9,8,9,7,0,0,39
SSC31620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,0,0,17,3,0,3,8,10,10,3,0,37
SSC31621,8,3,3,6,0,0,33,0,6,3,4,5,0,0,0,22,6,33,32,29,29,14,7,0,147,13,35,26,44,26,17,12,0,177,68,108,92,86,79,55,17,5,504,15,17,5,7,3,0,0,0,49,8,8,10,8,8,8,3,0,53,90,138,105,97,90,62,22,5,606,0,0,4,0,3,3,0,0,17,63,45,42,50,58,91,62,53,464,171,258,222,230,219,195,98,67,1462
SSC31622,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,12,0,0,0,3,0,4,0,0,5,3,3,4,15,7,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,7,16,7,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,7,8,12,24,8,8,0,0,75
SSC31623,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,8,0,9,18,11,13,9,3,0,62,11,10,18,21,20,7,0,0,85,12,22,38,47,40,29,13,0,200,10,0,6,0,4,0,0,0,20,3,3,5,7,3,3,0,0,21,23,28,43,56,46,35,12,0,246,0,0,0,0,0,3,0,0,8,23,7,20,11,21,20,14,0,120,64,61,101,100,109,78,33,5,542
SSC31624,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,0,0,27,7,5,0,0,5,4,0,0,25,8,15,17,9,5,8,0,0,58,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,12,19,17,9,9,8,0,0,69,0,0,0,0,0,0,0,0,0,14,3,6,3,4,0,3,0,30,38,38,34,15,18,8,3,0,156
SSC31625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,4,10,5,0,0,0,23,3,4,8,15,8,9,0,0,47,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,7,13,16,13,9,0,0,59,0,0,0,0,0,0,0,0,0,3,0,4,9,4,5,0,0,24,15,9,17,35,18,20,3,0,118
SSC31626,0,4,0,5,0,0,12,0,0,0,0,0,0,0,0,4,0,4,3,3,7,0,0,0,16,0,0,0,4,3,3,3,0,12,0,3,5,3,3,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,6,5,3,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,14,0,9,14,12,20,15,9,7,83
SSC31627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC31628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,9,3,0,0,3,5,3,0,0,9,3,10,7,9,3,3,0,0,44,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,9,7,13,3,3,0,0,52,0,0,0,0,0,0,0,0,0,8,6,5,5,11,4,0,0,43,13,23,18,24,20,17,3,0,118
SSC31629,0,0,3,0,0,0,4,0,0,3,3,0,3,0,0,13,0,5,11,12,16,12,0,0,50,3,3,3,4,13,6,0,0,29,8,8,17,18,24,5,3,0,81,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,7,8,10,20,22,25,12,3,0,90,0,0,0,0,0,0,3,0,0,4,4,9,5,4,3,7,0,38,8,19,41,45,57,33,10,3,227
SSC31630,4,3,17,7,0,0,38,0,0,5,3,7,3,0,0,21,3,15,30,25,31,23,11,0,132,4,11,26,27,36,22,9,0,135,8,24,47,38,62,33,10,3,224,3,0,0,0,0,0,0,0,14,0,0,0,6,3,5,4,0,26,11,33,47,46,68,36,19,3,266,0,0,3,0,0,3,4,0,8,3,0,14,10,11,22,3,3,68,21,62,132,116,165,117,39,5,664
SSC31631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,3,0,5,0,0,13
SSC31632,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,4,6,9,0,3,0,0,41
SSC31633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6
SSC31635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC31637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6
SSC31638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,3,3,0,0,4,0,31,5,10,3,0,0,0,0,0,16,3,11,5,6,8,3,0,0,41,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,9,9,18,9,8,8,3,3,0,52,0,3,0,0,0,0,0,0,3,5,25,9,13,10,3,0,0,61,26,69,23,24,15,12,9,0,178
SSC31639,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,5,0,0,0,0,18,0,3,5,5,3,0,0,0,22,14,17,22,21,19,5,3,0,93,6,0,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,3,13,19,24,25,17,6,3,0,105,0,0,0,0,0,0,0,0,0,6,3,8,9,8,3,6,0,33,21,26,47,45,29,10,7,0,192
SSC31640,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,3,0,0,8,3,8,0,0,27
SSC31641,0,0,3,3,0,0,5,0,0,0,0,4,3,0,0,9,0,0,4,12,4,10,3,0,32,0,0,5,3,4,5,3,0,22,0,4,9,21,18,18,11,0,80,3,0,0,0,0,0,0,0,5,0,0,3,0,0,5,3,0,14,4,4,15,21,24,27,14,3,99,0,0,0,0,0,0,0,0,0,4,3,5,3,8,16,12,0,45,6,3,23,38,51,62,27,7,219
SSC31642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,0,0,4,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,6,5,12,5,10,0,0,38
SSC31644,19,6,9,3,3,0,52,3,9,4,13,11,3,3,0,43,8,48,50,45,34,21,3,0,210,10,15,25,33,18,20,3,0,128,27,102,108,75,67,34,4,4,426,3,3,3,3,4,0,3,0,25,0,5,4,3,4,0,3,0,21,38,104,119,88,76,39,13,4,470,0,0,3,0,0,0,3,0,8,18,23,29,33,23,17,9,0,138,71,206,249,207,178,97,31,4,1047
SSC31645,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,6,15,6,0,0,0,31,0,0,3,6,10,3,0,0,22,7,4,9,9,5,9,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,9,7,9,0,0,49,0,0,0,0,0,0,0,0,0,3,4,5,3,3,5,0,0,24,7,12,26,36,20,24,0,0,131
SSC31646,11,12,9,3,0,0,36,3,11,11,13,8,6,3,0,47,11,44,56,47,34,21,0,0,209,15,49,62,61,54,21,12,0,277,78,132,149,138,132,51,24,6,707,12,6,9,3,0,7,0,0,41,10,7,8,11,9,5,3,0,61,102,143,170,151,148,63,26,6,808,0,3,4,5,0,3,3,0,20,50,44,48,47,55,55,26,4,330,186,297,357,334,306,169,61,10,1732
SSC31647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,4,0,3,3,4,0,3,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,5,0,13,7,3,3,16,11,6,5,0,49
SSC31648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SSC31649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,4,3,0,0,0,16
SSC31650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,15,0,0,0,5,4,3,0,0,9,0,4,3,4,8,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,4,6,6,11,14,10,0,5,68
SSC31651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,7,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,8,10,12,7,0,0,0,34
SSC31652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC31653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,3,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,7,11,3,11,0,3,0,0,27
SSC31654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,7,3,7,3,0,0,22,7,8,4,0,8,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,10,0,9,6,3,0,39,0,0,0,0,0,0,0,0,3,3,0,3,0,4,3,0,0,13,10,17,17,10,20,11,3,0,85
SSC31656,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,0,8,11,9,0,0,0,30
