SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC31657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,5,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,16,16,21,11,8,0,0,0,67,14,24,25,20,8,3,3,0,91
SSC31658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8
SSC31659,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,27,6,3,0,0,0,0,0,35,12,0,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,25,11,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,18,93,14,4,0,0,0,0,0,120
SSC31660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,10,3,3,5,9,3,0,0,0,25,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,10,8,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,15,7,7,14,13,6,9,3,0,57
SSC31661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,12
SSC31662,21,16,8,6,0,0,73,0,12,20,17,22,16,0,0,87,20,118,108,56,37,30,10,0,383,37,104,80,74,50,45,12,3,409,130,212,227,159,130,77,34,8,976,39,12,13,9,9,9,0,0,90,4,21,20,23,16,12,4,0,94,174,240,261,198,152,97,33,9,1162,0,0,3,8,6,4,4,3,36,41,67,51,64,50,53,57,56,434,281,564,542,428,325,249,122,66,2585
SSC31663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC31664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,7,4,6,6,3,9,0,0,32
SSC31665,3,4,6,0,0,0,17,0,0,7,4,3,4,0,0,14,3,46,41,23,16,6,0,0,133,22,40,33,31,27,15,3,0,169,76,144,84,91,55,39,11,3,512,27,16,11,13,7,0,0,0,66,7,15,17,11,9,0,3,0,65,110,176,111,114,73,41,20,3,643,0,3,3,7,0,3,0,0,15,72,89,64,65,66,42,34,11,442,211,364,253,247,179,107,58,11,1432
SSC31666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,0,10,0,0,4,0,23
SSC31667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC31668,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,3,8,3,0,0,0,18,0,0,4,6,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,19,0,0,0,0,0,0,0,0,0,11,3,0,4,4,0,0,0,21,9,4,12,13,11,4,3,0,63
SSC31669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,4,0,0,19
SSC31670,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,4,6,0,0,0,24,0,0,4,10,3,5,0,0,18,3,4,12,14,17,15,0,0,72,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,0,0,18,9,6,17,18,21,19,0,0,88,0,0,0,0,3,0,0,0,3,11,3,3,6,11,12,3,0,56,17,13,29,44,46,42,6,0,200
SSC31671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31672,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,3,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,8,3,5,4,5,4,3,34
SSC31673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,3,3,0,0,0,20
SSC31674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,9,3,5,0,14,3,3,0,0,28
SSC31675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,7
SSC31676,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,6,0,3,3,0,0,17,0,0,0,5,3,3,0,0,12,3,9,3,12,12,3,3,0,39,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,7,3,13,8,3,3,0,48,0,0,0,0,0,0,0,0,0,9,3,3,5,4,0,3,0,18,11,16,13,23,24,10,5,0,105
SSC31677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,6,0,0,0,0,3,3,0,0,7,3,0,4,9,4,0,0,0,25,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,4,9,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,12,4,7,7,14,14,3,0,6,54
SSC31678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,4,7,3,5,0,0,27
SSC31679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6
SSC31680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,5,6,3,0,0,31,0,8,8,6,8,6,0,0,34,6,20,8,14,7,4,0,0,66,0,0,0,0,3,0,0,0,6,0,0,3,3,0,0,0,0,4,11,20,13,20,7,11,0,0,77,0,0,0,0,0,0,0,0,0,9,0,3,9,5,10,3,0,36,20,34,29,45,33,27,8,0,187
SSC31681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,9,0,3,0,8,12,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,23,3,6,4,19,26,7,3,0,61
SSC31682,40,29,27,14,12,3,147,0,14,21,34,6,12,0,0,92,27,138,200,172,92,84,39,10,759,49,109,183,210,113,82,51,24,825,209,282,381,378,285,179,117,24,1849,54,14,20,11,7,7,0,0,121,20,10,31,34,27,21,13,0,159,274,311,433,418,320,204,132,24,2125,0,0,3,3,6,13,7,3,49,65,55,66,75,65,76,90,54,550,416,656,958,953,639,484,328,116,4547
SSC31683,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,5,4,4,3,7,4,0,0,0,25,3,0,6,3,4,0,0,0,14,0,3,10,17,9,3,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,13,3,4,0,48,0,0,0,0,0,0,0,0,3,4,0,5,3,5,0,0,0,24,14,8,24,32,31,5,3,0,118
SSC31684,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,9,3,4,0,0,3,0,0,0,10,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,0,6,3,0,0,38
SSC31685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,8,4,0,6,0,0,0,0,20
SSC31686,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,5,3,0,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,8,0,4,8,13,5,3,0,39
SSC31687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,8,4,0,0,0,20
SSC31688,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,9,0,4,5,0,0,0,15,0,3,8,0,4,0,0,0,11,11,11,13,11,3,0,0,0,45,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,10,11,16,14,14,10,0,0,0,67,0,0,4,0,0,0,0,0,3,36,25,28,14,12,10,0,0,124,45,58,48,38,21,11,0,0,231
SSC31689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,3,0,0,19,3,3,3,0,3,0,0,0,22,6,18,23,16,14,3,3,0,87,5,0,3,0,0,0,0,0,10,0,4,3,3,0,0,0,0,11,15,17,25,22,12,3,3,0,99,0,0,0,0,0,0,0,0,3,16,13,7,12,12,10,8,0,82,32,37,43,42,32,26,12,0,223
SSC31690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,8,7,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,5,4,3,0,0,24,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,0,0,12,6,9,7,12,6,3,3,0,48
SSC31691,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,8,0,0,4,6,0,0,18,5,5,5,4,3,3,0,0,30,3,10,16,20,10,5,3,0,70,6,0,0,0,0,0,0,0,8,0,0,0,3,3,7,0,0,14,11,11,15,23,13,9,4,0,92,0,0,0,0,3,0,0,0,4,21,9,18,21,14,17,4,0,104,36,38,34,52,38,37,11,3,249
SSC31692,9,7,6,7,0,0,36,0,4,0,3,6,8,0,0,21,22,46,50,27,21,14,6,0,180,29,76,59,57,29,16,3,0,271,97,130,125,112,79,64,17,11,641,27,20,14,11,7,0,0,0,78,16,17,17,11,16,7,3,0,87,136,168,154,137,102,75,21,11,795,3,8,4,9,3,3,0,0,32,127,76,78,77,71,77,28,3,538,314,391,360,311,233,198,60,9,1874
SSC31693,13,10,3,0,3,0,36,0,7,4,3,5,4,0,0,24,14,86,59,32,24,11,8,0,225,27,59,34,44,24,17,3,0,207,99,171,114,107,49,33,9,0,588,19,12,4,5,0,0,0,0,42,12,18,12,9,7,7,0,0,67,136,206,130,117,64,43,8,0,696,0,3,3,5,5,3,0,0,17,45,65,32,44,27,23,11,4,244,224,425,267,250,152,93,35,0,1452
SSC31694,10,14,14,4,0,0,41,0,7,9,9,3,8,0,0,38,15,42,80,46,32,27,3,0,237,16,35,70,69,40,40,14,0,291,84,150,170,180,185,80,20,3,867,10,4,4,8,3,3,0,0,39,3,6,15,9,23,13,3,0,73,98,158,190,199,207,95,26,3,985,0,0,0,4,10,11,0,0,31,49,43,58,62,46,35,16,0,318,185,292,413,409,360,218,56,10,1946
SSC31695,22,10,10,7,0,0,77,4,15,18,9,13,0,0,0,47,12,116,113,52,39,27,4,0,363,33,101,109,94,63,33,3,0,438,153,302,293,191,162,102,27,3,1238,29,9,11,3,4,0,0,0,60,10,16,25,23,21,12,0,0,93,191,327,324,220,184,118,33,3,1393,4,5,3,3,5,6,0,0,30,53,50,67,36,55,44,18,10,334,301,630,651,426,367,233,58,17,2682
SSC31696,13,20,6,3,0,0,77,3,15,19,5,8,4,3,0,58,39,153,88,48,34,20,4,0,389,59,112,76,68,41,24,9,0,396,173,259,202,172,123,81,25,3,1039,37,27,10,12,7,6,0,0,110,24,25,34,23,14,11,3,0,133,236,307,249,206,146,94,24,3,1272,9,18,3,10,6,3,0,0,42,174,144,99,125,98,82,26,3,750,520,771,551,486,345,233,65,5,2981
SSC31697,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,0,12,0,3,0,4,5,0,0,0,15,3,3,3,7,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,3,7,3,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,9,4,11,14,18,8,0,0,0,65
SSC31698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,6,3,0,3,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,11,7,3,3,0,0,32
SSC31699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,3,7,0,0,0,7,0,3,9,4,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,17,4,3,4,0,0,35,0,0,0,0,0,0,0,0,0,3,4,4,3,3,0,0,0,17,3,8,24,13,16,4,3,0,72
SSC31700,3,13,14,3,0,0,45,0,8,12,17,10,0,0,0,49,33,75,71,33,32,12,5,6,254,6,21,33,49,38,20,7,0,177,68,101,81,66,69,25,6,3,409,19,12,6,3,0,3,0,0,47,10,9,3,8,12,0,0,0,41,96,120,93,77,77,32,8,3,499,0,0,3,4,3,0,0,0,8,48,33,36,44,55,50,38,27,336,184,271,250,231,222,113,62,35,1372
SSC31701,31,42,26,19,3,0,140,0,7,17,18,14,4,0,0,60,15,65,131,111,61,30,11,3,421,25,37,63,79,45,29,7,3,285,46,62,96,92,86,46,20,6,462,16,3,4,0,0,0,0,0,33,6,12,12,17,14,11,7,0,69,68,73,108,110,103,60,23,13,560,3,0,8,8,3,0,3,0,24,16,19,20,24,21,16,19,29,163,131,213,379,395,271,144,62,49,1643
SSC31702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,3,0,0,0,19
SSC31703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31704,9,9,3,5,0,0,32,0,5,8,0,9,3,0,0,25,14,21,30,24,15,14,0,0,118,10,15,23,24,19,16,3,0,104,12,26,30,39,37,27,3,0,176,0,4,4,0,3,0,0,0,13,3,3,3,5,6,4,0,0,26,16,31,39,51,44,34,3,0,217,0,0,0,0,3,0,0,0,7,11,14,14,9,23,10,0,4,86,42,93,118,120,112,79,11,7,584
SSC31705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,13
SSC31706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,12
SSC31707,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,11,6,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,3,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,11,3,4,7,16,11,10,0,0,49
SSC31708,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,0,14,0,0,0,7,5,0,0,0,11,3,0,3,12,6,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,3,3,0,0,33,0,0,0,0,0,0,0,0,0,4,0,3,5,8,0,0,0,26,3,8,16,24,23,8,3,0,87
SSC31709,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,0,0,0,9,0,0,5,3,0,0,0,0,10,4,5,4,0,0,3,0,0,20,3,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,7,10,5,4,3,4,3,0,0,30,0,0,0,0,0,0,0,0,0,4,7,3,7,3,3,0,3,34,15,11,16,14,12,8,4,3,82
SSC31710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,6,7,0,0,19
SSC31711,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,20,0,0,3,3,3,3,0,0,17,4,13,16,9,15,8,4,0,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,10,19,9,16,12,4,0,70,0,0,0,0,0,0,0,0,0,6,5,7,3,3,3,3,0,41,11,23,28,20,26,26,10,0,147
SSC31712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC31713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,16
SSC31714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,8,0,0,3,6,13,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,4,7,13,6,0,0,35,0,0,0,0,0,0,0,0,0,3,0,4,4,11,4,0,0,20,3,3,10,11,25,10,3,0,67
SSC31715,4,9,5,3,0,0,23,0,0,3,7,5,3,0,0,19,8,26,24,13,25,19,3,0,112,13,38,30,47,34,22,5,0,199,96,134,122,121,105,63,20,8,663,20,13,4,6,7,0,0,0,55,10,19,14,18,10,3,3,0,77,128,164,139,145,123,64,23,8,795,0,3,4,0,4,3,0,0,15,77,40,54,74,60,40,35,3,394,229,280,258,299,259,154,68,16,1558
SSC31716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,8,0,0,0,16,0,0,0,0,3,3,0,0,14,3,3,3,13,21,29,11,0,78,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,0,8,3,3,5,10,27,28,11,0,92,0,0,0,0,0,0,0,0,3,3,4,3,3,10,15,7,7,54,7,13,15,22,46,55,21,7,177
SSC31717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC31718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
