SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL10855,133,80,29,5,1188
SAL10856,107,55,12,0,519
SAL10857,0,0,0,0,15
SAL10858,75,60,25,4,566
SAL10859,0,6,0,0,25
SAL10860,0,10,3,0,23
SAL10861,412,396,160,67,2097
SAL10862,37,39,6,5,231
SAL10863,37,35,3,0,128
SAL10864,535,274,65,14,2942
SAL10865,51,51,16,5,378
SAL10866,12,8,0,0,61
SAL10867,0,0,0,0,15
SAL10868,0,7,0,0,11
SAL10869,33,39,31,3,174
SAL10870,17,14,6,0,80
SAL10871,0,0,0,0,0
SAL10872,169,128,62,14,1520
SAL10873,6,0,0,0,14
SAL10874,12,3,0,0,29
SAL10875,33,15,4,0,131
SAL10876,63,50,20,4,228
SAL10877,1051,880,501,205,7705
SAL10878,0,0,0,0,0
SAL10879,207,307,287,59,1318
SAL10880,7,3,6,0,40
SAL10881,8,0,0,0,13
SAL10882,7,6,3,0,29
SAL10883,0,0,0,0,118
SAL10884,1041,721,428,163,7314
SAL10885,13,7,5,0,37
SAL10886,27,18,3,0,100
SAL10887,5,0,0,0,9
SAL10888,188,138,60,11,1123
SAL10889,10,9,6,0,45
SAL10890,16,11,0,0,55
SAL10891,1851,1380,684,319,16058
SAL10892,153,128,76,23,931
SAL10893,19,13,14,0,86
SAL10894,4,7,6,0,67
SAL10895,315,198,105,43,1379
SAL10896,5,11,0,0,27
SAL10897,2167,1515,677,354,11416
SAL10898,767,442,208,156,5355
SAL10899,4,0,0,0,13
SAL10900,316,198,63,17,1736
SAL10901,0,0,0,0,6
SAL10902,37,30,12,0,132
SAL10903,35,19,12,0,121
SAL10904,163,200,107,28,764
SAL10905,9,0,0,0,11
SAL10906,270,141,35,12,5907
SAL10907,692,514,188,41,4392
SAL10908,240,126,42,0,2250
SAL10909,237,168,82,100,1885
SAL10910,166,122,38,9,962
SAL10911,90,53,31,7,475
SAL10912,13,11,0,0,39
SAL10913,0,4,0,0,10
SAL10914,166,140,80,15,663
SAL10915,13,14,9,0,78
SAL10916,9,0,0,0,16
SAL10917,292,141,34,7,2317
SAL10918,16,25,8,0,100
SAL10919,226,135,48,4,1134
SAL10920,5,9,0,0,49
SAL10921,69,43,14,6,301
SAL10922,132,147,64,29,557
SAL10923,74,51,13,0,917
SAL10924,23,15,4,0,80
SAL10925,5,0,0,0,24
SAL10926,0,0,0,0,0
SAL10927,104,67,74,85,807
SAL10928,10,8,9,0,93
SAL10929,4,0,0,0,7
SAL10930,0,0,0,0,13
SAL10931,63,47,11,0,1034
SAL10932,7,3,0,0,29
SAL10933,102,89,29,3,514
SAL10934,267,122,76,23,1045
SAL10935,34,17,5,0,165
SAL10936,0,0,0,0,0
SAL10937,458,277,95,19,3077
SAL10938,110,67,24,3,515
SAL10939,12,11,3,0,76
SAL10940,0,0,0,0,3
SAL10941,11,5,0,0,58
SAL10942,249,228,107,30,1106
SAL10943,33,28,6,0,131
SAL10944,8,3,0,0,41
SAL10945,4,7,5,0,30
SAL10946,28,12,5,0,105
SAL10947,8,3,0,0,26
SAL10948,266,162,76,20,1665
SAL10949,3,0,5,0,10
SAL10950,118,82,38,0,394
SAL10951,0,8,9,0,29
SAL10952,3,4,3,0,29
SAL10953,236,203,92,17,2042
SAL10954,10,0,0,0,13
SAL10955,3,6,0,0,17
SAL10956,3,0,0,0,12
SAL10957,3,3,0,0,38
SAL10958,33,24,4,0,132
SAL10959,2215,1886,1043,437,13318
SAL10960,0,0,0,0,0
SAL10961,4,0,0,0,7
SAL10962,0,3,0,0,25
SAL10963,3,6,0,0,32
SAL10964,94,52,18,6,487
SAL10965,288,90,20,4,2453
SAL10966,175,120,29,11,812
SAL10967,4,3,0,0,25
SAL10968,24,8,6,0,76
SAL10969,50,38,11,6,262
SAL10970,825,553,279,120,4724
SAL10971,431,228,121,28,2508
SAL10972,31,18,4,0,207
SAL10973,12,9,8,0,52
SAL10974,0,3,0,0,5
SAL10975,17,6,6,5,77
SAL10976,28,18,4,0,141
SAL10977,0,3,0,0,36
SAL10978,27,17,6,0,88
SAL10979,85,73,21,3,366
SAL10980,0,0,0,0,0
SAL10981,0,4,0,0,8
SAL10982,0,0,0,0,0
SAL10983,8,3,4,0,35
SAL10984,21,16,11,0,153
SAL10985,152,118,41,8,894
SAL10986,0,0,0,0,0
SAL10987,460,309,132,23,3377
SAL10988,8,9,0,0,14
SAL10989,4,9,0,0,51
SAL10990,0,4,0,0,16
SAL10991,3,0,3,0,14
SAL10992,46,47,16,3,211
SAL10993,7,0,3,0,47
SAL10994,0,6,0,0,12
SAL10995,9,3,0,0,23
SAL10996,385,241,89,32,2247
SAL10997,0,0,7,0,30
SAL10998,15,9,0,0,49
SAL10999,1414,843,385,168,7855
SAL11000,597,398,168,45,3412
SAL11001,645,367,189,62,4991
SAL11002,219,134,79,34,1307
SAL11003,29,10,8,0,140
SAL11004,3,0,0,0,6
SAL11005,40,51,13,0,188
SAL11006,48,32,15,0,194
SAL11007,40,20,0,0,110
SAL11008,35,20,5,4,155
SAL11009,0,4,0,0,17
SAL11010,158,114,65,43,1199
SAL11011,17,21,9,0,89
SAL11012,37,31,7,3,163
SAL11013,313,186,105,36,1550
SAL11014,301,173,65,26,1961
SAL11015,1104,697,279,81,10334
SAL11016,11,13,7,0,54
SAL11017,3,6,4,0,34
SAL11018,64,26,4,6,270
SAL11019,354,268,100,22,2416
SAL11020,9,5,0,0,25
SAL11021,0,5,0,0,11
SAL11022,19,16,9,0,106
SAL11023,51,36,8,0,184
SAL11024,99,95,58,18,594
SAL11025,171,149,59,30,1028
SAL11026,49,48,8,0,194
SAL11027,0,0,0,0,0
SAL11028,3,5,5,0,49
SAL11029,0,0,0,0,0
SAL11030,0,0,0,0,5
SAL11031,23,14,5,0,70
SAL11032,44,56,14,3,186
SAL11033,14,0,0,4,41
SAL11034,0,0,0,0,7
SAL11035,0,3,0,0,3
SAL11036,610,409,264,104,3474
SAL11037,26,27,17,6,120
SAL11038,103,108,27,12,354
SAL11039,3,0,0,0,9
SAL11040,5,0,0,0,9
SAL11041,48,37,12,9,293
SAL11042,3,4,0,0,12
SAL11043,307,305,149,80,1687
SAL11044,164,111,71,14,1025
SAL11045,0,0,0,0,0
SAL11046,30,32,8,3,163
SAL11047,64,45,18,3,285
SAL11048,21,16,4,0,86
SAL11049,67,41,13,0,263
SAL11050,3,0,0,0,3
SAL11051,86,49,9,0,307
SAL11052,555,492,371,227,3732
SAL11053,556,590,336,91,3095
SAL11054,11,8,4,4,62
SAL11055,16,9,5,0,74
SAL11056,353,231,76,5,1589
SAL11057,5,11,3,0,61
SAL11058,10,3,8,5,46
SAL11059,5,9,4,0,32
SAL11060,40,39,8,0,155
SAL11061,0,0,0,0,5
SAL11062,0,0,0,0,0
SAL11063,131,86,48,19,640
SAL11064,18,14,14,0,96
SAL11065,111,75,22,4,445
SAL11066,0,0,0,0,0
SAL11067,0,3,0,0,4
SAL11068,18,9,6,0,69
SAL11069,0,0,0,0,0
SAL11070,594,263,80,27,2481
SAL11071,3,0,0,0,17
SAL11072,10,0,4,0,47
SAL11073,156,114,35,0,889
SAL11074,6,0,0,0,34
SAL11075,606,617,399,117,3073
SAL11076,57,40,3,0,205
SAL11077,3,4,3,0,28
SAL11078,0,4,0,0,11
SAL11079,0,0,3,0,21
SAL11080,478,428,258,94,2524
SAL11081,0,0,0,0,0
SAL11082,584,422,197,98,3623
SAL11083,0,0,0,0,0
SAL11084,9,6,0,0,21
SAL11085,14,15,10,0,60
SAL11086,20,21,8,6,82
SAL11087,0,0,4,0,9
SAL11088,5,4,4,0,17
SAL11089,7,5,3,0,24
SAL11090,3,8,11,0,51
SAL11091,0,0,0,0,10
SAL11092,0,0,0,0,3
SAL11093,17,18,8,0,150
SAL11094,81,70,27,4,462
SAL11095,7,3,3,0,29
SAL11096,3,0,0,0,12
SAL11097,69,44,26,6,352
SAL11098,12,6,0,0,42
SAL11099,764,745,343,124,4467
SAL11100,4,12,0,0,43
SAL11101,0,0,4,0,10
SAL11102,44,20,9,3,200
SAL11103,37,15,4,0,141
SAL11104,0,8,3,0,23
SAL11105,1083,496,176,27,6980
SAL11106,0,0,0,0,0
SAL11107,4,16,6,4,59
SAL11108,3,3,0,0,13
SAL11109,6,7,0,4,30
SAL11110,5,13,0,0,22
SAL11111,0,0,0,0,0
SAL11112,12,3,0,0,26
SAL11113,1028,874,454,148,7701
SAL11114,325,276,116,33,1626
SAL11115,214,194,62,13,952
SAL11116,277,203,67,26,2611
SAL11117,83,45,17,4,696
SAL11118,7,5,7,0,23
SAL11119,662,466,282,107,4228
SAL11120,1918,1534,643,311,11424
SAL11121,0,0,0,0,15
SAL11122,21,31,9,0,99
SAL11123,17,7,0,0,46
SAL11124,265,210,122,44,1224
SAL11125,13,12,3,0,54
SAL11126,14,3,0,0,60
SAL11127,0,4,0,0,15
SAL11128,45,37,22,4,271
SAL11129,50,42,28,5,305
SAL11130,0,0,0,0,4
SAL11131,13,11,10,5,57
SAL11132,394,221,91,22,3552
SAL11133,5,7,0,0,34
SAL11134,0,0,0,0,0
SAL11135,963,553,321,215,6027
SAL11136,896,523,194,74,5551
SAL11137,3,10,0,0,31
SAL11138,0,5,0,0,13
SAL11139,37,23,7,4,142
SAL11140,3,5,0,0,9
SAL11141,43,42,14,4,258
SAL11142,15,3,0,0,27
SAL11143,0,0,0,0,6
SAL11144,100,54,16,4,485
SAL11145,38,30,8,0,170
SAL11146,35,41,20,5,169
SAL11147,351,286,166,39,1573
SAL11148,112,94,60,19,644
SAL11149,18,14,4,0,67
SAL11150,6,0,0,0,24
SAL11151,3,0,0,0,10
SAL11152,0,5,6,0,21
SAL11153,4,0,0,0,5
SAL11154,0,3,0,0,11
SAL11155,174,126,46,10,1166
SAL11156,0,0,3,0,7
SAL11157,28,5,4,5,105
SAL11158,3,0,0,0,3
SAL11159,19,31,7,0,100
SAL11160,42,38,20,3,206
SAL11161,5,0,0,0,8
SAL11162,170,142,71,49,929
SAL11163,0,0,0,0,24
SAL11164,27,31,3,0,82
SAL11165,16,12,8,0,71
SAL11166,0,0,0,0,5
SAL11167,9,4,0,0,66
SAL11168,232,120,60,22,1332
SAL11169,0,0,0,0,5
SAL11170,53,44,6,12,280
SAL11171,47,40,12,3,247
SAL11172,4,10,0,0,21
SAL11173,18,24,12,0,158
SAL11174,0,0,0,0,0
SAL11175,27,36,15,3,126
SAL11176,267,132,35,9,2353
SAL11177,100,75,27,9,300
SAL11178,25,8,7,0,106
SAL11179,15,6,0,0,74
SAL11180,9,3,4,0,33
SAL11181,0,0,0,0,3
SAL11182,11,5,4,0,43
SAL11183,7,0,0,0,19
SAL11184,12,14,5,0,46
SAL11185,0,5,3,0,23
SAL11186,84,107,88,27,550
SAL11187,7,5,0,0,26
SAL11188,0,5,4,0,8
SAL11189,25,13,6,3,119
SAL11190,84,90,77,21,423
SAL11191,37,20,3,0,141
SAL11192,252,275,132,133,1252
SAL11193,0,0,0,0,0
SAL11194,4,5,0,0,32
SAL11195,25,21,7,0,119
SAL11196,27,21,13,0,112
SAL11197,11,7,0,0,54
SAL11198,3,0,0,0,13
SAL11199,0,13,0,0,37
SAL11200,66,54,25,0,216
SAL11201,18,8,8,0,76
SAL11202,0,0,0,0,4
SAL11203,687,543,322,89,5034
SAL11204,66,39,22,0,249
SAL11205,8,5,0,0,26
SAL11206,22,34,13,0,135
SAL11207,42,21,21,3,202
SAL11208,14,22,4,0,51
SAL11209,3,6,0,0,20
SAL11210,12,9,4,0,56
SAL11211,28,42,6,0,146
SAL11212,435,438,310,92,2778
SAL11213,954,574,251,60,8276
SAL11214,27,17,10,4,183
SAL11215,130,83,22,0,1737
SAL11216,68,54,25,6,422
SAL11217,0,8,6,0,14
SAL11218,12,5,0,0,37
SAL11219,3,5,3,0,52
SAL11220,100,52,18,4,435
SAL11221,259,215,130,17,1474
SAL11222,0,5,0,0,15
SAL11223,247,176,166,65,1345
SAL11224,84,67,26,4,296
SAL11225,8,6,0,0,26
SAL11226,189,138,58,63,1487
SAL11227,10,0,3,0,15
SAL11228,0,0,0,0,0
SAL11229,1798,973,451,148,14332
SAL11230,0,0,0,0,3
SAL11231,16,9,5,4,47
SAL11232,4,0,0,0,8
SAL11233,38,58,18,7,222
SAL11234,16,10,3,4,67
SAL11235,30,20,10,0,109
SAL11236,45,44,12,8,276
SAL11237,407,244,110,18,4650
SAL11238,62,98,55,51,380
SAL11239,641,452,259,91,3400
SAL11240,450,288,127,44,2273
SAL11241,241,169,61,33,1296
SAL11242,97,91,16,3,520
SAL11243,135,81,37,24,796
SAL11244,9,4,0,0,21
SAL11245,0,0,0,0,19
SAL11246,0,0,0,0,0
SAL11247,11,13,0,0,32
SAL11248,6,4,0,0,8
SAL11249,3,0,0,0,3
SAL11250,133,125,39,5,985
SAL11251,3,0,0,0,19
SAL11252,0,3,0,0,22
SAL11253,163,130,36,10,612
SAL11254,3,0,0,0,5
SAL11255,10,7,0,0,37
SAL11256,3,6,0,0,14
SAL11257,14,15,4,0,52
SAL11258,4,0,0,0,17
SAL11259,3,0,3,0,16
SAL11260,0,0,0,0,0
SAL11261,3,3,4,0,22
SAL11262,8,4,0,0,39
SAL11263,5,5,3,0,38
SAL11264,14,4,3,5,50
SAL11265,16,8,4,0,43
SAL11266,7,3,3,0,17
SAL11267,0,0,0,0,11
SAL11268,89,42,19,4,378
SAL11269,155,110,57,11,967
SAL11270,18,8,0,0,40
SAL11271,43,39,13,3,208
SAL11272,24,19,5,0,74
SAL11273,5,0,4,0,19
SAL11274,101,69,20,7,375
SAL11275,12,13,0,3,49
SAL11276,18,54,12,5,133
SAL11277,848,551,225,48,6118
SAL11278,41,23,7,0,175
SAL11279,174,163,95,27,899
SAL11280,147,127,77,24,619
SAL11281,18,14,3,3,60
SAL11282,27,23,0,0,105
SAL11283,391,410,260,81,3257
SAL11284,14,13,6,0,64
SAL11285,135,117,36,8,699
SAL11286,436,319,127,42,2350
SAL11287,15,3,0,0,58
SAL11288,20,7,4,0,105
SAL11289,29,50,53,23,169
SAL11290,7,5,3,0,25
SAL11291,0,0,0,0,0
SAL11292,29,30,10,0,127
SAL11293,17,11,0,0,42
SAL11294,0,0,0,0,10
SAL11295,4,5,3,0,35
SAL11296,1183,884,444,225,7646
SAL11297,0,7,0,0,23
SAL11298,8,0,4,0,29
SAL11299,3024,2010,1068,373,21040
SAL11300,5,4,0,0,24
SAL11301,12,8,5,0,35
SAL11302,6,5,0,0,30
SAL11303,237,210,76,22,1424
SAL11304,60,37,17,0,288
SAL11305,19,17,3,4,79
SAL11306,1168,571,203,76,8713
SAL11307,26,20,8,0,86
SAL11308,15,0,5,0,44
SAL11309,9,11,0,0,30
SAL11310,0,0,0,0,17
SAL11311,0,0,0,0,0
SAL11312,40,39,8,8,185
SAL11313,148,190,80,13,593
SAL11314,5,4,0,0,43
SAL11315,359,214,90,32,2625
SAL11316,501,241,125,29,3095
SAL11317,21,19,6,4,75
SAL11318,12,9,0,0,40
SAL11319,85,77,58,10,479
SAL11320,3,0,0,0,20
SAL11321,26,24,11,0,111
SAL11322,0,0,0,0,4
SAL11323,176,156,94,27,898
SAL11324,25,20,7,0,161
SAL11325,11,0,0,0,27
SAL11326,35,31,7,3,169
SAL11327,10,3,0,0,53
SAL11328,94,63,30,5,477
SAL11329,73,40,8,0,305
SAL11330,0,4,3,0,12
SAL11331,834,542,371,174,4418
SAL11332,0,0,0,0,0
SAL11333,42,32,4,3,144
SAL11334,31,15,3,3,123
SAL11335,48,32,11,0,214
SAL11336,15,13,0,0,42
SAL11337,13,11,3,0,55
SAL11338,15,7,0,0,32
SAL11339,9,9,4,0,62
SAL11340,0,0,0,0,0
SAL11341,44,30,11,0,185
SAL11342,17,17,0,0,63
SAL11343,5,0,4,0,45
SAL11344,423,224,69,18,2455
SAL11345,20,32,4,0,107
SAL11346,1459,782,427,199,9033
SAL11347,521,357,195,94,3319
SAL11348,619,674,254,71,3390
SAL11349,80,65,19,4,872
SAL11350,18,18,7,0,108
SAL11351,304,210,72,29,1881
SAL11352,378,342,199,87,2440
SAL11353,31,22,9,0,154
SAL11354,290,177,81,22,1694
SAL11355,101,67,12,4,623
SAL11356,17,12,3,0,54
SAL11357,105,93,42,16,617
SAL11358,352,199,116,46,1668
SAL11359,202,107,40,12,1109
SAL11360,397,273,181,91,2135
SAL11361,446,322,144,78,2540
SAL11362,25,15,5,0,67
SAL11363,903,706,359,149,5939
SAL11364,271,147,93,49,1438
SAL11365,47,28,7,0,193
SAL11366,453,377,225,88,2922
SAL11367,20,13,3,0,103
SAL11368,41,20,5,5,164
SAL11369,43,17,9,0,327
SAL11370,187,120,36,12,2572
SAL11371,428,285,179,54,3241
SAL11372,1720,1215,553,188,11126
SAL11373,19,20,9,0,97
SAL11374,77,52,30,3,533
SAL11375,22,20,0,0,77
SAL11376,9,0,3,0,20
SAL11377,0,0,0,0,0
SAL11378,318,335,150,65,1557
SAL11379,25,29,6,0,82
SAL11380,651,395,147,60,3877
SAL11381,9,6,3,0,36
SAL11382,200,186,152,85,1806
SAL11383,12,4,0,4,49
SAL11384,391,315,158,83,2922
SAL11385,20,15,9,4,74
SAL11386,416,169,45,4,5931
SAL11387,0,0,0,0,0
SAL11388,4,0,0,0,12
SAL11389,185,168,39,6,1430
SAL11390,0,0,0,0,0
SAL11391,29,27,6,3,97
SAL11392,451,285,164,51,2483
SAL11393,0,0,0,0,11
SAL11394,467,357,172,43,3736
SAL11395,15,8,0,0,67
SAL11396,663,611,317,70,3575
SAL11397,432,386,228,125,3073
SAL11398,535,395,206,148,3926
SAL11399,28,37,10,0,141
SAL11400,137,54,14,3,1317
SAL11401,108,54,22,0,593
SAL11402,44,36,7,6,171
SAL11403,36,32,6,0,159
SAL11404,25,20,0,4,90
SAL11405,0,0,0,0,15
SAL11406,3,0,0,0,20
SAL11407,5,6,0,0,52
SAL11408,75,70,25,6,413
SAL11409,14,7,0,3,65
SAL11410,22,17,3,0,91
SAL11411,32,16,4,0,152
SAL11412,48,30,10,4,190
SAL11413,18,8,4,0,63
SAL11414,269,206,72,15,1455
SAL11415,15,10,0,0,76
SAL11416,110,63,48,3,760
SAL11417,64,41,25,10,233
SAL11418,238,181,77,13,1263
SAL11419,17,17,13,0,92
SAL11420,256,165,64,11,1600
SAL11421,575,514,250,95,3961
SAL11422,25,17,5,0,96
SAL11423,0,0,0,0,0
SAL11424,255,152,86,23,1607
SAL11425,1221,994,621,185,9158
SAL11426,24,11,5,0,182
SAL11427,6,0,3,0,20
SAL11428,282,139,36,15,2626
SAL11429,10,8,0,0,78
SAL11430,0,0,0,0,0
SAL11431,2431,1739,682,280,18409
SAL11432,34,37,20,0,136
SAL11433,0,0,0,0,4
SAL11434,5,0,0,0,12
SAL11435,0,0,0,0,20
SAL11436,316,448,559,506,2921
SAL11437,35,31,14,0,236
SAL11438,878,498,233,112,6688
SAL11439,74,80,21,0,350
SAL11440,0,0,4,0,28
SAL11441,588,242,56,15,2960
SAL11442,636,256,80,16,7245
SAL11443,12,6,5,0,53
SAL11444,181,129,29,0,1183
SAL11445,0,0,0,0,0
SAL11446,19,3,4,0,57
SAL11447,151,87,127,102,1340
SAL11448,492,529,289,93,2679
SAL11449,14,7,0,0,49
SAL11450,0,0,0,0,0
SAL11451,14,15,0,0,65
SAL11452,13,0,0,0,40
SAL11453,0,0,0,0,7
SAL11454,23,15,3,0,76
SAL11455,10,12,0,0,81
SAL11456,7,11,0,0,22
SAL11457,82,79,28,11,398
SAL11458,13,8,0,0,50
SAL11459,43,23,5,0,193
SAL11460,16,20,10,0,93
SAL11461,53,36,3,0,192
SAL11462,15,14,6,0,79
SAL11463,39,33,17,0,212
SAL11464,45,31,8,0,213
SAL11465,6,0,4,0,22
SAL11466,11,16,0,0,45
SAL11467,39,53,6,0,202
SAL11468,3,4,3,0,29
SAL11469,4,10,0,0,45
SAL11470,18,29,7,3,108
SAL11471,49,48,11,4,331
SAL11472,308,275,104,54,1491
SAL11473,28,14,4,0,98
SAL11474,28,19,6,0,355
SAL11475,17,23,4,4,114
SAL11476,21,11,0,0,31
SAL11477,104,79,34,4,622
SAL11478,137,154,94,10,658
SAL11479,90,86,39,7,379
SAL11480,951,616,277,84,6226
SAL11481,197,163,71,39,1803
SAL11482,353,237,103,32,2461
SAL11483,527,313,197,44,4057
SAL11484,0,0,0,0,13
SAL11485,667,407,210,44,4017
SAL11486,34,34,11,0,164
SAL11487,570,448,251,81,4106
SAL11488,3,0,0,0,19
SAL11489,5,5,5,0,24
SAL11490,98,71,33,4,468
SAL11491,47,42,12,0,153
SAL11492,0,0,0,0,9
SAL11493,25,16,4,6,284
SAL11494,339,251,138,83,2309
SAL11495,6,0,0,0,14
SAL11496,9,21,10,0,81
SAL11497,3,3,0,0,17
SAL11498,70,52,22,0,302
SAL11499,439,332,118,27,2321
SAL11500,23,7,0,0,62
SAL11501,19,8,0,0,64
SAL11502,127,85,16,8,503
SAL11503,154,150,77,21,909
SAL11504,263,386,171,43,2033
SAL11505,8,0,0,0,25
SAL11506,4,0,0,0,7
SAL11507,4,4,0,0,24
SAL11508,17,10,5,0,66
SAL11509,24,18,5,0,77
SAL11510,71,76,31,16,475
SAL11511,42,27,6,0,157
SAL11512,61,45,11,4,262
SAL11513,4,3,0,0,28
SAL11514,23,17,4,0,130
SAL11515,9,10,0,0,41
SAL11516,28,10,6,0,146
SAL11517,7,16,0,0,59
SAL11518,973,783,445,149,6599
SAL11519,6,9,0,0,24
SAL11520,4,4,0,0,8
SAL11521,193,240,158,56,915
SAL11522,89,56,16,4,347
SAL11523,241,185,110,60,1191
SAL11524,22,30,18,0,122
SAL11525,16,9,4,0,53
SAL11526,45,51,24,0,239
SAL11527,23,11,6,0,75
SAL11528,0,7,0,0,18
SAL11529,126,169,52,17,653
SAL11530,3,4,0,0,8
SAL11531,0,0,0,0,5
SAL11532,23,24,13,0,121
SAL11533,889,496,208,64,5516
SAL11534,4,0,0,0,13
SAL11535,5,5,3,0,19
SAL11536,328,226,67,6,3843
SAL11537,443,274,103,18,3354
SAL11538,160,112,31,5,921
SAL11539,599,459,305,96,3610
SAL11540,9,3,0,0,37
SAL11541,3,0,0,0,11
SAL11542,13,8,10,0,68
SAL11543,0,0,0,0,8
SAL11544,5,13,6,0,47
SAL11545,0,8,0,0,31
SAL11546,14,13,6,0,72
SAL11547,122,68,20,8,1479
SAL11548,0,0,0,0,0
SAL11549,383,217,72,18,3606
SAL11550,48,34,14,3,280
SAL11551,750,482,407,204,4727
SAL11552,260,293,187,35,1803
SAL11553,1329,1557,982,385,7260
SAL11554,9,3,3,0,20
SAL11555,3,11,0,3,41
SAL11556,15,7,4,5,49
SAL11557,94,61,13,0,404
SAL11558,0,0,0,0,0
SAL11559,0,0,0,0,3
SAL11560,0,0,0,0,11
SAL11561,32,41,6,0,121
SAL11562,0,0,0,0,0
SAL11563,22,26,15,0,116
SAL11564,96,90,55,47,608
SAL11565,0,0,0,0,0
SAL11566,0,0,0,0,0
SAL11567,172,87,33,8,935
SAL11568,6,12,0,0,46
SAL11569,0,5,0,0,12
SAL11570,4,0,0,0,8
SAL11571,1253,782,533,146,7729
SAL11572,774,480,211,52,5713
SAL11573,14,14,3,0,87
SAL11574,17,7,8,6,69
SAL11575,17,9,0,3,64
SAL11576,3,0,0,0,3
SAL11577,3,12,0,0,27
SAL11578,71,175,97,16,441
SAL11579,0,0,0,0,19
SAL11580,157,66,17,3,1748
SAL11581,7,0,0,0,28
SAL11582,0,0,0,0,3
SAL11583,10,0,0,0,50
SAL11584,18,15,10,4,128
SAL11585,4,4,0,0,33
SAL11586,340,277,156,74,1782
SAL11587,16,14,5,0,67
SAL11588,5,5,0,0,17
SAL11589,66,50,25,8,339
SAL11590,21,25,9,0,148
SAL11591,183,132,67,47,1052
SAL11592,8,4,0,0,43
SAL11593,0,3,8,0,40
SAL11594,0,0,0,0,4
SAL11595,3,10,0,0,41
SAL11596,3,13,5,0,59
SAL11597,17,12,4,0,80
SAL11598,195,110,57,16,1281
SAL11599,0,0,0,0,0
SAL11600,0,0,0,0,0
SAL11601,22,15,6,0,85
SAL11602,7,0,3,0,13
SAL11603,71,72,40,8,346
SAL11604,0,0,0,0,0
SAL11605,468,357,304,170,4130
SAL11606,26,14,7,0,114
SAL11607,175,79,32,12,1156
SAL11608,45,29,9,0,147
SAL11609,69,56,16,3,337
SAL11610,439,410,200,79,2417
SAL11611,79,81,38,11,361
SAL11612,62,52,25,8,361
SAL11613,9,9,0,0,26
SAL11614,9,5,0,0,20
SAL11615,10,0,0,0,37
SAL11616,13,11,0,0,66
SAL11617,8,5,0,0,16
SAL11618,16,3,0,0,118
SAL11619,3,10,0,0,30
SAL11620,4,3,0,0,29
SAL11621,51,202,193,85,546
SAL11622,72,53,20,3,349
SAL11623,230,176,111,40,1266
SAL11624,5,0,0,0,21
SAL11625,0,0,0,0,0
SAL11626,21,14,3,0,75
SAL11627,7,3,0,0,19
SAL11628,190,125,41,15,2165
SAL11629,3,3,3,0,9
SAL11630,30,13,4,3,103
SAL11631,11,11,6,0,87
SAL11632,12,0,0,0,35
SAL11633,3,0,0,0,14
SAL11634,16,12,3,0,43
SAL11635,192,133,37,6,765
SAL11636,5,4,4,0,36
SAL11637,3,0,0,0,0
SAL11638,13,4,0,0,27
SAL11639,10,7,0,0,27
SAL11640,311,181,73,28,3223
SAL11641,31,18,8,0,115
SAL11642,1099,682,340,210,7816
SAL11643,34,36,10,4,197
SAL11644,18,18,9,3,96
SAL11645,1027,836,372,84,7891
SAL11646,211,108,25,3,2942
SAL11647,9,7,5,0,32
SAL11648,4,4,0,0,29
SAL11649,537,321,77,9,2248
SAL11650,13,22,4,0,65
SAL11651,3,0,0,0,18
SAL11652,0,0,0,0,3
SAL11653,521,506,272,102,2864
SAL11654,20,17,3,0,90
SAL11655,0,0,0,0,0
SAL11656,51,18,3,0,223
SAL11657,0,0,0,0,0
SAL11658,16,14,0,0,75
SAL11659,9,4,0,0,43
SAL11660,621,487,185,53,2969
SAL11661,18,21,12,0,80
SAL11662,208,173,78,18,1563
SAL11663,290,151,37,0,2375
SAL11664,11,6,3,0,53
SAL11665,45,20,5,0,185
SAL11666,4,9,0,0,26
SAL11667,20,14,0,0,65
SAL11668,704,421,234,174,5547
SAL11669,324,197,92,56,2169
SAL11670,14,16,0,0,69
SAL11671,688,531,438,164,3690
SAL11672,77,56,15,3,267
SAL11673,11,10,4,0,51
SAL11674,1612,788,216,45,11641
SAL11675,5,0,0,0,17
SAL11676,204,121,37,9,1068
SAL11677,351,248,93,26,1910
SAL11678,27,27,13,0,139
SAL11679,71,68,13,8,454
SAL11680,21,15,3,5,125
SAL11681,0,0,0,0,0
SAL11682,292,264,113,45,1741
SAL11683,5,11,12,0,40
SAL11684,31,29,4,0,139
SAL11685,88,29,7,3,1205
SAL11686,1253,654,207,31,8461
SAL11687,0,0,0,0,10
SAL11688,221,118,41,11,1353
SAL11689,263,300,151,64,1416
SAL11690,0,0,0,0,0
SAL11691,0,0,0,0,4
SAL11692,11,10,5,0,38
SAL11693,69,51,6,3,1174
SAL11694,11,5,6,0,77
SAL11695,5,6,0,0,28
SAL11696,12,3,0,0,37
SAL11697,137,92,27,11,879
SAL11698,12,10,0,0,50
SAL11699,11,12,3,0,39
SAL11700,0,3,3,0,15
SAL11701,8,3,0,0,21
SAL11702,0,0,0,0,0
SAL11703,13,7,6,0,59
SAL11704,9,3,0,0,15
SAL11705,23,11,5,0,84
SAL11706,0,0,0,0,0
SAL11707,11,3,3,0,34
SAL11708,16,10,0,0,82
SAL11709,14,0,0,3,43
SAL11710,368,186,61,9,3893
SAL11711,28,16,4,0,171
