SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL20403,3,3,0,0,3,3,0,0,0,14,15,10,4,12,10,20,14,0,0,93
SAL20404,0,5,4,4,6,10,4,5,0,35,53,36,19,33,60,38,34,22,0,302
SAL20405,0,0,0,0,0,0,0,0,0,3,6,5,0,7,5,4,3,0,0,29
SAL20406,0,0,0,0,0,0,0,0,0,3,6,7,0,0,9,6,12,4,0,44
SAL20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,3,3,0,0,18
SAL20409,58,33,17,31,39,38,27,13,0,250,822,365,228,461,581,532,536,209,58,3797
SAL20410,5,0,0,4,5,3,3,0,0,23,48,30,27,28,33,55,40,10,0,270
SAL20411,70,27,34,22,41,29,13,18,10,263,709,379,340,396,376,389,265,196,72,3131
SAL20412,3,3,0,0,0,0,0,0,0,8,15,5,13,9,12,15,14,5,0,95
SAL20413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20414,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,6,0,0,14
SAL20415,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,5,7,0,0,20
SAL20416,0,0,0,0,0,0,0,0,0,10,10,4,5,0,9,6,13,0,0,47
SAL20417,0,0,0,0,0,0,0,0,0,6,4,4,4,0,8,10,4,3,0,37
SAL20418,6,11,28,15,9,8,3,5,0,75,101,97,248,142,80,62,45,18,12,794
SAL20419,90,45,44,48,34,41,42,42,59,443,1202,741,718,844,715,649,425,294,200,5800
SAL20420,88,45,35,72,45,26,9,4,3,317,1842,787,673,1441,818,455,267,78,11,6377
SAL20421,3,0,0,4,0,0,0,0,0,3,5,0,0,6,0,9,8,4,0,36
SAL20422,5,3,0,3,5,4,0,0,0,29,54,18,31,35,44,31,18,10,4,241
SAL20423,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,24
SAL20424,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,8,4,0,24
SAL20425,3,0,0,3,4,7,11,7,0,39,26,14,9,26,35,49,74,21,0,249
SAL20426,121,251,249,113,99,90,68,36,33,1058,2016,3012,2765,1802,1713,1398,1060,838,545,15147
SAL20427,47,65,70,52,67,44,49,45,12,450,1461,1341,1592,1360,1367,1183,1015,996,372,10675
SAL20428,9,9,0,3,8,7,10,0,0,40,116,82,45,67,111,81,66,18,3,596
SAL20429,0,0,0,0,0,0,0,0,0,3,8,4,7,4,5,9,10,3,0,49
SAL20430,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7
SAL20431,8,3,0,6,10,11,13,0,3,61,77,40,51,58,80,115,114,43,14,591
SAL20432,3,0,6,0,0,0,0,0,0,9,14,9,19,6,19,27,24,13,0,129
SAL20433,3,0,0,0,4,4,0,0,0,11,39,9,11,22,13,22,15,9,0,134
SAL20434,5,0,0,3,0,0,0,0,0,11,18,17,12,10,26,37,24,12,0,160
SAL20435,12,0,0,4,0,0,0,0,0,21,22,5,15,7,18,25,16,3,6,117
SAL20436,0,0,4,4,3,0,6,0,0,12,28,20,10,17,31,30,25,7,0,161
SAL20437,6,7,0,3,10,11,9,3,0,49,96,62,41,56,86,85,45,15,3,482
SAL20438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,0,10
SAL20439,0,0,0,0,0,0,3,0,0,5,3,3,4,6,13,7,11,3,0,52
SAL20440,3,0,4,0,0,0,0,0,0,15,3,0,0,3,0,4,4,0,0,25
SAL20441,150,93,120,83,109,68,44,4,7,675,1931,1548,1319,1431,1558,1222,718,221,92,10038
SAL20442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20443,9,3,0,0,7,3,4,4,0,23,32,29,13,20,39,23,18,10,0,181
SAL20444,107,53,73,49,44,49,37,30,21,471,837,590,581,512,509,563,487,270,131,4476
SAL20445,0,0,0,5,4,0,3,0,0,12,43,21,20,24,23,17,32,0,0,178
SAL20446,0,0,0,0,0,3,0,0,0,5,3,9,3,11,6,10,4,0,0,45
SAL20447,14,6,0,10,0,3,8,0,0,42,89,40,37,55,48,61,40,15,5,391
SAL20448,3,0,0,0,0,0,0,0,0,8,9,3,8,8,3,4,0,0,0,42
SAL20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10
SAL20450,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,10,0,0,0,30
SAL20451,8,0,0,4,0,0,3,0,0,23,46,18,3,22,22,31,24,10,0,186
SAL20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,191,154,116,153,161,129,107,73,67,1155,3470,3096,2349,2488,3045,2757,2264,1492,1008,21965
SAL20454,8,0,5,0,4,0,3,0,0,26,73,31,28,33,58,26,24,15,0,292
SAL20455,131,68,74,74,53,52,45,30,5,547,996,590,693,626,594,520,479,365,113,4977
SAL20456,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,4,0,21
SAL20457,36,17,14,23,18,13,19,9,0,159,410,218,184,242,320,275,273,121,30,2071
SAL20458,0,0,0,0,0,0,0,0,0,3,6,5,3,0,6,10,12,3,0,50
SAL20459,7,0,0,3,0,0,0,0,0,8,15,5,6,9,10,3,3,5,6,51
SAL20460,54,38,28,29,35,42,40,25,10,297,513,311,323,329,377,463,526,386,130,3354
SAL20461,54,23,59,29,34,22,38,38,50,353,724,499,662,535,467,413,437,218,150,4098
SAL20462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
SAL20463,3,3,4,3,5,0,4,0,0,24,10,14,8,10,15,17,10,0,0,82
SAL20464,0,7,0,4,8,9,0,0,0,24,24,21,4,24,35,55,27,13,4,197
SAL20465,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,5,0,16
SAL20466,13,3,0,21,11,18,7,3,0,76,122,59,71,96,100,114,49,25,7,650
SAL20467,0,0,0,0,0,0,0,0,0,0,15,5,5,4,11,5,7,3,0,45
SAL20468,61,57,46,31,48,41,50,26,23,382,1232,1158,600,795,1099,1083,927,574,323,7800
SAL20469,0,0,0,0,0,6,0,0,0,12,9,12,5,12,19,49,25,10,0,151
SAL20470,0,0,0,3,3,0,0,0,0,8,16,15,8,11,23,25,24,17,3,148
SAL20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20472,0,0,0,0,0,0,0,0,0,4,4,4,3,5,5,12,9,0,0,34
SAL20473,12,0,0,13,10,16,20,8,0,76,137,87,79,114,143,212,222,96,23,1111
SAL20474,16,5,3,9,14,7,6,3,0,56,74,43,41,43,72,113,125,45,7,569
SAL20475,50,33,43,45,44,43,36,15,4,307,430,229,238,311,344,349,274,99,18,2301
SAL20476,72,36,33,43,55,35,64,92,65,490,657,362,469,436,504,545,797,817,665,5246
SAL20477,8,4,3,5,0,3,0,0,0,25,11,9,7,6,6,9,3,5,0,54
SAL20478,0,0,0,0,0,0,7,3,0,8,3,9,0,7,11,6,17,10,0,61
SAL20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20480,7,3,5,3,0,0,4,6,0,25,49,31,18,28,25,35,42,15,3,256
SAL20481,0,0,0,0,0,0,0,0,0,9,12,0,4,0,9,17,12,8,0,60
SAL20482,0,0,0,0,0,0,0,0,0,0,10,0,5,5,8,0,9,4,0,40
SAL20483,0,0,0,0,0,0,0,0,0,0,15,6,3,6,14,9,11,0,0,67
SAL20484,0,0,0,0,0,0,0,0,0,0,15,3,13,10,4,20,19,3,0,97
SAL20485,13,17,10,6,15,3,0,0,0,62,246,181,87,152,190,129,64,22,3,1064
SAL20486,36,13,10,15,7,7,0,3,0,82,309,119,106,166,117,81,56,12,4,957
SAL20487,7,4,8,7,6,3,4,0,0,48,48,51,35,42,46,54,47,15,5,342
SAL20488,15,3,11,14,6,12,9,3,0,66,177,98,109,99,140,119,64,36,8,847
SAL20489,0,0,0,4,0,0,0,0,0,11,8,6,0,11,8,0,8,3,0,38
SAL20490,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,0,6,0,0,26
SAL20491,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,6,0,16
SAL20492,26,11,19,15,14,10,11,9,0,103,227,123,116,126,156,177,191,73,14,1192
SAL20493,4,3,3,4,4,4,0,0,0,19,31,21,18,21,23,33,23,6,0,168
SAL20494,6,5,0,4,9,8,16,0,0,41,72,31,23,53,68,65,51,21,0,382
SAL20495,79,306,392,145,91,57,45,39,24,1196,865,4910,5423,1736,966,809,680,447,217,16055
SAL20496,39,47,94,57,41,32,22,21,9,349,637,838,1758,856,640,591,508,263,96,6177
SAL20497,0,0,0,0,0,0,4,0,0,6,8,3,4,3,18,17,14,9,6,82
SAL20498,120,109,186,132,107,76,97,99,102,1023,2485,2075,3898,2853,2082,1777,1383,906,446,17909
SAL20499,0,0,0,0,0,0,0,0,0,8,31,19,24,23,13,22,26,11,0,171
SAL20500,342,209,213,232,266,150,87,31,10,1545,5610,3590,2896,4098,4096,2147,1402,546,102,24488
SAL20501,6,0,3,4,3,0,0,0,0,18,26,18,9,18,16,14,9,3,6,115
SAL20502,0,0,0,0,0,0,0,0,0,7,11,10,6,16,13,23,14,4,0,100
SAL20503,3,0,6,4,3,3,0,0,0,20,20,11,12,9,20,30,20,5,3,129
SAL20504,0,0,0,0,0,0,0,0,0,4,7,7,3,5,4,10,9,0,0,42
SAL20505,0,0,0,0,0,0,0,0,0,8,4,7,6,5,5,6,3,0,0,43
SAL20506,5,0,0,0,0,0,0,0,0,4,3,5,0,0,5,0,3,0,0,18
SAL20507,54,23,48,46,32,37,27,12,0,288,760,362,595,650,585,562,434,225,70,4239
SAL20508,374,189,247,211,213,162,114,69,66,1638,4218,2481,3684,3199,2883,2557,1703,835,423,21976
SAL20509,5,0,0,4,0,0,0,0,0,10,15,7,8,6,4,11,11,0,0,68
SAL20510,4,3,0,0,0,12,0,0,0,17,31,16,17,20,30,43,35,12,3,197
SAL20511,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,9,4,6,0,21
SAL20512,0,6,0,4,5,5,4,0,0,24,40,39,20,38,47,47,23,0,0,257
SAL20513,13,12,11,11,15,30,27,19,13,148,181,143,129,111,164,308,301,226,110,1673
SAL20514,7,0,0,3,3,0,0,3,0,20,20,17,5,7,13,13,3,10,0,85
SAL20515,4,0,0,3,0,6,4,0,0,20,32,14,19,12,16,24,19,14,0,139
SAL20516,65,89,237,197,163,108,97,105,114,1180,943,510,691,924,958,1060,1206,800,411,7506
SAL20517,12,0,5,9,3,3,0,4,0,28,56,27,42,33,40,46,25,15,5,297
SAL20518,3,3,3,3,4,6,3,0,0,26,16,9,6,9,20,22,25,8,3,110
SAL20519,0,0,0,0,0,4,0,0,0,4,0,0,0,0,10,5,7,4,0,27
SAL20520,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,14
SAL20521,39,35,51,38,49,28,47,34,8,330,887,671,795,706,720,578,717,401,287,5748
SAL20522,9,18,12,11,6,3,3,3,0,68,157,247,291,160,150,130,124,37,15,1293
SAL20523,138,126,200,146,100,80,132,69,85,1080,2660,2158,3062,2235,1882,1650,1799,878,580,16903
SAL20524,107,65,120,90,104,70,68,40,11,670,2243,1334,1446,1727,1724,1457,1365,677,357,12328
SAL20525,0,0,0,0,0,4,0,0,0,0,4,3,3,5,13,18,7,3,0,59
SAL20526,14,6,4,8,4,0,4,4,0,40,57,26,35,44,49,56,66,24,10,366
SAL20527,4,0,0,0,0,3,0,0,0,13,66,34,16,29,47,41,21,8,4,266
SAL20528,90,64,174,90,77,55,50,27,11,640,1505,1120,2094,1561,1106,880,660,439,181,9552
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,0,0,5,5,0,0,14,3,3,4,3,3,10,9,0,0,42
SAL20532,4,0,0,0,6,0,3,0,0,11,7,4,0,4,3,11,11,0,0,42
SAL20533,46,28,42,33,12,11,3,0,0,176,511,418,779,377,169,176,81,55,41,2612
SAL20534,0,0,0,0,0,0,0,0,0,5,12,6,6,9,15,8,13,5,0,82
SAL20535,15,12,13,11,16,25,13,24,15,142,138,89,86,69,141,184,209,114,62,1095
SAL20536,0,0,0,0,0,0,0,0,0,0,17,6,3,6,9,4,4,0,0,49
SAL20537,99,61,79,81,77,68,50,33,23,572,1427,621,1205,1311,1156,948,829,531,307,8347
SAL20538,53,39,32,41,52,53,40,25,13,341,1053,586,534,830,749,641,543,341,111,5393
SAL20539,271,152,201,188,202,136,123,110,49,1428,4311,2451,3017,3750,3376,2601,2056,1464,955,23992
SAL20540,4,0,0,0,0,0,0,0,0,7,7,6,5,7,8,13,6,4,3,60
SAL20541,0,0,3,0,4,3,4,0,0,14,7,8,3,12,10,12,12,4,0,68
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20543,3,0,3,7,0,3,4,0,0,23,35,14,19,27,26,33,39,12,0,213
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,3,0,8,0,0,0,5,0,0,16,35,17,24,26,33,26,35,6,0,204
SAL20546,8,0,0,8,4,0,4,0,0,14,24,3,8,10,10,10,13,3,0,85
SAL20547,15,12,8,10,17,13,14,6,6,89,115,39,64,81,123,141,133,54,15,763
SAL20548,0,0,0,0,0,0,0,0,0,3,4,0,4,10,12,10,17,0,0,50
SAL20549,0,0,0,0,0,0,0,0,0,5,9,10,4,8,10,20,24,4,3,91
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
SAL20551,20,12,10,12,25,23,7,16,3,133,239,165,129,143,237,277,235,144,23,1580
SAL20552,0,0,0,0,0,0,0,0,0,4,8,4,9,5,21,13,11,5,3,77
SAL20553,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3
SAL20554,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,8,3,0,0,17
SAL20555,3,4,0,0,3,9,3,0,0,13,24,13,4,16,21,21,8,7,0,111
SAL20556,182,99,83,89,107,78,58,52,6,743,2301,1421,1536,1629,1502,1362,1174,691,165,11779
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL20558,0,0,0,0,0,0,0,0,0,4,10,8,7,4,7,8,15,3,0,61
SAL20559,8,6,4,9,6,3,4,4,0,35,54,48,30,49,58,84,36,17,4,365
SAL20560,13,9,8,7,13,11,5,9,0,65,169,98,110,104,129,158,142,55,16,981
SAL20561,127,116,65,73,47,49,38,23,4,546,938,646,637,561,547,650,610,303,47,4924
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13
SAL20564,6,0,5,6,0,0,5,0,0,18,35,11,26,18,9,25,21,9,4,163
SAL20565,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,7,5,6,0,35
SAL20566,58,47,75,55,57,57,56,44,17,465,1099,756,891,975,905,958,968,596,298,7441
SAL20567,9,8,5,0,10,7,3,0,0,44,51,35,38,28,43,50,29,24,0,303
SAL20568,0,0,0,0,0,0,0,0,0,3,17,12,6,11,7,10,11,6,0,75
SAL20569,133,441,589,191,110,84,75,96,128,1851,1570,5373,5811,2088,1201,1025,784,656,484,18988
SAL20570,98,147,171,112,106,77,65,54,22,843,1892,1762,3092,1918,1440,1209,1048,746,283,13381
SAL20571,0,0,0,0,0,0,0,0,0,0,7,9,10,7,8,10,9,6,0,57
SAL20572,5,3,4,0,6,0,4,0,0,20,69,40,52,42,47,46,29,21,7,352
SAL20573,10,3,6,3,3,5,0,0,3,42,53,20,39,26,23,54,27,6,5,252
SAL20574,46,30,71,44,49,36,38,19,4,340,1053,507,1421,1137,825,698,617,258,88,6606
SAL20575,80,59,35,50,52,63,64,51,16,470,1186,721,737,856,948,1162,1242,645,156,7646
SAL20576,9,5,0,7,7,9,8,6,0,50,59,38,36,43,43,49,46,25,0,347
SAL20577,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,4,0,0,0,15
SAL20578,0,0,5,0,3,3,4,0,0,15,25,20,28,19,20,40,20,12,0,178
SAL20579,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,0,0,25
SAL20580,27,16,12,13,32,26,24,12,8,170,261,151,147,197,260,328,302,149,50,1844
SAL20581,188,73,176,106,64,24,23,6,3,655,3026,1144,3057,2094,868,590,291,97,20,11177
SAL20582,561,230,339,331,156,98,51,17,8,1787,9204,3367,6305,6591,2977,1576,1093,496,77,31681
SAL20583,3,0,0,0,0,5,0,0,0,12,34,17,8,18,21,21,9,4,0,133
SAL20584,0,0,0,0,0,0,4,0,0,3,5,5,8,4,11,13,21,3,0,62
SAL20585,4,0,0,0,6,0,0,0,0,8,10,3,6,8,6,14,5,0,0,55
SAL20586,0,0,0,4,0,7,4,0,0,17,46,25,26,27,30,40,28,17,0,245
SAL20587,0,0,0,0,4,0,0,0,0,9,21,15,10,8,17,19,9,4,0,104
SAL20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20590,96,39,58,56,18,12,4,0,0,290,1153,371,905,718,233,141,77,8,4,3601
SAL20591,21,22,16,13,16,17,19,16,13,143,284,185,176,142,235,270,240,196,88,1804
SAL20592,120,63,71,72,56,64,93,52,32,626,974,554,679,659,665,752,959,648,257,6148
SAL20593,7,0,0,0,3,0,0,0,0,17,53,37,18,17,42,38,22,9,4,232
SAL20594,0,0,0,0,0,5,0,0,0,6,10,0,9,4,10,11,16,5,5,72
SAL20595,0,0,0,5,0,3,0,0,0,9,11,0,6,8,10,11,9,5,0,58
SAL20596,229,175,314,209,222,176,100,66,38,1526,4051,2979,5050,4399,3662,2684,1890,1219,628,26574
SAL20597,89,57,97,90,96,56,32,50,71,634,1480,850,1337,1458,1189,794,483,404,335,8327
SAL20598,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4
SAL20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9
SAL20600,110,50,64,63,54,60,44,6,5,452,999,490,597,644,626,578,336,100,31,4408
SAL20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20602,0,0,0,0,0,0,0,0,0,0,8,7,4,5,11,4,4,0,0,37
SAL20603,3,0,0,0,0,0,0,0,0,12,10,7,12,10,6,11,21,6,0,80
SAL20604,43,14,10,28,18,28,42,22,17,225,339,173,173,218,289,345,455,301,132,2415
SAL20605,3,6,4,0,4,7,8,0,0,27,66,50,20,61,63,65,56,17,3,409
SAL20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20607,154,81,105,82,98,92,101,73,40,826,1479,964,1277,980,1036,1088,1160,829,445,9243
SAL20608,4,0,0,3,0,0,0,0,0,11,10,9,0,7,10,7,8,3,0,61
SAL20609,0,0,5,0,0,3,3,4,0,11,14,10,41,10,11,27,28,14,3,168
SAL20610,6,0,4,0,0,0,4,0,0,23,30,4,18,16,9,5,5,5,0,89
SAL20611,9,0,8,0,5,5,6,8,0,48,57,26,31,27,29,44,37,29,4,285
SAL20612,3,3,0,0,0,0,0,0,0,9,11,5,0,10,5,10,3,4,0,41
SAL20613,39,20,24,24,25,19,10,10,4,164,440,260,319,288,243,292,233,110,22,2199
SAL20614,25,9,9,14,20,9,18,4,4,108,133,84,68,91,130,200,190,97,76,1062
SAL20615,4,9,17,3,7,9,3,0,0,60,38,29,74,44,27,55,29,9,3,305
SAL20616,138,97,233,139,104,59,32,15,0,829,898,847,3348,1752,1030,661,394,189,67,9179
SAL20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL20618,0,3,0,0,3,3,4,0,0,16,20,17,10,7,25,38,16,10,6,146
SAL20619,0,4,3,0,0,6,0,0,0,13,13,5,7,21,20,16,10,3,0,104
SAL20620,5,6,3,7,3,8,7,0,0,42,117,81,61,76,104,93,64,22,0,620
SAL20621,14,12,0,8,17,12,10,3,0,76,156,91,41,90,169,170,179,49,8,953
SAL20622,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,4,3,0,3,23
SAL20623,0,0,0,0,0,0,0,0,0,7,6,3,0,4,8,9,9,0,0,38
SAL20624,77,41,38,48,25,32,17,16,12,320,619,413,467,403,362,308,277,227,105,3193
SAL20625,0,0,0,7,0,0,0,0,0,9,16,16,4,10,13,25,10,5,0,94
SAL20626,6,3,0,9,6,3,0,0,0,17,17,16,13,16,26,30,8,5,0,134
SAL20627,7,4,3,6,0,7,5,0,0,29,64,29,29,44,49,49,41,15,0,308
SAL20628,0,0,4,0,4,4,8,0,0,22,10,21,9,17,36,43,63,25,0,229
SAL20629,3,0,0,0,4,0,0,0,0,9,3,0,0,5,6,4,6,0,0,30
SAL20630,0,0,3,0,0,3,0,0,0,5,0,4,3,0,4,3,0,5,0,18
SAL20631,4,0,12,0,0,13,0,0,0,29,42,34,50,40,39,64,29,14,3,311
SAL20632,0,0,3,0,0,5,0,0,0,10,0,6,3,0,7,15,11,5,0,42
SAL20633,7,0,5,0,0,0,0,0,0,23,47,25,17,20,36,26,26,17,4,220
SAL20634,0,0,0,0,0,0,0,0,0,5,5,5,0,4,6,3,3,0,0,33
SAL20635,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10
SAL20636,0,0,4,0,4,0,0,0,0,9,22,19,22,17,21,35,28,3,0,171
SAL20637,0,0,0,0,0,3,0,0,0,7,6,3,8,10,10,29,17,6,0,88
SAL20638,0,0,0,0,0,0,0,0,0,5,9,14,16,15,19,22,31,3,3,131
SAL20639,26,9,9,12,11,17,17,7,0,119,184,83,98,114,131,225,236,86,21,1181
SAL20640,393,269,247,206,203,145,106,49,21,1643,2873,2408,2318,1767,1875,1860,1449,728,219,15497
SAL20641,0,0,0,0,0,3,0,0,0,3,0,3,5,0,11,11,5,0,0,27
SAL20642,3,4,4,0,3,3,0,0,0,15,10,5,9,4,8,9,5,9,0,43
SAL20643,0,0,0,0,3,7,0,3,0,14,4,9,3,4,26,21,13,11,0,94
SAL20644,14,9,14,17,8,13,14,12,0,111,152,82,104,107,143,196,194,105,23,1108
SAL20645,10,4,4,3,0,4,5,0,0,28,23,14,11,21,21,32,26,13,0,161
SAL20646,10,9,7,7,3,8,7,0,0,52,86,41,53,44,36,55,22,14,0,358
SAL20647,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,3,0,0,17
SAL20648,19,19,11,19,22,16,23,13,12,151,206,97,126,131,148,211,193,166,73,1352
SAL20649,0,0,0,0,8,4,0,0,0,11,23,15,17,4,14,13,15,12,0,119
SAL20650,0,0,0,0,0,0,0,0,0,6,0,6,10,0,0,15,0,4,0,50
SAL20651,0,0,4,0,0,0,3,0,0,3,4,6,9,0,3,7,16,3,4,53
SAL20652,0,0,0,0,0,3,0,0,0,6,11,0,4,9,10,18,18,5,0,70
SAL20653,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,4,20
SAL20654,0,3,0,5,3,9,7,0,0,26,93,73,44,49,77,126,113,37,7,609
SAL20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20656,0,0,0,0,0,0,0,0,0,8,6,4,6,3,10,5,0,3,5,33
SAL20657,84,24,35,54,67,89,112,66,46,577,936,424,529,630,732,1036,1305,710,284,6593
SAL20658,0,0,0,0,0,0,0,0,0,3,4,9,7,4,0,9,0,0,0,34
SAL20659,3,3,4,9,5,8,5,0,0,45,53,45,43,41,51,68,68,16,3,389
SAL20660,0,0,0,0,0,3,3,0,0,3,5,10,6,7,6,11,10,6,0,62
SAL20661,1255,654,756,798,487,375,185,76,55,4641,16763,8538,11083,11902,7100,5355,3008,1105,326,65178
SAL20662,533,295,359,314,281,220,127,73,21,2218,4299,2800,3494,3027,2661,2358,1648,742,245,21281
SAL20663,491,214,280,298,160,87,57,57,30,1675,6731,3200,3792,4756,2480,1382,1096,852,390,24679
SAL20664,449,238,267,232,183,135,57,35,9,1613,6466,3314,3649,4383,3069,2101,1105,491,103,24683
SAL20665,36,32,27,24,29,36,24,13,0,225,653,362,602,456,365,380,281,115,22,3241
SAL20666,355,159,236,186,145,92,52,28,14,1271,5308,2234,3654,3671,2097,1457,974,415,151,19969
SAL20667,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,7,9,4,0,34
SAL20668,3,0,0,0,0,0,0,0,0,3,3,7,0,0,11,0,7,8,0,39
SAL20669,0,0,0,0,0,0,5,0,0,11,22,16,15,13,23,26,41,5,0,162
SAL20670,3,9,63,18,18,16,4,5,0,133,173,230,812,373,237,187,88,42,11,2158
SAL20671,0,0,0,0,5,0,0,3,0,10,27,12,18,14,19,35,29,22,5,176
SAL20672,55,30,17,37,47,47,52,26,11,330,507,265,288,332,440,491,514,302,140,3279
SAL20673,0,0,0,0,0,0,0,0,0,3,16,9,7,8,9,6,0,0,0,55
SAL20674,59,39,35,40,47,41,17,7,0,292,652,369,465,418,454,446,347,162,30,3343
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL20677,0,0,0,0,0,0,0,0,0,4,0,5,0,4,9,4,7,0,0,27
SAL20678,3,3,0,0,0,0,3,0,0,13,42,20,13,24,29,46,41,13,0,235
SAL20679,3,3,0,0,3,3,0,4,0,32,20,22,14,11,23,39,18,8,3,161
SAL20680,0,0,0,0,0,0,0,0,0,6,13,3,0,6,19,15,9,5,0,72
SAL20681,4,0,0,0,0,3,0,0,0,8,8,11,7,3,17,9,3,0,0,70
SAL20682,278,199,254,201,186,192,162,121,94,1692,5150,2852,4071,4169,3454,3061,2886,2026,930,28608
SAL20683,46,36,21,29,37,30,21,10,4,230,876,707,436,585,751,751,476,211,43,4839
SAL20684,78,58,60,76,61,56,41,28,11,457,1495,956,945,1153,1075,1113,792,392,168,8092
SAL20685,68,28,49,32,50,32,22,19,12,300,958,465,644,721,628,552,459,253,80,4759
SAL20686,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,15
SAL20687,10,4,0,6,3,0,0,0,0,20,84,38,33,44,59,27,25,8,0,311
SAL20688,9,6,6,7,13,13,3,10,0,68,23,23,22,18,42,58,46,16,3,254
SAL20689,0,4,0,0,0,0,3,0,0,11,0,4,4,3,19,31,23,3,0,86
SAL20690,0,4,0,0,0,0,0,0,0,0,7,7,5,0,5,3,8,0,0,31
SAL20691,0,0,0,0,0,0,0,0,0,0,9,3,3,3,6,3,3,0,0,36
SAL20692,0,0,0,0,0,0,0,0,0,8,12,14,5,4,10,11,17,9,0,81
SAL20693,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,15
SAL20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10
SAL20695,0,0,0,0,0,0,0,0,0,6,3,4,3,3,3,0,5,0,0,25
