SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL20109,0,4,0,0,4,0,0,0,0,8,16,15,5,10,12,9,3,3,0,71
SAL20110,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,19
SAL20111,55,56,54,61,75,55,47,24,19,444,770,659,808,701,711,723,600,285,121,5378
SAL20112,94,60,58,63,58,47,53,25,27,481,880,623,888,695,629,703,715,468,329,5937
SAL20113,71,29,44,35,26,44,30,19,14,315,716,404,501,493,488,500,419,330,195,4041
SAL20114,4,3,0,4,0,3,3,0,0,20,12,14,3,11,16,22,30,11,0,120
SAL20115,14,3,0,15,13,7,6,0,0,45,48,23,22,43,42,38,35,8,0,254
SAL20116,4,6,3,8,8,5,9,3,0,47,41,25,10,29,25,19,37,7,6,199
SAL20117,0,0,0,0,0,0,0,0,0,0,19,3,6,13,10,9,10,0,3,77
SAL20118,7,0,3,3,6,4,3,0,0,21,24,6,13,13,22,20,15,17,0,135
SAL20119,3,0,0,0,4,0,0,5,0,21,40,28,10,23,46,51,42,26,3,281
SAL20120,48,23,18,22,30,19,17,8,4,197,471,201,157,309,324,342,319,187,57,2371
SAL20121,0,3,0,5,4,4,4,7,3,32,61,38,19,41,57,70,96,65,18,471
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL20123,89,99,63,76,91,78,72,51,49,664,2181,1847,1348,1678,1915,1676,1404,937,509,13495
SAL20124,161,155,91,74,184,124,83,53,30,955,3794,3354,1834,2292,3385,2912,1909,1209,622,21302
SAL20125,12,6,3,4,4,11,0,0,0,43,102,52,50,68,64,79,58,22,5,491
SAL20126,13,12,0,9,11,7,5,3,0,54,49,43,27,33,44,36,31,21,0,282
SAL20127,0,0,0,0,0,3,0,0,0,13,19,7,6,16,18,28,15,9,0,115
SAL20128,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,6,3,8,0,44
SAL20129,12,12,11,5,5,7,0,0,0,54,195,251,155,108,55,40,36,18,4,855
SAL20130,0,0,0,0,0,0,0,0,0,6,12,9,0,8,8,10,3,10,0,62
SAL20131,0,6,0,6,8,5,16,20,12,59,33,32,24,31,55,81,207,214,71,749
SAL20132,7,0,5,5,0,0,0,0,0,14,18,6,17,15,3,8,4,6,0,78
SAL20133,136,47,55,80,62,31,31,16,8,469,1621,702,815,981,847,560,545,276,117,6470
SAL20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,22
SAL20135,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,12,5,0,0,27
SAL20136,50,26,18,21,15,16,17,10,14,182,712,295,398,381,370,297,243,187,158,3041
SAL20137,0,0,0,0,0,0,0,0,0,5,6,8,9,10,6,24,11,8,0,82
SAL20138,0,0,0,0,0,5,0,0,0,10,27,9,12,15,25,33,37,25,3,185
SAL20139,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,11
SAL20140,0,0,3,0,6,0,3,0,0,4,25,3,6,19,14,24,36,10,0,141
SAL20141,3,0,0,5,8,0,4,0,0,34,93,29,42,49,62,99,75,29,10,487
SAL20142,0,6,0,0,0,0,0,0,0,10,5,0,0,4,14,11,6,6,0,49
SAL20143,0,0,0,0,0,0,0,0,0,0,4,4,11,5,3,18,0,0,0,41
SAL20144,9,0,0,0,0,0,0,0,0,21,24,14,15,14,35,46,54,19,6,229
SAL20145,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,12
SAL20146,26,11,13,14,10,10,9,3,0,102,199,104,128,128,139,149,92,36,3,987
SAL20147,0,0,0,4,3,0,7,0,0,18,36,19,18,16,24,42,29,9,3,188
SAL20148,3,0,0,0,0,4,0,0,3,19,47,10,12,29,21,24,8,4,0,149
SAL20149,8,3,0,5,3,9,5,0,0,28,82,53,39,54,68,81,53,17,4,458
SAL20150,4,0,0,0,0,10,4,4,4,26,59,32,22,32,28,52,26,28,4,291
SAL20151,4,5,4,5,0,0,0,0,0,28,36,32,22,32,30,42,31,9,3,247
SAL20152,0,0,0,0,0,0,0,0,0,9,6,0,0,0,3,3,4,0,0,22
SAL20153,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,11
SAL20154,0,0,0,0,0,6,0,0,0,7,16,6,5,3,3,7,8,3,0,45
SAL20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL20156,0,0,0,0,0,0,0,0,0,4,10,0,3,13,0,9,7,3,0,39
SAL20157,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,12,4,0,33
SAL20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10
SAL20159,0,0,0,0,0,3,0,6,0,6,11,16,4,4,23,10,20,9,0,96
SAL20160,6,0,0,0,0,3,0,0,0,14,57,19,15,26,28,61,52,13,0,269
SAL20161,0,5,5,0,7,4,4,0,0,19,18,7,7,20,26,16,27,4,6,136
SAL20162,65,41,25,40,56,57,62,33,13,394,873,416,241,530,663,606,650,285,95,4353
SAL20163,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,6,3,0,23
SAL20164,9,7,4,7,8,7,10,3,0,52,62,43,34,45,58,67,75,23,0,405
SAL20165,16,12,5,6,15,10,4,3,4,74,269,178,59,158,197,149,89,41,7,1141
SAL20166,8,0,0,3,4,0,0,0,0,17,14,7,5,3,20,3,5,3,0,76
SAL20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20168,4,0,0,5,0,0,0,0,0,12,10,3,11,6,0,3,3,0,0,30
SAL20169,27,21,10,26,18,32,21,9,0,168,324,234,363,251,248,327,242,140,33,2166
SAL20170,0,0,0,0,0,0,0,0,0,0,7,4,0,4,5,3,0,5,0,22
SAL20171,8,0,0,0,4,4,0,5,0,28,87,51,46,57,62,61,50,32,0,445
SAL20172,5,0,0,0,0,4,3,0,0,17,15,7,9,10,11,25,17,3,4,95
SAL20173,143,82,120,124,103,87,53,50,47,799,2007,1273,2013,1948,1496,1323,1097,758,349,12262
SAL20174,114,57,84,99,74,64,39,43,74,639,1689,898,1338,1467,1123,1049,804,383,252,9014
SAL20175,91,66,49,53,68,52,32,28,16,452,1414,1137,699,940,1226,919,545,308,82,7267
SAL20176,42,24,15,23,34,41,20,15,3,231,613,409,202,387,459,449,299,134,38,2997
SAL20177,0,0,0,5,3,7,5,0,0,24,17,8,10,17,28,44,53,17,8,213
SAL20178,0,0,0,0,0,8,0,5,0,16,8,4,8,9,26,31,44,27,3,167
SAL20179,0,0,0,0,0,0,0,0,0,9,7,7,5,7,10,8,4,6,0,53
SAL20180,0,0,0,0,0,0,0,0,0,0,15,0,11,7,5,5,0,0,0,44
SAL20181,29,16,8,17,24,19,17,10,9,161,251,167,137,160,230,243,308,157,62,1712
SAL20182,130,92,46,61,140,111,80,69,27,756,2488,1803,745,1320,2383,2073,1697,1018,419,13947
SAL20183,0,0,0,0,0,5,0,0,0,3,3,0,0,0,4,8,0,3,0,24
SAL20184,13,0,9,5,0,9,11,0,0,41,63,28,36,51,44,68,72,17,16,394
SAL20185,5,4,0,3,5,15,0,0,0,33,17,9,9,18,22,33,15,3,0,125
SAL20186,47,46,58,84,66,59,46,34,11,445,684,344,319,520,624,639,681,341,116,4274
SAL20187,0,0,0,0,0,0,3,0,0,4,0,3,3,0,6,0,3,0,0,17
SAL20188,52,29,43,34,34,21,22,6,4,236,784,415,490,646,593,471,353,123,31,3894
SAL20189,11,21,4,14,16,12,5,0,0,82,263,191,127,213,219,192,149,52,8,1398
SAL20190,12,25,8,16,5,21,14,4,0,98,288,228,120,222,238,259,213,89,15,1670
SAL20191,72,47,57,43,45,38,27,32,12,373,858,623,868,658,639,633,657,479,180,5602
SAL20192,64,66,48,46,53,36,39,22,13,392,772,575,743,578,616,583,632,437,135,5083
SAL20193,0,4,3,3,0,0,3,3,0,17,14,18,12,10,25,33,31,19,9,169
SAL20194,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,3,0,0,5
SAL20195,29,7,8,21,13,13,25,29,44,187,235,100,67,163,142,168,182,204,91,1346
SAL20196,5,6,0,0,5,6,6,0,0,26,72,31,23,52,46,81,73,26,5,393
SAL20197,5,5,0,0,5,0,0,0,0,17,8,6,5,0,7,13,10,4,0,59
SAL20198,29,14,22,32,23,9,14,7,0,149,340,222,386,331,229,222,168,69,36,1996
SAL20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20200,0,0,3,5,0,5,0,0,0,18,26,16,8,16,25,21,29,11,0,151
SAL20201,193,124,145,126,116,125,73,65,49,1017,2593,1809,2621,1970,1697,1547,1412,894,528,15066
SAL20202,0,0,0,5,0,5,3,3,0,14,0,4,0,5,7,19,27,16,4,72
SAL20203,3,7,4,0,8,10,3,0,3,36,40,19,37,26,37,71,45,13,9,303
SAL20204,213,127,129,105,138,143,122,126,66,1168,1507,1045,1114,987,1209,1602,1673,1148,524,10822
SAL20205,4,4,5,3,7,3,12,5,0,41,17,5,14,16,21,37,42,18,7,173
SAL20206,7,0,0,6,3,4,0,0,0,19,13,8,5,9,15,17,0,5,0,69
SAL20207,0,0,0,6,0,0,0,0,0,9,43,24,19,28,37,41,50,8,0,267
SAL20208,79,53,63,54,69,60,38,43,47,503,731,734,864,601,761,788,702,326,135,5652
SAL20209,0,0,0,0,0,0,10,0,0,14,8,5,7,7,8,24,32,12,0,109
SAL20210,3,0,0,6,0,9,0,0,0,13,18,10,8,10,10,20,14,4,0,93
SAL20211,0,0,0,0,0,0,0,0,0,0,15,9,4,6,10,3,6,0,0,56
SAL20212,8,0,0,3,0,0,4,7,0,22,28,13,24,17,12,22,12,11,0,138
SAL20213,3,0,4,0,0,0,0,0,0,6,11,5,5,6,0,4,12,0,0,42
SAL20214,177,118,130,138,150,110,89,47,22,983,3237,2207,2261,2642,2760,2144,1478,821,374,17921
SAL20215,296,197,141,226,235,195,140,72,46,1544,6154,3493,3090,4691,4718,3373,2387,1422,830,30159
SAL20216,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,9
SAL20217,0,4,0,0,3,3,0,0,0,11,25,20,6,14,33,29,14,7,0,165
SAL20218,0,0,0,0,0,0,4,0,0,9,5,6,9,3,9,15,8,0,0,52
SAL20219,0,9,8,0,13,4,0,0,0,29,20,20,23,23,29,34,28,15,5,194
SAL20220,0,0,0,0,0,0,3,0,0,5,0,0,0,9,3,14,5,3,5,35
SAL20221,0,5,0,0,4,0,0,0,0,9,35,22,21,11,28,31,19,8,8,180
SAL20222,0,0,0,0,0,0,0,0,0,8,0,6,4,0,0,9,4,0,0,37
SAL20223,8,0,4,6,3,0,4,3,0,25,27,18,6,17,28,34,32,11,0,174
SAL20224,669,440,354,429,457,319,214,167,94,3147,10432,6725,5441,7651,7449,5480,3735,2398,987,50298
SAL20225,3,0,7,0,0,0,3,0,0,15,24,8,12,12,11,15,25,3,0,113
SAL20226,3,5,0,0,4,3,0,5,0,20,27,14,15,16,12,27,21,10,0,135
SAL20227,0,0,0,0,0,0,0,7,0,11,14,10,5,6,11,13,18,7,3,84
SAL20228,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,13
SAL20229,0,0,0,4,4,7,0,3,0,22,79,38,38,60,80,108,61,20,9,485
SAL20230,4,0,0,0,0,0,0,0,0,4,18,3,4,10,19,15,18,11,0,101
SAL20231,0,0,0,4,0,10,0,4,0,20,51,14,32,22,29,73,46,30,15,312
SAL20232,18,10,9,6,10,6,4,0,0,55,66,31,38,42,36,67,35,12,0,337
SAL20233,95,51,48,58,57,38,21,10,0,371,1264,483,899,807,542,355,224,65,10,4642
SAL20234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL20235,9,0,0,6,9,9,0,0,0,33,75,24,31,45,39,40,17,14,7,281
SAL20236,0,0,5,0,0,5,0,0,0,13,5,0,5,4,3,6,5,11,0,38
SAL20237,0,0,0,0,0,0,0,0,0,0,8,9,8,4,3,18,7,4,4,60
SAL20238,0,0,0,0,0,0,4,0,0,6,15,4,8,5,3,13,10,8,0,61
SAL20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,11
SAL20241,0,0,0,0,0,0,3,0,0,5,7,3,5,3,6,6,11,3,0,49
SAL20242,4,0,0,0,0,0,0,0,0,9,24,15,3,13,26,12,24,5,4,134
SAL20243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL20244,8,4,0,3,14,9,9,15,4,68,117,49,77,66,96,87,110,64,29,694
SAL20245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20246,34,17,16,20,14,14,3,7,4,131,167,85,83,94,109,102,60,38,11,748
SAL20247,13,4,3,4,4,13,9,4,0,60,183,73,104,125,110,140,147,52,5,942
SAL20248,60,42,41,35,53,39,42,13,3,329,733,444,425,456,596,632,604,334,59,4276
SAL20249,36,36,25,21,21,18,18,4,8,188,367,215,287,321,269,273,246,93,58,2124
SAL20250,6,3,27,4,8,18,9,5,0,88,40,29,44,18,29,60,44,17,0,274
SAL20251,73,44,19,31,55,56,54,19,20,367,999,758,397,642,989,990,888,509,216,6389
SAL20252,93,99,86,84,95,77,62,68,82,753,2292,1923,1759,1958,2062,1798,1298,850,535,14478
SAL20253,54,43,38,26,39,46,15,14,11,292,1510,927,835,1178,1108,859,529,444,225,7627
SAL20254,109,81,73,71,89,57,52,25,23,579,1903,1314,1142,1446,1576,1244,1043,789,480,10939
SAL20255,0,0,0,5,0,0,0,0,0,3,9,0,7,4,4,10,0,0,0,38
SAL20256,9,0,0,4,9,10,3,0,0,36,68,27,32,59,86,64,45,15,0,387
SAL20257,40,32,17,33,34,54,58,44,18,320,325,201,159,221,321,480,642,352,83,2786
SAL20258,0,0,0,0,0,0,0,0,0,0,9,5,3,6,10,8,4,6,3,43
SAL20259,4,0,3,3,9,7,4,0,0,34,32,15,25,27,42,38,52,3,3,237
SAL20260,21,17,9,12,11,13,7,4,0,97,257,150,185,143,179,168,134,58,13,1290
SAL20261,0,0,0,0,0,5,0,0,0,13,12,3,7,0,13,22,16,4,4,82
SAL20262,0,0,0,0,0,0,0,0,0,0,5,4,6,4,4,3,5,0,0,25
SAL20263,0,0,0,0,0,3,0,0,0,8,20,6,7,7,9,24,9,8,0,100
SAL20264,5,0,0,0,3,4,0,0,0,9,18,11,0,0,14,19,8,4,0,84
SAL20265,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8
SAL20266,3,0,0,0,0,0,4,0,0,15,16,0,12,8,5,13,16,13,0,88
SAL20267,5,0,3,0,3,0,0,0,0,12,11,3,8,4,11,15,13,12,3,93
SAL20268,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,0,0,0,19
SAL20269,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,14
SAL20270,8,3,0,4,9,6,8,3,0,48,57,36,33,34,52,35,39,22,0,307
SAL20271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20272,0,0,0,0,0,6,3,0,0,16,27,22,5,19,42,37,33,8,0,185
SAL20273,7,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,15
SAL20274,5,7,3,15,5,11,7,5,0,56,98,55,55,78,86,120,90,51,10,647
SAL20275,3,4,0,0,4,0,0,0,0,5,10,10,5,9,8,4,3,4,0,48
SAL20276,3,5,0,3,3,4,0,0,0,21,14,11,15,9,17,19,10,12,0,107
SAL20277,0,7,0,0,4,0,0,0,0,13,3,7,5,9,3,26,5,0,0,52
SAL20278,79,46,75,86,68,75,62,36,8,530,1164,562,949,1088,946,857,736,382,176,6855
SAL20279,0,21,10,5,3,0,0,0,0,37,53,238,82,56,41,68,67,6,4,610
SAL20280,3,3,7,0,6,4,0,3,0,20,37,32,33,26,47,62,49,23,13,314
SAL20281,0,0,0,0,0,0,0,0,0,5,19,0,0,8,6,4,3,0,0,48
SAL20282,0,4,10,3,0,0,4,0,0,29,46,33,68,45,16,52,53,15,3,333
SAL20283,9,8,6,5,13,9,11,3,0,59,61,56,75,45,110,136,143,45,5,666
SAL20284,24,6,4,10,5,3,4,0,0,58,227,137,241,123,87,81,29,17,4,949
SAL20285,0,0,3,0,6,0,4,7,5,17,28,20,16,9,24,33,17,5,5,159
SAL20286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20287,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,5
SAL20288,20,12,14,10,8,19,15,11,0,112,153,92,111,96,126,222,148,59,13,1023
SAL20289,0,0,4,0,0,4,0,0,0,17,24,13,8,12,15,31,27,10,5,147
SAL20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9
SAL20291,3,0,0,0,0,0,0,0,0,0,9,3,0,4,3,9,4,0,0,38
SAL20292,0,0,0,0,0,0,0,0,0,0,6,3,0,5,4,0,0,0,0,14
SAL20293,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,18
SAL20294,0,0,0,0,0,0,0,0,0,6,35,10,12,20,16,26,12,3,0,142
SAL20295,5,0,0,0,0,0,4,0,0,7,27,7,7,16,20,18,15,16,0,135
SAL20296,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,5,0,0,0,13
SAL20297,0,0,0,6,0,0,0,0,0,4,16,3,7,9,4,6,8,6,0,53
SAL20298,0,8,3,0,4,9,3,0,0,20,36,20,9,14,18,35,21,9,5,166
SAL20299,0,0,0,0,0,0,0,0,0,0,3,4,7,3,5,7,8,3,0,54
SAL20300,19,14,3,11,14,29,24,20,34,167,142,75,53,80,89,148,151,106,89,940
SAL20301,3,0,0,0,0,0,0,0,0,14,21,11,8,20,15,9,13,5,0,108
SAL20302,0,0,0,4,0,0,0,0,0,10,11,11,9,7,14,14,6,6,0,79
SAL20303,0,0,0,0,0,3,0,0,0,3,9,0,6,7,0,9,3,3,0,33
SAL20304,319,169,246,218,208,155,157,62,28,1572,4034,2387,3733,3602,2970,2644,2357,1370,518,23607
SAL20305,0,0,0,0,4,0,6,0,0,10,4,3,5,4,11,4,12,3,0,59
SAL20306,0,0,0,0,0,0,0,0,0,6,11,8,8,3,13,23,12,8,3,85
SAL20307,106,39,64,60,40,35,14,3,0,361,1901,688,1222,1157,779,587,319,83,11,6739
SAL20308,4,0,0,4,0,15,13,0,0,34,25,13,19,14,16,35,31,5,6,154
SAL20309,7,0,0,4,5,3,3,0,0,22,45,8,24,23,27,25,36,14,6,209
SAL20310,0,0,0,0,4,0,0,0,0,5,9,3,7,6,15,3,12,0,0,51
SAL20311,5,0,0,0,0,0,0,0,0,4,7,3,4,6,5,9,5,0,0,42
SAL20312,0,0,0,0,0,0,0,0,0,3,18,6,12,6,13,24,22,6,0,106
SAL20313,0,0,0,0,0,0,0,0,0,0,18,6,0,7,7,0,6,0,0,44
SAL20314,92,261,332,133,119,87,79,68,93,1266,1376,2546,3744,1896,1546,1177,938,648,475,14353
SAL20315,130,95,112,94,84,74,39,21,16,668,2048,1620,1991,1753,1687,1400,988,574,281,12337
SAL20316,66,55,67,69,54,49,41,20,15,436,1447,1206,1138,1168,1217,1015,727,371,198,8491
SAL20317,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,4,4,0,0,19
SAL20318,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,12
SAL20319,0,0,0,0,0,0,0,0,0,0,14,4,6,6,4,13,0,0,0,46
SAL20320,0,0,0,0,0,0,0,0,0,5,0,0,10,3,7,6,3,0,3,25
SAL20321,0,0,0,0,0,0,0,0,0,10,19,6,9,12,19,9,15,5,0,94
SAL20322,8,0,3,9,0,4,4,0,0,22,37,25,30,36,53,52,45,20,0,304
SAL20323,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,4,0,0,0,14
SAL20324,140,123,204,144,98,90,64,12,13,895,1508,1254,2222,1416,1098,985,789,287,116,9682
SAL20325,0,0,0,0,0,0,0,0,0,0,10,0,15,6,4,0,0,6,0,39
SAL20326,27,15,21,29,12,10,11,7,6,134,154,121,184,148,118,134,103,77,22,1060
SAL20327,0,0,0,0,0,0,0,0,0,6,23,9,13,21,12,17,33,18,7,151
SAL20328,4,0,0,0,0,0,0,0,0,6,6,0,0,0,6,6,3,4,0,29
SAL20329,0,0,0,0,0,0,0,0,0,0,10,11,0,4,3,8,8,4,0,47
SAL20330,25,16,15,13,9,16,6,3,0,103,203,128,122,125,141,186,175,44,8,1133
SAL20331,25,19,17,21,35,15,20,13,6,172,623,286,359,470,456,370,371,242,53,3220
SAL20332,0,0,0,0,4,0,0,0,0,12,26,14,3,18,20,19,13,4,4,117
SAL20333,0,4,0,0,0,3,3,0,0,11,21,14,8,16,25,15,24,9,5,133
SAL20334,0,0,0,0,0,0,0,6,0,5,6,10,8,9,0,15,0,5,0,54
SAL20335,7,9,3,4,3,4,6,3,0,35,49,29,46,32,32,56,57,34,7,341
SAL20336,28,39,32,19,30,35,33,34,28,284,383,237,231,315,348,378,389,252,84,2620
SAL20337,202,175,88,133,217,214,173,124,62,1391,3619,2719,1845,2442,3506,3338,2878,1957,958,23252
SAL20338,196,116,67,109,154,90,83,77,75,981,3167,2063,1139,1916,2653,2123,1617,1221,854,16757
SAL20339,5,4,0,6,8,3,0,0,0,28,26,21,14,22,18,30,22,13,5,181
SAL20340,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,11
SAL20341,0,3,0,0,0,3,0,0,0,4,3,6,3,6,9,17,3,6,0,56
SAL20342,0,4,0,0,0,4,0,0,0,8,8,18,4,5,18,17,7,0,0,80
SAL20343,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,6
SAL20344,0,0,0,0,6,0,0,0,0,3,13,4,9,0,12,3,0,0,0,42
SAL20345,78,44,57,49,53,42,24,15,14,368,880,493,643,568,610,617,474,234,80,4592
SAL20346,349,258,362,311,214,147,79,51,7,1784,2690,1774,2418,1805,1299,1208,718,445,170,12524
SAL20347,5,0,0,0,3,0,0,0,0,10,13,8,14,9,16,12,13,3,0,75
SAL20348,0,0,0,0,0,0,0,0,0,0,11,3,3,5,4,3,10,0,0,29
SAL20349,0,0,0,0,0,0,0,0,0,5,5,9,0,0,6,14,9,0,0,45
SAL20350,0,0,0,0,0,4,0,0,0,4,3,0,3,4,8,10,7,8,4,46
SAL20351,254,134,141,112,90,64,48,16,14,882,2885,1356,1641,1711,1123,879,734,334,107,10782
SAL20352,34,11,54,35,18,22,20,8,0,205,276,179,580,304,228,198,119,59,47,1979
SAL20353,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,16
SAL20354,6,0,5,0,6,3,0,0,0,20,32,19,23,18,32,38,37,10,0,213
SAL20355,4,0,0,0,4,0,0,0,0,4,14,7,7,3,9,9,5,4,3,65
SAL20356,56,31,39,34,44,36,25,11,8,270,962,425,709,672,507,540,434,190,59,4489
SAL20357,0,0,0,0,0,0,4,0,0,4,18,11,3,4,16,25,21,3,0,99
SAL20358,8,0,0,3,0,0,0,0,0,7,26,11,6,13,18,14,16,5,6,114
SAL20359,0,4,0,0,0,0,0,0,0,6,28,10,12,19,16,23,8,12,5,127
SAL20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,124,164,406,221,164,121,89,57,27,1367,2551,2995,7276,4424,2777,2083,1426,922,440,24896
SAL20362,75,75,270,151,108,68,35,24,11,821,1253,1434,4450,2659,1405,933,597,372,173,13279
SAL20363,102,94,209,171,93,67,50,43,12,847,1882,1761,3734,2507,1748,1332,927,580,289,14746
SAL20364,17,3,15,5,12,8,9,3,5,80,151,69,106,94,98,144,88,45,15,820
SAL20365,0,0,0,0,3,3,0,0,0,8,25,8,7,10,14,27,10,9,4,112
SAL20366,6,5,4,4,3,0,4,5,0,36,25,18,16,16,29,40,29,23,8,201
SAL20367,0,0,0,0,0,0,0,0,0,4,20,5,18,9,11,18,16,12,4,102
SAL20368,4,0,0,0,0,3,0,0,0,9,30,10,16,16,18,32,16,14,0,156
SAL20369,6,0,4,3,0,3,0,5,0,21,43,28,29,29,39,37,13,13,5,228
SAL20370,0,0,0,0,0,0,0,0,0,5,3,4,6,0,0,6,0,4,0,21
SAL20371,0,4,0,0,3,0,4,0,3,7,10,6,3,0,10,5,11,0,0,52
SAL20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,4,5,0,3,0,8,3,0,0,26,24,16,12,17,18,27,23,11,4,146
SAL20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20375,7,7,7,4,8,5,0,3,0,41,51,34,16,30,42,43,39,19,4,284
SAL20376,5,0,0,0,4,5,9,0,0,26,31,32,17,24,39,65,55,17,6,285
SAL20377,0,0,0,0,0,0,4,0,0,6,30,12,6,17,15,7,6,4,0,104
SAL20378,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,0,5
SAL20379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20380,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,0,6,3,0,19
SAL20381,12,5,13,6,9,8,4,0,0,66,95,82,74,77,111,82,97,48,10,668
SAL20382,4,4,0,0,0,0,0,0,0,3,9,5,4,4,7,0,0,0,0,19
SAL20383,0,4,0,0,3,0,0,0,0,4,9,9,3,6,10,9,14,14,5,77
SAL20384,0,0,0,0,5,5,0,0,0,4,12,5,3,13,15,21,18,8,0,89
SAL20385,0,0,0,0,0,3,0,0,0,3,0,0,4,0,8,15,11,8,0,48
SAL20386,71,59,68,61,70,85,58,49,30,548,1618,1287,1247,1351,1546,1462,1116,1080,515,11219
SAL20387,20,12,5,10,10,14,10,0,5,81,150,78,41,93,108,120,85,28,15,714
SAL20388,0,0,0,0,0,0,0,0,0,4,5,4,6,0,9,15,14,8,9,63
SAL20389,0,0,0,0,0,0,0,0,0,9,13,5,4,3,3,5,9,0,0,45
SAL20390,8,8,4,0,8,8,4,0,0,47,117,76,39,69,90,81,56,17,0,551
SAL20391,3,0,0,3,5,3,0,0,0,20,29,21,19,16,26,36,17,15,0,182
SAL20392,3,0,4,0,0,0,6,3,0,22,17,10,11,5,12,18,12,9,0,101
SAL20393,8,0,4,0,0,3,3,0,0,23,76,25,29,42,42,54,30,11,0,313
SAL20394,8,6,10,3,3,8,5,0,0,39,57,29,33,27,23,37,22,7,0,229
SAL20395,3,4,0,10,5,11,8,4,0,42,76,46,38,51,82,111,84,30,0,512
SAL20396,0,0,0,0,0,0,0,0,0,5,8,0,3,9,10,11,7,5,0,42
SAL20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20398,0,0,0,0,0,0,0,0,0,0,9,0,9,10,4,11,11,9,4,61
SAL20399,260,400,319,218,245,183,153,82,54,1913,4033,4443,4420,3403,3632,3174,2538,1709,719,28068
SAL20400,3,0,0,0,0,0,0,3,0,6,5,0,3,0,3,13,15,9,0,63
SAL20401,0,4,0,0,0,3,0,0,0,5,11,10,4,6,9,8,7,0,3,65
SAL20402,0,0,0,0,0,0,0,0,0,3,4,0,3,4,9,6,7,0,0,32
