SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12865,0,0,0,0,0,0,0,0,0,4,3,0,15,0,0,0,15,4,0,16
SAL12866,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SAL12867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SAL12869,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,7,0,17
SAL12870,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL12871,0,0,0,0,0,0,0,0,0,40,17,3,61,0,0,0,61,19,0,82
SAL12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12875,0,0,0,0,0,0,0,0,0,0,6,0,14,0,3,5,17,12,0,26
SAL12876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12877,3,3,0,0,0,3,0,9,12,127,121,17,263,10,3,14,276,193,11,479
SAL12878,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8
SAL12879,4,8,0,0,0,9,6,5,20,190,136,34,366,17,14,33,398,254,9,663
SAL12880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12881,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SAL12882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12884,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5
SAL12885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12886,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,15,13,0,23
SAL12887,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,4
SAL12888,0,0,0,0,0,0,0,0,0,13,11,5,25,0,0,0,28,21,0,48
SAL12889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL12890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SAL12891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12894,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,6
SAL12895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12896,0,0,0,0,0,0,0,0,0,10,18,0,33,0,0,0,30,37,0,67
SAL12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12898,0,4,0,0,0,4,3,9,11,57,78,13,149,13,4,17,162,193,9,365
SAL12899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12900,0,0,0,0,0,0,0,0,0,12,10,0,22,0,0,0,22,16,0,34
SAL12901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12
SAL12902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL12903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12905,0,0,0,0,0,0,5,0,3,131,107,30,268,5,3,9,276,149,4,433
SAL12906,0,0,0,0,0,0,0,0,0,57,43,10,106,0,6,5,110,98,0,209
SAL12907,0,0,0,0,0,0,0,3,7,126,71,30,230,5,3,10,240,117,3,357
SAL12908,0,0,0,0,0,0,0,0,0,84,32,12,121,0,4,4,127,58,0,187
SAL12909,0,0,0,0,0,0,0,0,0,22,29,7,62,4,0,4,64,60,0,118
SAL12910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12911,0,0,0,0,0,0,0,5,10,148,82,21,255,3,3,5,260,84,5,353
SAL12912,0,0,0,0,0,0,3,0,7,98,61,11,177,9,8,17,189,129,5,323
SAL12913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12915,0,0,0,0,0,0,5,6,11,41,64,3,106,15,7,20,125,103,9,236
SAL12916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12918,0,0,0,0,0,0,3,0,3,15,21,3,41,4,0,4,45,28,0,70
SAL12919,0,0,0,0,0,0,0,0,3,89,47,11,145,0,3,9,154,127,3,286
SAL12920,4,4,0,0,0,4,0,0,7,58,45,10,112,10,5,16,129,92,0,218
SAL12921,0,0,0,0,0,0,0,0,8,41,44,19,106,4,0,4,108,143,3,256
SAL12922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL12923,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,11,0,0,9
SAL12924,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7
SAL12925,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL12926,0,0,0,0,0,0,0,0,4,12,6,4,14,0,0,0,12,13,0,25
SAL12927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12929,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,8,3,0,9
SAL12930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12931,0,0,0,0,0,0,0,0,0,9,0,5,14,0,0,0,14,0,0,13
SAL12932,0,0,0,0,0,0,0,4,3,76,70,15,162,9,9,14,175,107,3,286
SAL12933,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,3
SAL12934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12935,0,0,0,0,0,0,0,0,0,5,4,0,15,0,0,0,15,10,0,24
SAL12936,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,13,0,0,14
SAL12937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12938,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,9
SAL12939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12941,0,0,0,0,0,0,0,0,0,7,9,0,13,0,0,0,15,4,0,20
SAL12942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12943,0,0,0,0,0,0,0,0,5,173,65,15,251,9,9,11,265,83,0,349
SAL12944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12945,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL12946,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4,5,0,6
SAL12947,0,0,0,0,0,0,0,0,0,15,11,4,27,0,0,0,32,11,0,47
SAL12948,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,7,5,0,10
SAL12949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12950,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,3,0,9
SAL12951,0,3,0,0,0,3,4,6,10,211,115,29,359,5,5,11,368,149,6,524
SAL12952,0,0,0,0,0,0,3,0,3,33,30,0,66,0,0,0,69,26,0,100
SAL12953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12954,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,8
SAL12955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12957,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SAL12958,0,0,0,0,0,0,0,0,4,43,24,0,69,4,3,3,75,22,0,98
SAL12959,0,0,0,0,0,0,0,0,0,15,6,0,21,0,0,4,26,15,0,44
SAL12960,0,0,0,0,0,0,0,0,0,17,9,0,24,0,0,0,22,4,0,32
SAL12961,0,0,0,0,0,0,0,0,0,9,5,0,8,0,0,0,8,10,0,26
SAL12962,0,0,0,0,0,0,0,0,6,58,18,17,98,3,0,6,103,66,0,164
SAL12963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12965,0,0,0,0,0,0,3,0,4,116,87,19,223,7,9,12,235,85,0,321
SAL12966,0,0,0,0,0,0,0,0,0,3,6,0,16,0,0,3,17,3,0,22
SAL12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12969,0,0,0,0,0,0,0,0,0,140,66,8,220,5,4,7,228,115,0,344
SAL12970,0,0,0,0,0,0,0,0,0,54,34,3,91,3,0,3,96,54,0,154
SAL12971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12974,0,0,0,0,0,0,0,0,0,16,24,4,40,0,3,4,46,39,0,89
SAL12975,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,6
SAL12976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12977,0,0,0,0,0,0,0,0,0,7,8,5,17,0,0,0,21,32,0,48
SAL12978,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,5,0,14
SAL12979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12983,0,0,0,0,0,0,0,0,0,14,13,3,29,0,0,0,29,16,0,41
SAL12984,0,0,0,0,0,0,0,0,0,42,38,6,88,3,3,12,97,60,3,163
SAL12985,0,0,0,0,0,0,0,0,0,16,14,4,30,0,0,0,30,12,0,42
SAL12986,0,0,0,0,0,0,0,0,0,67,23,7,100,0,0,0,104,61,0,163
SAL12987,0,0,0,0,0,0,0,0,4,95,100,13,211,12,12,20,234,177,11,415
SAL12988,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SAL12989,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,12,15,0,25
SAL12990,0,0,0,0,0,0,0,0,0,18,13,5,38,0,0,0,41,25,0,59
SAL12991,0,0,0,0,0,0,0,0,0,33,26,10,60,3,3,3,63,42,0,106
SAL12992,0,0,0,0,0,0,0,0,0,13,13,0,30,0,0,0,28,8,0,36
SAL12993,0,0,0,0,0,0,0,0,0,25,19,6,44,0,0,0,50,27,0,75
SAL12994,0,0,0,0,0,0,0,0,0,92,54,10,154,7,3,9,161,78,0,239
SAL12995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12997,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,9,8,0,15
SAL12998,0,0,0,0,0,0,0,0,0,53,29,4,85,0,0,0,87,53,0,140
SAL12999,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9
SAL13000,0,0,0,0,0,0,0,0,0,40,19,9,69,0,0,0,71,45,0,119
SAL13001,0,0,0,0,0,0,0,0,0,59,47,19,130,8,3,13,150,113,6,264
SAL13002,0,0,0,0,0,0,0,3,5,14,8,0,29,4,0,4,33,35,3,71
SAL13003,0,4,0,0,0,4,0,7,6,206,88,32,321,7,5,11,337,121,7,464
SAL13004,0,0,0,0,0,0,0,0,0,47,39,0,91,5,3,8,101,70,0,172
SAL13005,0,0,0,0,0,0,0,0,0,14,10,5,28,0,7,8,33,24,3,55
SAL13006,0,0,0,0,0,0,0,0,0,6,13,3,20,0,0,3,26,15,0,41
SAL13007,0,0,0,0,0,0,0,0,0,37,29,3,67,4,3,5,68,31,0,107
SAL13008,0,0,0,0,0,0,0,0,0,8,10,0,14,0,0,0,14,11,0,27
SAL13009,0,0,0,0,0,0,0,4,7,83,55,9,154,0,0,3,154,64,7,225
SAL13010,0,0,0,0,0,0,0,0,0,90,81,6,175,3,6,9,185,120,0,303
SAL13011,0,0,0,0,0,0,3,0,3,179,78,24,280,13,13,27,302,229,8,536
SAL13012,0,0,0,0,0,0,0,0,9,107,64,30,205,8,0,9,211,118,0,332
SAL13013,0,0,0,0,0,0,0,0,0,100,53,23,175,7,5,10,186,115,0,303
SAL13014,0,0,0,0,0,0,0,0,3,45,35,5,83,3,0,6,87,30,0,125
SAL13015,0,0,0,0,0,0,0,0,0,142,64,30,237,7,12,16,255,201,10,457
SAL13016,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,3,0,11
SAL13017,0,0,0,0,0,0,0,7,8,63,37,11,114,3,8,12,132,192,9,329
SAL13018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13019,0,0,0,0,0,0,0,0,0,53,26,12,95,3,0,3,93,58,0,159
SAL13020,0,0,0,0,0,0,0,0,4,124,41,14,167,4,4,9,180,57,4,237
SAL13021,0,0,0,0,0,0,0,0,3,83,57,11,148,6,3,5,156,74,4,232
SAL13022,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7
SAL13023,0,0,0,0,0,0,0,0,0,31,11,0,43,0,0,0,47,36,0,82
SAL13024,0,0,0,0,0,0,0,0,0,11,7,0,18,0,0,0,19,10,0,27
SAL13025,0,0,0,0,0,0,0,0,0,11,11,6,33,0,0,0,38,24,0,61
SAL13026,0,0,0,0,0,0,0,0,0,70,42,11,120,5,0,5,128,70,0,196
SAL13027,0,0,0,0,0,0,0,0,0,20,13,5,36,7,0,6,41,24,4,70
SAL13028,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4
SAL13029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13030,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL13031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13032,0,0,0,0,0,0,0,0,0,56,31,0,92,4,0,4,95,67,0,164
SAL13033,0,0,0,0,0,0,3,0,6,165,89,21,275,11,7,14,290,187,0,480
SAL13034,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,11,0,19
SAL13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13036,0,0,0,0,0,0,0,0,3,63,33,12,110,4,6,5,119,37,0,155
SAL13037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13039,0,0,0,0,0,0,8,4,15,122,137,22,281,15,14,29,307,322,7,642
SAL13040,0,0,0,0,0,0,0,0,0,18,11,4,32,0,0,0,32,16,0,51
SAL13041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13042,0,0,0,0,0,0,0,0,4,7,9,3,15,0,0,0,15,5,0,20
SAL13043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL13044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13048,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL13049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13050,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,6,0,0,3
SAL13051,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SAL13052,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,3
SAL13053,0,0,0,0,0,0,0,0,0,5,3,7,14,0,0,0,14,9,0,25
SAL13054,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,8,7,0,19
SAL13055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL13059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SAL13060,0,0,0,0,0,0,0,0,3,24,18,3,43,0,3,3,50,30,0,88
SAL13061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13063,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,0,14
SAL13064,0,5,0,0,0,5,0,5,7,112,88,32,231,10,3,9,243,157,3,401
SAL13065,0,0,0,0,0,0,0,0,0,19,13,8,44,0,0,3,48,20,0,66
SAL13066,0,0,0,0,0,0,0,0,0,5,8,0,12,0,0,4,16,5,0,24
SAL13067,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,0,4
SAL13068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13069,0,3,0,0,0,3,0,0,8,100,62,30,191,8,8,9,207,122,6,329
SAL13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL13071,0,0,0,0,0,0,0,0,0,6,16,0,30,0,0,0,28,24,4,54
SAL13072,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,4
SAL13073,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,3
SAL13074,0,0,0,0,0,0,0,0,4,72,47,15,131,0,0,0,129,101,5,237
SAL13075,0,0,0,0,0,0,0,0,0,121,74,22,217,9,4,12,225,119,8,351
SAL13076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13078,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL13079,0,0,0,0,0,0,7,0,7,52,36,6,88,0,3,6,98,73,4,175
SAL13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13081,0,0,0,0,0,0,0,5,3,73,125,12,211,3,8,13,225,119,3,345
SAL13082,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,8
SAL13083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13084,0,0,0,0,0,0,0,4,4,67,76,13,157,4,4,12,168,95,7,263
SAL13085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL13086,0,0,0,0,0,0,0,0,0,14,24,0,45,0,0,3,46,23,0,70
SAL13087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL13088,0,0,0,0,0,0,4,0,4,22,12,8,38,0,5,8,45,78,6,122
SAL13089,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,11
SAL13090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13092,0,0,0,0,0,0,0,0,0,40,19,8,68,4,0,5,69,58,0,129
SAL13093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13096,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,6
SAL13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13101,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,4
SAL13102,0,0,0,0,0,0,0,5,4,249,119,47,416,20,16,40,449,210,7,667
SAL13103,0,9,0,0,0,9,15,14,38,679,427,64,1165,31,32,70,1233,683,30,1943
SAL13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL13105,0,0,0,0,0,0,0,0,0,13,7,0,14,0,0,0,21,10,0,29
SAL13106,0,0,0,0,0,0,0,0,0,13,12,0,28,0,0,0,27,36,4,65
SAL13107,0,0,0,0,0,0,0,0,3,3,9,0,15,0,0,0,15,21,0,37
SAL13108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13112,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,6,4,0,4
SAL13113,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,6
SAL13114,0,5,0,0,0,5,0,0,4,69,47,20,132,4,0,3,136,50,4,187
SAL13115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13116,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0
SAL13117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13120,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,9
SAL13121,0,0,0,0,0,0,0,0,7,73,60,16,144,4,12,15,158,114,3,274
SAL13122,0,6,0,0,0,6,6,7,11,71,48,7,131,12,8,19,149,102,6,260
SAL13123,0,0,0,0,0,0,0,0,4,56,34,6,93,5,0,9,94,45,0,148
SAL13124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13126,0,0,0,0,0,0,0,0,6,167,69,12,249,8,3,16,267,78,0,344
SAL13127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13131,0,0,0,0,0,0,7,0,9,157,89,58,304,10,9,21,317,328,4,649
SAL13132,0,0,0,0,0,0,0,0,3,36,29,11,72,0,0,0,73,47,0,125
SAL13133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13136,0,0,0,0,0,0,0,0,0,46,24,3,81,3,0,4,78,80,0,158
SAL13137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13142,0,0,0,0,0,0,0,0,0,9,3,0,14,0,0,0,14,3,0,19
SAL13143,0,0,0,0,0,0,0,0,0,12,6,7,24,0,0,0,31,22,0,52
SAL13144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13145,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL13146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13147,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,7,4,0,12
SAL13148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13151,0,0,0,0,0,0,0,0,0,18,8,0,30,0,0,0,30,9,3,46
SAL13152,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,14,10,0,21
SAL13153,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,6,0,14
SAL13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13155,0,3,0,0,0,3,0,0,0,138,89,43,267,4,8,15,281,293,7,583
SAL13156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13157,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0
SAL13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
