ASGS_Structure,Census_Code_2016,AGSS_Code_2016,Census_Name_2016,Area sqkm
SA1,1141732,12104141732,12104141732,0.0703
SA1,1141733,12104141733,12104141733,0.0139
SA1,1141734,12104141734,12104141734,0.0343
SA1,1141801,12201141801,12201141801,0.1325
SA1,1141802,12201141802,12201141802,0.4449
SA1,1141803,12201141803,12201141803,0.1881
SA1,1141804,12201141804,12201141804,0.1783
SA1,1141805,12201141805,12201141805,0.1117
SA1,1141806,12201141806,12201141806,0.2927
SA1,1141808,12201141808,12201141808,0.1678
SA1,1141809,12201141809,12201141809,0.28
SA1,1141810,12201141810,12201141810,0.1623
SA1,1141811,12201141811,12201141811,0.1905
SA1,1141812,12201141812,12201141812,0.159
SA1,1141813,12201141813,12201141813,0.1509
SA1,1141814,12201141814,12201141814,0.1089
SA1,1141815,12201141815,12201141815,0.1642
SA1,1141816,12201141816,12201141816,0.1106
SA1,1141817,12201141817,12201141817,0.186
SA1,1141818,12201141818,12201141818,0.2225
SA1,1141819,12201141819,12201141819,0.1814
SA1,1141820,12201141820,12201141820,0.2288
SA1,1141821,12201141821,12201141821,0.0963
SA1,1141822,12201141822,12201141822,0.1397
SA1,1141823,12201141823,12201141823,0.2925
SA1,1141827,12201141827,12201141827,0.1281
SA1,1141828,12201141828,12201141828,0.0938
SA1,1141829,12201141829,12201141829,0.1099
SA1,1141830,12201141830,12201141830,0.1387
SA1,1141831,12201141831,12201141831,0.2233
SA1,1141832,12201141832,12201141832,0.1071
SA1,1141833,12201141833,12201141833,0.0526
SA1,1141834,12201141834,12201141834,0.0848
SA1,1141835,12201141835,12201141835,0.1205
SA1,1141836,12201141836,12201141836,0.1627
SA1,1141837,12201141837,12201141837,0.1418
SA1,1141838,12201141838,12201141838,0.1743
SA1,1141839,12201141839,12201141839,0.184
SA1,1141840,12201141840,12201141840,0.135
SA1,1141841,12201141841,12201141841,0.3477
SA1,1141842,12201141842,12201141842,0.6104
SA1,1141843,12201141843,12201141843,0.0666
SA1,1141844,12201141844,12201141844,0.0535
SA1,1141845,12201141845,12201141845,0.0236
SA1,1141846,12201141846,12201141846,0.0683
SA1,1141847,12201141847,12201141847,0.1887
SA1,1141848,12201141848,12201141848,0.0843
SA1,1141849,12201141849,12201141849,0.0674
SA1,1141850,12201141850,12201141850,0.0537
SA1,1141901,12201141901,12201141901,0.041
SA1,1141902,12201141902,12201141902,0.0831
SA1,1141903,12201141903,12201141903,0.0741
SA1,1141904,12201141904,12201141904,0.0457
SA1,1141905,12201141905,12201141905,0.057
SA1,1141906,12201141906,12201141906,0.0626
SA1,1141907,12201141907,12201141907,0.0496
SA1,1141908,12201141908,12201141908,0.0836
SA1,1141909,12201141909,12201141909,0.0543
SA1,1141910,12201141910,12201141910,0.0583
SA1,1141911,12201141911,12201141911,0.0832
SA1,1141912,12201141912,12201141912,0.0418
SA1,1141913,12201141913,12201141913,0.0351
SA1,1141914,12201141914,12201141914,0.0757
SA1,1141915,12201141915,12201141915,0.0692
SA1,1141916,12201141916,12201141916,0.0764
SA1,1141917,12201141917,12201141917,0.0809
SA1,1141918,12201141918,12201141918,0.1451
SA1,1141919,12201141919,12201141919,0.0632
SA1,1141920,12201141920,12201141920,0.0627
SA1,1141921,12201141921,12201141921,0.045
SA1,1141922,12201141922,12201141922,0.0614
SA1,1141923,12201141923,12201141923,0.0612
SA1,1141924,12201141924,12201141924,0.0532
SA1,1141925,12201141925,12201141925,0.068
SA1,1141926,12201141926,12201141926,0.0569
SA1,1141927,12201141927,12201141927,0.0488
SA1,1141928,12201141928,12201141928,0.0409
SA1,1141929,12201141929,12201141929,0.0609
SA1,1141930,12201141930,12201141930,0.0319
SA1,1141931,12201141931,12201141931,0.0491
SA1,1141932,12201141932,12201141932,0.0774
SA1,1141933,12201141933,12201141933,0.0845
SA1,1141934,12201141934,12201141934,0.0555
SA1,1141935,12201141935,12201141935,0.0557
SA1,1141936,12201141936,12201141936,0.0573
SA1,1141937,12201141937,12201141937,0.2935
SA1,1141938,12201141938,12201141938,0.0943
SA1,1141939,12201141939,12201141939,2.9552
SA1,1141940,12201141940,12201141940,0.0809
SA1,1141941,12201141941,12201141941,0.0502
SA1,1141942,12201141942,12201141942,0.5896
SA1,1141943,12201141943,12201141943,0.1173
SA1,1141944,12201141944,12201141944,0.0781
SA1,1141945,12201141945,12201141945,0.0833
SA1,1141946,12201141946,12201141946,0.0308
SA1,1141947,12201141947,12201141947,0.0742
SA1,1141948,12201141948,12201141948,0.0374
SA1,1142001,12202142001,12202142001,0.3439
SA1,1142002,12202142002,12202142002,0.6111
SA1,1142003,12202142003,12202142003,0.4565
SA1,1142004,12202142004,12202142004,0.2412
SA1,1142005,12202142005,12202142005,0.4691
SA1,1142006,12202142006,12202142006,0.6396
SA1,1142007,12202142007,12202142007,0.2803
SA1,1142008,12202142008,12202142008,0.2394
SA1,1142009,12202142009,12202142009,0.1517
SA1,1142010,12202142010,12202142010,0.203
SA1,1142011,12202142011,12202142011,0.15
SA1,1142012,12202142012,12202142012,0.1349
SA1,1142013,12202142013,12202142013,0.2363
SA1,1142014,12202142014,12202142014,0.1568
SA1,1142015,12202142015,12202142015,0.1247
SA1,1142016,12202142016,12202142016,0.1817
SA1,1142017,12202142017,12202142017,0.326
SA1,1142018,12202142018,12202142018,0.7256
SA1,1142019,12202142019,12202142019,0.1538
SA1,1142020,12202142020,12202142020,0.2451
SA1,1142021,12202142021,12202142021,0.344
SA1,1142022,12202142022,12202142022,0.1915
SA1,1142023,12202142023,12202142023,0.1179
SA1,1142024,12202142024,12202142024,0.2385
SA1,1142025,12202142025,12202142025,0.2905
SA1,1142026,12202142026,12202142026,0.215
SA1,1142027,12202142027,12202142027,0.299
SA1,1142028,12202142028,12202142028,0.2015
SA1,1142029,12202142029,12202142029,0.3649
SA1,1142030,12202142030,12202142030,0.2722
SA1,1142101,12202142101,12202142101,0.546
SA1,1142102,12202142102,12202142102,0.621
SA1,1142103,12202142103,12202142103,0.2573
SA1,1142104,12202142104,12202142104,0.1927
SA1,1142105,12202142105,12202142105,0.2537
SA1,1142106,12202142106,12202142106,0.3421
SA1,1142107,12202142107,12202142107,2.7701
SA1,1142108,12202142108,12202142108,0.4998
SA1,1142109,12202142109,12202142109,0.3397
SA1,1142110,12202142110,12202142110,0.1646
SA1,1142111,12202142111,12202142111,0.4895
SA1,1142112,12202142112,12202142112,0.5009
SA1,1142113,12202142113,12202142113,0.4837
SA1,1142114,12202142114,12202142114,0.1706
SA1,1142115,12202142115,12202142115,0.1307
SA1,1142116,12202142116,12202142116,0.1333
SA1,1142117,12202142117,12202142117,2.5841
SA1,1142118,12202142118,12202142118,6.7521
SA1,1142119,12202142119,12202142119,45.5892
SA1,1142120,12202142120,12202142120,0.6251
SA1,1142121,12202142121,12202142121,0.2264
SA1,1142122,12202142122,12202142122,0.2963
SA1,1142123,12202142123,12202142123,0.6141
SA1,1142201,12202142201,12202142201,0.0876
SA1,1142202,12202142202,12202142202,0.0523
SA1,1142203,12202142203,12202142203,0.2532
SA1,1142204,12202142204,12202142204,0.1516
SA1,1142205,12202142205,12202142205,0.1505
SA1,1142206,12202142206,12202142206,0.2015
SA1,1142207,12202142207,12202142207,0.1421
SA1,1142208,12202142208,12202142208,0.1193
SA1,1142209,12202142209,12202142209,0.174
SA1,1142210,12202142210,12202142210,0.3704
SA1,1142211,12202142211,12202142211,0.2518
SA1,1142212,12202142212,12202142212,0.1169
SA1,1142213,12202142213,12202142213,0.1545
SA1,1142214,12202142214,12202142214,0.0341
SA1,1142215,12202142215,12202142215,0.0966
SA1,1142216,12202142216,12202142216,0.1426
SA1,1142217,12202142217,12202142217,0.1124
SA1,1142218,12202142218,12202142218,0.1066
SA1,1142219,12202142219,12202142219,0.1898
SA1,1142220,12202142220,12202142220,0.1272
SA1,1142221,12202142221,12202142221,0.1238
SA1,1142222,12202142222,12202142222,0.2812
SA1,1142223,12202142223,12202142223,0.0809
SA1,1142224,12202142224,12202142224,0.1798
SA1,1142225,12202142225,12202142225,0.2203
SA1,1142226,12202142226,12202142226,0.1972
SA1,1142227,12202142227,12202142227,0.2048
SA1,1142228,12202142228,12202142228,0.3909
SA1,1142229,12202142229,12202142229,0.2489
SA1,1142230,12202142230,12202142230,0.2532
SA1,1142231,12202142231,12202142231,0.1278
SA1,1142232,12202142232,12202142232,0.1111
SA1,1142233,12202142233,12202142233,0.2225
SA1,1142234,12202142234,12202142234,0.1207
SA1,1142301,12202142301,12202142301,0.6231
SA1,1142302,12202142302,12202142302,0.2112
SA1,1142303,12202142303,12202142303,0.1601
SA1,1142304,12202142304,12202142304,0.199
SA1,1142305,12202142305,12202142305,0.2139
SA1,1142306,12202142306,12202142306,0.2639
SA1,1142307,12202142307,12202142307,0.3858
SA1,1142308,12202142308,12202142308,0.0952
SA1,1142309,12202142309,12202142309,0.4893
SA1,1142310,12202142310,12202142310,0.5399
SA1,1142311,12202142311,12202142311,0.0802
SA1,1142312,12202142312,12202142312,0.1505
SA1,1142313,12202142313,12202142313,0.1325
SA1,1142314,12202142314,12202142314,0.1917
SA1,1142315,12202142315,12202142315,0.1613
SA1,1142316,12202142316,12202142316,0.1737
SA1,1142317,12202142317,12202142317,0.2125
SA1,1142320,12202142320,12202142320,0.1245
SA1,1142321,12202142321,12202142321,0.1951
SA1,1142322,12202142322,12202142322,0.2944
SA1,1142323,12202142323,12202142323,0.1217
SA1,1142324,12202142324,12202142324,0.1502
SA1,1142325,12202142325,12202142325,0.1274
SA1,1142326,12202142326,12202142326,0.1982
SA1,1142327,12202142327,12202142327,0.0768
SA1,1142329,12202142329,12202142329,0.1224
SA1,1142330,12202142330,12202142330,0.2118
SA1,1142331,12202142331,12202142331,0.236
SA1,1142332,12202142332,12202142332,0.3814
SA1,1142333,12202142333,12202142333,0.3058
SA1,1142334,12202142334,12202142334,0.2924
SA1,1142335,12202142335,12202142335,0.1806
SA1,1142336,12202142336,12202142336,0.1247
SA1,1142337,12202142337,12202142337,0.1683
SA1,1142338,12202142338,12202142338,0.2177
SA1,1142339,12202142339,12202142339,0.1014
SA1,1142340,12202142340,12202142340,0.4403
SA1,1142341,12202142341,12202142341,0.0492
SA1,1142342,12202142342,12202142342,0.0623
SA1,1142343,12202142343,12202142343,0.5281
SA1,1142344,12202142344,12202142344,0.1513
SA1,1142345,12202142345,12202142345,0.1598
SA1,1142346,12202142346,12202142346,0.316
SA1,1142347,12202142347,12202142347,0.28
SA1,1142348,12202142348,12202142348,0.1704
SA1,1142349,12202142349,12202142349,0.4405
SA1,1142350,12202142350,12202142350,0.0685
SA1,1142351,12202142351,12202142351,0.158
SA1,1142352,12202142352,12202142352,0.4748
SA1,1142353,12202142353,12202142353,0.1339
SA1,1142354,12202142354,12202142354,0.1871
SA1,1142355,12202142355,12202142355,0.1279
SA1,1142401,12203142401,12203142401,0.1898
SA1,1142402,12203142402,12203142402,0.1284
SA1,1142403,12203142403,12203142403,0.1343
SA1,1142404,12203142404,12203142404,0.2213
SA1,1142405,12203142405,12203142405,0.0619
SA1,1142406,12203142406,12203142406,0.1805
SA1,1142407,12203142407,12203142407,0.1453
SA1,1142408,12203142408,12203142408,0.1049
SA1,1142409,12203142409,12203142409,0.1404
SA1,1142410,12203142410,12203142410,0.1657
SA1,1142411,12203142411,12203142411,0.2219
SA1,1142412,12203142412,12203142412,0.1385
SA1,1142413,12203142413,12203142413,0.1095
SA1,1142414,12203142414,12203142414,0.1116
SA1,1142415,12203142415,12203142415,0.0906
SA1,1142416,12203142416,12203142416,0.0723
SA1,1142417,12203142417,12203142417,0.0664
SA1,1142418,12203142418,12203142418,0.1775
SA1,1142419,12203142419,12203142419,0.1977
SA1,1142420,12203142420,12203142420,0.1042
SA1,1142421,12203142421,12203142421,0.0703
SA1,1142422,12203142422,12203142422,0.1515
SA1,1142423,12203142423,12203142423,0.2134
SA1,1142424,12203142424,12203142424,0.1237
SA1,1142425,12203142425,12203142425,0.0937
SA1,1142426,12203142426,12203142426,0.1596
SA1,1142427,12203142427,12203142427,0.1357
SA1,1142428,12203142428,12203142428,0.115
SA1,1142429,12203142429,12203142429,0.1019
SA1,1142430,12203142430,12203142430,0.0801
SA1,1142431,12203142431,12203142431,0.1038
SA1,1142432,12203142432,12203142432,0.0981
SA1,1142433,12203142433,12203142433,0.1311
SA1,1142501,12203142501,12203142501,0.0857
SA1,1142502,12203142502,12203142502,0.0755
SA1,1142503,12203142503,12203142503,0.4226
SA1,1142504,12203142504,12203142504,0.0721
SA1,1142505,12203142505,12203142505,0.0932
SA1,1142506,12203142506,12203142506,0.0988
SA1,1142507,12203142507,12203142507,0.1419
SA1,1142508,12203142508,12203142508,0.0708
SA1,1142509,12203142509,12203142509,0.1055
SA1,1142510,12203142510,12203142510,0.0786
SA1,1142511,12203142511,12203142511,0.0637
SA1,1142512,12203142512,12203142512,0.1403
SA1,1142513,12203142513,12203142513,0.1376
SA1,1142514,12203142514,12203142514,0.224
SA1,1142515,12203142515,12203142515,1.5639
SA1,1142516,12203142516,12203142516,0.1341
SA1,1142517,12203142517,12203142517,0.1148
SA1,1142518,12203142518,12203142518,0.1519
SA1,1142519,12203142519,12203142519,0.1225
SA1,1142520,12203142520,12203142520,2.6197
SA1,1142521,12203142521,12203142521,0.1596
SA1,1142522,12203142522,12203142522,0.7203
SA1,1142523,12203142523,12203142523,0.0944
SA1,1142601,12203142601,12203142601,0.2462
SA1,1142602,12203142602,12203142602,0.0371
SA1,1142603,12203142603,12203142603,0.0296
SA1,1142604,12203142604,12203142604,0.0322
SA1,1142605,12203142605,12203142605,0.0486
SA1,1142606,12203142606,12203142606,0.0298
SA1,1142607,12203142607,12203142607,0.0255
SA1,1142608,12203142608,12203142608,0.032
SA1,1142609,12203142609,12203142609,0.0173
SA1,1142610,12203142610,12203142610,0.066
SA1,1142611,12203142611,12203142611,0.03
SA1,1142612,12203142612,12203142612,0.0755
SA1,1142613,12203142613,12203142613,0.0796
SA1,1142614,12203142614,12203142614,0.019
SA1,1142615,12203142615,12203142615,0.0957
SA1,1142616,12203142616,12203142616,0.1214
SA1,1142617,12203142617,12203142617,0.1122
SA1,1142618,12203142618,12203142618,0.0449
SA1,1142619,12203142619,12203142619,0.0629
SA1,1142620,12203142620,12203142620,0.0646
SA1,1142621,12203142621,12203142621,0.0289
SA1,1142622,12203142622,12203142622,0.0265
SA1,1142623,12203142623,12203142623,0.0323
SA1,1142624,12203142624,12203142624,0.0244
SA1,1142625,12203142625,12203142625,0.0247
SA1,1142626,12203142626,12203142626,0.0247
SA1,1142627,12203142627,12203142627,0.0246
SA1,1142628,12203142628,12203142628,0.0325
SA1,1142629,12203142629,12203142629,0.0267
SA1,1142630,12203142630,12203142630,0.3437
SA1,1142631,12203142631,12203142631,0.0675
SA1,1142632,12203142632,12203142632,0.0414
SA1,1142633,12203142633,12203142633,0.0337
SA1,1142634,12203142634,12203142634,0.113
SA1,1142635,12203142635,12203142635,0.0675
SA1,1142636,12203142636,12203142636,0.0226
SA1,1142637,12203142637,12203142637,0.1063
SA1,1142638,12203142638,12203142638,0.037
SA1,1142639,12203142639,12203142639,0.0914
SA1,1142640,12203142640,12203142640,0.0682
SA1,1142641,12203142641,12203142641,0.1317
SA1,1142642,12203142642,12203142642,0.0705
SA1,1142643,12203142643,12203142643,0.1037
SA1,1142644,12203142644,12203142644,0.0433
SA1,1142645,12203142645,12203142645,0.1303
SA1,1142646,12203142646,12203142646,0.0818
SA1,1142647,12203142647,12203142647,0.1777
SA1,1142648,12203142648,12203142648,0.0856
SA1,1142649,12203142649,12203142649,0.1223
SA1,1142650,12203142650,12203142650,0.1181
SA1,1142651,12203142651,12203142651,0.1486
SA1,1142652,12203142652,12203142652,0.1252
SA1,1142653,12203142653,12203142653,0.0675
SA1,1142654,12203142654,12203142654,0.0726
SA1,1142655,12203142655,12203142655,0.0346
SA1,1142656,12203142656,12203142656,0.052
SA1,1142701,12203142701,12203142701,0.5244
SA1,1142702,12203142702,12203142702,0.1555
SA1,1142703,12203142703,12203142703,0.151
SA1,1142704,12203142704,12203142704,0.0744
SA1,1142705,12203142705,12203142705,0.0672
SA1,1142706,12203142706,12203142706,0.0706
SA1,1142707,12203142707,12203142707,0.0926
SA1,1142708,12203142708,12203142708,0.1099
SA1,1142709,12203142709,12203142709,0.1782
SA1,1142710,12203142710,12203142710,0.0831
SA1,1142711,12203142711,12203142711,0.1273
SA1,1142712,12203142712,12203142712,0.1034
SA1,1142713,12203142713,12203142713,0.1248
SA1,1142714,12203142714,12203142714,0.1961
SA1,1142715,12203142715,12203142715,0.1261
SA1,1142716,12203142716,12203142716,0.0892
SA1,1142717,12203142717,12203142717,0.1445
SA1,1142718,12203142718,12203142718,0.1557
SA1,1142719,12203142719,12203142719,0.1379
SA1,1142720,12203142720,12203142720,0.131
SA1,1142721,12203142721,12203142721,0.1494
SA1,1142722,12203142722,12203142722,2.237
SA1,1142723,12203142723,12203142723,0.1114
SA1,1142724,12203142724,12203142724,0.4795
SA1,1142725,12203142725,12203142725,0.4234
SA1,1142726,12203142726,12203142726,0.2257
SA1,1142727,12203142727,12203142727,0.0924
SA1,1142728,12203142728,12203142728,0.1158
SA1,1142729,12203142729,12203142729,0.1429
SA1,1142730,12203142730,12203142730,0.3769
SA1,1142731,12203142731,12203142731,0.3818
SA1,1142732,12203142732,12203142732,0.1084
SA1,1142733,12203142733,12203142733,0.1093
SA1,1142734,12203142734,12203142734,0.1039
SA1,1142735,12203142735,12203142735,0.1563
SA1,1142736,12203142736,12203142736,0.0945
SA1,1142737,12203142737,12203142737,0.1293
SA1,1142738,12203142738,12203142738,0.2476
SA1,1142739,12203142739,12203142739,0.1612
SA1,1142740,12203142740,12203142740,0.0896
SA1,1142741,12203142741,12203142741,0.1519
SA1,1142801,12203142801,12203142801,0.1329
SA1,1142802,12203142802,12203142802,0.2143
SA1,1142803,12203142803,12203142803,0.3781
SA1,1142804,12203142804,12203142804,0.4195
SA1,1142805,12203142805,12203142805,0.1603
SA1,1142806,12203142806,12203142806,0.1818
SA1,1142807,12203142807,12203142807,0.1781
SA1,1142808,12203142808,12203142808,0.1867
SA1,1142809,12203142809,12203142809,0.1299
SA1,1142810,12203142810,12203142810,0.0931
SA1,1142811,12203142811,12203142811,0.0847
SA1,1142812,12203142812,12203142812,0.1475
SA1,1142813,12203142813,12203142813,6.9676
SA1,1142814,12203142814,12203142814,0.3583
SA1,1142815,12203142815,12203142815,0.1013
SA1,1142816,12203142816,12203142816,0.1204
SA1,1142817,12203142817,12203142817,0.1907
SA1,1142818,12203142818,12203142818,0.1859
SA1,1142819,12203142819,12203142819,0.2054
SA1,1142820,12203142820,12203142820,0.9179
SA1,1142821,12203142821,12203142821,0.2811
SA1,1142822,12203142822,12203142822,8.3207
SA1,1142823,12203142823,12203142823,0.1021
SA1,1142824,12203142824,12203142824,0.2821
SA1,1142825,12203142825,12203142825,0.205
SA1,1142826,12203142826,12203142826,0.275
SA1,1142827,12203142827,12203142827,0.1529
SA1,1142828,12203142828,12203142828,0.1338
SA1,1142829,12203142829,12203142829,0.1392
SA1,1142830,12203142830,12203142830,0.1307
SA1,1142831,12203142831,12203142831,0.165
SA1,1142832,12203142832,12203142832,0.4123
SA1,1142833,12203142833,12203142833,0.2056
SA1,1142834,12203142834,12203142834,0.1547
SA1,1142835,12203142835,12203142835,0.1541
SA1,1142836,12203142836,12203142836,0.4689
SA1,1142837,12203142837,12203142837,0.1023
SA1,1142838,12203142838,12203142838,0.2411
SA1,1142839,12203142839,12203142839,0.3202
SA1,1142840,12203142840,12203142840,0.1295
SA1,1142841,12203142841,12203142841,0.2605
SA1,1142842,12203142842,12203142842,0.1837
SA1,1142843,12203142843,12203142843,0.1266
SA1,1142844,12203142844,12203142844,0.1344
SA1,1142845,12203142845,12203142845,0.1825
SA1,1142846,12203142846,12203142846,0.1541
SA1,1142847,12203142847,12203142847,0.1995
SA1,1142848,12203142848,12203142848,0.1936
SA1,1142849,12203142849,12203142849,0.1214
SA1,1142850,12203142850,12203142850,0.1318
SA1,1142851,12203142851,12203142851,0.2523
SA1,1142852,12203142852,12203142852,0.147
SA1,1142853,12203142853,12203142853,0.1083
SA1,1142854,12203142854,12203142854,1.5506
SA1,1142855,12203142855,12203142855,0.1385
SA1,1142856,12203142856,12203142856,0.0965
SA1,1142857,12203142857,12203142857,0.1629
SA1,1142858,12203142858,12203142858,0.1165
SA1,1142859,12203142859,12203142859,0.098
SA1,1142860,12203142860,12203142860,0.1155
SA1,1142861,12203142861,12203142861,0.5323
SA1,1142862,12203142862,12203142862,0.1123
SA1,1142863,12203142863,12203142863,0.1007
SA1,1142864,12203142864,12203142864,1.1819
SA1,1142901,12203142901,12203142901,0.0873
SA1,1142902,12203142902,12203142902,0.0758
SA1,1142903,12203142903,12203142903,0.132
SA1,1142904,12203142904,12203142904,0.0426
SA1,1142905,12203142905,12203142905,0.0997
SA1,1142906,12203142906,12203142906,0.1166
SA1,1142907,12203142907,12203142907,0.1021
SA1,1142908,12203142908,12203142908,0.0896
SA1,1142909,12203142909,12203142909,0.0858
SA1,1142910,12203142910,12203142910,0.0564
SA1,1142911,12203142911,12203142911,0.0587
SA1,1142912,12203142912,12203142912,0.1752
SA1,1142913,12203142913,12203142913,0.0558
SA1,1142914,12203142914,12203142914,0.1472
SA1,1142915,12203142915,12203142915,0.0523
SA1,1142916,12203142916,12203142916,0.0689
SA1,1142917,12203142917,12203142917,0.1185
SA1,1142918,12203142918,12203142918,0.7971
SA1,1142919,12203142919,12203142919,0.8123
SA1,1142920,12203142920,12203142920,0.0356
SA1,1142921,12203142921,12203142921,0.0907
SA1,1142922,12203142922,12203142922,0.0967
SA1,1142923,12203142923,12203142923,0.1003
SA1,1142924,12203142924,12203142924,0.044
SA1,1142925,12203142925,12203142925,0.0644
SA1,1142926,12203142926,12203142926,0.0298
SA1,1142927,12203142927,12203142927,0.0515
SA1,1142928,12203142928,12203142928,0.0361
SA1,1142929,12203142929,12203142929,0.322
SA1,1142930,12203142930,12203142930,0.7188
SA1,1142931,12203142931,12203142931,0.0957
SA1,1142932,12203142932,12203142932,0.1357
SA1,1142933,12203142933,12203142933,0.0875
SA1,1142934,12203142934,12203142934,0.0646
SA1,1142935,12203142935,12203142935,0.5907
SA1,1142936,12203142936,12203142936,0.0508
SA1,1142937,12203142937,12203142937,0.1079
SA1,1142938,12203142938,12203142938,0.0865
SA1,1142939,12203142939,12203142939,0.08
SA1,1142940,12203142940,12203142940,0.1401
SA1,1142941,12203142941,12203142941,0.1245
SA1,1142942,12203142942,12203142942,0.08
SA1,1142943,12203142943,12203142943,0.1253
SA1,1142944,12203142944,12203142944,0.0963
SA1,1142945,12203142945,12203142945,0.0541
SA1,1142946,12203142946,12203142946,0.0691
SA1,1142947,12203142947,12203142947,0.0535
SA1,1142948,12203142948,12203142948,0.0568
SA1,1142949,12203142949,12203142949,0.0433
SA1,1142950,12203142950,12203142950,0.0443
SA1,1142951,12203142951,12203142951,0.2333
SA1,1143001,12203143001,12203143001,0.0297
SA1,1143002,12203143002,12203143002,0.0869
SA1,1143003,12203143003,12203143003,0.1559
SA1,1143004,12203143004,12203143004,0.2041
SA1,1143005,12203143005,12203143005,0.1268
SA1,1143006,12203143006,12203143006,0.2778
SA1,1143007,12203143007,12203143007,0.1184
SA1,1143008,12203143008,12203143008,0.3572
SA1,1143009,12203143009,12203143009,0.1776
SA1,1143010,12203143010,12203143010,0.1362
SA1,1143011,12203143011,12203143011,0.1429
SA1,1143012,12203143012,12203143012,3.9162
SA1,1143013,12203143013,12203143013,0.102
SA1,1143014,12203143014,12203143014,0.096
SA1,1143015,12203143015,12203143015,0.0493
SA1,1143016,12203143016,12203143016,0.0548
SA1,1143017,12203143017,12203143017,0.0758
SA1,1143018,12203143018,12203143018,0.0192
SA1,1143019,12203143019,12203143019,0.0308
SA1,1143020,12203143020,12203143020,0.16
SA1,1143021,12203143021,12203143021,0.457
SA1,1143022,12203143022,12203143022,0.2218
SA1,1143023,12203143023,12203143023,0.0902
SA1,1143024,12203143024,12203143024,0.1483
SA1,1143025,12203143025,12203143025,0.3425
SA1,1143026,12203143026,12203143026,0.1022
SA1,1143027,12203143027,12203143027,0.1045
SA1,1143028,12203143028,12203143028,0.2002
SA1,1143029,12203143029,12203143029,0.2949
SA1,1143030,12203143030,12203143030,0.1388
SA1,1143031,12203143031,12203143031,0.1341
SA1,1143032,12203143032,12203143032,0.0957
SA1,1143033,12203143033,12203143033,0.1154
SA1,1143034,12203143034,12203143034,0.119
SA1,1143035,12203143035,12203143035,0.0756
SA1,1143036,12203143036,12203143036,0.1851
SA1,1143037,12203143037,12203143037,0.1017
SA1,1143038,12203143038,12203143038,0.1095
SA1,1143101,12203143101,12203143101,0.0676
SA1,1143102,12203143102,12203143102,0.077
SA1,1143103,12203143103,12203143103,0.0304
SA1,1143104,12203143104,12203143104,0.1418
SA1,1143105,12203143105,12203143105,0.0905
SA1,1143106,12203143106,12203143106,0.1549
SA1,1143107,12203143107,12203143107,0.0711
SA1,1143108,12203143108,12203143108,0.0381
SA1,1143109,12203143109,12203143109,0.0724
SA1,1143110,12203143110,12203143110,0.0592
SA1,1143111,12203143111,12203143111,0.1094
SA1,1143112,12203143112,12203143112,0.8154
SA1,1143113,12203143113,12203143113,0.0938
SA1,1143114,12203143114,12203143114,0.0772
SA1,1143115,12203143115,12203143115,0.6803
SA1,1143116,12203143116,12203143116,0.1002
SA1,1143117,12203143117,12203143117,0.1394
SA1,1143118,12203143118,12203143118,0.1466
SA1,1143119,12203143119,12203143119,0.0723
SA1,1143120,12203143120,12203143120,0.0495
SA1,1143121,12203143121,12203143121,0.016
SA1,1143123,12203143123,12203143123,0.0297
SA1,1143124,12203143124,12203143124,0.0435
SA1,1143125,12203143125,12203143125,0.123
SA1,1143126,12203143126,12203143126,0.1523
SA1,1143127,12203143127,12203143127,0.1264
SA1,1143128,12203143128,12203143128,0.1189
SA1,1143129,12203143129,12203143129,0.1088
SA1,1143130,12203143130,12203143130,0.0888
SA1,1143131,12203143131,12203143131,0.1012
SA1,1143132,12203143132,12203143132,0.0678
SA1,1143133,12203143133,12203143133,0.0833
SA1,1143134,12203143134,12203143134,0.0983
SA1,1143135,12203143135,12203143135,0.0852
SA1,1143136,12203143136,12203143136,0.0922
SA1,1143137,12203143137,12203143137,0.1848
SA1,1143139,12203143139,12203143139,0.1152
SA1,1143140,12203143140,12203143140,0.11
SA1,1143141,12203143141,12203143141,0.1163
SA1,1143142,12203143142,12203143142,0.1464
SA1,1143143,12203143143,12203143143,0.1127
SA1,1143144,12203143144,12203143144,0.2004
SA1,1143145,12203143145,12203143145,0.1886
SA1,1143146,12203143146,12203143146,0.16
SA1,1143147,12203143147,12203143147,0.2605
SA1,1143148,12203143148,12203143148,0.1368
SA1,1143149,12203143149,12203143149,0.0846
SA1,1143150,12203143150,12203143150,0.0331
SA1,1143151,12203143151,12203143151,0.1888
SA1,1143152,12203143152,12203143152,0.0804
SA1,1143153,12203143153,12203143153,0.1233
SA1,1143154,12203143154,12203143154,0.0877
SA1,1143155,12203143155,12203143155,0.0653
SA1,1143156,12203143156,12203143156,0.133
SA1,1143157,12203143157,12203143157,0.0643
SA1,1143158,12203143158,12203143158,0.0244
SA1,1143159,12203143159,12203143159,0.0341
SA1,1143160,12203143160,12203143160,0.089
SA1,1143201,12203143201,12203143201,0.1119
SA1,1143202,12203143202,12203143202,0.1791
SA1,1143203,12203143203,12203143203,0.6245
SA1,1143204,12203143204,12203143204,0.1413
SA1,1143205,12203143205,12203143205,11.6439
SA1,1143206,12203143206,12203143206,0.4048
SA1,1143207,12203143207,12203143207,47.0988
SA1,1143208,12203143208,12203143208,2.3893
SA1,1143209,12203143209,12203143209,2.2311
