ASGS_Structure,Census_Code_2016,AGSS_Code_2016,Census_Name_2016,Area sqkm
SA1,6108704,60402108704,60402108704,0.1828
SA1,6108705,60402108705,60402108705,151.371
SA1,6108707,60402108707,60402108707,1.9438
SA1,6108708,60402108708,60402108708,0.5986
SA1,6108709,60402108709,60402108709,0.1562
SA1,6108710,60402108710,60402108710,0.2576
SA1,6108711,60402108711,60402108711,0.3223
SA1,6108712,60402108712,60402108712,0.496
SA1,6108713,60402108713,60402108713,11.0901
SA1,6108720,60402108720,60402108720,13.2638
SA1,6108801,60402108801,60402108801,5.4787
SA1,6108803,60402108803,60402108803,0.5056
SA1,6108804,60402108804,60402108804,0.7439
SA1,6108805,60402108805,60402108805,0.504
SA1,6108807,60402108807,60402108807,0.5404
SA1,6108808,60402108808,60402108808,10.7991
SA1,6108809,60402108809,60402108809,1.4216
SA1,6108810,60402108810,60402108810,3.081
SA1,6108901,60402108901,60402108901,28.6402
SA1,6108902,60402108902,60402108902,21.8222
SA1,6108903,60402108903,60402108903,2.5305
SA1,6108904,60402108904,60402108904,21.3788
SA1,6108905,60402108905,60402108905,0.8996
SA1,6108909,60402108909,60402108909,270.4415
SA1,6108910,60402108910,60402108910,4.7475
SA1,6108911,60402108911,60402108911,0.5349
SA1,6108912,60402108912,60402108912,3.1462
SA1,6108913,60402108913,60402108913,1.1388
SA1,6108914,60402108914,60402108914,0.2113
SA1,6108915,60402108915,60402108915,1.983
SA1,6108916,60402108916,60402108916,0.1612
SA1,6108917,60402108917,60402108917,0.8587
SA1,6108918,60402108918,60402108918,0.2121
SA1,6108919,60402108919,60402108919,4.2577
SA1,6109001,60402109001,60402109001,8.1853
SA1,6109002,60402109002,60402109002,8.0672
SA1,6109003,60402109003,60402109003,1.9592
SA1,6109004,60402109004,60402109004,2.1843
SA1,6109005,60402109005,60402109005,1.7418
SA1,6109006,60402109006,60402109006,2.9926
SA1,6109007,60402109007,60402109007,2.0228
SA1,6109008,60402109008,60402109008,1.4318
SA1,6109101,60402109101,60402109101,2.7272
SA1,6109102,60402109102,60402109102,25.0864
SA1,6109103,60402109103,60402109103,180.7047
SA1,6109104,60402109104,60402109104,0.9527
SA1,6109105,60402109105,60402109105,0.8818
SA1,6109106,60402109106,60402109106,57.4911
SA1,6109107,60402109107,60402109107,0.9647
SA1,6109108,60402109108,60402109108,1.1092
SA1,6109109,60402109109,60402109109,104.3851
SA1,6109110,60402109110,60402109110,4.2325
SA1,6109111,60402109111,60402109111,31.7596
SA1,6109112,60402109112,60402109112,47.5823
SA1,6109113,60402109113,60402109113,110.0471
SA1,6109114,60402109114,60402109114,5.9211
SA1,6109115,60402109115,60402109115,49.1445
SA1,6109116,60402109116,60402109116,1.7317
SA1,6109117,60402109117,60402109117,529.8386
SA1,6109118,60402109118,60402109118,1.9373
SA1,6109201,60402109201,60402109201,0.3221
SA1,6109202,60402109202,60402109202,0.3391
SA1,6109203,60402109203,60402109203,0.4393
SA1,6109204,60402109204,60402109204,0.8787
SA1,6109205,60402109205,60402109205,1.3587
SA1,6109206,60402109206,60402109206,28.2813
SA1,6109207,60402109207,60402109207,42.6354
SA1,6109208,60402109208,60402109208,0.9617
SA1,6109209,60402109209,60402109209,9.1781
SA1,6109301,60403109301,60403109301,595.4848
SA1,6109302,60403109302,60403109302,254.2419
SA1,6109303,60403109303,60403109303,1.578
SA1,6109304,60403109304,60403109304,2.5664
SA1,6109305,60403109305,60403109305,241.8696
SA1,6109401,60403109401,60403109401,685.6457
SA1,6109402,60403109402,60403109402,332.4702
SA1,6109403,60403109403,60403109403,377.3266
SA1,6109404,60403109404,60403109404,11.5722
SA1,6109405,60403109405,60403109405,73.0358
SA1,6109406,60403109406,60403109406,103.5331
SA1,6109407,60403109407,60403109407,74.2945
SA1,6109408,60403109408,60403109408,563.6975
SA1,6109409,60403109409,60403109409,292.8594
SA1,6109410,60403109410,60403109410,66.3659
SA1,6109411,60403109411,60403109411,1.8874
SA1,6109412,60403109412,60403109412,2149.8693
SA1,6109413,60403109413,60403109413,33.6992
SA1,6109501,60403109501,60403109501,0.342
SA1,6109502,60403109502,60403109502,0.4587
SA1,6109503,60403109503,60403109503,0.4516
SA1,6109504,60403109504,60403109504,0.4312
SA1,6109505,60403109505,60403109505,0.8561
SA1,6109506,60403109506,60403109506,2.9791
SA1,6109507,60403109507,60403109507,53.0486
SA1,6109508,60403109508,60403109508,0.3468
SA1,6109509,60403109509,60403109509,13.368
SA1,6109510,60403109510,60403109510,15.82
SA1,6109511,60403109511,60403109511,2.8374
SA1,6109512,60403109512,60403109512,0.3699
SA1,6109601,60403109601,60403109601,3.8133
SA1,6109602,60403109602,60403109602,2.6002
SA1,6109603,60403109603,60403109603,22.3562
SA1,6109604,60403109604,60403109604,46.7853
SA1,6109605,60403109605,60403109605,27.368
SA1,6109606,60403109606,60403109606,34.8962
SA1,6109607,60403109607,60403109607,33.5953
SA1,6109608,60403109608,60403109608,32.4862
SA1,6109609,60403109609,60403109609,384.3921
SA1,6109610,60403109610,60403109610,181.362
SA1,6109611,60403109611,60403109611,80.8896
SA1,6109612,60403109612,60403109612,2593.6335
SA1,6109613,60403109613,60403109613,45.2942
SA1,6109701,60403109701,60403109701,0.4775
SA1,6109702,60403109702,60403109702,0.9947
SA1,6109703,60403109703,60403109703,2.683
SA1,6109704,60403109704,60403109704,4.5218
SA1,6109705,60403109705,60403109705,0.3521
SA1,6109706,60403109706,60403109706,1786.6688
SA1,6109707,60403109707,60403109707,0.4679
SA1,6109708,60403109708,60403109708,1.1535
SA1,6109709,60403109709,60403109709,0.8866
SA1,6109710,60403109710,60403109710,0.3288
SA1,6109711,60403109711,60403109711,0.5145
SA1,6109712,60403109712,60403109712,0.5576
SA1,6109713,60403109713,60403109713,0.5683
SA1,6109714,60403109714,60403109714,1036.7856
SA1,6109715,60403109715,60403109715,1087.9944
SA1,6109716,60403109716,60403109716,0.6786
SA1,6109717,60403109717,60403109717,0.4057
SA1,6109718,60403109718,60403109718,2.0987
SA1,6109719,60403109719,60403109719,3.0631
SA1,6109720,60403109720,60403109720,0.4253
SA1,6109801,60403109801,60403109801,5651.9123
SA1,6109901,60203109901,60203109901,567.1372
SA1,6109902,60203109902,60203109902,910.7938
SA1,6109903,60203109903,60203109903,498.5006
SA1,6109904,60203109904,60203109904,20.1928
SA1,6110001,60203110001,60203110001,1202.0476
SA1,6110002,60203110002,60203110002,0.3721
SA1,6110003,60203110003,60203110003,72.5039
SA1,6110004,60203110004,60203110004,309.135
SA1,6110005,60203110005,60203110005,371.776
SA1,6110006,60203110006,60203110006,240.8782
SA1,6110007,60203110007,60203110007,0.9192
SA1,6110008,60203110008,60203110008,77.8465
SA1,6110009,60203110009,60203110009,84.908
SA1,6110010,60203110010,60203110010,0.6007
SA1,6110011,60203110011,60203110011,2.343
SA1,6110012,60203110012,60203110012,1.1646
SA1,6110013,60203110013,60203110013,0.7419
SA1,6110014,60203110014,60203110014,0.7909
SA1,6110015,60203110015,60203110015,311.2569
SA1,6110016,60203110016,60203110016,272.5713
SA1,6110017,60203110017,60203110017,0.4212
SA1,6110018,60203110018,60203110018,0.3268
SA1,6110019,60203110019,60203110019,209.4324
SA1,6110020,60203110020,60203110020,0.3739
SA1,6110021,60203110021,60203110021,17.642
SA1,6110022,60203110022,60203110022,27.6617
SA1,6949999,69999949999,69999949999,0
SA1,6979991,69797979991,69797979991,0
SA1,6979992,69797979992,69797979992,0
SA1,6979993,69797979993,69797979993,0
SA1,6979994,69797979994,69797979994,0
SA1,7100101,70101100101,70101100101,14.3244
SA1,7100204,70101100204,70101100204,0.4828
SA1,7100206,70101100206,70101100206,0.4568
SA1,7100207,70101100207,70101100207,0.7415
SA1,7100208,70101100208,70101100208,0.3234
SA1,7100209,70101100209,70101100209,0.1139
SA1,7100210,70101100210,70101100210,0.1294
SA1,7100211,70101100211,70101100211,0.072
SA1,7100212,70101100212,70101100212,0.0645
SA1,7100213,70101100213,70101100213,0.0641
SA1,7100214,70101100214,70101100214,0.1621
SA1,7100215,70101100215,70101100215,0.106
SA1,7100216,70101100216,70101100216,0.1301
SA1,7100217,70101100217,70101100217,0.0779
SA1,7100218,70101100218,70101100218,0.2489
SA1,7100301,70101100301,70101100301,2.377
SA1,7100401,70101100401,70101100401,0.3033
SA1,7100402,70101100402,70101100402,0.3604
SA1,7100403,70101100403,70101100403,0.3266
SA1,7100404,70101100404,70101100404,0.5214
SA1,7100405,70101100405,70101100405,1.7997
SA1,7100406,70101100406,70101100406,0.6051
SA1,7100501,70101100501,70101100501,0.2582
SA1,7100502,70101100502,70101100502,0.3101
SA1,7100504,70101100504,70101100504,0.0696
SA1,7100505,70101100505,70101100505,0.2282
SA1,7100506,70101100506,70101100506,0.7809
SA1,7100507,70101100507,70101100507,0.2251
SA1,7100508,70101100508,70101100508,0.0177
SA1,7100509,70101100509,70101100509,0.0554
SA1,7100601,70101100601,70101100601,0.2566
SA1,7100602,70101100602,70101100602,0.1346
SA1,7100603,70101100603,70101100603,0.2496
SA1,7100604,70101100604,70101100604,2.2379
SA1,7100605,70101100605,70101100605,0.6439
SA1,7100606,70101100606,70101100606,0.4228
SA1,7100607,70101100607,70101100607,0.3275
SA1,7100608,70101100608,70101100608,1.0771
SA1,7100701,70101100701,70101100701,0.2434
SA1,7100702,70101100702,70101100702,0.1399
SA1,7100703,70101100703,70101100703,0.1713
SA1,7100704,70101100704,70101100704,0.1945
SA1,7100705,70101100705,70101100705,0.1624
SA1,7100706,70101100706,70101100706,0.1907
SA1,7100802,70101100802,70101100802,0.2588
SA1,7100803,70101100803,70101100803,0.2327
SA1,7100804,70101100804,70101100804,0.2481
SA1,7100806,70101100806,70101100806,0.1658
SA1,7100807,70101100807,70101100807,0.2402
SA1,7100808,70101100808,70101100808,0.0836
SA1,7100809,70101100809,70101100809,0.1349
SA1,7100810,70101100810,70101100810,0.1319
SA1,7100811,70101100811,70101100811,0.1391
SA1,7100901,70101100901,70101100901,0.2678
SA1,7100903,70101100903,70101100903,0.3688
SA1,7100905,70101100905,70101100905,0.6829
SA1,7100906,70101100906,70101100906,4.4098
SA1,7100907,70101100907,70101100907,0.1032
SA1,7100908,70101100908,70101100908,0.3362
SA1,7100909,70101100909,70101100909,0.0866
SA1,7100910,70101100910,70101100910,0.4891
SA1,7100911,70101100911,70101100911,0.0492
SA1,7101001,70102101001,70102101001,0.128
SA1,7101002,70102101002,70102101002,0.1683
SA1,7101003,70102101003,70102101003,0.2307
SA1,7101004,70102101004,70102101004,0.226
SA1,7101005,70102101005,70102101005,0.1544
SA1,7101006,70102101006,70102101006,0.3325
SA1,7101101,70102101101,70102101101,0.262
SA1,7101102,70102101102,70102101102,0.3263
SA1,7101103,70102101103,70102101103,0.2123
SA1,7101104,70102101104,70102101104,0.2115
SA1,7101105,70102101105,70102101105,0.3057
SA1,7101202,70102101202,70102101202,0.8677
SA1,7101203,70102101203,70102101203,7.0202
SA1,7101204,70102101204,70102101204,1.6022
SA1,7101205,70102101205,70102101205,11.1981
SA1,7101206,70102101206,70102101206,1.0507
SA1,7101207,70102101207,70102101207,3.9327
SA1,7101208,70102101208,70102101208,2.4056
SA1,7101209,70102101209,70102101209,2.1782
SA1,7101301,70102101301,70102101301,1.1899
SA1,7101302,70102101302,70102101302,0.2349
SA1,7101303,70102101303,70102101303,0.2647
SA1,7101304,70102101304,70102101304,0.211
SA1,7101305,70102101305,70102101305,0.1795
SA1,7101306,70102101306,70102101306,0.1874
SA1,7101307,70102101307,70102101307,0.4187
SA1,7101401,70102101401,70102101401,23.9105
SA1,7101501,70102101501,70102101501,17.4936
SA1,7101601,70102101601,70102101601,0.161
SA1,7101602,70102101602,70102101602,0.1271
SA1,7101604,70102101604,70102101604,0.588
SA1,7101605,70102101605,70102101605,0.3285
SA1,7101606,70102101606,70102101606,0.0476
SA1,7101607,70102101607,70102101607,0.0846
SA1,7101608,70102101608,70102101608,0.0874
SA1,7101701,70102101701,70102101701,24.3744
SA1,7101801,70102101801,70102101801,0.7117
SA1,7101802,70102101802,70102101802,0.1986
SA1,7101803,70102101803,70102101803,0.1428
SA1,7101804,70102101804,70102101804,0.2632
SA1,7101902,70102101902,70102101902,0.1789
SA1,7101903,70102101903,70102101903,0.208
SA1,7101904,70102101904,70102101904,0.1436
SA1,7101905,70102101905,70102101905,0.1536
SA1,7101906,70102101906,70102101906,0.2139
SA1,7101907,70102101907,70102101907,0.1441
SA1,7101908,70102101908,70102101908,0.3155
SA1,7101910,70102101910,70102101910,0.1805
SA1,7101911,70102101911,70102101911,0.0972
SA1,7101912,70102101912,70102101912,0.0832
SA1,7101913,70102101913,70102101913,0.1426
SA1,7101914,70102101914,70102101914,0.2044
SA1,7102001,70102102001,70102102001,0.3369
SA1,7102002,70102102002,70102102002,0.5941
SA1,7102003,70102102003,70102102003,0.4995
SA1,7102004,70102102004,70102102004,0.1363
SA1,7102005,70102102005,70102102005,0.1604
SA1,7102006,70102102006,70102102006,0.2737
SA1,7102007,70102102007,70102102007,0.2757
SA1,7102008,70102102008,70102102008,0.2251
SA1,7102103,70102102103,70102102103,4.3642
SA1,7102105,70102102105,70102102105,0.2095
SA1,7102106,70102102106,70102102106,0.1239
SA1,7102107,70102102107,70102102107,0.1953
SA1,7102108,70102102108,70102102108,0.1532
SA1,7102109,70102102109,70102102109,0.2282
SA1,7102110,70102102110,70102102110,0.1629
SA1,7102111,70102102111,70102102111,0.2301
SA1,7102112,70102102112,70102102112,0.2982
SA1,7102113,70102102113,70102102113,1.0754
SA1,7102201,70102102201,70102102201,0.2406
SA1,7102202,70102102202,70102102202,0.6204
SA1,7102203,70102102203,70102102203,0.1965
SA1,7102204,70102102204,70102102204,0.4779
SA1,7102205,70102102205,70102102205,0.2611
SA1,7102206,70102102206,70102102206,0.2119
SA1,7102207,70102102207,70102102207,1.4562
SA1,7102208,70102102208,70102102208,0.5099
SA1,7102209,70102102209,70102102209,0.2551
SA1,7102210,70102102210,70102102210,0.1424
SA1,7102211,70102102211,70102102211,0.1494
SA1,7102212,70102102212,70102102212,0.1878
SA1,7102213,70102102213,70102102213,0.1223
SA1,7102301,70102102301,70102102301,0.2364
SA1,7102302,70102102302,70102102302,0.4055
SA1,7102303,70102102303,70102102303,0.1501
SA1,7102304,70102102304,70102102304,0.2689
SA1,7102305,70102102305,70102102305,0.4068
SA1,7102401,70102102401,70102102401,0.1821
SA1,7102402,70102102402,70102102402,0.215
SA1,7102403,70102102403,70102102403,0.2955
SA1,7102404,70102102404,70102102404,0.1087
SA1,7102405,70102102405,70102102405,0.2411
SA1,7102501,70102102501,70102102501,0.2478
SA1,7102502,70102102502,70102102502,0.2133
SA1,7102503,70102102503,70102102503,0.0842
SA1,7102504,70102102504,70102102504,0.0716
SA1,7102506,70102102506,70102102506,0.1573
SA1,7102507,70102102507,70102102507,0.135
SA1,7102508,70102102508,70102102508,0.0972
SA1,7102509,70102102509,70102102509,0.2023
SA1,7102510,70102102510,70102102510,0.1664
SA1,7102511,70102102511,70102102511,0.0761
SA1,7102601,70102102601,70102102601,0.4191
SA1,7102602,70102102602,70102102602,0.5752
SA1,7102604,70102102604,70102102604,0.3361
SA1,7102607,70102102607,70102102607,0.1059
SA1,7102608,70102102608,70102102608,0.0368
SA1,7102609,70102102609,70102102609,0.0817
SA1,7102610,70102102610,70102102610,0.1684
SA1,7102611,70102102611,70102102611,0.1005
SA1,7102612,70102102612,70102102612,0.0939
SA1,7102701,70102102701,70102102701,0.268
SA1,7102702,70102102702,70102102702,0.1675
SA1,7102703,70102102703,70102102703,0.2808
SA1,7102704,70102102704,70102102704,0.2811
SA1,7102705,70102102705,70102102705,0.1471
SA1,7102706,70102102706,70102102706,0.5544
SA1,7102707,70102102707,70102102707,1.4198
SA1,7102801,70102102801,70102102801,0.1765
SA1,7102802,70102102802,70102102802,0.1914
SA1,7102803,70102102803,70102102803,0.2025
SA1,7102804,70102102804,70102102804,0.1648
SA1,7102805,70102102805,70102102805,0.1026
SA1,7102901,70102102901,70102102901,0.3541
SA1,7102902,70102102902,70102102902,0.1301
SA1,7102903,70102102903,70102102903,0.2017
SA1,7102904,70102102904,70102102904,0.1996
SA1,7103001,70102103001,70102103001,0.17
SA1,7103002,70102103002,70102103002,0.1801
SA1,7103003,70102103003,70102103003,0.1407
SA1,7103004,70102103004,70102103004,0.1995
SA1,7103005,70102103005,70102103005,0.2311
SA1,7103006,70102103006,70102103006,0.1992
SA1,7103007,70102103007,70102103007,0.1423
SA1,7103101,70103103101,70103103101,7.7278
SA1,7103102,70103103102,70103103102,0.1271
SA1,7103105,70103103105,70103103105,6.6203
SA1,7103107,70103103107,70103103107,4.5786
SA1,7103108,70103103108,70103103108,15.2278
SA1,7103109,70103103109,70103103109,18.9176
SA1,7103110,70103103110,70103103110,2.4484
SA1,7103111,70103103111,70103103111,3.0359
SA1,7103112,70103103112,70103103112,3.6462
SA1,7103113,70103103113,70103103113,13.322
SA1,7103114,70103103114,70103103114,1.1221
SA1,7103115,70103103115,70103103115,0.9431
SA1,7103116,70103103116,70103103116,35.4976
SA1,7103117,70103103117,70103103117,2.6267
SA1,7103118,70103103118,70103103118,2.1798
SA1,7103201,70103103201,70103103201,6.5232
SA1,7103202,70103103202,70103103202,11.8143
SA1,7103205,70103103205,70103103205,6.24
SA1,7103206,70103103206,70103103206,7.8906
SA1,7103207,70103103207,70103103207,5.4408
SA1,7103208,70103103208,70103103208,9.5108
SA1,7103209,70103103209,70103103209,8.7369
SA1,7103210,70103103210,70103103210,12.1032
SA1,7103212,70103103212,70103103212,7.3901
SA1,7103213,70103103213,70103103213,4.1034
SA1,7103215,70103103215,70103103215,8.7587
SA1,7103216,70103103216,70103103216,2.5341
SA1,7103217,70103103217,70103103217,4.3443
SA1,7103218,70103103218,70103103218,8.6138
SA1,7103219,70103103219,70103103219,4.9905
SA1,7103220,70103103220,70103103220,7.9277
SA1,7103221,70103103221,70103103221,11.7794
SA1,7103222,70103103222,70103103222,9.0657
SA1,7103223,70103103223,70103103223,3.9334
SA1,7103224,70103103224,70103103224,11.783
SA1,7103225,70103103225,70103103225,3.9322
SA1,7103301,70103103301,70103103301,1199.6495
SA1,7103401,70103103401,70103103401,11.2422
SA1,7103402,70103103402,70103103402,7.2714
SA1,7103403,70103103403,70103103403,11.3988
SA1,7103405,70103103405,70103103405,5.0743
SA1,7103407,70103103407,70103103407,10.9494
SA1,7103408,70103103408,70103103408,1.1346
SA1,7103409,70103103409,70103103409,4.3725
SA1,7103410,70103103410,70103103410,3.2931
SA1,7103501,70103103501,70103103501,70.0501
SA1,7103502,70103103502,70103103502,153.469
SA1,7103507,70103103507,70103103507,97.8509
SA1,7103508,70103103508,70103103508,374.1254
SA1,7103509,70103103509,70103103509,54.7158
SA1,7103510,70103103510,70103103510,182.8592
SA1,7103511,70103103511,70103103511,22.6488
SA1,7103512,70103103512,70103103512,44.6437
SA1,7103513,70103103513,70103103513,212.6083
SA1,7103514,70103103514,70103103514,60.831
SA1,7103515,70103103515,70103103515,87.4906
SA1,7103516,70103103516,70103103516,47.2022
SA1,7103601,70104103601,70104103601,0.2475
SA1,7103602,70104103602,70104103602,0.1256
SA1,7103603,70104103603,70104103603,0.1818
SA1,7103604,70104103604,70104103604,0.3439
SA1,7103605,70104103605,70104103605,0.1707
SA1,7103606,70104103606,70104103606,0.249
SA1,7103701,70104103701,70104103701,0.4341
SA1,7103702,70104103702,70104103702,0.235
SA1,7103703,70104103703,70104103703,0.343
SA1,7103704,70104103704,70104103704,0.3126
SA1,7103705,70104103705,70104103705,0.2672
SA1,7103706,70104103706,70104103706,0.1238
SA1,7103804,70104103804,70104103804,0.1371
SA1,7103805,70104103805,70104103805,0.1776
SA1,7103806,70104103806,70104103806,0.2282
SA1,7103807,70104103807,70104103807,3.6419
SA1,7103809,70104103809,70104103809,0.608
SA1,7103810,70104103810,70104103810,0.0987
SA1,7103811,70104103811,70104103811,0.6484
SA1,7103812,70104103812,70104103812,2.7349
SA1,7103813,70104103813,70104103813,0.1013
SA1,7103814,70104103814,70104103814,0.0715
SA1,7103815,70104103815,70104103815,0.1501
SA1,7103816,70104103816,70104103816,2.2032
SA1,7103817,70104103817,70104103817,0.1197
SA1,7103818,70104103818,70104103818,0.1463
SA1,7103819,70104103819,70104103819,0.6522
SA1,7103901,70104103901,70104103901,0.1122
SA1,7103902,70104103902,70104103902,0.1447
SA1,7103903,70104103903,70104103903,0.1737
SA1,7103904,70104103904,70104103904,0.4386
SA1,7103905,70104103905,70104103905,0.2424
SA1,7103906,70104103906,70104103906,0.1718
SA1,7103907,70104103907,70104103907,0.2195
SA1,7104001,70104104001,70104104001,0.2925
SA1,7104002,70104104002,70104104002,0.1795
SA1,7104003,70104104003,70104104003,0.3098
SA1,7104004,70104104004,70104104004,0.2079
SA1,7104005,70104104005,70104104005,0.2596
SA1,7104006,70104104006,70104104006,0.5011
SA1,7104101,70104104101,70104104101,0.2592
SA1,7104102,70104104102,70104104102,0.306
SA1,7104104,70104104104,70104104104,1.4366
SA1,7104105,70104104105,70104104105,0.3034
SA1,7104106,70104104106,70104104106,0.1897
SA1,7104107,70104104107,70104104107,0.1754
SA1,7104108,70104104108,70104104108,0.1346
SA1,7104109,70104104109,70104104109,0.0788
SA1,7104110,70104104110,70104104110,0.4105
SA1,7104111,70104104111,70104104111,0.2796
SA1,7104112,70104104112,70104104112,0.4993
SA1,7104113,70104104113,70104104113,0.692
SA1,7104202,70104104202,70104104202,17.3307
SA1,7104203,70104104203,70104104203,0.8309
SA1,7104204,70104104204,70104104204,4.907
SA1,7104205,70104104205,70104104205,0.2702
SA1,7104206,70104104206,70104104206,0.5249
SA1,7104207,70104104207,70104104207,1.1206
SA1,7104301,70104104301,70104104301,0.14
SA1,7104302,70104104302,70104104302,0.189
SA1,7104304,70104104304,70104104304,0.2394
SA1,7104307,70104104307,70104104307,0.2289
SA1,7104308,70104104308,70104104308,0.1341
SA1,7104309,70104104309,70104104309,0.3969
SA1,7104310,70104104310,70104104310,0.1029
SA1,7104311,70104104311,70104104311,0.107
SA1,7104312,70104104312,70104104312,0.3911
SA1,7104313,70104104313,70104104313,0.2722
SA1,7104314,70104104314,70104104314,0.1936
SA1,7104315,70104104315,70104104315,0.163
SA1,7104316,70104104316,70104104316,0.1187
SA1,7104317,70104104317,70104104317,0.1476
SA1,7104318,70104104318,70104104318,0.1942
SA1,7104319,70104104319,70104104319,0.1565
SA1,7104401,70104104401,70104104401,0.2568
SA1,7104402,70104104402,70104104402,0.297
SA1,7104403,70104104403,70104104403,0.182
SA1,7104404,70104104404,70104104404,0.2351
SA1,7104405,70104104405,70104104405,0.1726
SA1,7104406,70104104406,70104104406,0.3052
SA1,7104407,70104104407,70104104407,0.149
SA1,7104501,70201104501,70201104501,7.4047
SA1,7104502,70201104502,70201104502,0.1699
SA1,7104503,70201104503,70201104503,0.2995
SA1,7104504,70201104504,70201104504,0.2676
SA1,7104505,70201104505,70201104505,0.2843
SA1,7104506,70201104506,70201104506,0.2052
SA1,7104507,70201104507,70201104507,3.6848
SA1,7104508,70201104508,70201104508,0.1334
SA1,7104509,70201104509,70201104509,0.2071
SA1,7104510,70201104510,70201104510,1.5195
SA1,7104511,70201104511,70201104511,0.1737
SA1,7104512,70201104512,70201104512,2.0236
SA1,7104513,70201104513,70201104513,0.1839
SA1,7104514,70201104514,70201104514,0.1358
SA1,7104601,70201104601,70201104601,0.177
SA1,7104602,70201104602,70201104602,0.4283
SA1,7104603,70201104603,70201104603,0.222
SA1,7104604,70201104604,70201104604,0.6657
SA1,7104605,70201104605,70201104605,0.2122
SA1,7104606,70201104606,70201104606,0.2989
SA1,7104607,70201104607,70201104607,18.6518
SA1,7104608,70201104608,70201104608,0.2879
SA1,7104609,70201104609,70201104609,0.2173
SA1,7104610,70201104610,70201104610,0.1775
SA1,7104611,70201104611,70201104611,0.14
SA1,7104612,70201104612,70201104612,0.1913
SA1,7104613,70201104613,70201104613,1.7714
SA1,7104614,70201104614,70201104614,2.1956
SA1,7104615,70201104615,70201104615,0.13
SA1,7104701,70201104701,70201104701,13.549
SA1,7104702,70201104702,70201104702,0.9657
SA1,7104703,70201104703,70201104703,0.2113
SA1,7104704,70201104704,70201104704,0.1656
SA1,7104705,70201104705,70201104705,0.3353
SA1,7104706,70201104706,70201104706,0.2731
SA1,7104707,70201104707,70201104707,0.2207
SA1,7104708,70201104708,70201104708,0.2502
SA1,7104709,70201104709,70201104709,0.7904
SA1,7104710,70201104710,70201104710,0.3013
SA1,7104801,70201104801,70201104801,12.3095
SA1,7104802,70201104802,70201104802,0.231
SA1,7104805,70201104805,70201104805,0.2096
SA1,7104806,70201104806,70201104806,0.2177
SA1,7104808,70201104808,70201104808,0.1218
SA1,7104809,70201104809,70201104809,0.1509
SA1,7104810,70201104810,70201104810,0.1222
SA1,7104811,70201104811,70201104811,0.1549
SA1,7104812,70201104812,70201104812,0.1793
SA1,7104813,70201104813,70201104813,40.0388
SA1,7104814,70201104814,70201104814,0.5172
SA1,7104815,70201104815,70201104815,0.0895
SA1,7104816,70201104816,70201104816,0.1084
SA1,7104817,70201104817,70201104817,2.7076
SA1,7104818,70201104818,70201104818,1.0669
SA1,7104819,70201104819,70201104819,0.1618
SA1,7104820,70201104820,70201104820,0.1686
SA1,7104901,70201104901,70201104901,0.2004
SA1,7104902,70201104902,70201104902,0.3533
SA1,7104903,70201104903,70201104903,0.2336
SA1,7104904,70201104904,70201104904,0.3328
SA1,7104905,70201104905,70201104905,0.4551
SA1,7104907,70201104907,70201104907,0.2063
SA1,7104908,70201104908,70201104908,0.2095
SA1,7104909,70201104909,70201104909,0.2603
SA1,7104910,70201104910,70201104910,2.0402
SA1,7104911,70201104911,70201104911,0.2338
SA1,7104912,70201104912,70201104912,14.4276
SA1,7105001,70201105001,70201105001,100.7647
SA1,7105003,70201105003,70201105003,2.5165
SA1,7105004,70201105004,70201105004,38.1848
SA1,7105005,70201105005,70201105005,16.2779
SA1,7105006,70201105006,70201105006,28.7808
SA1,7105007,70201105007,70201105007,87472.4412
SA1,7105008,70201105008,70201105008,37491.5513
SA1,7105009,70201105009,70201105009,50089.2837
SA1,7105010,70201105010,70201105010,0.8915
SA1,7105011,70201105011,70201105011,0.6077
SA1,7105012,70201105012,70201105012,0.8534
SA1,7105101,70201105101,70201105101,3.2912
SA1,7105102,70201105102,70201105102,35.81
SA1,7105103,70201105103,70201105103,115.9272
SA1,7105105,70201105105,70201105105,16.558
SA1,7105106,70201105106,70201105106,2.2858
SA1,7105107,70201105107,70201105107,3.0687
SA1,7105108,70201105108,70201105108,0.2281
SA1,7105109,70201105109,70201105109,0.4015
SA1,7105110,70201105110,70201105110,3.3708
SA1,7105111,70201105111,70201105111,9.7409
SA1,7105201,70201105201,70201105201,9777.1413
SA1,7105202,70201105202,70201105202,0.8677
SA1,7105203,70201105203,70201105203,5.5884
SA1,7105204,70201105204,70201105204,13.2761
SA1,7105205,70201105205,70201105205,1233.8686
SA1,7105206,70201105206,70201105206,3.8542
SA1,7105207,70201105207,70201105207,7.0143
SA1,7105208,70201105208,70201105208,3.8271
SA1,7105209,70201105209,70201105209,28.2769
SA1,7105210,70201105210,70201105210,0.2253
SA1,7105211,70201105211,70201105211,1750.001
SA1,7105212,70201105212,70201105212,15095.9103
SA1,7105213,70201105213,70201105213,2624.214
SA1,7105214,70201105214,70201105214,0.6066
SA1,7105215,70201105215,70201105215,67455.125
SA1,7105216,70201105216,70201105216,31516.6705
SA1,7105301,70201105301,70201105301,141986.0595
SA1,7105302,70201105302,70201105302,8.2144
SA1,7105303,70201105303,70201105303,8.2003
SA1,7105304,70201105304,70201105304,692.5268
SA1,7105305,70201105305,70201105305,4.739
SA1,7105306,70201105306,70201105306,5.8117
