SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL13581,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,3,9,4,14
SAL13582,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13583,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SAL13584,37,27,69,0,0,0,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,0,0,0,0,0,3,7,8,5,8,16,45,47,92
SAL13585,46,27,77,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,8,7,12,7,14,17,59,46,107
SAL13586,650,633,1284,34,38,72,54,63,120,0,0,3,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,73,133,9,4,8,0,5,5,101,114,219,24,27,50,779,772,1553
SAL13587,440,446,883,8,11,15,49,54,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,108,0,0,0,0,0,0,60,67,120,39,39,73,535,542,1083
SAL13588,105,97,203,4,10,13,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,32,0,0,0,0,0,0,25,25,50,14,11,24,141,130,269
SAL13589,500,471,974,15,16,41,59,56,115,37,60,102,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,123,222,3,8,10,0,0,0,126,145,269,64,47,117,697,665,1364
SAL13590,96,86,183,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,0,8,105,91,191
SAL13591,129,126,251,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,5,12,24,28,47,152,156,305
SAL13592,13,12,24,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,7,0,0,0,21,14,27
SAL13593,598,651,1247,28,33,56,75,78,153,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,85,82,166,3,4,9,5,0,7,121,113,237,37,39,82,750,808,1564
SAL13594,532,578,1112,34,28,71,29,42,74,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,78,0,0,0,0,0,0,68,74,141,27,26,57,629,677,1308
SAL13595,2142,2394,4531,17,26,46,251,282,531,5,7,17,7,12,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,265,304,571,27,22,43,6,4,10,315,357,667,168,190,356,2627,2936,5560
SAL13596,137,131,267,0,0,0,10,14,22,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,28,4,0,4,0,0,0,13,19,34,12,11,22,152,165,323
SAL13597,309,351,669,17,13,23,30,37,69,8,11,9,5,10,18,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,99,0,5,5,0,5,3,59,76,133,27,46,69,395,475,872
SAL13598,2268,2461,4727,217,205,422,157,185,338,5,5,9,23,31,54,0,0,0,0,0,0,0,0,0,4,3,5,0,4,5,0,0,0,187,225,416,8,7,18,15,10,21,429,455,881,304,314,613,2996,3228,6221
SAL13599,2251,2242,4495,30,27,58,197,186,385,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,190,389,20,19,42,4,6,8,256,242,497,417,342,755,2925,2824,5745
SAL13600,302,279,587,20,23,42,13,13,28,0,3,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,21,46,0,0,0,0,6,6,45,47,90,54,50,109,397,382,777
SAL13601,156,147,305,12,6,14,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,12,12,24,14,7,23,186,173,355
SAL13602,133,113,236,24,11,31,9,10,12,0,0,6,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,27,3,0,3,0,0,0,34,23,61,43,35,76,207,173,377
SAL13603,2126,2260,4390,65,58,121,205,204,414,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,212,422,23,14,38,0,5,6,306,282,586,91,111,201,2525,2654,5175
SAL13604,946,1013,1952,50,65,110,82,67,152,5,3,3,9,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,79,175,0,0,4,5,3,8,148,150,305,168,155,330,1261,1316,2579
SAL13605,716,687,1400,48,51,100,62,58,118,0,5,6,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,66,134,6,3,9,7,0,9,129,123,252,57,54,115,899,866,1766
SAL13606,138,133,269,3,0,6,7,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,0,0,0,0,0,0,14,14,23,8,9,13,158,151,307
SAL13607,185,153,342,6,12,9,22,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,42,0,0,0,0,0,3,29,33,59,11,15,26,224,200,431
SAL13608,279,245,528,5,3,12,8,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,30,0,0,0,0,0,0,15,26,41,19,25,47,322,294,614
SAL13609,424,410,831,22,30,52,35,27,67,4,0,4,10,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,98,3,0,8,4,0,6,71,82,152,40,34,75,535,519,1063
SAL13610,1107,1169,2274,126,127,260,163,184,351,9,3,15,4,5,9,0,0,0,4,5,11,0,0,0,0,0,0,3,6,6,0,0,0,181,209,394,4,6,8,12,9,22,327,355,679,91,81,169,1518,1603,3123
SAL13611,193,193,390,16,18,32,7,18,25,0,7,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,25,39,0,0,0,0,0,0,30,42,76,12,15,30,235,253,491
SAL13612,4912,5070,9987,135,129,270,535,492,1031,0,4,10,0,5,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,548,512,1060,23,23,48,20,4,17,720,667,1396,239,246,483,5869,5987,11858
SAL13613,2342,2414,4756,176,179,359,304,303,612,6,0,4,23,20,42,0,0,0,3,3,4,0,0,0,0,0,7,0,0,0,0,0,0,335,336,670,10,13,24,8,3,11,536,532,1066,373,352,724,3250,3294,6540
SAL13614,1448,1457,2901,32,14,45,76,101,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,106,187,11,12,21,0,0,0,118,134,252,18,16,29,1581,1599,3184
SAL13615,2638,2718,5356,72,61,131,346,290,641,7,10,19,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,312,671,29,29,49,9,10,14,459,411,872,322,275,599,3424,3404,6828
SAL13616,1974,2054,4027,104,126,228,165,156,323,8,10,12,17,16,39,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,192,192,386,12,9,18,13,11,23,322,334,651,152,182,332,2443,2568,5016
SAL13617,2260,2375,4629,94,97,189,285,285,574,4,0,9,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,291,590,6,10,16,14,9,18,407,406,813,197,221,423,2864,3006,5870
SAL13618,74,66,144,5,3,3,6,5,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,19,0,0,0,0,0,0,12,11,25,7,8,10,92,82,176
SAL13619,17,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,35
SAL13620,80,84,164,0,0,0,9,3,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,0,0,0,0,0,0,4,9,18,8,4,12,94,97,191
SAL13621,1310,1457,2760,46,44,89,146,175,323,3,10,14,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,154,188,340,9,9,16,4,3,10,209,241,450,80,65,143,1600,1760,3362
SAL13622,58,45,101,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,6,5,5,0,5,69,49,118
SAL13623,118,92,216,4,0,4,12,8,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,14,29,0,0,0,0,0,0,21,14,30,24,14,40,166,129,290
SAL13624,24,18,46,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,4,0,0,31,26,55
SAL13625,9,9,24,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,14,15,32
SAL13626,137,129,263,3,10,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,0,0,0,6,11,18,12,18,25,150,158,308
SAL13627,57,47,104,0,0,0,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,3,0,0,0,0,0,9,9,13,5,0,7,72,53,131
SAL13628,3647,3917,7563,110,114,226,723,749,1473,5,3,9,10,9,17,0,0,0,6,0,6,0,0,0,0,3,3,0,0,0,0,0,0,744,768,1511,17,26,41,9,11,20,880,923,1801,96,112,207,4624,4952,9571
SAL13629,145,139,282,5,0,3,27,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,51,0,0,0,0,0,0,27,26,50,4,3,6,175,167,344
SAL13630,202,194,399,6,8,7,14,15,30,0,0,0,3,5,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,41,5,0,5,0,0,0,23,31,57,39,35,76,268,261,534
SAL13631,198,199,398,4,4,8,30,23,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,55,5,0,5,0,0,0,37,26,63,31,24,54,266,251,517
SAL13632,39,32,71,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,9,10,9,3,11,51,40,93
SAL13633,10,4,13,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,6,0,0,0,13,3,20
SAL13634,35,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,15,44,31,79
SAL13635,105,91,197,4,9,11,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,10,19,28,21,12,37,134,122,263
SAL13636,51,53,109,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,7,11,3,3,4,63,63,123
SAL13637,60,45,100,0,6,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,8,5,9,6,4,11,65,53,127
SAL13638,992,1075,2066,58,54,114,88,92,184,20,18,42,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,112,118,236,0,5,4,6,5,7,177,185,363,79,96,171,1247,1356,2597
SAL13639,1741,1875,3613,26,31,57,184,184,370,5,4,6,0,4,4,0,0,0,5,0,8,0,0,0,0,0,4,0,0,0,0,0,0,196,192,384,3,3,9,3,7,17,227,236,467,71,77,147,2042,2192,4235
SAL13640,13,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,33
SAL13641,196,202,399,3,12,9,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,41,0,0,0,25,25,51,0,0,0,0,0,0,30,33,64,10,9,20,240,250,486
SAL13642,142,119,256,0,0,0,7,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,23,0,0,0,0,0,0,13,9,23,10,10,24,157,136,297
SAL13643,817,783,1596,31,23,57,63,50,116,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,53,120,3,3,8,0,0,0,107,83,188,37,20,56,955,881,1843
SAL13644,3428,3855,7283,118,129,248,240,236,474,6,6,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,245,499,8,17,29,5,7,7,386,399,780,118,166,284,3924,4415,8348
SAL13645,59,56,108,4,14,23,10,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,18,0,0,0,0,0,0,18,21,41,11,4,15,85,82,161
SAL13646,2488,2449,4935,38,40,79,182,200,385,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,211,390,13,13,29,9,0,14,242,261,505,154,128,280,2889,2839,5724
SAL13647,8474,8574,17054,235,230,470,598,565,1163,0,6,10,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,617,582,1195,36,40,74,15,8,26,905,860,1765,443,423,868,9817,9859,19682
SAL13648,3,3,6,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,0,0,0,0,0,5,7,10,0,0,0,12,9,17
SAL13649,107,98,209,3,0,6,15,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,25,0,0,0,0,0,0,19,11,31,14,11,21,141,116,256
SAL13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13651,1285,1293,2580,93,79,166,120,111,233,3,0,7,3,3,10,0,0,0,6,5,6,0,0,0,0,0,0,6,3,10,0,0,0,130,132,265,0,3,3,4,0,4,228,208,437,98,79,175,1607,1584,3193
SAL13652,2731,2899,5632,54,75,131,252,249,496,4,6,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,262,514,12,18,33,13,7,19,336,366,702,107,110,214,3169,3375,6546
SAL13653,434,469,912,10,6,12,46,43,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,49,97,0,3,3,0,3,3,57,59,116,25,23,48,522,555,1079
SAL13654,7416,8042,15460,248,272,519,793,840,1637,13,16,29,10,12,21,0,0,0,10,4,15,0,0,0,0,0,0,3,4,7,0,0,0,834,877,1711,105,124,230,5,0,3,1195,1272,2468,159,174,339,8767,9488,18255
SAL13655,1412,1471,2879,51,52,107,97,98,189,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,96,199,9,14,24,0,0,0,161,167,330,26,25,52,1604,1660,3263
SAL13656,2697,2903,5600,19,21,40,166,191,351,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,197,377,19,13,34,0,0,7,213,238,453,103,104,206,3014,3239,6259
SAL13657,2273,2301,4580,193,175,369,712,736,1448,21,22,42,19,22,37,4,4,10,9,9,19,0,0,4,4,0,4,6,4,11,0,0,0,782,786,1572,120,115,237,10,9,19,1105,1095,2199,158,185,339,3534,3582,7116
SAL13658,4944,4858,9805,135,150,287,688,755,1442,14,10,19,15,6,22,0,0,3,0,0,0,0,0,0,3,0,3,3,7,5,0,0,0,721,773,1495,48,45,95,20,17,41,930,987,1914,695,652,1348,6573,6502,13072
SAL13659,1263,1148,2416,62,62,122,395,385,780,6,5,12,7,0,9,0,0,6,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,412,400,816,26,22,49,10,5,12,507,495,999,88,67,151,1856,1712,3568
SAL13660,37,36,73,0,0,0,5,3,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,0,0,0,0,0,0,4,7,16,0,0,0,41,40,84
SAL13661,65,61,134,0,0,0,7,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,18,0,0,0,0,0,0,11,13,20,28,30,52,97,108,208
SAL13662,229,269,498,4,9,12,13,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,29,0,0,0,0,0,0,25,24,48,13,9,22,265,300,568
SAL13663,79,68,140,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,0,0,0,0,0,0,7,8,12,6,0,8,89,73,164
SAL13664,3836,3939,7775,48,49,96,545,520,1068,5,11,19,0,0,5,5,5,9,3,0,4,0,0,3,0,0,5,0,3,3,0,0,0,564,545,1107,34,34,66,5,3,8,644,634,1282,90,113,200,4568,4682,9251
SAL13665,2760,2855,5613,135,156,289,586,598,1182,8,20,26,21,19,38,0,4,4,0,10,8,0,0,0,0,0,5,8,5,14,0,0,0,632,648,1276,35,29,60,3,4,8,805,833,1641,175,138,306,3739,3826,7567
SAL13666,29,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,9,6,5,7,41,36,72
SAL13667,17,19,39,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,5,8,15,0,0,0,30,26,56
SAL13668,651,633,1274,25,25,44,56,46,103,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,49,110,0,4,8,6,0,6,89,73,167,41,33,71,778,737,1513
SAL13669,227,228,453,0,0,0,19,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,39,0,0,0,0,3,3,20,26,44,5,6,20,256,256,515
SAL13670,3,7,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,10
SAL13671,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
SAL13672,10,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,25
SAL13673,14,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,24
SAL13674,50,52,101,3,0,12,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,8,17,4,6,6,62,60,129
SAL13675,148,153,303,8,9,14,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,11,8,18,10,8,20,167,174,346
SAL13676,48,39,83,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,5,4,6,0,0,0,52,37,92
SAL13677,1600,1620,3225,70,69,139,171,171,346,8,3,13,10,7,18,0,0,0,4,5,6,3,0,0,0,0,0,7,0,8,0,0,0,210,192,399,8,10,17,11,0,11,299,273,575,128,90,215,2026,1986,4015
SAL13678,21,18,40,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,5,9,11,30,28,55
SAL13679,288,245,526,9,15,20,19,13,32,0,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,43,0,0,0,5,0,3,31,36,73,55,38,86,372,317,689
SAL13680,59,51,119,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,5,8,4,16,73,61,136
SAL13681,14,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,13,34
SAL13682,65,59,126,0,0,0,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,12,7,17,9,8,15,78,76,159
SAL13683,66,59,123,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,4,4,12,8,6,18,81,71,153
SAL13684,25,28,52,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,8,26,30,63
SAL13685,10,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,27
SAL13686,6,4,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,6,3,6
SAL13687,73,67,136,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,5,6,12,9,5,10,83,75,160
SAL13688,38,39,74,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,11,0,6,10,41,43,88
SAL13689,81,82,167,0,0,5,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,30,0,0,0,0,0,0,17,13,27,8,14,22,108,110,220
SAL13690,9448,9416,18864,881,612,1496,1869,1689,3555,37,36,74,31,28,63,8,6,12,6,3,10,6,5,8,5,0,4,9,8,17,0,0,0,1973,1772,3741,168,162,336,80,35,114,3107,2586,5690,609,569,1180,13158,12576,25733
SAL13691,1467,1523,2995,32,27,60,201,200,401,0,0,0,0,4,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,209,416,13,19,28,3,0,3,256,249,505,51,47,99,1780,1819,3596
SAL13692,384,404,789,19,26,47,28,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,61,0,0,0,0,0,0,51,63,114,39,46,75,463,510,979
SAL13693,17,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,31
SAL13694,96,90,180,3,0,3,11,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,24,0,0,0,0,0,0,12,9,24,20,13,30,126,111,238
SAL13695,99,77,174,0,6,6,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,15,3,0,5,0,0,0,15,15,29,16,13,31,129,104,239
