SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL11911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,16,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,4,4,7,0,0,0,31,31,63
SAL11912,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,526,416,946,27,19,44,25,0,25,0,0,0,0,0,0,8,0,8,7,5,9,589,447,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,12,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,75,134,216,67,97,167,4,4,4,752,687,1437
SAL11913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,52,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,21,3,6,16,0,0,0,47,50,96
SAL11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,5,11,20,0,0,0,42,33,71
SAL11915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SAL11916,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,109,80,188,3,8,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,116,86,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,38,65,16,34,53,0,0,0,160,164,322
SAL11917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,8,12,26
SAL11918,3,5,11,62,83,147,0,0,0,0,4,3,7,5,12,752,447,1202,32,102,131,11,0,11,28,6,35,18,0,22,10,9,19,50,78,129,980,738,1717,13,8,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,11,25,0,0,0,0,5,8,3,0,5,0,8,8,0,7,6,3,15,24,24,3,31,37,32,74,0,0,0,0,0,5,0,0,0,0,9,6,284,394,677,151,192,341,10,4,13,1455,1370,2828
SAL11919,0,0,0,18,4,22,0,0,0,0,0,0,0,0,0,287,191,483,35,36,70,16,0,12,0,0,0,0,0,4,7,0,6,29,31,61,386,273,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,32,32,59,20,25,51,0,0,0,446,330,781
SAL11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,38,85,4,5,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,54,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,27,8,9,15,0,5,5,76,72,147
SAL11921,0,0,0,0,6,8,0,0,0,0,0,0,5,3,3,1091,1004,2096,95,91,189,43,0,43,7,0,7,9,0,11,6,4,14,8,9,18,1267,1121,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,11,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0,173,255,426,175,285,464,8,3,10,1634,1680,3309
SAL11922,19,6,24,11,15,28,0,0,0,0,0,0,3,0,3,1281,931,2213,80,117,195,36,0,36,6,0,3,5,0,5,21,9,25,6,3,9,1468,1082,2552,11,9,23,0,0,0,0,0,0,8,0,13,0,0,3,0,0,0,23,17,41,0,0,0,0,0,0,0,4,4,5,7,7,0,0,0,5,8,9,17,3,20,43,32,66,4,4,3,0,0,0,0,0,0,0,4,6,387,638,1029,402,346,742,10,11,21,2309,2112,4418
SAL11923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,68,138,0,3,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,85,70,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,34,58,16,17,38,0,0,0,125,127,252
SAL11924,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,415,307,719,24,15,36,21,0,21,5,0,5,4,0,4,0,0,0,15,9,23,484,335,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,8,13,8,15,0,0,3,0,0,0,0,0,0,0,0,3,84,169,257,95,111,207,0,0,0,680,621,1303
SAL11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,24,22,49
SAL11926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,0,0,0,0,0,0,21,9,28
SAL11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,190,378,13,14,27,17,3,16,0,0,6,7,3,13,0,4,4,22,18,40,253,232,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,42,49,95,15,43,57,7,0,6,318,320,640
SAL11928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,91,212,6,3,8,3,0,3,0,0,0,0,0,0,0,0,0,4,4,6,144,105,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,92,181,30,59,90,0,0,6,263,252,519
SAL11929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,16,18,25
SAL11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,26
SAL11931,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,253,195,449,11,8,22,15,0,18,7,0,7,0,0,0,0,0,0,3,0,6,290,208,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,60,81,36,67,105,0,0,0,355,340,692
SAL11932,5,9,16,0,0,4,0,0,0,0,0,0,0,0,0,95,51,146,3,9,10,8,0,8,3,0,3,0,0,0,5,0,3,4,0,10,123,76,202,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,17,18,0,5,4,0,0,0,0,0,0,0,5,4,108,106,220,39,25,67,0,4,0,277,233,504
SAL11933,41,48,88,0,4,3,0,0,0,0,0,0,0,0,0,635,351,985,26,38,64,9,0,9,14,0,14,26,5,32,25,11,35,174,50,226,959,513,1470,10,7,12,0,0,0,0,0,0,14,3,16,0,3,5,0,0,0,22,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,25,18,41,4,0,0,0,0,3,4,0,4,6,6,8,544,618,1163,205,198,403,8,0,11,1747,1346,3097
SAL11934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,10
SAL11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,7,16
SAL11936,321,320,644,20,16,31,0,0,0,0,0,0,0,8,8,1165,565,1729,48,98,153,15,0,15,63,0,64,11,5,16,44,20,60,52,60,109,1741,1096,2833,55,98,159,0,0,0,5,0,6,19,5,27,0,19,20,3,3,7,97,122,215,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,9,9,101,130,234,13,10,25,0,0,0,0,0,0,13,10,25,1341,1205,2545,327,402,730,15,7,26,3535,2851,6383
SAL11937,226,284,514,3,6,12,0,0,0,0,0,4,8,0,6,952,431,1377,37,120,160,10,0,10,43,8,47,9,3,16,15,13,28,68,57,127,1379,927,2311,59,94,156,0,0,0,0,0,0,12,8,25,5,13,17,5,6,7,77,122,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,22,96,135,224,19,32,48,0,0,0,0,0,5,20,30,51,833,661,1496,269,281,549,14,11,25,2611,2037,4646
SAL11938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,17,4,9,10,0,0,0,28,27,57
SAL11939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9,5,15
SAL11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,23,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,3,3,0,0,0,29,25,49
SAL11941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,22,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,5,5,10,0,0,0,30,28,62
SAL11942,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,418,301,711,25,34,56,8,0,8,0,0,0,0,0,0,6,8,14,4,0,4,461,345,808,8,4,9,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,8,22,3,0,3,0,0,0,0,0,0,3,0,3,234,332,565,170,162,332,10,4,7,891,851,1745
SAL11943,353,375,730,26,48,69,0,0,0,0,0,3,6,3,11,1881,1285,3163,58,234,289,21,0,21,26,4,27,7,4,9,26,14,39,262,348,609,2662,2310,4976,104,131,233,0,0,0,7,4,7,36,10,49,8,16,23,5,5,8,154,172,321,0,0,0,0,0,0,5,3,3,0,0,4,0,0,0,5,5,8,15,23,36,172,201,374,25,26,46,0,0,0,4,0,4,27,26,52,2471,2271,4746,533,778,1314,17,22,38,5888,5600,11491
SAL11944,30,23,55,4,12,21,0,0,0,0,0,0,0,0,4,587,510,1094,22,35,60,25,0,24,12,6,10,3,0,0,7,5,12,13,12,29,707,604,1306,12,13,25,0,0,0,0,0,0,9,5,15,0,0,8,0,0,0,23,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27,23,48,7,4,9,0,0,0,0,0,0,7,4,9,701,732,1434,169,226,389,15,10,18,1618,1589,3205
SAL11945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,43,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,6,8,11,0,0,0,32,33,65
SAL11946,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60,43,100,7,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,5,5,70,53,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,30,12,18,25,0,0,4,97,89,187
SAL11947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,4,0,0,0,15,20,41
SAL11948,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,36,90,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,66,45,107,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,53,64,115,18,16,32,6,0,6,138,117,258
SAL11949,13,5,21,14,8,17,0,0,0,0,0,0,0,0,0,1506,1179,2689,73,81,147,29,0,30,13,0,13,5,0,5,12,8,18,6,13,20,1670,1295,2968,5,4,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,28,26,17,44,0,0,0,0,0,0,3,0,3,3,0,6,401,637,1038,297,467,760,13,15,19,2409,2421,4830
SAL11950,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,176,98,271,7,8,21,15,0,15,0,0,0,0,0,0,4,5,9,16,6,28,222,118,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,133,237,79,58,133,6,3,15,411,314,727
SAL11951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,79,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,5,7,0,0,0,55,57,107
SAL11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,6,10,13
SAL11953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,28,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,3,0,6,0,0,0,19,26,47
SAL11954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16
SAL11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,4,4,0,0,0,19,13,30
SAL11956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,404,892,28,28,52,26,0,26,6,0,8,3,0,3,0,0,0,18,13,30,569,441,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,43,67,108,53,92,144,7,5,7,671,614,1284
SAL11958,9,4,14,5,8,12,0,0,0,0,0,0,0,0,0,504,359,866,35,48,83,14,0,12,0,0,0,5,0,5,7,3,10,3,7,13,583,431,1016,3,5,6,0,0,0,0,0,0,3,6,3,0,0,4,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,8,13,28,3,0,9,0,0,0,0,0,0,3,0,9,161,258,418,151,152,309,9,5,12,915,861,1775
SAL11959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,21,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,3,3,3,0,0,0,28,27,55
SAL11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9
SAL11961,0,3,7,41,22,59,11,6,15,0,0,0,5,0,6,756,456,1213,19,45,67,14,0,14,10,0,10,5,0,9,16,4,19,41,44,85,910,592,1503,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,3,4,5,7,9,14,7,20,0,3,3,0,0,0,0,0,0,0,3,5,1003,972,1972,220,276,495,6,6,14,2149,1856,4005
SAL11962,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,610,429,1043,30,33,65,3,0,8,3,0,3,4,0,4,4,6,6,0,3,6,657,472,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,54,136,185,143,170,311,0,0,5,857,779,1637
SAL11963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,16,17,32
SAL11964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,4,4,4,0,0,0,52,38,89
