SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL11966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,7,0,0,0,16,13,25
SAL11967,0,0,0,8,3,4,0,0,0,0,0,0,0,0,0,48,43,89,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,57,52,111,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,97,105,203,17,25,38,3,4,3,178,189,364
SAL11968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,31,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,3,0,8,0,0,0,44,28,72
SAL11969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,4,0,0,0,15,15,26
SAL11970,41,35,78,3,5,14,0,0,0,4,0,4,0,4,4,281,234,511,15,22,35,6,0,6,11,3,17,7,0,14,3,3,5,7,21,29,385,335,721,15,7,19,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,15,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,11,22,16,38,4,3,6,0,0,0,0,0,0,5,3,9,613,745,1354,200,197,398,4,6,11,1230,1296,2525
SAL11971,948,974,1924,60,158,216,0,0,0,5,0,4,14,14,23,2450,1231,3684,86,307,395,26,0,25,67,0,67,18,0,21,44,26,73,240,356,594,3944,3070,7018,266,369,638,6,0,6,10,16,24,31,16,54,8,30,45,19,3,20,335,444,781,0,0,0,0,0,0,4,0,3,3,16,21,0,6,7,7,23,27,24,12,41,370,481,849,37,69,103,0,4,4,0,0,0,37,70,104,1968,2125,4090,1164,1160,2325,62,37,96,7538,6943,14484
SAL11972,7,8,18,0,0,5,0,0,0,0,0,0,0,0,0,264,178,438,8,22,30,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,291,216,505,4,3,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,240,285,527,79,78,164,3,0,3,626,582,1206
SAL11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,93,203,3,0,6,0,0,0,0,0,0,5,0,5,0,0,5,13,16,27,133,108,246,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,29,59,18,15,37,3,0,7,188,160,347
SAL11974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,0,5,8,0,0,0,25,15,41
SAL11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,27,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,18,5,8,9,0,0,0,34,32,63
SAL11976,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,57,119,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,72,66,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,6,16,17,0,0,0,87,89,180
SAL11977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,7,6,23
SAL11978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,52,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,8,9,14,4,0,4,46,42,94
SAL11979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,38,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,25,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,4,9,14,0,0,0,33,33,65
SAL11980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,15,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,9,19,4,0,6,0,0,0,35,29,64
SAL11981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,7,21
SAL11982,23,14,36,0,3,3,0,0,0,0,0,0,0,0,0,905,590,1496,51,29,81,35,0,34,8,3,9,3,0,3,9,3,12,11,17,27,1034,669,1699,4,6,5,0,0,0,0,0,0,17,3,17,0,0,0,0,0,0,18,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,31,14,37,0,0,9,0,0,0,0,0,0,0,0,9,638,810,1447,213,307,525,4,0,9,1917,1799,3718
SAL11983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,118,257,9,10,18,8,0,8,0,0,0,5,5,10,0,0,0,15,22,32,183,145,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,39,65,28,23,48,0,4,5,240,211,451
SAL11984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,4,4,0,0,0,12,8,20
SAL11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,5,4,8,0,0,0,22,28,48
SAL11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11987,160,189,351,10,20,33,0,0,0,0,0,0,6,7,16,1563,1057,2623,81,162,243,39,0,42,20,3,22,17,0,19,17,14,27,63,54,112,1985,1508,3494,37,63,102,0,0,0,0,4,4,17,16,35,5,4,14,0,3,4,64,88,157,0,0,0,0,0,0,3,0,3,0,3,3,0,0,4,4,3,7,11,8,24,82,110,186,17,24,44,0,0,0,0,0,0,17,24,44,781,913,1691,463,413,881,21,12,28,3350,2976,6323
SAL11988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,96,247,8,5,17,12,0,12,0,0,0,3,0,3,3,0,4,9,3,17,192,114,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,83,96,170,29,33,62,0,0,0,304,242,551
SAL11989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,3,15
SAL11990,0,0,0,3,3,8,0,0,0,0,0,0,3,7,14,1712,1559,3278,150,186,339,61,0,61,37,4,35,3,0,10,8,8,17,73,100,170,2048,1878,3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,20,15,7,29,0,0,0,0,0,0,0,0,0,0,0,0,127,230,354,178,276,448,20,13,31,2387,2401,4790
SAL11991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,9,5,10
SAL11992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,92,207,3,7,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,125,102,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,58,103,35,44,77,0,0,6,208,204,414
SAL11993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,7,11
SAL11994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,7,8,18
SAL11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,17,22,37
SAL11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL11998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,18
SAL11999,4,0,4,7,9,16,0,0,0,0,0,0,0,0,0,293,268,559,12,11,23,3,0,3,6,3,11,25,14,36,0,0,0,21,13,35,368,320,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,12,3,10,12,0,3,3,0,0,0,0,0,0,0,3,0,159,201,359,63,107,172,5,5,6,594,647,1242
SAL12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,45,4,5,8,4,0,4,0,0,3,0,0,0,6,0,4,7,10,21,42,32,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,12,27,0,3,3,3,0,0,60,55,118
SAL12001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,5,7,0,0,0,31,22,55
SAL12002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,5,13,0,0,0,39,39,82
SAL12003,0,0,0,5,7,14,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,4,0,0,0,14,18,33
SAL12004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,16,25
SAL12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12007,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,258,162,421,3,11,19,4,0,5,0,0,0,6,0,6,0,0,0,12,14,33,290,191,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,161,270,44,86,130,5,4,5,441,443,887
SAL12008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,62,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,39,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,12,6,15,0,0,0,52,44,101
SAL12009,21,11,32,0,5,6,0,0,0,0,0,0,0,0,5,724,492,1219,40,42,86,37,0,36,20,0,17,0,0,0,10,0,10,34,26,58,890,577,1471,10,12,17,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,13,16,33,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,7,11,3,14,24,21,47,3,4,3,0,0,0,0,0,0,3,4,3,236,421,657,157,227,386,10,6,14,1329,1258,2586
SAL12010,83,58,140,4,0,4,0,0,0,0,0,0,0,0,5,614,388,1003,27,44,68,20,0,20,9,0,14,5,3,9,9,4,12,14,20,34,776,520,1302,4,5,13,0,0,0,0,3,3,3,6,12,0,3,4,3,0,3,16,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,24,21,44,8,0,4,0,0,0,0,0,0,6,0,6,632,813,1443,188,290,477,0,0,6,1627,1643,3270
SAL12011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,84,4,0,7,3,0,3,0,0,0,0,0,0,0,0,0,5,0,4,54,40,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,23,45,9,17,25,0,0,5,88,84,171
SAL12012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3
SAL12013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,85,0,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,3,4,42,50,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,46,4,10,11,0,0,0,74,77,152
SAL12014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,18,26,47
SAL12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,19,0,0,0,0,0,0,24,18,46
SAL12016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,12,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,5,5,0,0,0,17,16,37
SAL12017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,22,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,22,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,24,22,43
SAL12018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,13,8,22
SAL12019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,6,0,0,0,12,10,24
SAL12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,25,18,45
