SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,4,3,0,36
SAL12491,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,9,5,21,31,59,28,15,0,0,177
SAL12492,0,0,0,0,0,5,0,0,0,6,0,0,0,4,0,4,0,0,0,12,12,13,55,40,52,62,20,0,0,235
SAL12493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,12,6,5,0,44
SAL12494,4,6,4,8,16,3,0,0,0,39,0,3,0,7,12,0,4,0,0,23,56,69,71,134,204,113,34,7,0,695
SAL12495,3,8,30,24,19,18,5,0,0,109,6,28,65,50,28,15,9,0,0,195,123,340,849,802,521,423,101,9,3,3169
SAL12496,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,16,15,5,11,0,0,54
SAL12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,18,39,39,15,10,0,0,131
SAL12498,5,10,16,14,12,7,8,0,0,70,6,9,16,19,13,9,3,0,0,73,139,180,325,373,425,243,51,10,0,1742
SAL12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,8,4,0,0,30
SAL12502,0,4,3,6,5,3,0,0,0,35,0,7,0,7,7,8,4,0,0,32,43,58,130,153,158,152,43,4,0,738
SAL12503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,8,13,21,5,0,0,70
SAL12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,18,21,27,6,4,0,97
SAL12505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,5,9,0,0,0,24
SAL12506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
SAL12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12508,0,4,4,3,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,29,74,61,96,88,10,0,0,378
SAL12509,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,3,0,4,6,8,5,8,28,28,8,4,0,95
SAL12510,0,0,3,0,0,4,0,0,0,11,0,0,6,0,0,0,3,0,0,10,15,21,36,60,68,52,36,6,0,296
SAL12511,7,32,104,121,93,69,17,3,0,450,18,69,211,188,138,69,30,9,0,725,463,1164,3748,3722,3156,2112,599,90,8,15055
SAL12512,0,3,0,3,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,7,18,23,46,35,69,60,8,6,0,261
SAL12513,0,0,7,0,0,0,0,0,0,7,0,0,4,0,3,5,0,0,0,8,9,11,46,40,44,28,14,3,0,199
SAL12514,10,34,151,104,113,66,12,0,0,497,5,56,216,163,111,48,24,3,0,621,317,1095,4796,3599,2719,1557,365,32,3,14477
SAL12515,4,11,43,51,25,15,0,0,0,153,13,18,92,128,37,18,3,0,0,311,171,408,2158,2953,921,352,80,8,0,7053
SAL12516,0,15,27,41,37,25,7,0,0,156,4,26,79,80,50,32,16,0,0,296,142,517,1553,1517,1115,765,257,19,6,5899
SAL12517,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,10,9,24,10,16,10,6,0,96
SAL12518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,24
SAL12519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,7,5,13,0,0,0,49
SAL12520,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,8,11,18,9,20,26,12,9,5,0,104
SAL12521,0,0,3,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,7,16,18,34,33,37,5,3,0,153
SAL12522,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,3,0,0,10,11,15,21,31,37,44,28,5,4,192
SAL12523,0,9,12,5,3,5,0,0,0,29,3,0,8,9,8,4,0,0,0,32,52,44,135,134,120,99,24,3,0,620
SAL12524,5,19,49,37,34,29,5,0,0,180,4,9,20,27,38,18,9,5,0,123,310,412,818,794,871,583,102,9,0,3897
SAL12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,11,3,0,0,37
SAL12526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,11,13,12,9,0,0,57
SAL12527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,9,12,16,17,23,7,4,0,103
SAL12528,5,3,8,7,8,4,0,0,0,35,0,4,9,3,7,8,6,0,0,36,38,106,234,202,173,146,41,11,0,952
SAL12529,7,27,120,69,49,43,8,0,0,334,3,90,360,122,51,41,14,6,0,693,233,1638,5452,2528,1385,843,194,13,0,12287
SAL12530,0,0,0,0,3,3,6,0,0,12,0,0,0,4,9,0,3,0,0,21,46,34,50,92,133,97,31,3,0,497
SAL12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,12,0,0,0,24
SAL12532,0,0,0,3,5,0,0,0,0,7,3,0,7,7,4,6,0,0,0,18,16,18,47,68,92,70,36,7,0,358
SAL12533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,10,4,14,15,14,9,0,63
SAL12534,7,10,34,41,37,24,11,0,0,167,6,21,31,48,43,28,12,3,0,190,218,389,778,1037,1122,806,227,24,0,4600
SAL12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,8,5,13,4,0,0,49
SAL12536,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,10,7,0,0,41
SAL12537,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,7,11,7,9,3,0,0,48
SAL12538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,5,0,0,27
SAL12539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,4,3,5,0,0,24
SAL12540,9,16,52,40,37,16,3,0,0,168,3,19,53,34,27,29,10,0,5,180,165,484,1595,1141,794,590,118,5,5,4901
SAL12541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,11,0,5,0,27
SAL12543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,12
SAL12544,0,0,15,5,0,11,0,0,0,37,0,0,15,5,5,0,0,0,0,29,32,98,328,260,130,117,28,0,0,991
SAL12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12546,0,9,12,9,3,3,0,0,0,31,0,0,11,5,12,0,3,0,0,33,36,118,310,208,165,119,28,0,0,983
SAL12547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,17,17,23,4,0,0,80
SAL12548,0,8,8,6,0,0,0,0,0,20,0,7,25,11,3,8,0,0,4,61,19,62,391,298,94,45,8,0,4,923
SAL12549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6
SAL12550,0,0,0,5,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,10,6,9,22,36,43,28,4,0,0,151
SAL12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,5,13,17,14,0,0,0,58
SAL12552,5,3,25,17,14,12,0,0,0,72,3,4,9,22,5,11,5,0,0,62,71,122,337,306,270,192,44,7,0,1345
SAL12553,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,4,0,0,0,8,17,8,18,29,41,34,9,0,0,152
SAL12554,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,11,32,15,16,19,5,0,0,96
SAL12555,0,3,3,4,0,8,0,0,0,19,3,0,0,4,0,0,0,0,0,8,34,18,57,87,100,92,34,6,0,424
SAL12556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,14,10,8,0,0,48
SAL12557,0,0,9,10,8,7,0,3,0,31,0,4,22,21,8,8,3,0,0,64,24,92,420,277,243,220,97,21,0,1400
SAL12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,5,7,5,6,7,0,0,39
SAL12559,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,12,8,19,25,49,39,15,3,0,168
SAL12560,0,5,19,23,8,7,0,0,0,64,0,4,59,33,18,12,5,0,0,127,43,223,1340,906,341,229,47,8,0,3150
SAL12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,10,0,0,25
SAL12563,0,0,0,0,0,4,0,0,0,7,0,0,5,0,6,0,0,0,0,10,14,18,48,49,54,64,16,0,0,261
SAL12564,20,20,51,41,47,41,13,0,0,225,12,23,39,47,47,21,3,3,6,187,407,438,999,1228,1244,840,178,8,3,5343
SAL12565,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,4,3,17,12,20,19,0,3,0,73
SAL12566,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,3,0,0,0,9,15,18,25,33,49,45,8,4,0,198
SAL12567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,6,18,26,5,5,0,65
SAL12568,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7,6,9,13,25,0,0,0,60
SAL12569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5
SAL12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,8,12,19,0,0,0,47
SAL12571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,7,3,4,0,20
SAL12573,0,0,4,3,0,0,0,0,0,11,0,3,8,14,0,0,0,0,0,33,8,43,274,325,83,32,4,0,0,776
SAL12574,0,0,7,6,12,6,0,0,0,34,0,8,13,14,4,7,0,0,0,49,41,99,226,272,227,153,35,4,0,1056
SAL12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,4,0,0,22
SAL12576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,10,10,8,10,3,0,61
SAL12577,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,10,4,4,16,25,23,6,3,0,90
SAL12578,8,31,39,41,47,31,10,0,0,210,9,13,44,28,47,29,14,0,0,178,321,560,968,1076,1280,1101,232,17,0,5560
SAL12579,0,0,3,0,5,6,0,0,0,15,0,0,0,4,0,6,0,0,0,19,29,51,59,86,101,99,29,5,0,472
SAL12580,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,6,5,22,17,20,16,3,0,0,91
SAL12581,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,8,9,7,35,39,40,48,24,5,0,206
SAL12582,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,8,36,22,39,39,17,6,0,168
SAL12583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,3,9,16,5,0,0,71
SAL12584,11,20,29,18,30,24,12,0,0,140,9,21,34,46,22,42,13,6,0,187,424,783,1429,1278,1374,1013,257,30,0,6581
SAL12585,3,0,4,3,3,0,0,0,0,23,0,3,4,4,6,4,0,0,0,19,66,51,90,191,197,90,26,5,0,717
SAL12586,0,6,9,19,0,9,3,0,0,47,0,4,18,9,14,9,4,3,0,64,78,121,319,292,341,378,122,24,0,1668
SAL12587,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,3,4,17,19,26,3,0,0,69
SAL12588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,0,0,0,22
SAL12590,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,16,20,27,45,64,39,18,0,0,229
SAL12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,5,0,0,19
SAL12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SAL12594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,6,0,0,24
SAL12596,0,4,9,4,5,3,0,0,0,18,6,3,3,8,10,5,0,0,0,31,45,58,124,142,150,134,68,20,3,736
SAL12597,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,0,3,11,10,13,13,13,0,0,61
SAL12598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,0,3,11,3,5,0,36
SAL12599,4,30,65,49,78,46,6,0,0,280,15,83,261,178,122,97,22,0,0,775,358,1252,3165,2457,1711,1340,304,25,4,10609
SAL12600,9,8,20,13,19,12,9,0,0,86,5,15,46,43,23,22,0,0,0,161,103,243,557,531,438,338,78,3,0,2288
SAL12601,4,3,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,4,37,21,20,26,15,6,0,134
SAL12602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12603,6,8,28,21,14,7,6,0,0,86,0,16,30,19,19,14,8,0,5,107,121,229,554,449,403,328,73,3,0,2162
SAL12604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,5,3,8,0,0,34
SAL12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,8,7,18,4,0,0,61
SAL12606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,12
SAL12607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6
SAL12608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,12
SAL12609,0,5,3,0,0,4,0,0,0,15,0,3,0,4,0,4,0,0,0,14,18,18,56,90,58,64,21,8,0,329
SAL12610,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,16,12,17,47,30,42,16,0,0,183
SAL12611,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,15,6,10,32,31,25,16,0,0,132
SAL12612,0,0,6,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,8,10,0,0,27
SAL12613,4,5,0,0,6,3,0,0,0,15,0,3,0,6,5,0,0,0,0,19,26,60,52,127,189,145,44,13,0,654
SAL12614,0,0,9,5,0,0,3,0,0,16,0,0,0,0,10,4,4,0,0,19,34,53,74,65,117,94,57,11,0,509
SAL12615,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,9,15,0,0,0,0,30
SAL12616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,7,10,3,4,0,32
SAL12617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,3,14,16,16,6,0,0,55
SAL12618,3,5,32,27,16,7,0,0,0,87,5,8,24,47,28,12,0,0,0,135,138,233,692,1026,519,218,34,6,0,2869
SAL12619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,11
SAL12620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,5,0,0,31
SAL12621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,17
SAL12622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,5,4,0,25
SAL12623,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,7,5,20,14,3,0,0,70
SAL12624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,11,17,9,0,0,66
SAL12625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,11
SAL12627,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,5,6,3,5,4,12,5,0,0,38
SAL12628,0,3,10,8,4,6,0,0,0,27,0,10,10,7,18,11,0,0,0,68,30,102,154,124,131,112,18,0,0,673
SAL12629,0,0,0,0,0,3,0,0,0,9,3,0,0,4,0,0,0,0,0,9,16,9,28,25,44,36,17,3,0,180
SAL12630,0,0,0,5,5,5,4,0,0,23,0,7,17,8,5,10,6,0,0,53,11,78,261,215,182,163,87,24,0,1014
SAL12631,0,3,5,4,0,6,0,0,0,23,8,4,3,6,5,11,0,0,0,29,41,48,92,144,120,71,19,0,3,545
SAL12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11
SAL12633,0,0,6,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,12,4,29,27,36,37,21,0,0,181
SAL12634,0,0,3,8,3,5,0,0,0,21,0,4,0,0,8,6,3,0,0,17,40,35,86,134,175,108,53,9,0,640
SAL12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,7,0,0,0,28
SAL12636,4,4,17,15,22,11,7,0,0,81,5,10,17,22,14,8,4,0,0,74,123,150,341,414,441,274,86,11,0,1831
SAL12637,0,0,0,0,0,7,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,8,7,6,21,6,0,0,54
SAL12638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,11,0,3,0,0,35
SAL12639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,5,0,12
SAL12640,0,0,6,0,8,4,6,0,0,28,0,3,13,22,14,12,4,0,0,78,9,69,438,357,248,218,125,30,3,1498
SAL12641,0,0,6,3,9,4,3,0,0,24,3,4,0,0,6,4,0,0,0,22,51,45,91,139,148,143,64,3,0,681
SAL12642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,7,10,3,3,44
SAL12643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,13,5,3,0,0,42
SAL12644,9,3,33,17,21,27,6,0,0,113,3,13,38,33,27,21,3,0,0,142,145,259,590,554,556,520,101,4,0,2729
SAL12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,6,20,11,0,0,52
SAL12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4
SAL12647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,7,4,9,11,27,21,3,3,0,85
SAL12648,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,12,3,0,5,0,0,24
SAL12649,5,3,8,9,3,3,0,0,0,21,0,0,8,0,6,5,0,0,0,16,32,35,79,72,80,62,6,4,0,368
SAL12650,0,0,0,0,4,6,0,0,0,10,0,0,0,0,6,7,0,0,0,13,27,24,28,93,74,66,20,0,0,334
SAL12651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,5,5,15,13,14,11,0,0,70
SAL12652,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,8,13,17,22,25,15,4,0,0,108
SAL12653,4,22,26,31,18,21,9,0,0,148,18,39,72,93,69,47,8,4,0,343,214,523,1148,1543,1051,742,186,9,0,5420
SAL12654,0,0,0,0,5,9,0,0,0,11,0,0,0,4,4,3,0,0,0,14,9,16,20,28,33,31,17,0,0,153
SAL12655,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,13,13,42,44,56,40,21,0,0,219
SAL12656,14,27,83,82,51,42,11,5,0,316,10,31,110,96,68,43,8,3,0,366,354,712,2147,2173,1718,1154,340,53,11,8650
SAL12657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,5,4,4,0,0,29
SAL12658,0,0,9,4,6,8,0,0,0,20,0,6,4,3,5,0,5,0,0,22,24,42,67,61,93,80,20,0,0,381
SAL12659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,3,0,36
SAL12660,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,8,6,21,26,18,7,0,0,92
SAL12661,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,4,0,0,0,12,60,92,39,23,16,11,4,0,0,240
SAL12662,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,7,7,28,46,20,4,0,0,133
SAL12663,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,8,11,24,45,46,17,5,0,177
SAL12664,4,6,15,19,14,19,8,5,0,86,14,3,17,8,31,20,13,0,0,110,156,162,488,491,597,509,254,51,0,2713
SAL12665,11,8,23,27,18,26,4,0,0,120,13,11,17,19,26,21,16,0,0,116,246,193,528,624,720,611,186,35,4,3143
SAL12666,0,0,0,5,8,0,0,0,0,15,0,0,0,5,3,0,4,0,0,11,21,17,22,46,88,65,21,0,0,296
SAL12667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,3,0,0,24
SAL12668,0,0,5,0,5,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,7,8,19,10,23,28,14,0,0,102
SAL12669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,16
SAL12670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,12,15,0,0,50
SAL12671,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,7,8,15,21,20,23,11,0,0,115
SAL12672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,8
SAL12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,11,6,0,0,21
SAL12676,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,8,10,11,3,15,14,10,0,0,75
SAL12677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,6,15,12,0,0,43
SAL12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,9,4,0,0,0,23
SAL12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,21
SAL12680,0,0,4,4,0,7,4,0,0,22,0,0,4,0,6,0,0,0,0,11,34,19,90,89,111,119,44,7,0,512
SAL12681,0,0,6,11,8,5,0,0,0,36,7,4,6,3,3,10,6,4,0,35,62,42,123,209,204,224,77,15,0,951
SAL12682,4,7,6,7,5,3,0,0,0,36,8,3,6,10,16,6,8,0,0,51,66,110,175,226,251,231,93,18,0,1171
SAL12683,17,25,36,37,37,40,20,10,0,222,21,17,43,56,66,40,10,10,0,257,291,472,790,985,1300,1043,383,57,4,5337
SAL12684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,4,0,0,0,28
SAL12685,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,11,8,18,8,32,25,3,0,0,102
SAL12686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SAL12687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,6,13,9,5,0,0,65
SAL12688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,15
SAL12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,11,15,17,10,0,0,64
SAL12690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,11,14,0,0,0,32
SAL12691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
SAL12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,14
SAL12693,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,9,6,16,9,5,0,0,46
SAL12694,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,5,20,14,22,25,9,0,0,103
