SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
315021406,1545,1145,2687,895,427,1326,71,171,248,64,45,108,52,29,83,1083,676,1766,227,288,510,4.8,4.3,4.7,70.1,59,65.7,66.7,56.2,62.6,29,20,45,3,17,24,90,122,217,63,73,136,379,118,498,16,25,37,13,14,32,404,157,564,1190,949,2139,348,289,641,710,588,1296,734,560,1295
315021407,1349,1218,2570,804,491,1298,89,219,311,61,42,102,30,26,58,986,783,1770,247,333,576,3,3.3,3.3,73.1,64.3,68.9,70.7,61.7,66.6,7,8,14,0,19,20,45,136,181,59,82,135,314,110,426,7,27,36,27,30,53,347,167,520,1209,1120,2328,237,226,462,827,731,1551,542,528,1074
315031408,1918,1927,3853,1057,628,1685,127,419,543,67,86,158,42,34,77,1297,1165,2457,492,640,1138,3.2,2.9,3.1,67.6,60.5,63.8,65.2,58.8,61.9,19,17,34,13,25,35,77,232,312,85,136,227,397,229,630,24,30,52,37,33,71,457,290,749,1893,1899,3791,280,273,558,1417,1373,2796,642,688,1332
315031409,1659,1744,3411,833,569,1401,143,368,514,54,76,130,65,43,113,1099,1057,2161,417,541,958,5.9,4.1,5.2,66.2,60.6,63.4,62.1,58.1,60,12,18,31,6,36,42,74,214,291,77,128,200,337,186,522,12,34,43,18,33,45,367,244,614,1650,1634,3279,286,341,626,1122,1083,2202,670,755,1424
315031410,932,832,1765,502,347,850,64,125,193,38,37,74,30,19,47,634,532,1162,191,202,399,4.7,3.6,4,68,63.9,65.8,64.8,61.2,63.3,8,19,27,6,7,17,34,82,110,27,63,90,196,108,302,19,11,33,10,14,26,222,131,358,791,704,1490,173,155,331,546,436,988,365,380,745
315031411,1166,1099,2263,608,408,1019,78,205,282,49,48,94,40,21,61,781,674,1459,285,340,631,5.1,3.1,4.2,67,61.3,64.5,63,60.1,61.6,5,11,24,3,19,24,31,100,128,54,96,151,263,140,401,9,23,36,13,21,35,284,190,473,1135,1070,2205,159,167,327,773,680,1459,448,487,931
315031412,1432,1538,2964,773,596,1363,130,298,424,57,95,153,46,26,70,1003,1011,2012,287,401,686,4.6,2.6,3.5,70,65.7,67.9,67,64.3,65.5,21,28,47,9,40,52,83,220,303,98,131,235,327,169,498,27,32,58,20,34,48,366,233,608,1319,1362,2683,269,309,580,888,881,1765,612,718,1328
316011413,6342,7545,13886,2504,1462,3965,834,1884,2718,147,184,328,277,245,528,3760,3774,7539,2264,3418,5683,7.4,6.5,7,59.3,50,54.3,55,46.8,50.5,272,251,524,142,211,352,889,1289,2174,641,891,1531,1599,798,2396,49,82,127,116,202,318,1762,1083,2843,5847,6741,12591,1238,1438,2670,3721,4299,8021,3166,3688,6847
316011414,6189,6938,13125,2751,1611,4360,904,2127,3034,153,197,352,270,274,545,4077,4211,8291,1741,2380,4121,6.6,6.5,6.6,65.9,60.7,63.2,61.5,56.7,59,280,272,547,112,222,331,833,1269,2101,631,864,1496,1610,839,2446,61,92,152,93,190,285,1768,1119,2884,5761,6309,12068,1369,1602,2971,3456,3728,7185,3448,4017,7470
316011415,4058,4522,8582,2118,1244,3365,579,1511,2087,125,140,265,206,229,438,3034,3124,6159,813,1212,2023,6.8,7.3,7.1,74.8,69.1,71.8,69.5,64,66.6,117,115,233,49,103,156,425,722,1147,386,574,955,1164,697,1852,30,78,114,70,122,193,1270,893,2160,3610,3928,7534,1347,1478,2821,1658,1721,3382,3072,3460,6532
316011416,3693,4498,8187,1461,819,2274,520,1172,1690,112,132,252,220,250,470,2310,2377,4692,1143,1843,2985,9.5,10.5,10,62.6,52.8,57.3,56.7,47.2,51.5,111,98,210,41,75,114,346,563,913,284,483,771,1011,580,1590,43,82,128,62,109,173,1113,775,1892,3143,3635,6777,1215,1406,2617,1688,1998,3683,2461,2868,5334
316021417,3850,4242,8096,1630,852,2483,514,1185,1703,109,126,234,166,145,314,2421,2310,4737,1273,1789,3056,6.9,6.3,6.6,62.9,54.5,58.5,58.5,51,54.6,63,70,129,55,102,158,321,525,845,285,445,730,1245,604,1844,42,73,112,75,119,196,1361,791,2153,3854,4081,7929,700,714,1418,2460,2674,5139,1935,1993,3932
316021418,2642,2747,5392,1094,586,1678,376,757,1130,75,46,124,119,110,227,1659,1502,3161,851,1127,1982,7.2,7.3,7.2,62.8,54.7,58.6,58.5,50.6,54.4,99,80,180,32,50,86,343,436,777,209,304,512,809,324,1129,12,26,37,49,57,108,866,403,1276,2405,2426,4836,506,546,1051,1532,1542,3070,1320,1375,2703
316021419,2811,3259,6071,844,559,1406,344,590,939,53,67,121,132,129,261,1377,1339,2723,1142,1564,2702,9.6,9.6,9.6,49,41.1,44.9,44.1,37.3,40.6,75,79,147,37,67,104,248,360,609,232,324,552,738,354,1094,23,37,58,48,91,134,807,486,1292,2077,2393,4471,660,727,1387,1142,1311,2455,1563,1763,3328
316021420,7294,8418,15715,3293,1774,5067,896,2328,3224,200,244,441,301,346,649,4685,4692,9380,2263,3369,5627,6.4,7.4,6.9,64.2,55.7,59.7,60.2,51.6,55.6,98,142,245,53,129,187,545,1002,1548,606,1017,1628,2370,1225,3598,78,159,241,113,218,335,2568,1605,4170,6802,7424,14225,2116,2463,4578,3671,4038,7708,4778,5431,10204
316021421,4803,5297,10097,1594,892,2488,540,1128,1661,133,140,269,170,137,308,2439,2291,4730,2120,2730,4853,7,6,6.5,50.8,43.3,46.8,47.2,40.8,43.8,140,115,257,66,99,168,451,617,1069,439,569,1011,1429,559,1989,51,71,115,88,165,252,1565,793,2356,4184,4549,8730,1033,1164,2198,2482,2640,5123,2650,2956,5602
316021422,3117,3435,6552,1165,661,1827,458,920,1384,89,106,194,155,117,274,1876,1802,3674,1091,1473,2568,8.3,6.5,7.5,60.2,52.5,56.1,54.9,49.1,52,99,107,200,47,97,142,407,533,939,257,385,640,801,416,1217,20,54,69,62,79,135,881,544,1423,2862,3087,5949,623,627,1250,1793,1934,3728,1587,1688,3275
316021423,3725,4106,7835,1569,875,2445,499,1046,1538,82,109,197,168,144,308,2314,2177,4493,1189,1704,2888,7.3,6.6,6.9,62.1,53,57.3,57.7,49.4,53.4,100,102,198,43,88,131,425,584,1008,307,434,741,1016,460,1478,28,62,88,83,130,216,1131,648,1786,3301,3584,6879,837,911,1753,1953,2145,4102,2074,2210,4284
316021424,3018,3301,6317,1378,788,2161,391,920,1315,97,98,202,140,120,254,2003,1926,3930,801,1184,1981,7,6.2,6.5,66.4,58.3,62.2,61.8,54.7,58.2,77,86,168,41,89,127,305,444,748,227,351,574,943,450,1390,33,43,74,50,105,150,1018,601,1618,2677,2854,5529,758,811,1570,1512,1618,3131,1792,1978,3772
316031425,5553,6268,11816,2362,1384,3747,820,1849,2669,183,179,356,247,242,490,3610,3649,7260,1574,2213,3790,6.8,6.6,6.7,65,58.2,61.4,60.6,54.4,57.3,167,214,381,98,185,280,675,1057,1738,495,777,1272,1718,806,2526,38,87,125,102,164,265,1860,1057,2919,5058,5446,10501,1273,1433,2704,3081,3221,6302,2994,3426,6415
316031426,4398,4611,9005,1848,1026,2872,650,1289,1943,120,107,223,203,187,387,2819,2611,5431,1328,1766,3101,7.2,7.2,7.1,64.1,56.6,60.3,59.5,52.5,55.9,115,130,243,57,121,181,450,659,1111,379,582,960,1347,609,1953,45,72,116,80,127,205,1469,801,2270,3934,4027,7959,991,1012,2000,2323,2309,4627,2493,2624,5114
316031427,7921,8949,16869,3033,2031,5064,1055,2098,3147,210,222,433,357,308,664,4657,4652,9303,2566,3544,6106,7.7,6.6,7.1,58.8,52,55.1,54.3,48.6,51.2,202,245,450,105,164,273,788,1147,1936,599,905,1499,2129,1132,3261,66,118,184,142,241,384,2333,1486,3822,6069,6827,12897,1962,2144,4105,3387,3818,7205,4467,4914,9378
316031428,4972,5396,10362,2041,1346,3392,691,1366,2056,137,136,273,241,211,458,3119,3054,6173,1322,1739,3058,7.7,6.9,7.4,62.7,56.6,59.6,57.7,52.8,55.2,154,170,329,62,129,190,661,847,1505,436,569,1006,1250,572,1822,46,66,109,85,126,212,1380,766,2153,3739,3928,7669,1144,1255,2397,2033,2182,4209,2784,2997,5778
316051434,1919,2003,3926,619,377,997,318,490,808,49,48,98,55,44,99,1040,957,2001,728,925,1654,5.3,4.6,4.9,54.2,47.8,51,51.4,45.7,48.5,83,69,152,26,55,76,336,336,676,209,299,512,390,163,554,18,16,30,42,58,102,444,243,687,1536,1655,3192,433,423,851,874,945,1820,1072,1113,2182
316051435,3566,4029,7598,1157,731,1893,494,925,1420,76,87,164,134,124,263,1868,1872,3743,1449,1894,3336,7.2,6.6,7,52.4,46.5,49.3,48.4,43.3,45.8,133,106,237,56,98,151,449,551,998,341,510,851,932,441,1367,19,54,74,88,137,227,1040,627,1668,2910,3226,6140,818,916,1738,1536,1705,3241,2178,2414,4594
316051437,2579,2798,5376,1025,658,1686,496,870,1364,61,82,146,98,94,189,1678,1701,3383,722,920,1639,5.8,5.5,5.6,65.1,60.8,62.9,61.3,57.5,59.4,115,140,259,51,96,149,419,510,929,231,376,605,625,289,913,13,37,55,41,83,119,673,413,1084,2366,2424,4786,522,605,1133,1394,1481,2869,1433,1514,2942
316051438,4021,4657,8683,1314,749,2063,565,1171,1736,105,98,199,185,139,325,2164,2154,4320,1534,2083,3616,8.5,6.5,7.5,53.8,46.3,49.8,49.3,43.3,46,64,74,142,33,86,124,267,488,747,316,557,874,1228,555,1780,38,68,100,86,122,210,1347,743,2095,3651,4177,7823,764,829,1596,2325,2631,4956,1978,2248,4230
316051543,1508,1570,3075,594,337,932,257,508,763,45,41,83,72,51,126,972,929,1903,476,559,1037,7.4,5.5,6.6,64.5,59.2,61.9,59.4,56.4,57.8,94,79,173,33,54,84,239,352,591,140,225,366,398,158,554,8,22,34,31,51,81,438,235,672,1425,1441,2864,295,323,617,910,879,1788,775,846,1622
316051544,2482,2850,5328,1130,615,1745,306,778,1085,60,62,121,91,106,191,1580,1563,3146,701,1082,1783,5.8,6.8,6.1,63.7,54.8,59,60.3,51.1,55.4,79,89,166,36,83,119,327,464,791,294,425,717,652,349,1007,18,42,60,49,83,132,717,474,1188,2119,2376,4491,1011,1034,2048,816,884,1696,2160,2388,4549
316061439,3142,3393,6536,1288,678,1971,402,905,1310,129,115,235,128,132,262,1947,1837,3788,982,1371,2354,6.6,7.2,6.9,62,54.1,58,57.9,50,53.8,39,42,81,26,66,91,168,356,520,208,348,557,912,500,1411,30,57,88,73,115,189,1013,671,1689,2954,3162,6114,702,766,1463,1874,1948,3824,1571,1755,3319
316061440,3508,3854,7364,1000,584,1588,554,954,1506,107,99,204,129,125,254,1790,1764,3556,1532,1892,3424,7.2,7.1,7.1,51,45.8,48.3,47.3,42.5,44.8,192,178,370,76,153,226,430,667,1101,354,559,916,887,358,1245,26,51,79,59,109,168,969,520,1496,3253,3398,6651,576,647,1222,2181,2221,4409,1575,1752,3327
316061441,2343,2400,4745,1003,525,1524,281,630,911,81,76,157,106,92,198,1473,1324,2792,745,936,1678,7.2,6.9,7.1,62.9,55.2,58.8,58.3,51.3,54.6,35,40,73,24,37,62,146,264,415,188,256,448,712,359,1075,25,39,63,50,75,127,796,476,1269,2285,2290,4574,423,430,852,1466,1446,2916,1116,1187,2300
316061442,4054,4063,8123,1807,838,2645,508,1265,1774,134,131,266,189,167,360,2643,2403,5049,1153,1440,2592,7.2,6.9,7.1,65.2,59.1,62.2,60.4,55,57.7,68,97,169,44,88,135,268,483,750,293,486,784,1351,555,1908,35,75,108,65,120,185,1457,746,2199,3959,3965,7918,683,723,1401,2598,2568,5163,1821,1928,3750
316061443,2576,2794,5371,868,508,1378,357,690,1049,76,65,137,97,97,202,1398,1368,2770,969,1238,2202,6.9,7.1,7.3,54.3,49,51.6,50.5,45.2,47.7,80,87,162,50,75,124,277,416,696,240,361,596,701,315,1013,24,39,62,57,68,129,777,424,1202,2344,2479,4831,376,443,822,1734,1788,3523,958,1061,2021
316061444,4153,4361,8512,1712,952,2663,624,1305,1928,114,132,244,182,147,324,2623,2536,5167,1293,1625,2926,6.9,5.8,6.3,63.2,58.2,60.7,59,54.8,56.8,104,125,231,74,129,202,417,694,1105,390,574,972,1226,531,1762,39,66,103,88,117,201,1350,711,2069,4094,4297,8395,719,721,1441,2766,2874,5636,1899,2015,3916
316071545,3218,3470,6685,1405,790,2195,433,956,1388,76,99,175,147,112,259,2058,1965,4024,976,1342,2319,7.1,5.7,6.4,64,56.6,60.2,59.5,53.2,56.2,60,73,133,30,78,104,250,443,695,238,439,676,1100,470,1567,31,61,88,69,92,159,1191,617,1808,2993,3134,6131,718,763,1483,1809,1876,3677,1755,1914,3666
316071546,1504,1563,3067,592,298,894,219,444,663,52,31,79,51,48,104,915,823,1745,479,645,1120,5.6,5.8,6,60.8,52.7,56.9,57.4,49.5,53.3,42,42,88,26,60,83,127,216,347,116,172,290,468,204,668,6,21,24,30,41,68,502,259,761,1428,1501,2926,225,259,484,1002,983,1983,635,729,1364
316071547,4313,4196,8507,1731,878,2611,621,1259,1876,143,131,268,188,174,363,2681,2430,5119,1311,1521,2835,7,7.2,7.1,62.2,57.9,60.2,57.8,54.1,55.9,100,137,235,56,113,165,391,657,1051,320,533,861,1379,527,1902,26,46,77,68,103,167,1470,679,2148,4104,4025,8125,690,763,1451,2728,2589,5318,1927,2032,3960
316071548,7518,8513,16029,2982,1665,4641,997,2204,3200,222,234,454,417,375,794,4612,4480,9086,2413,3472,5887,9,8.4,8.7,61.3,52.6,56.7,55.9,48.2,51.7,125,150,272,69,179,254,500,1026,1519,511,950,1455,2236,1265,3506,109,135,245,121,190,315,2472,1594,4069,7018,7839,14855,1618,1698,3316,4337,4728,9063,3888,4308,8196
316081549,8781,9059,17842,3112,1765,4877,1333,2525,3861,276,268,542,388,304,692,5108,4864,9974,3066,3654,6722,7.6,6.3,6.9,58.2,53.7,55.9,53.8,50.3,52,233,242,479,127,228,356,827,1303,2124,752,1149,1899,2648,1122,3769,64,144,215,160,263,423,2874,1527,4401,8429,8495,16921,1469,1631,3095,5631,5602,11230,4012,4249,8258
317011445,2537,2631,5160,1398,727,2124,268,804,1075,60,96,161,89,81,168,1818,1709,3528,515,731,1244,4.9,4.7,4.8,71.7,65,68.4,68,61.8,65.1,63,80,146,21,69,87,240,374,613,192,290,483,795,358,1152,16,41,62,43,56,94,852,450,1309,2641,2741,5381,423,454,872,1697,1716,3411,1179,1298,2474
317011446,5240,5714,10957,2018,1279,3294,746,1199,1948,130,172,298,372,293,660,3268,2938,6202,1608,2336,3948,11.4,10,10.6,62.4,51.4,56.6,55.2,46.4,50.6,389,260,647,52,104,160,735,873,1605,341,512,855,1079,630,1703,77,80,152,67,109,173,1212,816,2034,4332,4825,9158,1622,1592,3216,2170,2575,4750,3422,3483,6901
317011447,3890,4493,8380,1536,938,2469,437,913,1352,126,118,241,229,167,400,2328,2139,4463,1255,2012,3264,9.8,7.8,9,59.8,47.6,53.3,54,43.8,48.5,103,84,187,26,63,84,268,467,735,217,365,581,1027,575,1596,56,72,123,59,87,144,1135,734,1870,3509,3961,7471,790,861,1650,2065,2422,4490,2037,2186,4221
317011448,2865,3309,6173,1062,599,1658,376,721,1095,83,111,193,169,156,322,1691,1585,3275,965,1473,2433,10,9.8,9.8,59,47.9,53.1,53.1,43.2,47.7,67,63,129,7,24,35,213,331,545,145,195,342,513,310,828,29,65,96,36,69,102,579,441,1024,2423,2574,4996,755,930,1686,1445,1490,2936,1534,1850,3386
317011449,2371,2370,4743,1332,646,1980,226,683,908,81,98,181,99,66,160,1736,1486,3227,503,780,1277,5.7,4.4,5,73.2,62.7,68,69.1,60.2,64.7,30,40,73,18,41,59,124,271,391,172,244,418,851,419,1276,19,40,62,37,61,99,912,527,1434,2536,2577,5118,406,428,838,1562,1556,3119,1181,1244,2429
317011450,4999,5069,10069,2527,1362,3889,570,1458,2020,163,162,330,155,131,286,3418,3109,6530,1324,1743,3070,4.5,4.2,4.4,68.4,61.3,64.9,65.2,58.8,62,180,158,342,106,165,274,579,972,1553,476,605,1083,1365,643,2008,46,74,124,85,120,202,1494,839,2337,5161,5162,10328,941,966,1905,3173,3152,6334,2702,2713,5412
317011451,4537,4471,9000,2130,1131,3262,520,1168,1689,146,144,283,168,134,300,2959,2581,5536,1234,1548,2777,5.7,5.2,5.4,65.2,57.7,61.5,61.6,54.6,58.2,76,105,181,39,80,120,280,504,787,261,451,716,1251,540,1792,57,89,141,76,95,174,1388,724,2114,4594,4482,9076,636,626,1255,3116,3021,6135,1836,1844,3676
317011452,2645,2972,5620,1319,714,2039,302,737,1041,56,82,134,83,94,184,1767,1626,3396,671,1013,1685,4.7,5.8,5.4,66.8,54.7,60.4,63.4,51.6,57.2,190,155,349,54,84,138,446,570,1011,210,277,490,513,263,781,22,37,57,31,56,89,564,358,922,2645,2803,5445,547,562,1113,1556,1646,3201,1458,1522,2983
317011453,3609,4218,7828,1605,1015,2616,377,948,1332,96,107,203,232,196,431,2312,2274,4581,1006,1618,2627,10,8.6,9.4,64.1,53.9,58.5,57.6,49.1,53,68,83,151,36,55,97,256,482,732,202,336,538,953,609,1567,55,90,146,48,77,120,1055,773,1828,3094,3640,6729,867,1001,1869,1892,2131,4017,1896,2350,4245
317011454,2302,2401,4702,976,588,1561,258,544,809,59,72,134,163,107,268,1458,1307,2768,646,894,1541,11.2,8.2,9.7,63.3,54.4,58.9,56.2,50.1,53.3,45,65,114,25,62,89,181,321,502,118,216,332,618,321,936,43,43,85,35,40,74,690,409,1097,1952,2024,3975,533,569,1096,1190,1229,2421,1173,1249,2420
317011455,3062,3661,6724,1437,900,2339,367,865,1236,81,100,178,120,120,233,2002,1985,3988,898,1400,2295,6,6,5.8,65.4,54.2,59.3,61.6,50.9,55.8,188,184,371,74,128,204,481,706,1184,266,368,633,702,368,1072,29,51,72,40,74,120,770,497,1270,2980,3324,6302,602,667,1269,1928,2175,4101,1521,1702,3224
317011456,5219,5891,11111,2178,1446,3621,637,1363,1999,114,153,268,295,245,544,3226,3202,6426,1588,2298,3885,9.1,7.7,8.5,61.8,54.4,57.8,56.1,50.3,53,171,162,337,65,152,215,601,889,1495,327,535,853,1284,723,2006,68,96,160,81,130,205,1434,945,2372,4424,4956,9382,1279,1380,2662,2711,3073,5783,2773,3086,5852
317011457,3716,4159,7872,1809,1224,3034,472,1012,1487,79,109,190,137,112,254,2500,2463,4963,932,1424,2357,5.5,4.5,5.1,67.3,59.2,63,63.5,56.4,59.8,248,295,541,111,175,285,671,907,1576,326,427,753,715,374,1089,32,53,76,48,87,130,787,508,1299,3316,3708,7024,864,916,1780,2079,2300,4373,1999,2207,4210
317011458,4866,5247,10105,2760,1494,4255,491,1472,1960,140,180,317,153,168,323,3555,3304,6859,986,1632,2619,4.3,5.1,4.7,73.1,63,67.9,69.7,60,64.6,88,102,188,39,101,143,347,648,990,327,491,818,1499,821,2316,47,82,130,70,112,181,1615,1014,2631,4614,4869,9483,1067,1257,2327,2885,2967,5850,2532,2886,5416
317011459,5091,5706,10795,2053,1101,3156,521,1233,1750,122,154,274,256,232,483,2947,2723,5665,1734,2595,4328,8.7,8.5,8.5,57.9,47.7,52.5,53,43.6,48,42,46,88,28,63,92,253,467,719,253,449,703,1281,789,2077,73,107,183,88,130,218,1448,1029,2473,4722,5210,9928,966,1088,2051,2963,3280,6235,2441,2725,5166
318011460,3662,3821,7481,1690,880,2569,301,881,1186,145,112,253,148,120,274,2292,1993,4283,1082,1520,2606,6.5,6,6.4,62.6,52.2,57.3,58.3,49,53.6,31,24,52,19,42,63,179,347,525,140,225,357,1106,429,1538,33,55,92,40,54,100,1178,547,1724,3514,3608,7124,557,557,1115,2535,2586,5123,1321,1413,2732
318011461,3391,3127,6520,1768,715,2480,271,851,1120,97,107,201,113,99,205,2245,1766,4012,885,1127,2012,5,5.6,5.1,66.2,56.5,61.5,63,53.5,58.3,17,18,34,17,37,52,121,232,355,112,226,336,999,342,1347,21,50,74,47,73,125,1073,467,1540,3348,3055,6401,409,374,787,2592,2329,4920,1012,944,1961
318011462,3029,3340,6364,1041,744,1789,287,642,928,110,102,214,201,148,350,1646,1640,3280,1087,1370,2465,12.2,9,10.7,54.3,49.1,51.5,47.5,44.6,46.1,32,37,70,27,55,84,144,318,468,97,231,332,697,309,1007,49,46,91,36,65,100,779,422,1198,2900,3097,5994,599,626,1231,1860,1962,3824,1464,1594,3060
318011463,1535,1426,2963,705,420,1127,114,302,417,62,50,108,57,38,99,935,813,1746,416,457,868,6.1,4.7,5.7,60.9,57,58.9,57.4,54.1,55.8,13,13,24,4,11,20,29,113,143,56,90,141,401,165,571,13,21,34,25,31,49,438,224,658,1514,1404,2923,178,183,359,1191,1062,2252,408,445,850
318011464,1834,1895,3724,746,316,1059,146,403,553,51,48,101,64,70,136,1010,840,1853,661,876,1541,6.3,8.3,7.3,55.1,44.3,49.8,51.4,40.5,46,14,16,25,8,7,20,79,130,214,78,120,199,537,199,734,18,31,47,12,27,40,563,264,824,1741,1782,3527,222,221,438,1297,1344,2639,572,589,1164
318011465,2838,2612,5448,1273,508,1779,203,683,893,98,73,169,95,63,160,1672,1329,3003,955,1089,2037,5.7,4.7,5.3,58.9,50.9,55.1,55.5,48.4,52.1,13,22,38,11,32,41,121,223,343,88,169,257,933,299,1231,16,44,55,32,53,84,979,392,1372,2807,2521,5336,280,270,554,2208,2006,4214,749,708,1458
318011466,825,833,1662,124,135,262,102,99,199,10,12,25,118,90,204,350,343,694,453,478,929,33.7,26.2,29.4,42.4,41.2,41.8,28.6,29.5,29.2,6,6,12,3,9,9,16,39,49,20,25,37,86,81,170,44,43,82,3,3,11,137,123,262,1075,1094,2167,84,90,172,930,890,1819,127,148,266
318021467,1917,1946,3856,731,511,1236,274,386,664,52,49,106,153,112,264,1215,1053,2269,574,758,1326,12.6,10.6,11.6,63.4,54.1,58.8,55.1,48.6,52,82,60,143,24,43,64,211,308,519,96,169,263,498,195,689,18,31,55,26,32,59,540,257,800,1713,1724,3435,445,445,891,1071,1075,2149,1007,1000,2007
318021468,4573,3674,8245,2376,1142,3520,457,967,1426,121,103,226,169,148,312,3122,2356,5483,806,1103,1911,5.4,6.3,5.7,68.3,64.1,66.5,64.6,60.2,62.7,210,171,377,62,106,165,483,673,1156,342,328,671,986,343,1331,53,47,98,47,70,116,1090,454,1548,3563,3395,6960,1113,820,1936,2125,2175,4305,2443,1924,4367
318021469,1309,1407,2718,548,337,884,136,322,449,30,42,73,75,55,124,789,745,1535,400,532,933,9.5,7.4,8.1,60.3,52.9,56.5,54.5,49.8,51.7,76,75,157,24,45,69,183,286,469,111,120,230,305,111,409,8,8,14,22,29,51,332,145,479,1155,1256,2413,231,239,468,795,812,1609,560,644,1199
318021470,2669,2759,5428,1547,931,2483,281,785,1064,84,114,200,111,123,232,2030,1949,3981,498,688,1191,5.5,6.3,5.8,76.1,70.6,73.3,71.6,66.3,69,54,68,122,25,57,79,183,417,604,211,272,482,951,476,1425,19,45,63,23,54,76,996,569,1566,2585,2692,5282,693,699,1392,1334,1342,2674,1744,1875,3620
318021471,3844,4284,8126,1580,1008,2592,382,902,1287,125,122,247,299,246,541,2386,2275,4657,1188,1730,2918,12.5,10.8,11.6,62.1,53.1,57.3,54.3,47.4,50.8,38,56,94,23,44,67,174,415,586,193,352,547,1188,595,1785,41,86,127,48,88,138,1278,764,2044,3740,3939,7681,814,907,1726,2439,2547,4986,1863,2092,3954
318021472,2413,2481,4887,904,555,1463,311,560,868,66,83,147,187,109,296,1469,1316,2779,769,1013,1779,12.7,8.3,10.7,60.9,53,56.9,53.1,48.3,50.7,100,76,180,27,54,73,209,345,557,176,219,395,642,285,926,23,32,56,27,44,71,698,362,1058,2167,2257,4424,457,447,908,1491,1579,3072,1042,1052,2092
318021473,8083,8293,16377,4534,2833,7363,816,2117,2932,285,346,633,512,472,990,6156,5768,11918,1344,2023,3371,8.3,8.2,8.3,76.2,69.6,72.8,69.7,63.9,66.7,105,158,265,45,152,196,467,1086,1546,525,866,1396,2892,1564,4454,90,133,221,115,154,270,3088,1844,4937,7728,7584,15317,2298,2510,4806,3760,3612,7373,5439,5831,11266
318021474,3155,3380,6533,1395,915,2309,444,857,1302,112,158,273,206,228,436,2155,2160,4315,763,1055,1822,9.6,10.6,10.1,68.3,63.9,66,61.8,57.1,59.5,181,178,361,33,82,116,478,695,1169,218,246,463,536,292,828,36,55,90,26,46,67,592,391,988,2331,2403,4733,1081,1298,2380,995,1004,1998,2276,2577,4850
318021475,2765,2751,5512,1079,806,1881,279,528,811,70,90,157,197,151,351,1626,1573,3201,759,850,1602,12.1,9.6,11,58.8,57.2,58.1,51.6,51.8,51.7,68,92,158,27,58,86,231,373,607,154,249,402,663,323,984,14,48,63,26,50,76,708,424,1132,2102,2091,4195,606,636,1242,1313,1270,2587,1310,1390,2696
318021476,2986,3106,6092,1248,807,2055,352,695,1048,72,97,166,256,158,415,1925,1764,3689,883,1157,2036,13.3,9,11.2,64.5,56.8,60.6,56,51.5,53.7,42,55,96,22,59,83,204,367,569,162,255,412,946,433,1385,20,57,80,37,56,93,1006,553,1554,2940,2923,5858,538,595,1128,1959,1912,3873,1360,1474,2835
