SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
312021352,17,36,11,16,14,5,15,4,0,114,35,31,24,50,46,9,22,17,3,234,127,49,672,125,114,70,291,150,30,1622,3,0,5,8,14,13,14,11,0,72,9,7,11,19,19,11,30,10,3,114,3,3,0,5,3,0,3,3,0,23,16,14,31,11,8,11,39,34,19,188,249,414,786,255,255,125,423,235,52,2790
312021353,20,37,11,3,12,5,6,0,0,100,42,25,16,32,22,3,9,8,0,160,156,46,440,84,73,41,176,67,14,1099,3,3,3,9,9,3,3,8,0,46,14,7,14,18,17,7,10,5,0,85,3,0,3,3,4,3,6,3,0,16,17,4,20,8,11,12,33,14,6,124,316,378,512,168,184,80,243,128,30,2040
312021354,16,13,8,23,16,7,5,3,0,87,24,32,14,42,26,13,8,8,0,168,77,36,366,86,83,56,115,54,13,879,0,0,3,4,3,9,0,9,0,31,3,3,7,5,5,10,12,4,0,51,0,9,3,0,0,0,0,0,0,15,4,3,6,5,0,4,4,3,0,36,176,376,418,190,164,101,157,86,30,1690
312021355,7,20,4,8,5,3,4,3,3,52,11,15,17,19,15,3,4,3,0,85,35,20,182,45,44,26,58,35,3,450,3,0,3,4,5,0,3,3,0,21,0,0,3,0,8,0,7,4,0,26,0,0,0,0,0,0,0,3,0,6,7,0,7,5,0,7,5,17,3,50,89,174,224,94,90,49,89,78,12,889
312021356,7,10,14,11,14,9,3,0,0,67,20,18,18,39,44,8,13,9,0,163,65,30,428,98,81,42,120,101,6,976,0,4,0,11,10,9,8,8,0,45,7,3,6,4,3,11,12,11,0,55,0,4,3,3,8,3,3,4,0,28,5,3,14,12,8,3,9,17,13,75,126,336,516,220,181,88,170,174,26,1840
312021357,21,27,13,8,11,3,4,3,3,89,41,31,31,24,39,12,4,5,3,192,155,38,644,93,124,51,187,88,19,1400,7,3,6,8,17,7,5,11,0,63,10,0,11,14,13,12,11,3,0,77,0,4,4,0,0,0,4,0,0,18,15,5,23,12,10,6,24,14,7,112,314,364,748,177,238,102,254,138,35,2365
312021358,4,28,10,10,9,0,5,3,0,66,26,33,30,27,27,7,3,3,0,161,75,38,351,63,74,30,94,55,15,791,3,0,3,8,3,9,8,4,0,39,3,3,3,13,7,3,3,4,0,35,3,3,0,3,3,0,3,0,0,19,7,0,4,5,7,0,3,6,0,41,177,507,429,167,175,67,125,93,20,1768
312031359,83,64,30,57,25,17,3,21,0,295,134,64,79,153,77,36,15,43,5,606,220,112,785,162,125,103,158,185,22,1878,17,25,3,33,7,20,8,18,0,141,24,16,11,20,17,17,13,26,3,160,9,10,5,9,6,4,0,10,0,44,23,15,21,18,18,20,11,20,17,163,687,757,1012,622,376,279,234,410,57,4437
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,23,43,8,25,13,10,8,9,7,140,36,31,27,42,35,11,5,6,0,192,134,49,459,116,100,55,174,117,16,1226,3,3,4,8,11,13,3,15,3,61,15,6,16,16,11,16,12,16,0,105,0,3,0,3,0,4,3,3,0,19,16,9,16,6,9,14,15,12,4,108,276,391,547,240,226,127,214,184,29,2239
313011362,17,30,24,40,30,19,8,5,0,172,43,62,34,103,61,24,17,15,0,366,139,57,559,218,162,113,151,175,24,1596,7,7,4,6,14,19,0,11,0,67,16,8,3,18,32,21,7,21,0,130,3,3,0,0,3,0,6,6,0,32,9,11,20,19,10,14,19,23,9,144,305,567,676,458,375,224,216,272,45,3136
313011363,40,77,25,43,24,19,6,6,6,255,54,57,35,101,49,36,12,20,6,363,162,63,444,220,134,96,127,140,17,1395,8,3,12,15,13,11,0,15,0,83,9,6,10,35,20,14,17,18,7,134,3,7,3,3,8,4,0,4,0,34,8,20,25,17,14,22,10,28,11,150,382,770,589,518,336,225,183,238,56,3285
313021364,7,11,3,8,13,3,0,3,0,57,36,24,20,34,46,8,8,3,0,165,67,28,265,64,66,35,48,64,9,639,3,4,0,3,4,0,3,4,0,20,7,3,3,5,11,4,3,8,0,42,0,5,6,3,3,0,0,0,0,18,0,5,3,0,3,3,5,4,6,29,145,219,304,145,168,67,68,89,19,1231
313021365,51,46,26,49,27,26,5,21,8,259,69,96,69,228,129,53,33,66,9,747,164,126,957,444,320,201,265,377,38,2895,18,3,10,32,36,39,13,61,0,218,18,13,23,58,31,21,21,51,6,241,6,7,10,13,11,8,4,43,0,102,16,14,31,35,15,26,20,55,30,248,462,914,1169,986,686,420,374,791,109,5920
313021366,23,40,23,54,22,6,9,14,0,190,67,66,41,180,80,59,21,51,8,565,142,71,710,373,219,179,211,322,37,2265,10,3,15,23,24,32,7,31,3,154,11,8,11,37,21,28,24,31,9,165,0,3,3,8,3,3,4,16,0,53,9,6,28,13,18,16,32,41,23,182,318,601,865,776,465,361,319,571,86,4360
313021367,18,7,3,7,7,7,0,3,0,46,22,15,9,25,31,9,3,6,3,122,65,22,221,57,63,42,57,54,7,585,3,0,0,6,9,3,0,7,0,34,6,7,4,3,13,3,3,6,0,46,0,0,0,0,0,0,0,0,0,3,5,6,8,3,4,3,4,11,6,46,139,199,255,124,143,77,75,94,20,1119
313021368,14,17,7,18,10,4,10,7,0,91,33,39,22,69,48,25,5,14,4,265,81,42,363,157,124,81,107,137,8,1104,4,3,0,14,6,10,7,7,0,54,9,5,3,22,17,14,12,14,0,92,4,6,3,3,3,0,0,8,0,27,4,3,13,13,0,6,13,24,17,103,177,291,429,334,243,154,160,237,33,2053
313021369,18,16,3,8,21,3,0,3,0,73,21,11,10,19,31,9,0,11,0,120,66,15,187,53,66,41,38,51,11,534,0,0,5,4,5,9,3,8,0,30,3,0,6,8,5,3,4,9,0,33,0,0,0,0,0,0,0,7,0,13,6,0,3,0,3,4,4,6,4,34,152,219,226,119,153,74,52,92,24,1113
313031370,13,23,9,12,8,3,0,4,0,80,15,10,14,28,14,7,0,10,0,105,69,17,153,77,44,24,46,93,9,527,3,0,10,5,6,4,6,10,0,50,9,4,10,12,9,3,3,13,0,58,0,0,3,0,0,0,0,9,0,16,12,8,8,5,4,6,14,31,3,96,164,186,237,158,101,56,67,218,15,1207
313031371,15,22,3,25,16,9,0,5,3,92,32,35,16,49,42,13,10,8,0,207,94,34,295,105,78,65,86,111,7,872,3,7,3,11,8,13,4,12,0,56,4,6,7,12,10,9,11,6,0,65,0,0,3,0,5,4,3,0,0,18,10,4,14,13,12,6,17,22,8,109,210,293,360,244,202,114,130,179,24,1756
313041372,36,49,23,45,33,7,5,4,0,207,71,63,40,141,93,39,14,31,9,498,147,76,753,238,232,144,158,192,19,1957,4,7,11,11,20,22,14,22,0,115,12,6,10,33,31,20,10,11,0,131,7,4,0,9,9,3,3,0,0,38,18,11,27,8,11,17,18,16,14,139,396,709,899,544,510,292,227,301,45,3922
313041373,24,50,32,59,30,17,5,19,3,233,70,78,47,191,126,30,28,36,8,615,156,92,783,410,249,148,221,286,40,2387,6,9,3,17,24,27,18,34,0,144,14,5,10,48,31,19,22,28,3,197,5,6,9,3,3,7,3,8,0,56,12,15,33,34,17,25,34,39,14,217,372,791,968,849,568,309,337,484,78,4764
313041374,14,19,17,18,20,0,0,3,0,93,28,25,16,36,42,12,0,10,5,170,79,21,289,73,93,44,50,62,12,723,3,0,0,3,6,8,7,5,0,32,3,0,6,10,14,8,3,8,0,49,3,0,3,0,3,0,0,0,0,12,6,3,10,6,6,10,5,5,3,62,169,279,351,171,225,96,69,96,20,1478
313041375,50,92,41,51,70,25,6,16,6,361,109,118,65,206,157,43,16,24,8,752,252,140,1045,300,322,172,185,212,36,2670,10,3,11,17,38,26,9,16,0,124,17,13,20,35,38,21,19,17,5,174,9,13,5,4,11,3,0,3,5,54,9,25,16,19,24,11,15,13,15,156,648,1280,1261,739,799,347,265,331,82,5755
313041376,14,11,9,13,8,0,6,3,0,64,20,12,11,22,27,9,0,10,3,110,52,21,196,52,53,32,31,49,7,472,0,0,0,3,10,3,3,3,0,22,0,0,3,5,6,0,0,3,0,27,0,0,0,0,0,0,3,0,0,9,3,3,7,3,7,6,0,4,0,38,119,173,232,107,129,50,47,69,14,935
313051377,15,46,15,15,24,12,0,3,0,134,40,37,32,57,54,28,7,17,3,277,74,42,386,126,129,48,70,103,10,986,4,5,0,6,3,10,4,13,0,49,13,8,6,18,14,13,7,5,0,76,3,0,0,3,4,3,0,0,0,21,9,11,11,5,8,3,12,9,15,75,236,506,475,278,310,132,102,169,37,2246
313051378,42,64,26,48,29,5,7,13,3,247,37,55,45,97,65,20,6,15,5,348,100,57,469,182,139,90,92,144,27,1317,4,3,6,13,12,11,4,10,0,64,13,7,13,31,21,6,8,9,6,114,3,11,3,6,3,0,0,0,3,32,4,15,13,12,10,11,13,10,15,111,342,823,602,465,392,184,143,223,76,3249
313051379,20,58,12,25,26,7,3,9,3,170,40,43,29,86,50,31,13,14,3,307,90,46,353,157,107,81,65,91,25,1024,9,3,3,10,10,11,6,13,0,68,11,8,11,27,24,12,4,7,0,103,3,0,3,3,3,0,0,3,0,23,10,9,8,8,18,9,9,25,12,108,270,557,443,387,299,178,116,180,51,2488
313051380,35,53,21,39,38,18,11,7,0,229,59,62,46,141,99,41,19,21,9,487,137,93,595,281,198,103,143,193,20,1767,9,3,11,13,21,21,7,14,0,102,23,9,10,40,42,20,3,21,3,176,4,8,6,3,10,3,3,5,0,48,4,15,26,20,11,17,29,24,10,162,353,771,765,652,499,253,233,317,57,3894
313051542,53,79,38,30,41,26,6,6,5,285,78,70,26,80,90,27,7,16,8,399,184,78,447,159,157,103,58,88,11,1287,3,8,5,12,11,5,3,15,0,60,20,16,9,28,26,11,7,8,0,129,9,8,0,5,3,0,4,3,0,36,12,17,11,14,20,13,11,11,13,113,583,990,576,402,481,234,102,179,46,3601
314011382,73,116,31,63,69,20,8,9,3,385,125,128,69,141,139,52,12,19,10,690,191,106,661,210,235,130,88,104,22,1750,5,4,8,11,24,13,3,3,0,70,23,10,14,26,31,23,13,17,0,157,6,16,9,9,8,3,0,3,0,66,9,24,6,14,27,6,4,7,4,114,844,1726,870,640,764,315,142,195,64,5546
314011383,111,130,51,79,79,23,9,3,8,501,157,163,84,193,196,82,18,11,6,911,277,117,934,295,337,161,166,158,35,2480,10,13,7,15,26,25,7,12,0,108,16,18,13,33,47,24,11,14,0,190,6,10,9,10,8,3,4,3,0,58,4,14,10,20,16,15,7,12,17,120,987,1795,1198,801,973,392,249,249,97,6731
314011384,43,75,22,23,25,5,3,5,9,203,74,44,38,68,67,19,12,4,4,331,134,51,409,80,97,45,62,81,11,974,6,3,3,9,14,10,0,3,0,59,23,6,6,22,18,8,6,4,0,91,0,9,4,8,4,4,3,0,0,29,11,8,21,9,11,16,4,13,12,106,463,807,537,273,346,138,96,130,46,2846
314011385,57,77,21,25,43,12,6,3,0,240,82,61,41,74,86,29,4,7,3,394,118,52,391,111,144,40,38,55,7,961,5,8,3,4,12,3,0,0,0,39,8,3,9,13,23,8,0,7,0,74,5,8,5,0,10,0,0,6,0,30,9,5,3,3,10,9,3,5,8,69,506,899,505,299,447,142,62,102,42,3000
314011386,91,126,53,64,103,25,11,19,0,495,173,187,107,208,206,68,13,28,11,996,273,149,1021,341,305,134,108,156,40,2524,9,5,11,15,34,17,12,16,0,116,23,24,23,37,64,23,6,19,0,231,11,20,3,13,17,3,3,9,0,76,8,14,14,8,27,15,3,11,13,119,1187,3023,1379,965,1220,387,173,303,109,8750
314011387,55,122,34,37,55,21,5,12,5,346,88,74,41,69,86,23,3,8,3,391,156,64,402,116,92,56,39,59,8,1007,0,3,3,7,11,0,0,5,0,29,22,17,9,14,30,5,4,14,4,112,10,6,3,3,4,3,3,0,3,31,17,22,13,11,12,7,5,4,3,99,833,1615,565,354,497,168,71,124,54,4292
314021388,35,65,32,58,59,9,14,11,0,287,102,108,85,261,175,71,42,45,14,903,228,153,1116,475,394,223,240,301,48,3178,12,17,15,21,33,36,14,31,0,183,23,13,17,64,46,33,29,35,3,263,9,13,5,3,12,9,8,8,0,73,16,8,18,19,26,11,25,27,23,163,560,1177,1359,1035,932,455,405,501,99,6531
314021389,66,73,29,53,49,15,14,8,11,324,131,121,78,181,167,79,21,39,9,818,244,113,809,278,276,158,152,186,21,2248,18,3,12,21,32,18,13,17,0,131,15,12,17,39,47,24,23,13,3,188,4,12,3,7,16,3,0,8,0,61,5,16,9,21,19,11,12,13,6,115,720,1298,1035,735,804,374,261,325,64,5605
314021390,130,179,70,73,112,47,21,21,3,655,216,212,124,347,246,106,25,44,10,1334,330,201,1131,463,449,303,224,268,54,3412,19,8,15,30,55,40,11,33,3,215,35,22,25,56,47,45,26,30,8,295,7,29,12,16,13,9,6,5,0,97,13,29,19,30,33,28,12,29,19,208,1304,2685,1535,1310,1332,735,369,499,132,9906
314031391,16,31,17,27,28,10,3,7,0,135,53,53,43,99,79,23,9,13,4,379,105,65,511,171,182,86,115,131,18,1375,10,3,5,9,8,13,10,12,0,77,8,8,6,28,22,6,4,19,7,99,3,11,10,4,3,3,3,0,0,33,4,13,15,6,11,4,10,19,10,83,277,528,636,417,422,165,162,212,34,2855
314031392,7,24,4,14,18,6,6,3,0,92,24,37,25,54,40,12,15,10,0,219,30,34,275,99,116,58,73,75,5,764,3,4,7,4,10,13,9,10,0,49,3,5,5,12,4,3,6,11,0,53,3,4,0,0,3,0,3,5,0,27,4,12,8,3,8,0,11,10,3,49,128,341,356,237,249,112,118,132,22,1695
314031393,25,41,16,25,29,12,6,5,0,155,55,46,47,80,94,27,11,17,3,386,94,53,428,148,149,81,79,82,17,1135,4,0,10,10,12,15,8,11,0,63,10,9,3,21,25,10,7,10,3,95,0,8,4,4,6,3,4,0,0,30,12,7,11,16,7,6,4,14,11,86,303,668,545,370,425,184,128,147,45,2814
314031394,25,34,18,33,38,15,6,5,3,178,62,51,38,120,100,27,14,24,10,445,104,63,550,216,191,89,146,141,12,1513,7,7,4,15,12,13,13,14,0,90,10,9,5,39,21,11,14,16,0,123,3,6,5,8,5,4,5,4,0,34,4,10,15,13,10,11,15,14,15,110,290,602,687,534,507,211,220,264,52,3364
315011395,0,0,0,3,0,0,0,0,0,13,0,0,0,3,4,0,0,0,0,10,11,6,21,10,3,3,3,11,0,57,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,4,3,0,11,16,28,25,32,12,3,4,15,4,142
315011396,16,27,5,20,12,3,0,8,0,87,28,28,11,38,23,3,3,12,0,146,73,70,184,81,74,26,75,95,18,685,7,8,8,11,9,8,5,13,3,74,17,5,4,7,7,0,5,17,0,56,3,0,0,0,4,0,3,4,3,22,14,22,13,16,15,3,10,29,15,137,204,351,237,201,161,57,106,201,37,1563
315011397,4,4,0,0,0,0,0,0,0,11,7,0,3,6,3,0,0,0,0,21,23,3,15,9,7,0,11,15,3,92,0,0,0,3,0,0,0,3,0,8,5,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,7,0,16,57,28,22,20,26,0,12,37,3,203
315011398,0,0,0,3,0,0,0,0,0,8,7,0,0,10,3,0,0,0,0,20,11,8,32,26,11,6,6,7,3,116,0,3,0,6,0,0,0,4,0,15,0,3,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,5,3,24,35,41,36,53,17,7,10,22,9,232
315011399,9,11,0,5,0,0,0,0,0,24,9,4,3,26,20,0,3,3,0,75,16,25,51,39,29,11,25,24,4,225,0,0,3,3,3,0,5,9,0,29,0,4,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,3,0,7,3,5,6,12,7,3,7,10,0,53,63,105,72,106,74,25,44,47,7,536
315011400,22,16,5,11,3,3,0,3,0,69,18,18,8,31,16,6,3,12,0,113,119,12,147,56,33,12,49,67,9,510,12,0,6,6,6,3,3,9,0,39,10,4,8,12,7,0,3,7,0,45,3,0,0,0,0,3,0,4,0,17,23,10,5,11,3,6,10,13,6,86,259,185,183,149,91,40,72,122,18,1115
315011401,9,21,3,15,3,0,0,3,0,59,15,19,6,31,20,0,5,0,0,87,43,20,95,54,45,9,11,29,11,325,4,3,0,14,9,3,0,8,0,47,9,3,7,8,4,0,3,0,0,29,0,3,0,0,0,0,0,0,0,11,5,6,11,23,17,4,8,16,11,103,121,274,130,164,133,27,23,60,34,962
315011402,3,14,0,13,3,0,0,0,0,36,10,13,0,14,11,0,0,0,4,50,26,64,68,48,55,15,3,32,11,332,3,5,3,15,9,9,0,20,5,72,0,8,4,0,0,0,0,3,0,20,3,0,0,0,0,0,0,0,0,6,3,10,6,18,13,7,4,23,3,90,59,165,89,119,103,36,12,88,26,694
315011403,12,13,6,17,3,0,6,7,0,61,15,10,21,16,17,6,17,4,0,110,32,15,395,40,57,10,193,24,12,771,3,3,3,3,3,0,3,0,0,20,4,0,4,3,5,0,14,6,0,43,3,3,0,0,0,0,0,0,0,10,0,8,8,4,0,0,24,3,0,53,114,283,459,108,107,30,275,51,12,1439
315021404,13,9,4,9,8,0,0,0,3,49,13,18,6,30,12,0,0,3,4,75,42,24,82,50,37,7,24,51,7,313,3,5,5,9,8,0,0,6,0,41,3,0,4,7,7,0,0,4,0,31,0,3,0,3,0,0,0,0,0,8,9,16,8,19,6,6,7,14,4,87,115,181,116,153,94,18,27,82,17,805
315021405,21,53,27,43,33,6,12,6,0,201,42,79,57,115,70,15,29,15,7,425,165,100,1389,191,222,101,455,127,47,2803,6,9,22,12,15,29,22,21,3,132,16,6,20,25,13,15,19,13,0,136,0,3,5,6,3,0,7,11,0,39,10,13,36,22,19,16,32,25,25,193,433,1280,1634,551,455,219,597,254,98,5506
315021406,14,15,0,3,3,4,6,5,0,52,13,8,12,14,17,0,11,4,0,64,46,12,157,22,30,14,92,52,0,432,0,0,3,5,8,3,0,8,0,27,3,0,3,3,5,0,4,3,0,29,0,0,0,0,3,0,0,3,0,11,6,0,3,3,4,0,10,5,4,41,111,198,199,76,88,26,126,92,7,916
315021407,13,5,4,3,7,3,0,3,0,38,19,10,0,19,10,3,0,7,0,72,77,14,106,25,28,10,41,65,6,363,3,3,0,6,4,0,0,6,0,26,10,4,3,3,5,8,4,5,0,40,3,3,0,0,0,0,0,4,0,8,17,3,11,0,0,0,11,11,3,58,207,118,131,66,74,27,63,117,7,810
315031408,32,14,3,16,9,0,0,3,3,79,26,11,7,22,20,7,0,12,0,103,85,13,130,64,44,32,41,74,13,497,8,0,4,9,6,3,6,6,0,37,24,3,3,5,8,5,0,9,0,59,3,0,0,0,0,0,0,0,0,10,21,7,7,3,11,6,4,15,3,82,269,226,160,149,127,53,56,126,21,1193
315031409,22,17,7,7,3,0,3,3,0,61,29,12,7,24,24,5,0,4,0,101,71,17,129,50,38,24,23,69,4,428,8,0,3,4,3,0,3,15,0,33,4,7,0,9,7,4,0,3,0,30,4,3,3,0,0,0,0,0,0,12,13,7,13,10,4,7,3,17,4,75,205,243,161,125,98,36,44,129,17,1064
315031410,11,3,3,0,3,0,0,4,0,32,8,6,0,10,7,3,0,3,0,40,48,12,71,26,19,9,26,58,3,257,4,0,0,3,3,0,3,7,0,26,5,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,3,7,0,5,0,6,0,0,3,4,30,126,64,92,56,51,16,32,83,8,534
315031411,24,3,0,8,3,0,0,0,0,47,26,17,4,21,12,0,0,7,0,83,69,13,94,36,36,20,26,39,6,332,9,0,0,3,4,0,0,0,0,26,9,0,8,4,3,0,3,4,0,29,0,0,0,0,0,0,0,3,0,10,14,3,0,4,5,0,6,9,5,38,194,110,109,78,79,25,35,75,14,721
315031412,23,4,3,11,7,0,3,4,0,61,34,19,4,29,20,5,3,3,3,127,61,13,142,37,52,22,25,45,0,407,14,0,4,6,4,6,3,5,0,42,7,0,5,5,11,8,0,3,0,41,3,3,0,3,0,0,0,0,0,12,15,3,4,9,3,10,4,8,8,67,224,276,173,133,124,51,39,84,17,1120
316011413,77,112,45,52,47,26,9,12,7,374,67,94,40,107,99,43,9,22,6,494,162,79,595,205,169,142,83,115,10,1564,7,3,3,14,19,16,0,8,0,69,22,18,17,35,27,23,11,13,3,156,3,10,8,6,11,4,0,6,3,48,15,19,15,13,15,14,5,11,11,121,637,1673,777,551,564,326,126,215,66,4939
316011414,65,133,41,53,57,27,5,8,4,395,110,111,59,135,128,51,4,18,7,632,204,87,631,226,194,152,95,131,14,1734,6,9,10,14,15,29,4,9,0,91,19,9,15,22,42,24,12,10,0,157,16,14,6,5,8,6,0,5,0,64,12,19,12,20,17,18,7,8,19,136,739,1747,826,618,671,398,145,226,70,5443
316011415,34,67,22,39,38,15,8,12,10,240,64,59,44,118,92,50,14,23,6,467,148,79,542,177,168,132,61,135,11,1455,4,4,5,10,23,10,0,7,0,72,15,13,17,25,25,17,7,22,0,141,4,12,4,6,8,4,0,0,0,39,7,12,15,15,16,5,5,7,7,78,448,992,684,473,483,289,94,236,35,3739
316011416,26,37,12,40,25,13,3,5,0,170,46,40,28,88,67,32,11,20,4,334,87,40,381,157,123,112,54,77,8,1045,3,3,8,10,17,21,0,12,0,69,4,7,10,19,13,16,9,5,0,85,3,3,3,6,0,3,0,5,0,24,5,4,6,11,8,3,3,8,6,52,283,623,488,411,336,241,91,167,19,2656
316021417,30,32,11,40,29,12,0,3,0,154,30,47,26,87,55,22,3,12,4,288,111,54,507,199,111,79,82,114,13,1273,11,7,3,12,19,13,3,9,0,69,8,14,16,30,23,15,4,15,0,123,0,6,9,3,3,7,4,4,4,35,0,15,13,21,12,7,10,13,14,92,281,703,604,438,329,185,112,184,40,2888
316021418,39,39,16,23,19,5,0,5,3,150,22,31,26,36,37,18,5,3,3,175,109,29,253,100,63,62,30,81,7,745,3,3,0,3,3,3,0,3,0,23,7,8,4,3,9,13,3,5,3,50,6,3,3,3,0,4,0,3,0,26,9,8,15,4,9,11,5,13,3,70,308,553,356,217,209,150,51,137,36,2002
316021419,23,32,5,23,8,11,6,4,5,116,25,26,19,50,33,22,9,15,3,184,66,33,216,84,56,48,36,83,12,630,6,0,3,5,6,10,0,0,0,31,8,8,9,8,11,12,3,10,0,64,0,0,3,4,3,5,3,8,0,21,4,4,9,9,3,9,0,15,3,53,182,359,298,242,162,138,61,162,19,1623
316021420,51,94,43,63,53,24,17,10,7,358,98,109,81,215,150,67,12,33,6,782,250,87,972,348,281,222,160,190,34,2550,6,10,13,23,26,39,10,20,0,143,19,11,17,44,37,33,16,17,0,194,7,3,3,4,10,3,4,3,0,45,10,14,19,27,13,21,18,19,18,159,592,1263,1199,864,701,465,246,317,79,5716
316021421,34,60,17,36,33,17,8,5,3,210,65,51,25,73,77,40,11,17,4,368,132,43,412,129,114,91,81,119,16,1145,3,0,5,16,8,9,4,8,0,60,8,3,17,21,27,16,7,11,0,102,6,7,3,3,3,4,0,0,0,29,8,15,13,8,13,17,5,11,10,92,380,699,525,341,367,235,119,196,51,2910
316021422,18,45,11,22,25,9,0,3,0,139,47,45,20,52,38,17,11,17,6,254,78,35,304,128,71,64,20,69,9,781,0,0,3,3,3,12,9,5,0,37,12,6,7,21,18,11,4,6,0,86,3,8,3,3,5,4,0,0,0,28,0,3,7,6,9,3,0,9,15,67,265,720,394,295,249,145,58,118,41,2283
316021423,33,58,19,27,25,15,3,5,0,184,45,50,30,75,59,34,5,10,0,313,142,37,404,92,98,88,52,101,11,1026,7,3,6,8,6,10,3,6,0,51,14,13,11,14,29,23,7,7,0,109,3,3,5,0,11,0,0,5,0,29,6,6,8,13,7,8,7,19,5,92,390,762,522,291,325,215,83,173,25,2778
316021424,12,35,7,12,24,17,3,6,0,118,36,45,20,70,63,29,6,12,3,287,105,35,406,108,107,66,50,92,14,990,9,3,6,10,14,8,3,13,0,53,10,9,11,27,25,11,3,7,0,105,3,4,4,4,3,3,0,4,3,21,7,7,7,6,6,15,7,8,0,50,302,646,482,291,301,165,75,152,26,2436
316031425,59,90,37,51,45,23,8,11,6,328,63,91,72,136,88,34,14,25,3,529,176,88,734,222,144,118,103,170,36,1792,7,4,4,9,20,16,4,14,0,76,15,12,14,37,26,32,9,16,7,161,8,3,7,5,8,7,0,3,0,45,8,15,19,20,13,13,10,10,7,116,544,1407,943,619,489,300,157,288,76,4827
316031426,38,56,18,40,26,16,4,9,4,200,68,72,41,102,75,34,5,24,5,424,129,48,550,172,148,99,75,125,7,1363,0,0,10,13,12,15,5,18,3,69,17,8,10,23,12,10,7,8,0,105,0,11,4,3,7,3,0,4,0,27,15,13,14,10,11,15,5,10,6,91,400,832,689,454,392,226,108,211,35,3351
316031427,60,70,36,63,51,31,8,14,6,330,103,89,72,166,86,62,10,46,4,644,230,70,783,298,219,207,110,227,33,2171,6,6,10,21,22,20,3,12,0,107,25,14,14,46,46,24,14,21,4,208,15,10,10,9,19,11,7,7,0,82,12,16,25,21,16,25,5,21,23,163,668,1362,1036,788,625,471,177,443,82,5656
