SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,6,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,4,5,0,0,0,0,34
SAL50643,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,23
SAL50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,6,0,12,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,11,3,6,5,5,7,3,5,4,47
SAL50645,3,3,20,40,5,83,10,50,0,229,15,29,64,56,30,58,29,29,6,314,77,188,158,110,111,38,47,51,19,797,138,271,170,114,159,54,69,65,15,1052,119,157,132,88,115,39,64,57,16,802,57,76,78,54,86,30,38,42,0,467,7,13,15,6,13,9,19,10,0,88,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,424,746,636,472,506,312,276,310,63,3746
SAL50646,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,3,0,4,0,0,0,0,0,13,4,0,4,5,3,0,0,0,0,19,3,0,9,0,4,0,5,0,0,22,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,11,11,12,7,10,3,0,73
SAL50647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,21
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,5,0,0,23
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4
SAL50652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,6,3,0,24
SAL50653,0,0,3,0,0,7,0,0,0,15,0,0,3,5,0,0,0,0,0,13,0,0,7,6,0,0,0,5,0,15,3,0,9,4,0,0,0,4,0,27,8,3,6,9,4,0,0,0,0,30,13,6,6,0,3,0,0,5,4,37,7,3,0,0,3,0,5,0,3,17,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,16,42,17,16,10,11,15,10,166
SAL50654,0,0,0,3,0,0,0,4,0,8,0,6,0,4,0,0,0,5,0,22,8,20,33,8,12,3,15,4,0,100,20,14,21,11,11,0,11,4,0,106,19,7,17,3,6,0,19,11,0,90,13,9,20,4,11,9,21,15,6,103,5,3,5,0,0,0,6,0,0,21,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,66,63,96,39,45,20,81,43,12,459
SAL50655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,12,0,3,5,0,0,0,0,6,0,16,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,15,5,6,10,4,5,16,0,65
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,0,0,5,6,0,5,0,8,0,31,0,4,5,3,9,4,0,7,0,28,3,14,4,0,7,4,0,0,0,45,5,13,10,4,7,0,0,3,0,44,22,36,7,9,12,5,0,7,0,100,26,36,14,7,12,0,9,6,0,102,10,10,4,0,4,5,0,0,0,37,0,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,70,116,52,35,53,25,18,24,4,395
SAL50658,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0,0,11,0,0,5,0,3,0,0,4,0,21,0,0,4,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,5,13,4,9,3,10,9,0,63
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,11,0,26
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,15
SAL50661,5,5,31,29,4,88,25,53,7,248,15,35,83,69,47,76,40,64,8,427,61,144,166,93,135,67,102,109,22,900,100,176,209,159,161,69,102,97,16,1078,84,126,141,125,165,51,122,109,15,935,60,63,90,75,116,47,105,67,10,629,10,20,28,10,25,12,24,22,0,153,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,331,566,734,562,661,405,508,528,90,4379
SAL50662,0,0,0,0,0,0,0,6,0,8,0,0,6,0,0,0,6,5,0,13,11,0,3,0,6,0,0,4,0,25,16,0,7,5,6,0,3,7,0,48,20,0,3,3,5,6,9,4,0,46,13,0,8,0,0,0,3,0,0,26,3,0,0,8,5,5,0,0,0,21,8,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,5,78,5,18,10,26,13,25,25,0,203
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,8
SAL50664,0,6,23,68,15,106,12,54,0,281,7,46,48,78,41,52,3,27,3,318,27,83,42,29,44,10,6,12,3,254,114,166,48,37,60,18,10,11,10,464,215,294,115,91,153,51,27,22,18,980,172,203,96,82,126,55,24,36,11,808,27,29,18,0,19,6,9,7,3,123,3,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,563,817,396,383,465,305,88,175,48,3241
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,7
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9
SAL50668,0,5,6,27,13,44,4,39,0,143,8,51,35,69,33,53,7,22,6,287,86,316,72,62,88,36,26,41,13,737,160,374,60,57,77,27,18,17,3,801,134,265,70,53,92,35,15,17,14,692,101,154,46,31,108,34,14,24,12,519,25,36,13,9,20,11,10,12,0,139,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,518,1203,299,319,427,248,81,178,47,3313
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50670,0,3,13,24,10,46,3,30,0,134,26,98,59,107,45,70,14,46,5,456,205,799,298,178,235,78,74,80,24,1980,218,494,175,129,149,62,52,46,19,1341,119,205,78,61,114,43,30,44,12,700,78,128,71,58,115,43,31,43,0,569,12,44,12,13,36,13,12,18,0,164,0,10,0,0,4,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,653,1776,707,568,698,352,223,309,74,5366
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
SAL50672,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,11,3,4,0,4,3,0,0,0,0,15,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,6,8,0,3,3,0,53
SAL50673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,23
SAL50674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,5,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,4,0,0,3,0,33
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,4,5,5,4,29
SAL50677,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,11,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,4,3,0,5,0,33
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,7,6,0,35
SAL50679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,12,4,4,4,4,3,0,0,5,0,19,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,7,8,0,0,6,0,52
SAL50680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,4,0,4,0,0,21
SAL50681,0,0,0,3,0,0,0,0,0,10,0,0,3,4,0,4,0,0,0,11,4,5,4,0,0,0,0,3,0,13,4,0,8,0,0,0,0,0,0,20,13,7,3,0,4,4,3,0,0,35,8,3,0,0,6,0,0,3,0,31,9,5,10,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,25,13,21,16,11,14,3,155
SAL50682,0,0,9,23,7,29,9,19,5,109,7,17,17,27,17,16,14,11,0,120,20,77,27,23,27,13,8,8,10,212,43,80,33,14,41,17,10,10,0,254,51,80,36,31,58,19,11,19,4,310,51,58,46,27,44,20,11,12,0,281,19,28,10,6,14,18,11,6,3,115,3,5,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,195,339,187,152,215,130,81,97,24,1411
SAL50683,0,0,25,28,8,53,9,32,5,156,10,18,37,34,17,32,14,18,6,182,32,74,90,42,55,26,25,20,8,366,59,98,63,36,65,14,30,22,6,395,78,96,70,55,108,29,47,22,3,517,64,67,67,48,77,40,49,26,6,434,6,12,8,0,15,0,10,10,0,59,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,251,374,351,243,339,195,179,152,32,2115
SAL50684,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,8,6,0,4,0,4,4,0,5,0,27,7,0,5,0,0,0,0,3,0,15,4,4,0,0,4,5,4,0,0,23,9,0,3,0,0,0,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,9,3,14,11,6,16,0,94
SAL50685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,0,0,0,5,4,14
SAL50686,0,0,9,9,4,6,4,12,0,40,0,4,8,6,6,0,0,11,0,33,7,8,13,10,13,3,7,3,5,79,14,18,20,11,8,3,8,9,0,106,30,30,30,15,19,6,19,8,6,154,25,20,26,14,16,7,18,11,3,137,5,5,3,0,0,0,11,0,0,32,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,87,93,108,62,73,26,72,54,15,589
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,0,3,0,12,13,0,4,0,0,0,0,4,0,27,5,0,0,0,0,0,0,5,0,9,6,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,0,8,0,4,0,3,12,0,75
SAL50689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,7,3,0,0,4,0,33
SAL50690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,3,0,0,0,29
SAL50691,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,8,0,0,9,3,0,5,3,0,0,14,6,0,40,3,0,3,0,7,0,9,0,0,24,5,0,3,3,0,0,7,3,0,29,0,0,6,0,0,0,0,3,0,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,22,9,21,7,3,0,34,19,3,122
SAL50692,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,3,0,6,0,19,3,6,3,0,5,0,3,7,0,24,6,3,5,0,3,5,4,4,0,32,9,0,3,3,0,0,6,0,0,23,10,6,3,4,4,3,5,8,0,42,9,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,24,7,13,10,27,26,0,158
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,5,0,16
SAL50694,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,13,4,0,0,0,0,0,0,5,0,11,5,0,0,4,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,8,0,4,0,4,0,48
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,8,0,27
SAL50696,0,0,19,19,8,73,7,47,5,192,7,24,40,50,18,40,10,29,3,223,51,111,89,44,56,29,22,23,4,435,83,118,89,49,74,31,30,19,8,508,105,115,125,62,106,33,24,25,10,607,57,60,73,43,59,38,25,23,7,376,9,14,6,8,5,3,0,9,0,49,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,309,441,445,282,328,244,124,174,36,2384
SAL50697,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,0,7,4,5,12,0,45
SAL50698,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,4,0,6,8,5,0,0,4,0,0,8,0,17,11,0,0,0,3,0,0,0,0,20,13,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,11,4,5,9,0,4,12,0,74
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,4,0,5,7,0,37
SAL50700,0,0,0,4,0,4,0,12,0,26,3,16,3,19,6,17,4,8,3,79,18,85,12,9,19,9,0,12,3,171,31,52,8,3,9,9,0,12,0,128,16,60,8,8,14,5,5,7,0,119,14,39,3,4,5,4,0,8,0,87,3,13,0,3,10,3,4,0,0,37,0,5,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,86,270,32,59,69,54,18,60,10,659
SAL50701,0,8,29,42,13,74,9,52,3,228,19,55,101,166,80,112,19,82,20,655,99,300,205,140,136,82,64,85,18,1119,118,251,114,96,110,39,54,71,12,868,135,224,123,104,144,38,49,70,16,912,101,188,139,94,158,52,68,65,20,884,24,44,33,21,44,11,20,12,0,205,0,8,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,506,1066,736,660,679,413,288,435,96,4885
SAL50702,0,4,7,22,10,29,3,12,0,78,13,40,32,37,17,29,11,20,0,205,92,384,126,100,92,42,39,78,12,969,125,321,82,66,87,41,33,41,15,819,94,174,60,48,86,37,26,24,5,536,54,76,50,34,53,24,19,32,8,347,15,37,13,5,19,11,0,7,0,102,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,4,394,1040,360,316,371,212,135,205,40,3064
