SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL10937,11,77,7,13,6,197,103,14,162,20,17,10,325,13,0,41,9,6,4,71,8,0,23,3,14,6,58,22,8,54,8,15,9,110,548,91,1189,212,238,54,2336
SAL10938,5,23,3,8,0,54,16,5,29,11,17,0,73,4,6,3,0,0,0,12,0,4,4,9,3,0,18,0,0,7,3,13,0,22,47,25,123,44,108,12,354
SAL10939,0,0,0,0,0,3,0,0,0,6,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,5,29,0,50
SAL10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10941,0,3,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,10,29,4,51
SAL10942,5,24,10,9,0,65,11,3,46,17,27,0,100,0,0,0,0,3,0,7,0,0,5,0,16,0,28,0,0,8,3,8,0,21,74,18,197,109,222,10,635
SAL10943,3,6,4,0,0,17,7,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,0,4,16,3,27,16,17,0,78
SAL10944,0,6,0,0,0,6,0,0,0,0,4,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,22
SAL10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SAL10946,3,4,0,0,0,7,0,0,3,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,3,18,6,23,3,62
SAL10947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,21
SAL10948,0,59,14,16,0,100,3,0,34,15,28,0,82,0,0,0,0,0,0,0,0,0,8,4,37,3,50,0,0,0,0,23,3,26,37,17,194,117,575,46,993
SAL10949,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6
SAL10950,3,3,3,0,0,16,4,8,5,5,12,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,6,9,19,14,28,36,87,16,195
SAL10951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,4,4,0,14
SAL10952,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,7,0,24
SAL10953,17,83,26,26,0,203,17,13,82,34,47,4,200,4,0,4,6,7,0,24,9,0,9,8,29,0,52,0,0,12,14,35,3,63,124,48,368,287,585,52,1464
SAL10954,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
SAL10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,13
SAL10956,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL10957,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,27
SAL10958,0,0,0,0,0,7,0,0,4,5,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7,13,8,26,3,58
SAL10959,75,373,110,158,20,825,178,75,637,353,607,67,1931,9,0,14,19,56,4,98,9,0,33,59,239,12,358,9,3,47,23,118,43,243,467,246,1861,1276,3317,287,7449
SAL10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8
SAL10962,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,13
SAL10963,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,15
SAL10964,10,29,6,11,0,56,0,0,10,4,12,0,35,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,7,4,9,13,12,86,55,180,16,359
SAL10965,11,67,13,14,0,158,46,12,179,46,45,4,340,5,0,4,0,0,0,10,4,0,17,11,29,0,61,7,0,34,9,11,13,76,290,57,855,273,401,49,1922
SAL10966,13,27,6,7,0,86,29,9,37,10,8,5,96,0,0,6,0,0,0,9,3,0,4,3,7,0,16,0,0,7,6,4,0,16,112,39,213,62,114,11,554
SAL10967,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,20
SAL10968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,5,4,3,16,6,18,10,49
SAL10969,0,11,0,7,0,17,0,0,10,7,4,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,4,31,22,43,8,115
SAL10970,34,144,39,32,5,311,57,26,180,64,70,12,411,11,0,29,11,15,5,67,8,6,31,22,54,0,124,21,3,60,27,20,13,148,400,123,1280,553,793,79,3225
SAL10971,24,93,22,26,5,194,31,16,87,57,45,6,238,4,0,15,7,8,0,27,3,4,20,13,30,0,69,5,0,30,18,17,10,76,180,82,668,353,516,64,1865
SAL10972,0,4,0,3,0,11,3,0,0,4,5,0,16,0,0,0,0,0,0,3,0,0,0,5,6,0,6,0,0,0,0,0,0,0,18,5,33,26,76,6,169
SAL10973,0,3,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,0,38
SAL10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL10975,0,4,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,3,51
SAL10976,0,4,0,5,0,15,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,7,0,3,15,4,55,10,81
SAL10977,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,22
SAL10978,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,0,6,3,17,4,18,3,45
SAL10979,3,3,3,5,0,17,0,0,10,11,24,0,45,0,0,0,0,0,0,0,0,0,0,5,6,0,13,0,0,0,0,9,0,9,7,6,19,27,111,16,180
SAL10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10983,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3,11,0,26
SAL10984,0,0,0,0,0,3,0,0,3,5,7,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,3,4,0,12,13,56,7,99
SAL10985,5,31,13,13,0,69,4,5,21,18,24,7,80,0,0,5,0,0,0,3,4,0,0,7,36,0,48,0,0,0,4,21,0,28,23,26,107,104,355,14,629
SAL10986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10987,7,46,22,40,7,156,16,12,104,63,125,6,323,0,0,0,5,9,0,14,4,0,10,7,58,4,76,0,0,11,16,48,14,90,103,42,404,334,965,68,1912
SAL10988,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL10989,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,20,4,40
SAL10990,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9
SAL10991,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4
SAL10992,0,0,4,4,0,14,0,0,4,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,11,4,19,15,63,9,120
SAL10993,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,10,0,21
SAL10994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
SAL10995,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,12
SAL10996,11,100,18,24,8,206,34,13,74,34,36,7,193,3,0,14,3,3,0,19,6,0,12,11,23,0,52,3,0,16,7,18,5,45,255,58,640,260,374,39,1634
SAL10997,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,21
SAL10998,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,9,10,3,36
SAL10999,47,250,79,78,4,598,184,44,387,109,83,22,827,8,6,33,8,10,3,75,15,9,41,24,112,3,196,22,12,66,24,49,25,197,822,226,2155,897,1154,140,5397
SAL11000,16,112,19,29,0,243,80,23,163,50,30,8,355,0,6,11,6,4,0,24,4,3,15,8,38,4,69,14,4,27,11,17,11,84,386,93,976,288,415,63,2223
SAL11001,21,120,39,37,8,289,63,16,187,86,69,11,440,0,0,13,11,9,0,29,11,3,25,25,71,5,138,14,0,41,26,37,36,153,281,70,914,494,678,115,2558
SAL11002,11,53,10,31,6,120,7,0,29,15,32,6,104,0,0,0,0,3,0,3,0,0,0,7,21,0,29,5,0,6,6,20,6,38,35,26,159,105,390,48,767
SAL11003,0,5,0,0,0,3,0,0,3,3,4,3,14,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,4,0,14,11,53,6,89
SAL11004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL11005,3,0,0,3,0,10,0,0,8,3,8,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,5,0,3,22,13,57,7,104
SAL11006,3,0,3,3,0,16,0,0,9,4,9,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,10,5,8,18,17,68,9,118
SAL11007,0,4,0,5,0,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,11,5,43,5,71
SAL11008,0,10,0,0,0,16,5,0,8,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,16,5,29,11,40,5,100
SAL11009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,13
SAL11010,5,54,13,17,0,105,20,13,49,22,34,7,143,0,0,6,0,9,0,12,0,0,8,4,15,0,28,0,0,6,3,7,3,22,73,42,243,116,225,26,717
SAL11011,0,0,0,0,0,7,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,7,43,5,57
SAL11012,0,4,0,0,0,7,4,0,0,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,7,21,11,45,7,91
SAL11013,6,53,9,8,0,96,40,4,91,21,17,0,171,5,4,8,4,5,0,12,5,0,10,8,29,0,48,8,0,13,4,6,0,27,160,36,472,159,191,21,1045
SAL11014,9,65,18,15,0,139,57,12,111,41,32,5,262,0,0,3,0,4,0,8,5,4,7,10,24,3,52,6,0,21,8,12,4,52,194,43,478,196,285,41,1240
SAL11015,55,323,55,38,5,787,283,56,588,131,61,20,1131,26,7,98,26,23,9,188,23,10,71,31,73,0,210,42,3,161,43,36,30,322,1685,355,3839,867,1005,178,7929
SAL11016,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,8,8,3,24
SAL11017,0,5,0,0,0,9,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,10,9,0,24
SAL11018,0,5,0,0,0,5,0,0,4,3,8,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,7,0,0,23,14,113,11,164
SAL11019,15,98,25,9,4,224,93,30,201,45,39,8,416,4,4,11,0,0,0,25,3,0,7,12,27,0,38,10,0,20,3,15,4,50,286,93,731,208,336,30,1683
SAL11020,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,23
SAL11021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
SAL11022,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,25,7,21,5,72
SAL11023,0,0,0,0,0,5,3,7,3,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,13,3,5,14,13,55,4,98
SAL11024,6,20,0,8,0,35,0,0,9,10,9,0,26,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,3,7,12,12,7,66,45,139,21,282
SAL11025,16,45,17,17,0,106,5,3,36,26,42,3,117,0,0,0,0,0,0,0,3,0,4,3,16,0,30,0,0,0,4,14,5,21,39,28,148,105,328,28,679
SAL11026,0,3,4,8,0,15,5,0,9,0,3,0,19,0,0,0,0,4,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,8,14,0,25,22,55,14,131
SAL11027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11028,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,3,27
SAL11029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL11031,0,8,0,0,0,3,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,16,3,7,0,41
SAL11032,0,0,0,0,0,4,0,0,5,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9,6,45,4,71
SAL11033,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,31
SAL11034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL11035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11036,31,80,37,44,5,222,25,17,87,51,93,4,283,0,0,6,6,8,3,18,4,0,8,8,62,0,75,0,0,4,12,28,11,67,154,80,478,322,934,71,2036
SAL11037,0,0,4,0,0,6,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,13,8,15,0,36
SAL11038,0,0,0,0,0,4,5,0,0,4,6,0,14,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,7,4,11,11,3,17,24,57,3,116
SAL11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11041,0,3,5,0,0,19,0,0,3,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,4,0,4,28,17,87,3,136
SAL11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9
SAL11043,14,55,21,25,7,133,8,0,43,33,56,0,150,0,0,9,0,9,0,11,3,0,3,5,23,4,33,0,0,0,0,14,4,19,51,20,170,124,407,29,796
SAL11044,5,42,15,26,3,107,0,4,32,23,39,3,99,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,0,3,0,12,10,19,31,11,124,76,259,25,529
SAL11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11046,0,3,6,0,0,11,5,0,4,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,10,7,19,17,43,0,90
SAL11047,0,6,4,4,0,15,0,0,4,16,17,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,9,5,4,15,35,91,12,158
SAL11048,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,8,10,30,0,52
SAL11049,0,9,0,0,0,11,4,0,16,3,5,0,21,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,12,0,0,6,13,15,5,80,19,30,6,147
SAL11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11051,0,3,0,0,0,10,14,0,16,0,0,6,39,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,3,3,0,5,22,8,72,35,28,3,165
SAL11052,18,145,31,45,5,329,58,30,168,92,143,22,513,0,0,9,3,8,0,23,6,3,32,18,72,5,132,12,0,14,5,33,12,70,197,66,544,347,980,60,2200
SAL11053,18,76,27,42,9,184,15,18,63,71,132,20,312,0,0,0,6,6,0,13,0,3,3,3,49,5,67,0,0,6,10,41,12,69,47,52,281,263,889,95,1631
SAL11054,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,16,22,0,39
SAL11055,0,3,0,0,0,7,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,28,8,47
SAL11056,9,79,22,12,0,155,29,19,86,31,36,5,204,4,0,9,3,6,0,21,0,3,4,9,20,0,31,4,0,9,9,21,0,44,111,50,360,187,334,25,1072
SAL11057,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,23
SAL11058,0,0,0,0,0,5,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,14,0,25
SAL11059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12
SAL11060,0,0,0,0,0,3,0,0,0,3,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,35,3,49
SAL11061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5
SAL11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11063,0,12,6,5,0,26,0,0,15,18,36,5,74,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,4,0,9,0,11,3,9,38,39,168,14,280
SAL11064,0,0,0,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,18,0,31
SAL11065,0,17,3,4,0,30,3,0,16,18,24,0,68,0,0,5,0,0,0,7,0,0,0,0,9,0,9,0,0,0,0,3,0,7,8,10,72,45,142,9,282
SAL11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL11068,0,0,0,5,0,8,0,0,4,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,7,10,29,4,50
SAL11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11070,29,117,42,38,5,297,59,19,114,72,54,8,317,0,0,3,0,9,0,14,10,0,18,5,40,0,74,8,0,15,8,22,4,52,238,79,531,315,586,41,1790
SAL11071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,11
SAL11072,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,28
SAL11073,9,33,8,17,0,71,7,4,38,21,32,8,104,0,0,3,0,0,0,3,0,0,0,6,9,0,19,0,0,0,4,9,9,15,29,20,124,96,256,42,572
SAL11074,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,11,0,32
SAL11075,20,69,34,30,4,186,24,13,76,56,63,16,250,0,3,3,0,12,0,16,4,5,5,13,40,3,70,0,0,4,8,20,3,40,121,68,358,334,655,50,1589
SAL11076,0,5,3,0,0,18,3,5,6,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,4,0,0,4,13,7,36,18,42,8,124
SAL11077,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SAL11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL11079,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,18
SAL11080,21,62,19,32,0,148,10,18,57,51,106,4,252,0,0,0,6,8,0,8,0,0,7,14,61,0,85,3,5,6,8,33,7,56,45,51,234,213,826,50,1424
SAL11081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11082,33,124,27,40,0,303,55,17,169,93,130,13,473,3,0,20,11,5,0,31,5,0,13,14,76,0,104,4,0,14,12,38,6,77,213,84,649,397,943,53,2344
SAL11083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,12
SAL11085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,9,7,4,33
SAL11086,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,9,0,13,5,8,0,31
SAL11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5
