SA2_MAINCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
125031483,0,4,0,21,5,0,0,0,0,0,0,0,0,7,54,70,0,0,0,0,0,0,0,0,0,11,10,20,173,33,10,88,9,151,0,77,16,472,64,1092
125031484,0,0,0,23,4,0,0,0,0,6,0,3,0,8,57,76,0,0,0,3,0,0,0,0,0,14,14,29,269,42,14,127,20,178,4,84,13,507,82,1335
125031485,0,0,0,43,3,5,0,3,0,3,0,5,0,19,92,135,3,0,0,0,0,3,0,0,0,10,11,34,396,47,10,187,28,236,9,136,18,638,118,1826
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041489,0,0,0,104,10,0,0,3,0,3,0,0,0,7,82,100,0,3,3,0,0,0,0,0,0,0,6,13,708,69,17,254,22,271,15,97,10,310,91,1863
125041490,0,5,0,74,0,0,0,0,0,0,0,0,0,10,27,31,0,0,0,3,0,0,0,0,0,4,0,11,126,31,5,60,4,72,3,55,0,319,33,716
125041491,0,4,0,123,12,0,0,0,4,0,0,0,0,5,71,95,0,0,0,0,0,0,0,0,0,3,8,16,656,72,18,207,25,284,9,80,21,401,88,1861
125041492,0,0,0,104,6,4,4,3,0,6,0,0,0,5,126,148,0,0,0,0,0,0,0,0,0,3,8,15,907,150,24,361,39,565,15,132,17,399,147,2761
125041493,0,5,0,74,0,0,0,0,0,5,0,0,0,10,67,89,0,0,0,0,0,3,0,3,0,12,9,27,388,48,8,162,22,204,15,100,24,749,88,1793
125041494,0,0,0,59,0,0,0,0,0,0,0,3,0,5,44,50,0,0,0,3,0,0,0,0,0,10,3,21,202,35,3,82,8,99,5,69,6,406,51,970
125041588,0,0,0,7,3,0,0,0,0,0,0,0,0,9,29,41,0,0,0,0,0,0,0,0,0,7,6,21,166,27,5,88,3,100,3,37,8,291,40,771
125041589,0,0,0,40,0,0,0,0,0,0,0,0,3,3,46,63,0,0,0,0,0,0,0,0,0,4,12,16,253,31,10,127,15,174,0,50,8,298,62,1041
126011495,4,14,0,231,0,0,0,3,0,0,0,0,0,21,120,155,5,0,0,0,0,0,0,0,0,8,8,22,456,82,8,239,26,269,10,187,15,841,135,2263
126011496,0,36,0,293,0,0,0,0,0,9,0,0,0,15,90,106,3,0,0,0,0,3,0,0,0,12,3,21,295,69,10,188,20,185,10,140,14,747,100,1770
126021497,0,6,0,144,4,0,0,4,0,0,0,0,0,14,95,127,3,0,0,0,0,0,0,0,0,12,9,25,399,92,8,216,20,246,13,166,15,860,112,2147
126021498,0,19,0,206,3,0,0,5,0,0,0,3,0,5,71,87,0,0,0,3,0,0,0,0,0,9,4,19,426,54,4,161,14,125,4,76,8,435,84,1389
126021499,0,40,0,218,4,0,0,0,0,4,0,7,0,8,53,69,3,0,0,0,0,0,0,0,0,3,3,18,172,49,7,81,9,88,6,78,6,266,54,810
126021500,0,8,0,161,6,0,0,3,3,7,0,0,0,3,95,132,0,0,0,0,0,0,0,0,0,3,11,11,698,78,8,248,32,327,7,113,15,502,111,2149
126021501,0,3,0,89,0,0,0,0,0,3,0,0,0,10,50,63,0,0,0,0,0,0,0,0,0,10,3,11,180,36,7,86,7,89,3,72,10,407,57,952
126021503,0,8,0,149,3,0,0,0,0,3,0,0,0,11,100,122,0,0,0,0,0,0,0,0,0,8,8,13,710,83,21,316,42,296,9,117,23,426,115,2163
126021590,0,3,0,43,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,3,9,58,19,0,31,9,27,3,21,4,134,17,318
126021591,0,11,0,185,3,0,0,4,0,3,0,3,0,16,128,162,0,0,5,0,0,0,0,0,0,10,7,36,771,97,18,279,38,306,18,142,29,753,150,2599
127011504,0,8,0,14,3,0,0,0,0,0,0,3,0,7,31,50,0,0,0,0,0,0,0,0,3,17,10,33,92,13,3,58,10,98,3,41,16,393,53,773
127011505,0,4,0,26,0,0,0,3,0,0,0,3,0,3,30,43,0,0,0,3,0,0,0,0,0,12,3,24,137,28,5,84,9,73,0,49,5,270,41,695
127011506,0,6,0,71,0,0,0,0,3,4,0,0,0,6,45,64,3,0,0,3,0,0,0,0,0,14,8,29,603,54,10,188,35,146,9,60,14,421,58,1610
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
127011593,0,0,0,16,3,0,0,0,0,0,0,0,0,0,7,10,0,3,0,0,0,0,0,0,0,0,3,6,88,8,3,32,7,61,0,19,3,122,12,357
127011594,0,0,0,16,0,0,0,0,0,0,0,0,0,4,17,27,0,0,6,0,0,3,0,0,0,11,6,22,147,16,7,71,11,94,0,39,3,255,27,674
127011595,0,0,0,21,3,0,0,0,0,0,0,0,0,0,21,30,0,0,0,0,0,0,0,0,0,3,8,16,192,13,0,80,9,90,4,34,12,178,35,659
127011596,0,0,0,16,0,0,0,3,0,4,0,0,0,0,21,27,0,0,0,0,0,0,0,0,0,3,4,10,164,7,10,65,11,84,0,34,0,150,27,559
127011597,0,0,0,26,0,0,0,3,0,0,0,0,0,6,22,36,0,0,0,0,0,0,0,0,0,5,7,12,268,18,6,73,11,85,0,30,6,182,28,717
127021509,0,0,0,14,0,0,0,0,0,3,0,3,0,10,37,50,0,0,0,0,0,0,0,0,0,3,13,20,132,20,4,80,7,136,3,54,19,345,49,853
127021510,0,5,0,35,0,3,0,3,0,10,0,4,0,14,48,80,0,0,0,0,0,4,0,0,0,7,11,23,196,37,6,114,8,158,6,80,12,541,64,1219
127021511,0,0,0,18,0,0,0,0,0,0,0,0,3,12,70,105,0,0,0,0,0,0,0,0,0,10,12,27,165,75,12,120,18,200,13,132,25,651,98,1494
127021512,0,0,0,13,0,0,0,0,0,6,0,3,0,14,33,61,0,0,0,0,0,0,0,0,0,14,10,27,134,29,7,61,8,107,3,59,14,484,53,955
127021513,0,0,0,19,3,0,0,3,0,3,0,0,0,11,60,82,3,0,0,0,0,0,0,0,0,5,12,23,147,38,4,76,12,147,4,78,11,510,79,1119
127021514,0,0,0,10,0,0,0,3,0,0,0,0,0,0,21,35,3,0,0,0,3,3,0,0,0,7,4,21,100,17,3,62,7,62,4,43,13,272,31,610
127021515,0,3,0,17,0,0,0,0,0,0,0,0,0,13,33,51,0,0,0,0,0,0,0,0,0,14,9,22,148,19,3,65,8,123,7,59,5,523,53,1013
127021516,0,0,0,16,6,0,0,0,0,0,0,0,0,16,34,60,0,0,0,0,0,0,0,0,0,10,10,23,175,34,4,84,5,104,0,68,6,594,57,1131
127021517,0,0,0,13,0,0,0,0,0,0,0,0,0,4,15,23,0,0,0,0,0,0,0,0,0,3,9,9,75,11,3,40,4,62,8,25,3,312,22,570
127021518,0,3,0,16,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,6,3,10,47,19,11,39,5,42,6,25,5,136,21,348
127021519,0,8,0,25,0,0,0,0,0,0,0,0,0,20,43,68,0,0,0,0,0,0,0,0,0,19,4,26,173,27,10,124,11,146,11,64,15,606,63,1236
127021520,0,0,0,16,0,0,0,0,0,5,0,0,3,7,25,43,0,0,0,0,0,0,0,0,0,7,6,21,130,21,3,43,8,103,3,44,16,390,36,789
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
127031522,0,6,0,35,10,0,0,0,0,5,0,4,0,7,34,55,0,0,0,0,0,0,0,0,0,12,5,17,231,19,11,100,11,136,0,58,16,347,47,973
127031523,0,5,0,66,7,0,0,0,0,8,0,0,0,7,57,80,4,0,4,0,0,0,0,3,0,13,8,33,384,46,10,120,21,188,5,102,17,533,71,1488
127031524,0,0,0,79,3,0,0,0,0,3,0,0,0,4,88,101,3,3,0,0,0,0,0,0,0,6,4,17,475,35,11,161,21,174,3,65,17,309,100,1364
127031598,0,0,0,15,4,0,0,0,0,7,0,3,0,8,76,110,7,0,0,0,0,0,0,0,0,15,16,38,281,43,21,156,19,243,7,95,14,642,111,1634
127031599,0,0,0,0,0,0,0,0,0,0,0,3,0,12,20,42,0,0,0,0,0,0,0,3,0,17,4,28,104,9,4,39,9,80,3,44,15,327,32,664
127031600,0,3,0,20,3,0,0,0,0,0,0,0,0,12,45,70,0,0,0,0,0,3,0,0,0,5,10,16,216,14,0,94,15,133,6,41,3,242,62,837
127031601,0,0,0,9,0,0,0,0,0,0,0,0,3,3,19,26,0,0,0,0,0,0,0,0,0,3,3,13,99,12,5,38,3,63,0,17,7,122,27,389
128011529,0,9,0,155,3,0,0,0,0,3,0,0,0,17,82,104,0,0,0,0,0,0,0,0,0,17,5,23,389,61,5,170,22,127,10,115,14,636,87,1637
128011530,0,18,0,105,3,0,0,0,0,0,0,3,0,15,78,99,6,0,0,0,3,0,0,0,0,28,14,55,388,46,7,160,21,143,10,114,11,641,91,1632
128011531,0,32,0,170,4,0,0,0,0,3,0,0,0,22,83,109,0,0,0,0,3,0,0,4,0,17,13,38,237,76,10,135,24,137,6,129,11,767,106,1635
128011602,0,0,0,45,3,0,0,0,0,4,0,0,0,8,66,87,5,0,0,0,0,0,0,0,0,3,12,19,351,43,15,135,27,95,5,72,10,283,73,1098
128011603,0,7,0,114,3,0,0,0,0,0,0,0,0,10,42,60,0,0,0,0,0,0,0,0,0,11,5,15,166,50,11,106,6,82,4,100,13,496,46,1089
128011604,3,26,0,316,8,0,0,4,0,5,0,0,0,13,154,189,4,0,4,0,0,0,0,0,0,26,4,41,894,139,30,400,46,245,21,164,21,755,167,2869
128011605,0,5,0,51,0,0,0,0,0,0,0,0,0,3,11,21,0,0,0,0,0,0,0,0,0,0,0,4,43,15,0,30,3,22,0,22,3,122,11,283
128011606,0,14,0,92,0,0,0,0,0,0,0,0,0,4,44,49,0,0,0,0,0,0,0,0,0,7,0,9,139,38,4,85,6,59,6,52,8,234,45,678
128021533,0,3,0,27,0,0,0,0,0,3,0,0,0,3,31,40,0,0,0,3,0,0,0,0,0,3,3,7,108,10,0,74,6,58,0,37,4,261,39,597
128021534,0,0,0,90,0,0,0,3,0,4,0,3,0,0,37,48,3,0,0,0,0,0,0,0,0,3,3,18,158,31,8,129,15,124,10,79,12,327,44,930
128021535,0,3,0,135,3,0,0,0,0,4,0,0,0,8,59,77,0,0,0,0,0,0,0,0,0,18,10,26,366,58,11,240,21,202,12,131,17,550,75,1674
128021536,3,12,0,188,7,0,0,6,3,3,0,0,3,19,85,121,0,0,0,0,0,3,0,0,6,15,5,30,383,61,10,218,15,146,15,137,17,728,95,1835
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,0,7,0,126,10,0,3,0,0,3,0,4,0,7,94,118,0,0,0,0,0,0,0,0,0,12,10,26,709,62,12,254,33,199,8,112,15,577,102,2090
128021607,0,4,0,56,6,0,0,0,0,3,0,0,0,12,52,78,0,0,0,0,3,0,0,0,0,19,3,26,286,49,14,137,15,118,8,123,21,692,59,1522
128021608,3,3,0,40,3,0,0,3,0,0,0,0,0,10,38,52,0,0,0,0,0,0,0,0,0,8,0,6,130,23,3,61,3,52,8,59,8,296,43,688
128021609,0,3,0,39,0,0,0,0,0,0,0,0,0,6,23,25,0,0,0,0,0,0,0,0,0,0,0,4,64,10,0,31,6,31,0,25,0,90,25,289
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,3,0,47,3,0,0,0,0,3,0,0,0,10,38,55,0,0,0,0,0,0,0,0,0,11,3,14,234,32,6,153,12,94,8,70,11,346,48,1031
201011002,0,16,3,116,3,0,0,0,0,0,3,0,0,9,52,74,3,0,0,0,0,0,0,0,0,15,4,22,229,57,12,192,17,112,9,98,13,413,68,1211
201011003,4,3,0,80,7,0,0,4,0,3,0,0,0,15,93,129,0,0,0,4,3,0,3,0,0,32,11,52,458,121,22,386,37,204,19,166,21,780,116,2335
201011004,0,3,0,30,7,0,0,3,0,7,0,0,3,21,104,144,0,0,0,0,0,3,0,0,0,22,20,51,420,105,14,294,26,225,12,174,28,808,145,2245
201011005,3,0,0,43,0,0,0,0,0,0,0,0,0,6,28,39,0,0,0,0,0,0,0,0,0,5,0,5,121,31,0,103,9,62,5,70,9,260,31,697
201011006,0,0,0,4,3,0,0,3,0,0,0,0,0,4,25,36,0,0,0,5,0,0,0,0,0,5,3,16,158,26,5,117,10,60,5,44,10,231,36,708
201011007,0,0,0,5,0,0,0,0,0,3,0,0,0,3,15,22,0,0,0,0,0,0,0,0,0,3,4,12,64,18,0,61,10,34,4,33,9,129,21,381
201011008,0,3,0,16,0,0,0,3,0,5,0,3,0,13,58,83,0,0,3,0,0,0,3,0,0,26,9,47,203,45,15,167,19,113,11,107,15,606,69,1372
201021009,0,0,0,19,0,0,0,0,0,0,0,0,4,6,35,51,3,0,0,0,0,3,0,0,0,3,0,13,140,28,7,75,14,103,6,40,10,211,44,668
201021010,0,3,0,27,0,0,0,3,0,4,0,0,0,12,39,64,3,0,0,0,0,3,0,0,0,6,5,21,152,49,7,131,17,84,7,81,16,348,53,956
201021011,3,3,0,53,4,0,0,0,0,0,0,0,0,6,66,84,3,3,0,4,0,0,0,0,0,5,10,22,164,96,17,172,20,108,12,116,21,387,79,1185
201021012,0,4,0,29,0,0,0,0,0,3,0,0,0,5,26,43,0,0,0,0,0,0,0,0,0,5,10,20,97,37,12,93,16,83,3,54,12,172,43,625
201031013,0,0,0,6,0,0,0,0,0,0,0,0,0,10,26,33,0,0,0,0,0,0,0,0,0,14,3,19,61,21,5,51,3,46,5,35,11,198,37,478
201031014,0,0,0,11,0,0,0,0,0,0,0,0,0,3,32,41,0,0,0,0,0,0,0,0,0,12,0,15,50,26,6,80,13,38,6,41,7,184,39,493
201031015,0,0,0,4,0,0,0,3,0,4,0,0,0,5,20,33,0,0,3,0,0,0,0,0,0,4,0,7,80,29,7,88,10,54,10,41,6,187,26,536
201031016,0,0,0,5,3,0,0,0,0,4,0,0,0,20,28,51,0,0,0,0,0,0,0,0,0,21,9,34,91,47,8,90,9,60,6,67,8,517,47,951
201031017,0,0,0,5,0,0,0,4,0,0,0,3,0,12,36,51,0,0,0,0,0,0,0,0,0,17,11,26,74,21,7,80,3,76,6,48,6,331,51,711
202011018,0,4,0,62,4,0,3,3,0,0,0,0,0,14,75,94,0,3,0,0,0,0,0,0,3,21,11,35,261,83,13,214,17,108,16,108,12,469,86,1389
202011019,0,3,0,11,4,0,0,3,0,0,0,0,0,13,41,73,3,0,0,0,0,0,0,0,0,24,11,37,150,39,5,153,19,103,11,83,28,429,63,1090
202011020,0,9,0,74,3,0,0,3,0,5,0,0,0,21,72,102,0,0,0,3,0,3,0,3,0,15,3,27,212,73,12,214,17,127,12,125,15,634,83,1515
202011021,0,8,0,35,0,0,0,4,0,3,0,0,0,6,42,55,0,0,0,0,0,0,0,0,0,6,0,10,150,30,9,131,13,74,13,91,9,294,44,848
202011022,0,5,0,37,6,0,0,0,0,3,0,0,0,20,77,104,5,0,3,0,0,0,0,0,0,33,15,59,385,86,17,311,26,159,8,150,22,861,103,2126
202011023,0,0,0,13,0,0,0,0,0,3,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,3,0,3,99,20,7,72,7,37,7,26,3,123,15,410
202011024,0,3,0,37,0,0,0,3,0,0,0,0,0,10,25,43,0,0,0,0,0,0,0,0,0,3,0,11,136,32,10,131,11,77,4,65,15,291,32,811
202011025,0,3,0,19,3,0,0,0,0,4,0,3,0,16,47,75,0,0,0,0,0,3,0,3,0,7,12,31,281,47,17,185,21,97,18,75,11,331,58,1152
202021026,0,4,0,29,0,0,0,0,0,0,0,0,0,3,41,46,0,0,0,0,0,0,0,0,0,8,12,21,146,54,10,128,17,86,9,68,14,231,52,818
202021027,0,9,0,31,0,0,0,3,0,4,0,0,0,8,52,72,0,0,0,0,0,0,0,0,0,14,9,22,126,83,7,145,15,85,10,100,17,455,68,1102
202021028,0,7,0,36,3,0,0,4,0,0,0,0,0,7,54,75,0,0,0,5,0,0,0,0,0,7,7,21,161,72,7,150,16,97,6,111,22,458,68,1170
202021029,0,3,0,6,7,0,0,0,0,0,0,0,0,3,28,43,0,0,0,4,0,0,0,0,0,13,13,26,76,31,10,57,6,56,7,45,11,297,37,636
202021030,0,7,0,48,3,3,0,5,0,3,0,5,0,7,49,74,0,0,0,0,0,0,0,0,0,5,8,21,170,76,12,161,15,107,5,94,7,377,62,1096
202021031,3,4,0,67,0,0,0,0,0,4,0,0,0,4,36,39,0,0,0,0,0,0,0,0,0,4,3,6,116,43,6,90,13,72,3,63,16,225,45,688
202031032,0,0,0,11,0,0,0,0,0,0,0,4,0,3,29,39,0,0,0,0,0,0,0,0,0,3,4,7,90,33,10,102,7,51,7,33,10,159,41,525
202031033,0,3,0,15,4,0,0,0,0,8,0,3,3,10,51,80,8,0,0,0,0,0,0,0,0,6,9,28,154,36,15,117,12,67,5,66,15,352,78,921
203011034,0,0,0,16,3,0,0,0,0,3,0,0,0,4,23,35,0,0,0,0,0,0,0,0,0,3,0,9,137,18,4,83,9,58,4,47,3,175,29,582
203011035,0,3,0,25,0,0,0,0,0,4,0,0,0,3,36,50,0,0,0,0,0,0,0,0,0,9,3,13,144,41,10,128,16,82,10,72,9,184,41,739
203011036,0,4,0,33,3,0,0,0,0,0,0,0,0,4,22,38,0,0,0,0,0,0,0,0,0,9,10,21,94,53,8,114,12,60,9,74,16,200,38,678
203021037,0,5,0,34,0,0,0,4,0,3,0,8,0,15,59,87,0,0,0,0,0,0,0,0,0,14,10,30,269,60,8,211,11,122,8,109,8,534,75,1423
203021038,0,3,0,26,3,0,0,4,0,9,3,5,0,22,70,121,0,0,0,6,0,0,0,0,0,27,27,60,260,74,9,238,26,225,20,165,24,844,114,2009
203021039,0,4,0,97,7,0,0,8,4,4,0,0,0,10,79,107,3,0,0,0,0,3,0,0,0,17,0,28,333,78,9,219,31,123,4,104,12,345,80,1340
203021040,0,4,0,86,5,0,0,0,5,6,0,0,0,14,102,136,4,0,3,0,0,3,0,0,0,15,6,36,448,65,19,304,29,186,22,120,15,578,123,1904
203021041,0,3,0,44,15,0,0,0,0,4,0,0,0,32,80,122,3,0,0,4,0,3,0,3,0,14,14,47,503,108,17,362,34,177,14,163,23,864,107,2375
203021042,0,14,0,145,3,0,0,3,3,3,0,0,0,19,95,127,0,0,0,3,0,0,0,4,0,20,9,38,344,125,7,303,31,195,21,183,17,862,108,2200
203021043,0,3,0,56,11,0,0,0,0,7,0,0,0,20,75,118,3,0,3,0,0,0,0,3,0,13,8,32,391,37,16,240,23,171,17,99,16,554,94,1664
203021044,0,6,0,32,0,0,0,3,0,3,0,3,0,14,54,80,0,0,0,3,0,0,0,3,0,21,11,46,266,40,9,194,17,95,15,80,9,580,72,1386
203021045,0,0,0,10,0,0,0,3,0,4,0,0,3,22,50,83,3,0,0,3,0,0,0,0,0,17,23,49,217,71,11,180,16,135,7,109,21,640,84,1492
203021046,3,14,0,113,0,0,0,0,0,3,0,0,3,4,65,77,0,0,0,0,0,0,0,0,0,13,3,19,210,48,8,157,11,99,7,83,9,308,71,1003
203021047,0,4,0,51,3,0,0,4,0,3,0,0,0,14,57,83,0,0,0,0,0,0,0,0,0,37,20,54,246,60,9,161,14,135,10,106,9,636,81,1471
203031048,0,13,0,49,0,0,0,3,0,6,0,3,0,16,67,98,0,0,0,0,0,0,0,0,0,25,17,45,211,80,10,190,16,116,14,143,19,765,102,1669
203031049,0,8,0,43,3,0,0,0,0,0,0,0,0,8,45,53,0,0,0,4,0,0,0,3,0,7,0,14,81,54,8,78,3,38,9,53,7,276,47,656
203031050,0,22,0,139,3,0,0,3,0,3,0,6,0,9,127,156,0,0,0,0,3,0,0,0,0,22,8,35,441,137,14,339,27,167,24,233,22,859,143,2413
203031051,0,4,0,29,0,0,0,0,0,0,0,0,0,27,35,65,0,0,0,0,0,4,0,3,0,18,7,40,77,57,13,98,6,91,5,108,14,660,59,1181
203031052,0,12,0,36,0,0,0,0,0,0,0,0,0,8,30,40,0,0,0,0,0,0,0,0,0,5,3,8,62,32,0,42,5,22,3,64,8,353,37,632
203031053,0,16,0,124,4,0,0,4,0,3,0,6,0,9,111,149,0,0,0,0,0,3,0,4,0,21,12,45,372,99,17,257,13,109,7,151,18,664,131,1842
204011054,0,0,0,22,0,0,0,0,0,4,0,0,0,14,43,65,3,0,0,0,0,0,0,3,3,10,12,30,145,54,9,142,15,60,9,79,23,342,55,921
204011055,0,0,0,28,0,0,0,0,0,0,0,0,3,5,43,64,3,3,4,0,0,0,0,3,0,11,7,35,123,53,12,123,15,74,11,83,9,325,60,895
204011056,0,3,0,39,3,0,0,3,0,3,0,0,0,20,51,94,3,0,0,4,0,0,0,0,3,21,10,46,239,44,11,172,22,151,11,119,15,485,72,1339
204011057,0,5,0,23,0,0,0,4,0,3,0,0,0,8,66,82,3,0,0,0,0,6,0,0,0,15,0,28,172,80,11,136,18,58,8,91,15,409,72,1080
204011058,0,0,0,16,0,0,0,0,0,0,0,0,0,6,33,44,4,0,0,0,0,0,0,0,0,10,3,19,82,33,5,81,3,35,5,47,7,202,38,542
204011059,0,0,0,15,0,0,0,0,0,7,0,0,0,5,32,43,0,0,0,0,0,0,0,0,0,5,4,17,81,30,9,84,8,58,7,43,6,258,41,620
204011060,0,3,0,21,0,0,0,0,0,0,0,0,0,4,30,36,0,0,0,0,0,0,0,0,0,0,4,7,93,19,0,68,5,53,9,36,11,124,38,463
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,7,0,19
204011062,0,5,0,25,0,3,0,0,0,0,0,0,0,5,29,43,0,0,0,0,0,3,0,0,0,3,3,13,65,34,9,48,8,56,8,34,3,189,32,495
204021063,0,8,0,33,3,0,0,0,0,9,0,3,0,12,77,99,4,0,0,3,0,3,0,0,0,21,4,40,186,50,18,175,14,97,9,103,13,589,91,1332
204021064,0,0,0,13,0,0,0,3,0,0,0,0,0,7,29,35,3,0,0,0,0,0,0,0,0,3,3,10,103,47,4,87,9,42,7,30,14,168,35,539
204021065,0,0,0,11,0,0,0,0,0,0,0,0,3,3,16,29,3,0,0,0,0,0,0,0,0,3,0,8,95,20,0,55,7,43,5,38,11,167,28,470
204021066,0,9,0,52,4,0,0,4,0,3,0,3,0,27,80,129,3,0,0,4,0,0,0,0,0,21,28,59,336,90,20,317,19,148,14,132,19,838,122,2050
204021067,0,6,0,42,3,0,0,4,0,4,0,0,0,9,62,88,3,0,0,0,0,0,0,0,3,11,0,24,240,102,24,231,23,111,5,105,16,367,74,1284
204031068,0,8,0,19,0,0,0,3,0,0,0,3,0,3,35,45,0,0,0,3,0,0,0,0,0,4,3,7,73,43,3,87,4,43,3,58,13,190,40,569
204031069,0,3,0,26,0,0,0,3,0,0,0,3,0,4,67,76,3,3,0,0,0,0,0,0,0,13,7,25,156,68,13,124,20,64,13,98,15,403,77,1044
204031070,0,0,0,11,0,0,0,0,0,0,0,0,0,3,13,20,0,0,0,0,0,0,3,0,0,4,4,15,87,19,9,55,6,45,7,30,5,106,21,389
204031071,0,3,0,13,6,0,0,4,0,3,0,0,0,3,30,41,0,0,0,0,0,0,0,0,0,5,3,14,104,28,10,90,3,50,3,48,14,223,39,613
204031072,0,0,0,25,3,0,0,0,0,0,0,0,0,8,53,65,3,0,3,3,0,0,0,4,0,11,3,29,162,56,14,125,11,58,10,60,13,283,64,862
204031073,0,3,0,35,4,4,0,4,0,3,0,0,0,13,75,101,0,0,0,0,0,0,0,0,3,16,6,34,320,65,10,265,17,171,10,111,17,478,94,1559
204031074,0,6,0,53,3,0,0,3,5,5,0,3,0,19,129,173,3,0,0,3,0,0,0,0,0,27,16,58,505,102,19,385,38,218,11,161,23,790,158,2412
204031075,0,3,0,29,0,0,0,0,0,3,0,0,0,3,30,34,3,0,0,3,0,0,0,0,0,3,0,11,113,37,10,76,11,55,5,44,10,156,34,559
205011076,0,0,0,35,5,0,0,0,0,7,0,6,0,9,55,88,4,3,0,3,0,0,0,3,0,20,11,53,329,79,18,218,29,167,18,132,11,699,84,1783
205011077,0,3,0,33,3,0,0,3,0,0,0,0,0,3,41,60,3,0,0,0,0,0,0,0,0,10,3,14,120,50,8,103,10,81,5,64,9,275,48,777
205011078,0,4,0,39,0,0,0,0,0,4,0,0,0,7,38,53,0,0,0,3,0,3,0,0,0,10,7,21,151,61,6,124,17,96,5,75,18,331,50,940
205011079,6,5,0,99,4,4,0,3,0,8,0,0,0,13,96,134,7,0,3,0,0,3,0,0,0,21,15,50,337,90,26,303,30,188,17,155,29,797,133,2102
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,8,0,30,7,0,0,3,0,3,0,3,0,11,84,110,0,0,0,0,0,0,0,0,3,23,19,53,237,80,16,214,30,111,9,124,25,696,121,1661
205021082,0,0,0,15,0,0,0,3,0,3,0,0,0,14,56,81,3,4,0,3,0,3,0,0,0,12,3,24,155,82,16,147,13,80,11,84,26,405,65,1087
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,5,0,26,4,0,0,0,0,3,0,0,0,14,77,101,3,0,0,0,0,4,0,0,0,17,14,44,131,73,14,136,11,81,14,109,16,746,107,1432
205021085,0,3,0,10,0,0,0,3,0,0,0,0,0,7,51,63,4,0,0,3,0,0,0,0,0,9,11,32,87,49,9,99,14,43,18,72,11,376,80,853
205021086,0,3,0,32,0,0,0,0,0,0,0,3,0,5,56,72,3,0,0,0,0,0,0,3,0,19,7,31,99,42,17,99,5,58,0,97,19,627,73,1135
205031087,0,3,0,33,3,0,0,3,0,4,0,0,0,20,57,96,3,0,0,5,0,3,0,3,0,24,4,43,148,90,7,161,16,61,7,116,21,524,75,1216
