SA2_MAINCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
310041299,13,87,45,58,5,224,11,15,81,110,120,5,349,0,3,3,6,12,0,21,0,3,4,14,63,3,92,0,0,12,13,54,26,106,63,61,365,402,1078,112,2077
310041300,22,55,36,46,0,171,23,11,95,102,129,9,365,0,0,3,3,11,0,14,0,4,11,20,74,4,118,3,0,12,19,55,31,121,98,71,410,394,1029,126,2130
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,20,90,67,105,9,314,29,19,167,208,299,29,757,0,3,6,3,20,4,37,3,5,18,34,129,7,195,3,0,13,20,107,46,187,138,81,644,771,2350,234,4220
310041303,25,76,25,33,0,199,16,10,121,85,98,11,344,0,0,3,7,12,0,23,0,0,10,15,64,3,104,4,0,10,10,51,5,75,117,65,494,406,964,63,2116
310041304,37,245,63,81,9,534,89,43,349,184,174,18,849,5,3,11,8,32,4,61,5,3,31,45,122,4,214,11,0,33,23,90,32,179,454,155,1506,1021,2022,178,5340
311011305,41,120,46,95,7,340,16,16,83,104,165,18,393,0,0,3,12,30,0,46,3,0,7,22,110,5,144,0,0,5,22,66,26,121,86,77,456,488,1674,198,2982
311021306,14,49,23,48,4,147,16,4,64,65,111,9,272,0,0,7,5,12,3,31,0,0,4,13,60,9,84,3,0,7,12,46,26,94,55,29,258,283,1009,97,1740
311021307,17,45,37,60,7,176,13,9,73,111,171,15,395,0,0,10,3,14,3,32,0,0,9,22,77,3,107,3,0,8,21,77,27,139,53,39,288,469,1387,165,2400
311021308,25,72,42,45,3,201,12,11,86,77,125,14,327,0,0,3,14,11,3,30,0,0,9,17,74,3,108,0,3,8,14,53,7,90,65,54,374,400,1049,83,2025
311021309,23,53,21,50,6,157,11,10,54,68,94,4,226,0,0,0,4,15,0,24,3,3,3,14,51,0,81,0,0,9,7,25,9,52,44,43,252,280,813,59,1484
311021310,20,87,28,45,7,209,14,12,75,63,85,7,260,0,0,9,6,13,0,25,0,0,4,12,79,5,105,0,0,4,12,43,8,71,69,57,351,350,978,79,1888
311031311,19,74,43,64,7,224,12,14,89,106,162,15,400,0,3,4,5,16,4,36,0,0,14,23,132,4,179,4,0,22,9,79,29,142,64,53,435,460,1580,139,2739
311031312,11,38,25,35,3,120,16,10,91,78,125,19,340,0,0,0,3,9,0,10,3,0,16,17,63,0,104,3,0,17,17,53,12,95,96,28,371,324,968,97,1883
311031313,17,60,23,30,3,142,11,3,47,49,65,3,186,0,0,3,3,3,3,14,0,0,4,7,63,3,76,0,0,9,5,43,13,73,40,26,236,218,766,65,1348
311031314,13,62,34,79,12,197,9,5,65,103,179,8,378,0,0,0,3,15,0,16,0,0,4,18,69,3,96,0,3,11,19,83,55,165,37,34,281,387,1409,182,2323
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,15,101,35,58,3,242,19,15,99,72,111,4,330,0,0,3,0,13,3,19,0,3,8,22,89,4,128,3,0,10,17,57,13,107,89,57,475,414,1235,103,2371
311031317,15,69,36,79,3,225,22,12,88,131,256,20,520,0,0,5,6,18,0,27,4,0,4,22,82,7,122,0,3,12,18,92,41,160,84,45,350,481,1556,159,2674
311031318,7,51,22,42,3,138,11,6,46,32,51,5,147,0,0,4,6,6,0,15,3,0,3,8,65,3,86,0,0,7,10,45,7,73,38,26,206,208,777,55,1313
311031319,36,159,64,122,8,421,31,23,158,192,246,16,670,0,0,11,8,17,4,41,7,0,18,28,178,9,241,9,5,25,25,127,24,212,140,117,788,816,2357,204,4426
311041320,33,158,49,110,5,378,22,24,122,112,147,19,450,0,0,4,5,14,3,25,3,0,16,32,197,13,263,3,0,21,36,106,17,180,117,109,634,665,2149,140,3819
311041321,69,302,140,234,20,807,39,42,231,283,323,31,955,0,0,7,24,38,3,66,7,6,29,74,329,5,445,5,4,21,46,256,62,396,184,165,1098,1360,4353,336,7496
311041322,21,53,41,69,9,194,19,10,79,71,72,15,265,0,0,3,4,14,0,25,0,0,4,6,98,6,124,0,0,5,9,75,25,113,49,46,322,335,1175,117,2050
311051323,26,112,38,64,9,276,27,18,114,119,175,16,475,3,0,6,8,13,0,32,0,3,3,9,93,3,116,3,0,8,18,63,31,129,95,70,455,457,1345,143,2567
311051324,37,177,61,71,7,399,31,8,136,94,92,13,382,5,0,10,5,20,0,40,5,0,17,25,102,3,150,9,0,23,20,61,11,123,166,94,736,567,1270,102,2944
311051325,27,148,51,72,3,347,21,26,119,124,152,14,448,3,0,4,14,23,0,49,0,0,11,28,134,12,181,4,0,26,15,78,27,162,117,99,616,611,1773,154,3372
311051326,28,75,42,62,6,227,29,18,150,105,175,24,491,0,0,7,3,10,0,21,4,0,16,19,82,0,126,4,0,11,10,75,20,120,100,68,492,411,1219,155,2435
311051327,55,244,66,92,10,529,37,35,207,122,138,20,558,5,0,10,7,15,3,39,6,0,23,31,137,8,212,3,0,22,25,92,26,170,250,151,1058,730,1768,168,4113
311051328,9,45,30,37,6,137,15,4,50,69,103,8,252,0,0,3,0,3,0,5,0,0,10,13,63,3,88,0,0,10,5,54,9,83,49,28,236,250,840,97,1489
311061329,35,133,44,53,3,309,42,26,129,77,68,6,346,0,0,11,9,3,0,17,3,0,7,14,66,4,102,8,0,13,18,40,16,92,190,91,628,426,846,81,2261
311061330,12,42,30,46,6,158,10,11,68,58,147,24,312,0,0,0,3,14,0,15,0,0,7,9,84,4,107,3,0,10,6,53,38,119,46,33,217,301,994,146,1748
311061331,7,15,13,30,0,64,9,0,26,37,60,7,139,0,0,0,0,0,0,0,0,0,7,10,26,3,44,0,0,0,7,21,18,54,26,11,115,137,430,80,801
311061332,67,339,83,144,20,750,63,60,290,164,185,27,780,4,4,21,18,17,0,58,11,9,52,51,155,0,270,16,0,38,19,87,18,181,373,196,1542,936,2017,162,5230
311061333,11,71,38,82,10,236,18,10,103,82,162,18,400,0,0,0,3,19,0,23,5,3,15,17,71,3,114,0,0,11,13,51,25,102,95,47,435,430,1173,129,2309
311061334,43,155,42,52,11,369,43,21,154,96,109,18,439,0,3,19,3,8,3,36,3,0,27,25,64,5,126,3,0,20,17,55,21,126,226,115,824,519,1143,121,2949
311061335,16,88,33,28,4,202,35,13,153,47,54,13,318,3,0,3,9,9,3,28,3,3,14,15,43,3,78,14,0,29,7,31,14,93,242,74,762,346,604,75,2100
311061336,14,51,24,51,3,175,18,5,73,81,152,21,350,5,0,7,3,8,0,20,0,0,12,14,53,8,86,0,0,11,13,46,32,105,110,51,360,370,1027,130,2043
312011337,25,98,28,48,11,224,6,9,79,59,140,8,302,0,0,0,0,4,0,8,3,0,4,9,78,3,97,0,0,10,10,38,23,75,50,51,340,276,1200,220,2137
312011338,25,87,19,45,3,185,0,4,26,29,31,4,89,0,0,3,0,3,0,5,0,0,0,9,63,4,80,0,0,0,3,33,13,54,49,53,365,228,1367,138,2191
312011339,6,49,4,19,3,90,0,4,28,14,16,5,64,0,0,0,0,0,0,4,0,0,3,5,39,0,48,0,0,0,0,12,3,22,23,14,193,104,549,53,933
312011340,6,35,12,16,0,76,0,0,8,11,25,6,57,0,0,0,0,4,0,4,0,0,0,3,24,0,25,0,0,0,3,15,12,28,13,8,113,75,432,53,695
312011341,22,143,21,43,4,239,10,5,51,30,46,3,140,0,0,3,0,5,4,20,0,0,9,12,66,3,90,0,0,8,4,24,17,59,75,64,580,322,1578,129,2747
312021342,51,220,54,86,8,447,25,38,183,125,190,16,572,0,0,0,0,22,3,28,0,0,17,34,215,3,269,0,0,7,7,114,31,161,97,126,775,551,2462,141,4144
312021343,8,52,12,22,3,113,9,5,63,20,34,3,148,0,0,3,0,0,0,6,3,0,4,0,38,0,42,3,0,6,0,29,3,38,36,35,252,143,514,35,1021
312021344,39,202,62,69,4,405,43,42,261,103,143,20,617,0,0,0,6,17,3,25,3,0,11,30,171,3,217,3,0,20,9,86,15,130,146,134,869,551,2087,136,3924
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,7,37,5,9,3,67,20,8,78,28,28,4,169,0,0,3,5,5,0,10,0,0,8,3,28,0,44,0,0,8,0,14,4,34,64,31,303,130,387,43,957
312021347,3,5,3,7,0,25,7,0,17,3,6,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,9,17,6,66,35,75,4,197
312021348,42,199,46,62,7,375,63,33,236,85,120,28,563,0,0,7,4,11,0,19,5,4,18,29,147,8,207,0,0,13,17,58,19,116,145,117,829,488,1637,153,3374
312021349,23,73,29,32,3,161,14,11,70,51,60,13,210,0,0,3,0,7,0,10,0,0,8,8,71,0,89,0,0,3,3,21,15,44,39,46,296,206,861,76,1530
312021350,16,60,8,17,3,111,15,14,88,39,55,10,215,0,0,0,0,8,0,11,0,0,3,3,87,4,96,0,0,0,3,37,7,49,42,36,287,162,891,62,1480
312021351,32,100,36,72,12,261,5,13,64,37,76,16,205,0,0,3,0,13,0,12,0,0,0,10,104,3,118,3,0,5,4,40,13,71,20,49,294,247,1428,141,2184
312021352,21,86,27,72,14,236,18,8,71,60,105,9,277,0,0,0,0,3,3,9,0,0,3,12,117,10,143,0,0,4,13,64,26,111,56,62,312,351,1806,208,2790
312021353,16,96,37,67,4,234,9,15,73,45,61,12,207,0,0,0,7,7,0,14,0,3,5,11,94,3,114,0,0,11,5,40,29,81,41,56,302,263,1232,145,2040
312021354,21,96,19,38,4,186,13,12,86,49,79,3,241,0,0,3,0,0,0,5,0,0,3,13,67,4,89,0,0,3,11,35,3,54,54,56,308,260,969,47,1690
312021355,7,37,20,26,0,97,10,8,22,22,52,3,122,0,0,3,0,5,0,12,0,0,6,6,32,3,48,0,0,3,3,23,14,43,34,22,139,137,494,57,889
312021356,17,68,17,36,3,155,4,12,88,51,99,13,265,3,0,0,0,6,0,13,0,0,5,12,66,5,85,0,0,10,8,51,22,89,39,37,352,225,1080,98,1840
312021357,10,69,37,52,5,183,11,15,71,45,85,8,237,0,0,3,0,4,0,7,0,0,9,19,150,11,184,3,0,5,10,60,17,98,43,37,313,285,1547,135,2365
312021358,22,94,25,40,3,194,30,12,151,58,64,6,316,0,0,0,3,5,3,16,0,0,10,10,81,6,112,0,0,9,3,28,3,47,81,48,480,232,869,55,1768
312031359,25,120,41,46,9,271,22,17,119,57,59,9,289,0,0,18,19,30,10,75,4,0,8,39,132,6,191,3,4,31,39,89,34,203,127,89,907,924,2175,206,4437
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,20,104,31,62,7,234,10,5,49,60,95,13,241,0,0,6,7,9,0,23,0,0,5,12,90,10,117,0,0,8,9,60,16,92,32,43,308,339,1394,130,2239
313011362,19,121,29,60,7,263,26,20,119,153,223,13,555,0,0,4,5,19,0,34,0,0,6,22,114,3,149,3,3,10,18,90,28,148,84,74,465,542,1795,173,3136
313011363,41,174,61,98,13,420,27,27,151,144,211,24,584,7,3,9,11,21,4,43,0,0,13,31,99,3,155,4,0,13,15,84,29,147,128,119,611,625,1613,186,3285
313021364,7,53,22,32,5,128,6,8,40,34,63,7,162,0,0,3,3,7,0,13,0,0,3,7,63,3,73,0,0,10,13,39,8,65,25,27,194,223,704,53,1231
313021365,47,172,72,155,11,495,42,44,238,282,448,52,1098,0,0,11,11,38,4,61,3,0,21,43,213,7,286,0,0,19,22,119,52,221,143,143,907,1021,3354,347,5920
313021366,29,138,86,114,9,401,17,27,136,213,358,17,764,0,0,4,7,26,4,50,3,3,13,34,161,9,223,0,3,12,10,130,44,195,87,99,578,779,2586,234,4360
313021367,10,38,20,33,3,112,11,11,37,31,68,4,162,0,0,3,0,10,3,15,3,0,3,9,53,0,73,0,0,3,8,26,9,47,21,35,176,171,669,50,1119
313021368,17,56,21,53,3,163,6,7,51,90,173,12,348,0,0,3,6,12,4,24,3,0,11,15,89,6,121,0,0,3,10,46,22,92,37,41,244,360,1249,132,2053
313021369,13,58,16,29,3,136,19,4,37,29,53,4,148,0,0,5,0,11,0,15,0,0,7,8,40,0,52,0,0,5,9,29,3,44,49,28,194,192,598,48,1113
313031370,18,54,24,32,0,139,7,5,31,34,55,10,146,0,0,0,3,7,0,19,0,0,0,6,38,4,50,0,0,3,6,24,7,50,32,26,216,188,635,112,1207
313031371,19,64,31,49,6,177,10,10,40,71,76,18,225,0,0,4,5,12,0,28,3,0,0,10,68,3,87,4,0,7,9,46,20,75,39,52,242,306,997,123,1756
313041372,33,146,76,106,8,391,26,29,160,158,223,11,613,0,0,3,4,18,3,34,3,3,8,31,149,5,199,3,3,15,20,105,22,168,104,110,621,705,2198,178,3922
313041373,37,175,83,142,9,463,31,38,210,237,405,35,949,0,0,4,12,29,3,49,0,0,19,28,184,10,243,0,0,12,39,146,46,251,95,104,704,859,2727,271,4764
313041374,20,58,27,51,4,169,8,14,55,50,75,8,204,0,0,5,9,7,0,15,0,0,0,9,64,3,80,0,0,5,3,32,9,51,46,43,244,267,805,76,1478
313041375,75,259,102,158,5,639,33,58,260,240,278,30,888,3,0,11,15,24,4,50,6,3,31,31,212,7,294,3,0,19,29,119,33,205,185,188,1089,1123,2972,206,5755
313041376,4,39,18,22,5,89,11,3,31,34,44,4,125,0,0,0,3,0,0,6,0,0,3,13,37,3,51,4,0,4,4,20,3,38,28,23,146,173,521,42,935
313051377,13,101,39,58,3,240,24,23,120,96,123,14,391,0,0,6,9,12,0,25,0,4,12,20,88,3,126,3,0,13,14,44,19,95,89,75,465,412,1108,102,2246
313051378,36,139,53,65,14,365,44,32,211,129,179,22,617,0,0,9,7,20,0,42,6,4,19,30,93,3,150,4,3,17,22,70,20,136,177,118,723,597,1495,146,3249
313051379,22,95,45,54,3,255,22,18,146,117,143,17,459,0,0,8,6,25,0,46,3,0,10,31,81,3,130,3,0,16,18,51,30,120,121,69,498,479,1192,128,2488
313051380,46,163,63,110,0,406,28,23,213,196,304,30,800,0,0,14,7,26,0,47,0,0,16,36,140,9,210,3,0,22,27,90,36,173,103,103,706,733,2046,205,3894
313051542,34,159,53,75,7,379,59,41,219,118,156,20,613,3,0,9,7,17,0,37,9,7,18,24,103,3,156,7,7,21,30,66,26,144,246,158,891,681,1475,149,3601
314011382,74,313,88,146,26,740,77,64,378,189,177,19,902,3,4,28,18,34,5,90,6,6,36,45,157,0,257,13,3,38,26,73,16,171,375,256,1668,1082,1986,181,5546
314011383,61,301,123,118,11,683,82,59,421,259,222,16,1066,5,0,26,20,30,3,90,6,4,40,45,209,4,307,14,3,41,42,129,31,253,385,215,1757,1420,2775,179,6731
314011384,42,140,59,48,12,339,30,25,151,90,76,17,389,0,0,9,9,16,3,34,3,5,11,22,89,6,135,4,0,27,19,52,13,116,174,128,753,535,1119,139,2846
314011385,45,160,54,63,3,381,38,36,207,104,88,13,488,3,0,9,0,10,0,28,3,3,28,27,74,0,130,3,0,15,23,37,19,104,213,139,845,636,1067,97,3000
314011386,178,517,143,165,21,1249,139,91,644,236,295,26,1429,3,12,50,28,44,3,144,18,12,61,51,204,0,340,10,11,55,53,103,29,269,718,555,2913,1502,2869,194,8750
314011387,68,242,79,73,6,568,93,43,280,116,73,16,615,3,0,33,12,19,4,76,8,8,33,22,84,11,163,15,9,44,26,47,11,157,510,247,1507,744,1144,134,4292
314021388,44,251,99,171,11,615,29,36,267,287,460,28,1113,0,0,11,12,39,0,62,3,6,23,65,286,8,389,4,0,32,28,153,48,261,171,159,1140,1202,3618,242,6531
314021389,49,237,84,102,12,537,52,35,336,217,248,23,907,0,0,14,19,22,3,59,12,3,19,55,173,7,263,12,0,23,31,92,23,174,263,168,1284,1157,2564,179,5605
314021390,97,460,138,179,18,1008,135,92,661,357,397,58,1701,4,4,28,36,43,4,118,16,7,46,93,252,9,417,19,7,54,46,152,41,316,657,359,2659,2011,3926,307,9906
314031391,31,83,42,74,3,246,23,15,110,128,191,16,482,0,0,8,6,11,0,22,3,3,12,27,126,3,175,0,4,8,11,66,19,106,84,85,497,520,1547,119,2855
314031392,21,75,25,42,3,182,10,10,75,71,103,9,279,0,0,3,6,17,0,23,6,0,7,18,47,0,74,0,0,5,17,38,12,72,62,61,316,314,870,73,1695
314031393,50,133,42,65,3,343,28,25,111,102,147,15,435,0,0,4,6,19,4,40,6,0,21,22,110,4,157,0,0,14,9,42,16,87,125,134,609,545,1289,119,2814
314031394,24,110,43,85,10,301,33,30,144,144,213,14,580,0,0,10,3,19,4,43,7,0,12,24,131,12,183,3,0,21,22,66,30,145,127,88,651,628,1725,145,3364
315011395,0,15,3,5,4,25,3,0,3,3,13,0,19,0,0,0,0,0,0,0,0,0,0,3,4,3,18,0,0,0,0,5,0,6,3,0,22,23,69,17,142
315011396,21,75,24,42,14,189,13,12,43,56,81,15,215,0,0,0,9,23,7,36,0,3,0,10,62,20,105,0,0,8,3,27,22,59,49,49,254,236,822,156,1563
315011397,0,12,3,6,0,21,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,7,6,0,35,34,107,21,203
315011398,3,17,3,15,9,46,0,3,3,3,8,0,24,0,0,0,0,4,0,6,0,0,0,3,10,5,15,0,0,0,0,0,0,3,7,10,21,25,139,26,232
315011399,9,35,14,37,9,108,5,5,22,44,45,6,131,0,0,0,0,0,0,0,0,0,0,4,32,7,45,0,0,0,0,0,9,11,12,18,79,108,269,52,536
315011400,8,40,19,28,9,118,14,6,27,34,47,13,136,0,0,3,0,10,3,15,0,0,9,3,30,5,41,0,0,7,8,25,11,55,31,20,191,182,593,101,1115
315011401,14,60,18,32,4,150,21,17,67,41,62,21,230,0,0,0,0,4,0,3,0,0,0,5,23,3,30,0,0,0,7,17,21,49,59,39,203,150,401,114,962
315011402,8,43,18,43,10,131,0,7,7,28,56,6,111,0,0,0,0,10,0,10,0,0,4,4,61,17,83,0,0,0,0,15,8,18,9,18,61,86,428,94,694
315011403,16,77,15,30,3,153,16,10,49,31,23,8,136,0,0,0,0,4,0,5,0,0,6,3,28,3,36,3,0,6,3,20,12,41,57,43,261,174,836,64,1439
315021404,15,59,7,24,14,133,7,3,26,26,35,7,110,0,0,0,0,4,0,8,0,3,3,9,35,10,55,0,0,3,3,17,8,29,25,27,149,129,379,97,805
315021405,52,301,54,133,14,605,92,60,275,122,166,36,747,3,0,3,3,13,0,30,0,3,21,29,182,5,247,7,0,15,17,97,38,169,244,165,1168,628,3062,236,5506
315021406,9,42,10,12,3,82,0,0,22,8,15,3,57,0,0,0,0,3,3,8,0,0,0,4,27,3,32,0,0,0,3,12,10,29,47,24,195,123,484,54,916
315021407,7,33,3,10,0,57,4,7,21,15,14,3,55,0,0,0,0,7,0,9,0,0,5,3,16,0,28,0,0,0,5,14,3,21,18,20,165,114,435,65,810
315031408,10,73,13,36,3,139,3,10,58,40,52,13,172,0,0,0,0,6,0,11,3,0,4,5,31,3,43,0,0,8,4,18,9,36,31,30,264,183,596,89,1193
315031409,14,75,25,21,3,142,7,3,65,32,62,15,193,0,0,3,0,0,0,5,0,0,0,0,36,0,44,0,0,3,3,21,11,43,27,34,260,160,499,86,1064
315031410,9,20,0,12,0,46,4,3,17,6,4,4,38,0,0,6,3,3,0,11,0,0,0,0,16,0,16,0,0,3,0,6,0,10,20,8,88,75,299,34,534
315031411,10,31,8,21,3,81,3,3,13,17,31,3,77,0,0,0,4,7,0,11,0,0,0,0,20,3,27,0,0,3,6,7,5,19,24,23,114,134,391,51,721
315031412,19,74,14,30,5,150,12,20,75,36,40,13,195,0,0,3,8,7,0,16,0,3,6,4,45,3,57,0,0,9,0,23,13,44,41,49,273,193,491,77,1120
316011413,98,302,91,104,8,701,133,65,453,179,210,26,1068,3,0,26,20,21,4,75,12,0,23,46,128,7,217,7,0,42,40,77,25,182,378,245,1491,877,1788,166,4939
316011414,95,352,97,88,18,781,113,72,428,185,228,35,1070,0,0,20,31,32,0,87,0,0,30,40,135,5,212,14,4,43,35,77,25,194,409,247,1570,1032,1979,203,5443
316011415,38,195,64,56,10,412,56,40,250,133,173,15,676,0,0,11,14,27,0,49,0,0,17,48,111,9,185,5,3,20,20,74,21,146,195,121,928,720,1660,116,3739
316011416,39,143,45,76,4,368,27,23,146,120,118,9,444,3,3,13,10,16,3,43,4,3,11,21,74,3,117,3,0,19,15,42,7,85,147,86,636,503,1201,74,2656
316021417,49,173,52,68,6,383,34,26,159,108,191,16,534,0,3,7,13,25,0,47,3,5,10,23,98,4,143,3,8,20,10,57,19,113,105,119,623,445,1472,125,2888
316021418,18,99,28,35,5,213,40,14,139,55,75,3,323,0,0,9,5,12,0,23,0,0,6,23,49,3,78,5,0,23,15,42,10,92,139,59,557,336,825,100,2002
316021419,16,74,23,23,3,164,29,11,96,57,83,11,287,0,0,6,12,14,0,34,0,0,4,9,49,3,73,0,0,7,15,20,7,56,95,60,361,307,724,79,1623
316021420,58,293,83,110,11,619,61,43,354,283,346,26,1115,3,0,19,23,57,4,96,0,0,28,64,201,9,302,5,0,22,38,108,38,217,180,143,1156,1149,2888,205,5716
316021421,27,112,40,45,5,276,51,15,180,120,141,12,511,5,0,14,8,27,3,55,6,0,11,20,86,8,137,6,5,22,17,52,11,108,162,94,646,580,1313,124,2910
316021422,33,154,41,46,9,320,49,22,174,87,124,18,467,0,0,8,8,13,0,29,0,0,12,8,46,3,71,4,3,7,17,42,10,86,150,94,638,403,907,91,2283
316021423,42,140,40,40,5,307,46,20,199,83,100,15,458,0,0,9,6,12,0,31,3,0,6,28,75,3,120,0,0,22,18,38,16,99,151,97,728,497,1193,116,2778
316021424,34,127,30,40,3,267,42,23,177,80,141,7,467,0,0,13,0,23,0,39,4,0,8,18,73,3,106,10,0,8,13,44,7,79,130,90,597,406,1142,71,2436
316031425,70,282,79,81,5,606,82,57,374,174,219,30,945,3,3,22,18,43,3,92,3,3,14,43,123,3,192,20,4,33,27,91,16,190,291,205,1283,859,2033,166,4827
316031426,35,168,57,65,7,394,47,21,205,139,178,15,610,4,0,12,10,21,3,45,0,3,14,31,107,5,155,9,0,24,25,60,22,132,172,111,779,629,1534,125,3351
316031427,58,190,75,92,13,516,100,49,407,206,280,24,1065,7,0,26,16,39,6,84,3,4,29,47,177,8,268,9,3,46,33,86,34,212,327,187,1426,982,2489,241,5656
316031428,57,201,55,56,3,429,59,27,311,137,155,16,703,0,4,18,15,33,0,68,3,0,21,28,94,7,153,10,3,25,25,60,29,145,229,142,1131,677,1513,148,3832
316051434,16,56,14,14,3,124,15,3,85,39,11,5,168,0,3,3,10,8,3,24,3,0,4,5,20,4,45,5,0,22,17,20,7,73,83,38,403,292,407,71,1301
316051435,23,93,37,42,8,216,42,18,143,75,104,15,391,0,0,3,8,24,4,41,0,0,16,16,80,5,124,3,0,22,16,39,7,93,144,85,567,453,969,124,2342
316051437,44,114,33,33,8,267,55,18,137,67,58,10,342,0,0,20,11,17,4,48,3,3,19,13,48,3,83,6,0,27,30,33,15,106,166,101,675,417,775,107,2237
316051438,39,110,37,49,4,266,21,8,103,98,138,15,392,3,0,0,6,27,0,35,3,3,13,24,89,3,142,5,0,17,12,49,9,91,86,71,451,457,1294,110,2474
316051543,28,84,24,19,3,186,34,11,106,42,38,3,232,0,0,8,3,7,0,22,0,0,11,13,24,0,50,0,3,16,10,22,4,51,120,64,423,230,449,41,1320
316051544,30,119,40,38,3,264,40,17,125,79,78,11,346,7,0,12,8,20,3,45,0,0,11,28,41,3,96,0,0,20,14,30,7,76,114,75,561,472,821,57,2101
316061439,32,105,28,61,7,248,9,6,94,86,120,8,326,0,0,9,10,26,3,52,0,0,10,18,77,7,112,5,0,10,14,56,20,95,55,74,386,369,1133,133,2150
316061440,42,106,58,33,6,312,43,13,147,108,78,15,402,10,0,21,13,22,0,66,5,0,9,13,60,0,85,11,7,37,21,41,9,128,221,130,618,455,800,89,2310
316061441,13,61,30,26,7,154,13,9,72,66,92,6,263,3,0,10,9,12,0,29,3,3,7,8,55,6,78,0,0,9,8,44,10,75,51,39,303,295,866,71,1627
316061442,38,131,55,73,8,336,22,22,151,122,133,24,481,4,0,10,9,31,0,52,3,3,9,20,111,6,144,8,5,11,18,65,23,126,108,105,571,544,1561,146,3028
316061443,21,82,26,45,6,210,30,27,129,81,76,12,361,0,0,11,8,9,0,30,0,0,14,4,50,0,69,3,3,10,11,38,24,88,91,75,431,309,736,92,1734
316061444,61,173,67,77,4,428,45,38,198,147,129,19,582,0,0,19,15,16,0,55,5,3,6,22,109,4,153,3,0,27,27,49,18,120,171,145,788,639,1440,120,3299
316071545,31,110,37,45,5,238,45,13,144,119,126,13,464,0,0,8,4,15,3,26,3,0,6,22,90,9,130,3,0,15,17,50,9,91,95,76,495,465,1251,102,2489
316071546,18,55,15,26,4,141,20,17,66,38,36,6,186,0,0,3,3,8,0,21,0,0,0,4,30,3,45,0,0,7,4,29,4,52,63,51,248,190,483,50,1082
316071547,49,156,54,57,7,360,62,24,190,136,147,15,579,3,0,13,16,29,0,65,0,4,9,20,80,4,124,4,0,23,22,72,26,156,169,117,743,557,1473,144,3204
316071548,63,210,79,145,15,567,77,70,401,295,416,31,1295,3,0,16,19,37,8,81,0,4,28,47,176,9,262,9,0,27,28,107,29,195,200,190,1088,938,2723,198,5340
316081549,63,306,122,133,12,714,79,48,359,256,295,35,1065,3,0,28,21,36,6,102,4,9,19,49,207,16,303,4,6,46,47,137,31,267,317,212,1404,1154,2793,268,6162
317011445,37,146,45,51,3,326,35,23,129,69,107,11,380,0,0,3,4,11,0,17,0,0,4,16,82,4,102,0,0,15,13,42,9,87,119,82,523,368,1052,75,2210
317011446,47,221,81,81,11,627,70,27,314,142,211,20,783,0,0,6,3,15,0,27,5,4,21,20,113,4,173,5,3,31,8,40,10,98,426,111,1101,558,1398,111,3708
317011447,28,146,39,73,9,352,30,13,162,99,190,16,512,0,0,0,3,3,4,14,3,3,10,15,98,3,138,0,3,15,4,43,14,84,145,61,533,368,1296,114,2520
317011448,13,77,23,45,10,198,7,4,23,34,56,5,129,0,0,0,3,11,5,20,0,0,10,11,42,9,68,0,0,7,0,21,20,47,82,23,359,210,664,141,1484
317011449,15,91,31,50,3,222,21,16,78,64,125,13,322,0,0,0,0,3,0,3,0,0,11,7,91,0,105,0,0,3,11,41,5,64,63,52,307,319,1167,65,1969
317011450,82,343,99,98,7,740,58,48,281,135,159,17,703,3,3,9,5,9,0,31,8,3,20,28,117,8,172,7,3,21,10,52,16,102,290,221,1198,766,1736,122,4332
