SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL70185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,8,3,4,0,0,0,0,0,32
SAL70186,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,7,6,0,3,5,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,13,11,23,3,18,11,0,0,0,9,73
SAL70187,0,8,5,8,6,0,0,6,0,44,6,8,14,22,6,9,13,9,4,90,16,19,79,35,33,6,6,25,5,225,0,0,0,6,6,4,5,6,0,26,0,0,0,0,0,4,0,0,0,6,0,4,0,3,0,0,0,0,0,5,0,0,0,5,0,5,3,4,5,28,98,308,137,170,109,57,42,63,22,1008
SAL70188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL70189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,0,10,3,0,0,0,0,32
SAL70190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,5,7,0,0,3,0,25
SAL70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70192,0,6,3,9,8,0,0,0,0,26,13,10,3,10,17,3,3,8,0,67,19,12,77,24,24,10,13,11,6,195,0,3,0,0,0,4,0,0,0,16,4,0,3,4,4,0,0,3,0,22,0,0,0,0,4,0,0,0,0,4,0,0,4,3,0,0,0,6,3,17,81,186,105,83,81,31,21,39,13,650
SAL70193,5,0,0,8,0,0,3,0,0,12,13,12,9,13,12,4,0,3,4,68,18,23,121,58,56,23,22,23,11,351,4,0,0,9,6,6,0,9,0,37,6,5,4,0,5,0,4,3,0,19,0,0,4,0,0,0,0,0,0,3,5,4,0,6,4,0,0,3,3,26,68,108,154,114,102,39,38,35,19,666
SAL70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL70195,0,0,3,4,0,0,0,0,0,10,9,3,3,16,3,0,0,0,0,32,6,3,3,14,7,7,0,3,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,40,96,20,47,31,11,3,10,16,280
SAL70196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,3,0,0,0,0,21
SAL70197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,8
SAL70198,14,15,8,16,14,7,4,4,3,70,29,30,30,41,19,9,3,3,0,169,42,16,103,73,47,12,25,11,9,324,0,0,3,0,5,0,0,0,0,11,4,9,6,8,4,4,0,0,0,32,0,13,3,4,3,0,0,0,0,18,0,10,0,7,0,4,0,0,3,26,205,630,183,240,157,64,45,38,25,1592
SAL70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70200,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,5,4,0,0,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,10,15,3,5,9,0,0,4,0,47
SAL70201,0,5,4,5,3,0,3,0,0,25,8,4,11,19,8,3,0,4,3,53,14,10,55,25,16,11,12,9,5,155,0,0,0,0,3,0,0,3,0,12,0,0,3,3,0,0,0,0,0,14,3,0,0,0,3,0,4,0,0,10,0,0,0,3,0,0,0,3,3,11,81,254,100,108,79,31,33,39,15,739
SAL70202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,20
SAL70203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,5,3,0,20,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,8,3,6,6,4,0,57
SAL70204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,15
SAL70205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,18,0,33
SAL70206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,7,0,0,0,0,0,0,8,13
SAL70207,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,4,10,3,6,3,0,0,5,5,26,0,0,0,4,0,0,0,3,0,14,0,7,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,4,23,7,0,0,3,4,98
SAL70208,8,20,9,3,8,0,0,0,0,48,9,22,6,23,17,3,4,4,0,98,31,28,211,49,64,7,58,13,6,468,0,0,5,0,0,6,0,5,0,21,0,7,0,8,5,0,4,7,3,30,0,0,0,0,4,0,0,4,0,8,4,3,3,0,5,0,6,0,8,36,143,357,245,121,138,25,84,38,18,1170
SAL70209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,20,0,39
SAL70210,6,18,10,12,5,5,6,0,0,58,16,26,12,42,20,9,4,3,0,135,32,21,107,45,42,13,15,20,11,305,0,4,0,6,10,4,0,0,0,24,0,4,4,4,4,3,0,0,0,24,0,3,0,5,6,0,0,0,0,17,0,10,7,4,9,5,5,5,0,39,228,776,192,258,178,79,49,74,32,1860
SAL70211,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,20,0,4,0,3,0,52
SAL70212,0,3,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,4,9,3,16,0,0,0,7,3,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,12,23,11,12,0,9,6,0,90
SAL70213,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,6,0,13,0,4,0,10,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,0,17,7,0,0,3,0,57
SAL70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10
SAL70215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,5,0,0,5,0,33
SAL70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,11,3,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,16,16,9,6,6,5,0,71
SAL70217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,7,0,16
SAL70218,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,0,11,0,0,0,0,0,45
SAL70219,15,9,3,7,9,5,0,7,0,62,19,26,14,25,16,13,0,3,6,125,40,28,89,42,33,16,20,18,5,281,0,0,0,0,3,3,0,0,0,7,3,4,5,5,3,8,0,0,0,29,3,3,0,3,0,0,0,0,0,13,3,0,0,3,5,0,0,0,8,18,248,468,144,150,144,65,32,40,18,1305
SAL70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,4,0,0,0,0,0,18
SAL70222,3,0,0,0,0,0,0,0,0,8,0,0,5,8,0,0,0,0,0,12,4,3,3,4,0,0,0,3,0,16,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,14,3,0,0,9,0,51
SAL70223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
SAL70224,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,3,4,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,12,7,9,0,5,5,4,0,49
SAL70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11
SAL70226,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,3,4,4,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,9,0,0,0,3,0,32
SAL70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,14
SAL70228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,5,0,0,6,0,19
SAL70229,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,7,11,0,3,0,0,0,50
SAL70230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,16,0,23
SAL70231,8,13,3,11,7,3,0,0,0,53,8,24,18,26,14,8,3,10,0,106,23,23,78,39,28,11,11,11,5,232,3,5,0,3,3,3,0,3,0,25,4,0,0,0,11,0,0,3,0,19,0,0,0,0,0,0,0,0,0,9,0,0,5,3,0,0,0,9,7,26,217,733,136,197,141,59,36,73,33,1611
SAL70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10
SAL70233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,0,13
SAL70234,15,11,6,21,10,0,0,0,0,61,35,31,15,74,43,14,3,3,3,219,66,27,237,93,89,32,44,27,10,624,6,4,4,7,13,8,3,0,0,47,3,0,5,7,13,0,0,0,0,39,0,0,0,0,0,0,0,0,0,4,4,7,5,0,4,4,9,3,5,32,198,338,300,268,231,74,65,52,25,1553
SAL70235,5,0,0,6,0,0,0,0,0,12,4,0,9,0,5,0,0,0,0,22,23,14,42,18,13,5,10,11,0,123,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,48,86,58,45,37,8,10,19,0,306
SAL70236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,17
SAL70237,9,4,4,7,5,0,0,0,0,33,10,8,12,39,11,0,3,0,0,89,22,24,65,56,40,7,19,14,0,248,0,0,0,0,9,0,0,0,0,16,0,0,0,14,0,0,0,3,3,26,0,0,0,0,0,0,0,3,0,8,0,0,4,4,0,4,0,3,4,25,94,198,110,181,91,24,26,34,19,768
SAL70238,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,12,11,7,9,5,0,0,7,0,45
SAL70239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,4,3,0,0,6,0,33,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,10,30,5,14,3,0,6,3,0,83
SAL70240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,9,4,5,0,7,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,15,14,6,11,0,6,0,7,58
SAL70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,12
SAL70244,0,0,0,0,0,0,0,0,0,3,4,0,3,8,0,0,0,0,0,15,0,0,10,10,3,0,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,18,36,15,18,17,0,5,3,3,124
SAL70245,22,26,12,12,16,9,4,3,0,96,50,39,24,47,29,10,3,17,3,217,55,40,165,63,48,8,20,30,4,435,0,0,6,8,7,3,0,0,0,20,13,0,6,6,5,10,3,6,0,49,8,5,0,9,0,0,0,0,0,21,4,7,0,6,7,3,0,3,5,42,338,600,279,255,246,99,57,116,30,2032
SAL70246,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18
SAL70247,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,0,16,0,0,0,9,8,0,36,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,24,0,3,0,7,21,0,69
SAL70248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,23,0,0,0,9,3,0,36
SAL70249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL70250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70251,10,8,0,13,3,0,0,0,0,41,26,6,0,35,17,4,4,0,0,94,27,19,71,50,28,3,6,14,0,218,0,3,3,5,0,0,0,0,0,14,5,0,0,11,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,8,4,16,0,0,0,7,8,50,124,218,93,165,92,12,12,29,11,767
SAL70252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL70253,0,7,6,4,4,0,0,3,0,20,11,11,16,25,8,9,3,8,0,94,11,8,67,36,16,10,9,17,5,173,0,0,0,5,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,10,0,3,3,3,0,0,0,0,0,16,61,376,104,151,58,35,20,60,12,861
SAL70254,0,3,3,5,0,0,0,0,0,18,9,7,8,9,3,0,0,0,5,34,9,3,15,10,3,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,64,115,38,48,27,15,4,17,6,332
SAL70255,7,0,0,5,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,17,8,5,25,12,4,0,6,3,0,58,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,35,61,34,33,26,3,8,8,7,215
SAL70256,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,9,0,0,0,3,0,29
SAL70257,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,4,0,3,7,6,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,8,8,0,0,3,0,54
SAL70258,0,7,7,0,0,0,0,0,0,17,12,9,0,22,10,6,0,0,0,60,15,6,110,48,19,9,0,3,0,214,0,0,0,4,0,0,3,0,0,5,0,0,0,10,5,0,0,0,0,12,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,42,81,132,102,37,14,6,5,0,416
SAL70259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,9,0,24
SAL70260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,7,0,21
