SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL31901,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,7,7,0,0,4,4,35
SAL31902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,8,3,21,12,45,0,99
SAL31903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,14,0,27
SAL31904,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,15,12,9,13,20,3,15,3,79
SAL31905,3,8,5,3,6,8,0,0,0,32,3,0,3,4,8,10,0,4,11,49,62,150,130,114,193,164,52,130,17,1001
SAL31906,0,3,0,4,4,0,5,5,0,17,0,0,0,0,0,0,0,0,4,8,19,26,22,17,58,26,13,26,3,215
SAL31907,5,0,0,0,4,0,0,6,0,22,0,0,0,0,0,0,0,3,0,4,25,29,19,14,30,47,14,38,6,227
SAL31908,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,14,9,15,14,10,27,18,4,43,6,145
SAL31909,4,28,15,15,38,30,21,29,0,185,6,15,8,5,25,22,6,5,27,126,141,447,393,304,793,534,178,390,55,3251
SAL31910,23,16,36,13,36,40,10,22,4,200,17,27,26,16,51,48,14,16,33,243,449,697,691,481,1327,1262,348,656,71,5984
SAL31911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,16,0,26
SAL31912,7,21,9,8,26,36,16,30,0,152,4,15,11,9,9,23,5,35,44,147,253,455,327,196,499,702,459,1750,91,4731
SAL31913,86,53,43,20,98,88,32,35,3,466,31,43,47,37,119,107,22,51,91,554,848,1440,1345,958,2545,1921,590,1136,185,10977
SAL31914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,11,0,18
SAL31915,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,4,3,6,9,14,11,0,11,7,70
SAL31916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,41,11,3,8,15,0,5,5,110
SAL31918,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,6,7,11,7,8,0,7,3,52
SAL31919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,3,4,8,0,15,4,36
SAL31920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,3,11,0,14,0,42
SAL31921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL31922,33,24,26,9,51,35,11,21,0,219,11,15,20,9,50,59,23,42,38,270,506,733,646,484,1654,1703,530,951,79,7285
SAL31923,0,3,3,0,0,7,6,8,0,32,3,0,0,0,5,5,0,7,3,24,50,59,58,43,131,179,138,188,23,862
SAL31924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,8,10,6,0,5,0,40
SAL31925,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,9,5,9,11,3,7,14,0,34,4,85
SAL31926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,5,0,15
SAL31927,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,11,10,18,11,3,21,17,8,34,0,123
SAL31928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL31929,0,4,4,0,10,9,0,3,0,30,3,4,7,0,3,4,0,7,11,39,39,103,110,65,137,124,40,107,23,751
SAL31930,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,5,25,13,3,10,6,77
SAL31931,4,4,5,0,0,0,0,0,0,10,0,5,5,0,6,5,0,0,6,25,19,45,32,16,31,42,14,41,6,245
SAL31932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31933,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,7,12,53,0,96
SAL31934,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,3,0,19,10,16,16,14,32,23,3,19,3,136
SAL31935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,0,0,3,0,12,9,30
SAL31936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,8,11,4,6,0,46
SAL31937,3,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,6,4,6,9,22,10,14,27,25,8,28,3,143
SAL31938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,14
SAL31939,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,16,9,4,25,19,4,26,3,114
SAL31940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,7,7,0,4,0,43
SAL31941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6
SAL31942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,6,8,6,10,0,45
SAL31943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SAL31944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
SAL31945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,11,0,26
SAL31946,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,6,8,8,17,4,17,11,0,15,0,86
SAL31947,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,5,7,6,11,5,23,0,72
SAL31948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,3,7,4,0,8,4,38
SAL31949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,3,0,52,0,75
SAL31950,10,20,7,14,11,12,9,5,0,94,3,6,0,6,12,11,0,5,9,54,216,365,279,238,403,385,93,270,25,2275
SAL31951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31952,26,21,14,9,23,46,10,17,3,174,3,11,9,13,39,49,11,28,18,182,321,492,396,278,811,932,252,603,31,4123
SAL31953,6,7,3,3,6,0,0,4,0,37,5,3,0,0,4,7,0,3,5,24,91,164,108,60,174,223,74,141,11,1040
SAL31954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,19,0,31
SAL31955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,7,0,25
SAL31956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,5,0,8,3,0,7,4,33
SAL31957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,6,3,0,26
SAL31958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL31960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,12,0,22
SAL31961,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,3,0,12,10,16,10,7,23,21,5,28,4,133
SAL31962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,0,10,5,38
SAL31963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,9,10,3,0,4,0,46
SAL31964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,9
SAL31965,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,5,21,11,9,11,23,3,41,10,139
SAL31966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8
SAL31967,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,5,15,23,22,14,35,27,5,17,0,158
SAL31968,8,3,0,0,10,12,6,6,0,51,0,9,6,0,10,15,3,5,8,59,145,245,207,141,441,388,132,221,23,1937
SAL31969,40,32,19,25,44,54,14,25,4,255,15,36,12,15,48,50,6,19,27,228,478,867,692,505,1510,1450,361,767,69,6703
SAL31970,0,0,4,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,21,25,27,13,21,28,22,25,11,183
SAL31971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,13
SAL31972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,16
SAL31973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,18
SAL31974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,3,15,18,37,0,89
SAL31975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,9,19,10,21,4,84
SAL31976,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,4,7,19,12,22,15,12,32,30,12,48,16,195
SAL31977,0,0,6,0,0,5,0,0,0,14,0,0,0,0,3,0,0,5,7,15,10,21,39,18,43,38,18,44,10,228
SAL31978,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,6,27,10,9,24,29,11,58,0,176
SAL31979,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,4,21,14,13,20,22,15,28,0,142
SAL31980,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,21,19,10,25,36,10,19,0,138
SAL31981,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,9,5,22,15,7,20,22,16,28,4,143
SAL31982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SAL31983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31984,7,9,4,8,9,13,7,11,0,69,0,0,0,0,10,11,8,14,4,47,81,259,201,166,344,383,158,341,13,1943
SAL31985,4,24,28,22,72,48,14,37,0,247,0,14,17,3,27,40,8,22,29,169,231,559,512,369,1134,999,315,690,76,4892
SAL31986,6,11,16,7,39,28,7,21,0,136,3,9,3,4,28,25,4,11,25,109,160,289,281,193,671,600,189,454,46,2887
SAL31987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,25
SAL31988,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,17
SAL31989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31990,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,13,4,6,5,0,11,0,63
SAL31991,0,0,0,0,0,5,0,7,0,14,0,0,0,0,0,0,0,0,3,3,0,15,0,4,11,9,7,22,3,75
SAL31992,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,9,6,11,25,12,0,9,4,77
SAL31993,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,13,13,6,24,13,6,23,4,93
SAL31994,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,13,7,9,16,25,7,26,3,109
SAL31995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15
SAL31996,6,0,0,0,0,0,0,0,0,6,0,4,0,0,3,3,0,3,3,21,26,37,20,33,34,36,11,35,10,231
SAL31997,0,0,0,0,0,0,0,3,0,6,4,4,0,0,5,0,0,0,0,10,32,30,24,9,25,32,8,32,3,201
SAL31998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL31999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,5,18,4,19,0,72
SAL32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,16,19,9,9,17,3,19,4,99
SAL32001,0,0,3,0,4,0,0,6,0,18,5,4,0,8,7,0,0,4,9,28,40,60,61,55,95,65,16,67,21,480
SAL32002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7
SAL32003,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,7,4,13,0,44
SAL32004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8
SAL32005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,6,7,19,0,59
SAL32007,5,8,4,6,3,14,3,5,0,44,3,6,6,0,3,14,0,7,7,50,60,104,76,51,103,137,37,118,16,699
SAL32008,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,23,38,30,13,39,42,15,23,0,218
SAL32009,11,6,3,10,9,8,0,3,0,43,4,10,4,4,8,14,7,3,5,58,95,165,107,68,254,232,60,134,11,1131
SAL32010,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,11,15,4,20,17,12,27,0,118
SAL32011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,6,3,10,4,15,0,45
SAL32012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,10,10,15,9,20,16,7,56,3,145
SAL32013,0,0,0,3,3,0,0,0,0,11,0,5,0,0,10,0,0,0,4,23,28,32,40,39,101,68,24,38,5,379
SAL32014,8,9,11,4,33,17,7,14,0,108,0,11,6,4,20,20,3,15,17,97,97,260,206,163,431,391,173,421,41,2182
SAL32015,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,3,4,12,17,28,17,15,31,45,16,40,8,206
SAL32016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL32017,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,6,27,24,19,41,37,10,49,0,218
SAL32018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32019,4,3,0,0,6,0,0,8,0,18,0,0,0,0,0,3,0,4,0,10,23,54,43,26,44,64,13,52,0,324
SAL32020,9,29,24,21,48,55,18,24,3,237,7,11,13,5,30,28,5,22,26,149,237,602,542,403,1082,852,240,500,51,4508
SAL32021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,28,11,11,0,66
SAL32022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9
SAL32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,28,0,49
SAL32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL32026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,3,0,5,9,0,23,4,52
SAL32027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,6,3,11,14,3,25,0,70
SAL32028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,14,0,31
SAL32029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,3,0,13
SAL32030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,12,8,27,12,13,44,16,10,47,13,195
SAL32031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,3,0,5,3,20
SAL32032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,13,3,5,0,0,11,0,60
SAL32033,0,4,0,0,0,9,0,0,0,9,0,0,4,0,5,0,0,0,0,9,7,16,14,11,20,20,4,29,3,127
SAL32034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,20
SAL32035,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,0,0,0,3,8,3,8,6,3,17,9,3,16,3,71
SAL32036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,5,8,6,3,0,18
SAL32037,13,17,6,0,17,24,3,4,0,97,6,21,11,7,30,32,12,19,20,159,201,319,271,210,585,483,177,283,46,2579
SAL32038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,3,7,7,3,8,24,3,67
SAL32039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,16
SAL32040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SAL32041,53,31,32,20,41,42,10,20,0,254,16,30,24,11,53,50,8,20,41,260,529,967,767,564,1223,1156,280,714,86,6291
SAL32042,0,8,5,0,8,4,3,8,0,34,0,0,4,0,0,5,0,3,8,28,41,111,67,32,80,107,82,259,27,800
SAL32043,0,4,0,0,0,0,0,3,0,12,0,0,0,0,9,0,0,0,3,19,3,29,23,18,51,45,11,38,13,228
SAL32044,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,5,8,3,10,10,5,14,0,66
SAL32045,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,3,5,22,25,19,21,35,10,23,3,169
SAL32046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL32047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,15,8,0,5,0,43
SAL32048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,18
SAL32049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,19
SAL32050,53,39,42,18,60,51,19,38,9,321,20,41,26,23,77,50,15,41,53,354,527,1068,850,614,1419,1302,363,859,118,7121
SAL32051,6,9,3,3,7,8,0,3,0,43,0,3,3,4,8,6,4,7,9,47,97,229,186,118,263,254,74,145,19,1380
SAL32052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL32053,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,5,6,0,13,6,6,20,8,4,9,5,73
SAL32054,0,0,0,0,4,3,0,0,0,19,0,0,0,0,0,5,0,0,0,18,21,60,53,29,81,83,26,83,8,446
SAL32055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,9,8,6,8,3,51
SAL32056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,9,0,4,3,17,19,0,60
SAL32058,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,11,4,0,7,17,8,20,3,70
SAL32059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL32060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,9,0,24
SAL32061,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,3,20,9,0,17,3,55
SAL32062,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,4,0,10,4,0,11,7,0,23,0,52
SAL32063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL32064,0,10,4,4,10,8,9,9,0,53,0,9,3,0,5,14,0,0,14,51,70,248,180,129,321,274,101,208,20,1542
SAL32065,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,0,0,3,5,0,13,12,8,13,25,3,20,3,96
SAL32066,3,5,5,6,13,11,6,11,0,49,0,5,8,3,7,4,4,4,10,48,53,115,96,70,164,188,59,144,13,903
SAL32067,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,11,10,0,10,12,4,14,0,61
SAL32068,0,3,0,0,5,0,4,3,0,15,5,0,9,6,6,21,0,8,5,65,15,54,41,40,99,154,44,79,15,553
SAL32069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,9,6,26,0,62
SAL32070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,10,3,0,17,0,46
SAL32071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,9,0,24
SAL32072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,6,0,6,0,24
SAL32073,0,0,0,0,5,5,0,0,0,9,0,0,0,0,3,0,0,0,3,8,9,20,21,11,37,18,15,16,8,150
SAL32074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,7,7,14,12,3,23,0,58
SAL32075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,7,0,16,3,40
SAL32076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,24
SAL32078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
SAL32079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,6,0,5,0,30
SAL32080,5,4,3,12,21,20,0,21,0,93,4,7,4,6,23,17,3,10,6,81,79,179,129,111,301,329,91,253,20,1492
SAL32081,18,11,9,9,19,34,9,5,0,113,6,12,5,4,19,19,5,10,7,91,190,293,278,183,686,703,207,380,30,2947
SAL32082,0,0,0,0,3,4,0,3,0,19,3,3,0,3,7,5,0,9,9,47,40,85,97,68,164,113,37,110,25,741
SAL32083,0,3,3,0,4,5,4,0,0,20,0,4,0,0,0,0,0,4,0,15,22,49,26,19,41,46,17,39,3,274
SAL32084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,17,5,16,12,11,40,349,96,166,15,709
SAL32085,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,11,5,7,11,12,0,21,3,75
SAL32086,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,6,4,15,5,0,15,0,63
SAL32087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,10,6,3,12,0,45
SAL32088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL32089,37,24,26,12,47,35,12,32,0,217,6,20,6,11,67,41,8,28,26,220,426,687,542,403,1220,1092,320,625,66,5384
SAL32090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,11
SAL32091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,7,4,10,0,18,0,51
SAL32092,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,12,41,25,21,46,51,22,69,9,306
SAL32093,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,7,16,12,5,42,24,17,25,3,146
SAL32094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,5,13,5,39,0,71
SAL32095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,16
SAL32096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,8,10,13,21,8,23,0,103
SAL32097,0,3,5,0,4,0,0,0,0,13,0,0,3,0,0,0,0,5,3,13,18,56,44,39,75,80,40,70,4,434
SAL32098,0,3,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,9,7,13,10,10,7,10,3,75
SAL32099,39,39,17,13,47,39,13,9,5,218,22,26,25,23,39,34,9,17,48,240,498,776,670,531,1136,800,274,496,110,5290
SAL32100,0,5,3,6,7,9,6,6,0,36,9,11,3,0,13,7,7,5,9,61,50,162,142,100,191,154,58,141,32,1027
SAL32101,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,7,8,6,8,0,21,0,59
SAL32102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17
SAL32103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL32104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,17,0,29
SAL32105,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,6,6,14,12,14,0,28,0,83
SAL32106,0,0,0,3,0,5,0,5,0,13,0,0,0,0,0,0,0,4,6,10,41,37,41,29,60,78,41,166,18,508
