SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL20443,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,15,10,7,13,31,3,17,0,97
SAL20444,3,10,9,3,19,13,3,5,0,64,11,6,7,0,9,14,5,7,21,89,104,274,215,150,431,302,90,140,36,1753
SAL20445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,14,0,15,11,6,26,4,84
SAL20446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,25
SAL20447,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,5,11,11,35,16,15,37,30,9,16,5,175
SAL20448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,8,5,27
SAL20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,21
SAL20451,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5,9,3,12,7,8,17,9,10,0,86
SAL20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,9,51,47,22,40,54,10,29,5,261,21,50,34,21,65,67,18,49,57,376,492,1844,1296,853,1626,2348,691,1753,113,11014
SAL20454,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,19,19,11,24,38,15,16,0,152
SAL20455,9,15,5,12,14,10,3,5,0,84,4,3,7,9,31,22,0,6,32,109,77,232,184,111,335,287,59,113,57,1451
SAL20456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,9
SAL20457,6,5,9,0,7,12,0,3,0,48,0,4,4,3,0,7,0,0,0,26,60,189,143,97,122,185,46,93,13,950
SAL20458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,4,4,0,8,4,30
SAL20459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,22
SAL20460,0,11,0,4,8,8,0,7,0,38,0,5,8,0,11,10,5,4,14,53,66,235,167,116,212,277,83,216,36,1414
SAL20461,4,15,14,8,12,10,0,5,0,77,0,4,8,0,13,11,0,12,13,56,104,295,250,166,427,400,108,209,31,1991
SAL20462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,7,0,10,0,43
SAL20464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,8,3,8,7,3,6,0,59
SAL20465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
SAL20466,0,0,0,0,4,0,0,0,0,6,0,0,5,5,6,3,0,3,3,21,17,43,40,31,66,78,11,34,3,328
SAL20467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,17
SAL20468,4,26,11,5,14,18,3,12,0,95,4,32,13,12,12,37,4,28,20,164,182,736,410,254,470,728,202,681,44,3716
SAL20469,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,9,19,10,3,15,17,0,20,0,88
SAL20470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,9,16,13,3,4,6,67
SAL20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL20472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,0,3,0,0,19
SAL20473,0,5,3,0,6,0,0,0,0,14,0,5,0,0,0,3,0,5,0,14,32,89,72,52,74,92,24,42,6,476
SAL20474,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,9,15,53,29,26,42,51,17,34,4,264
SAL20475,3,6,6,0,5,8,0,3,0,30,0,8,0,0,5,9,0,0,3,30,90,199,160,75,177,187,63,107,12,1069
SAL20476,12,17,5,7,13,11,5,3,0,77,14,10,6,0,8,11,6,6,22,88,127,280,211,156,305,313,70,107,49,1626
SAL20477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,20
SAL20478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,6,0,0,4,7,4,9,0,24
SAL20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20480,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,13,18,8,4,9,20,3,32,5,107
SAL20481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,0,0,6,0,22
SAL20482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,14
SAL20483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,4,0,16,0,31
SAL20484,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,4,0,6,0,5,7,3,17,3,59
SAL20485,0,9,0,0,5,6,0,11,0,31,0,3,0,0,4,3,0,0,0,21,21,111,71,56,95,113,33,95,4,604
SAL20486,0,4,7,0,4,0,3,6,0,23,0,0,0,3,0,0,0,3,0,10,32,73,46,38,97,94,37,65,5,475
SAL20487,0,6,0,0,3,0,0,3,0,6,0,0,0,0,4,0,0,0,3,13,11,33,22,19,35,22,8,27,3,191
SAL20488,5,3,0,3,0,7,0,10,0,30,0,8,5,0,3,6,0,0,5,24,24,57,41,32,68,104,28,49,9,420
SAL20489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,20
