SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC32839,21,19,39,9,9,16,0,3,5,0,0,3,0,0,3,13,12,26,3,10,9,0,0,11.5,61.9,63.2,66.7,42.9,63.2,61.5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,0,0,0,0,0,0,9,4,13,19,15,35,3,4,6,11,10,24,5,5,10
SSC32840,5,3,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,5,3,0,5,0,0,3,4,3,3
SSC32841,58,60,121,23,13,35,12,12,21,0,0,0,0,0,0,32,29,63,22,26,50,0,0,0,55.2,48.3,52.1,60.3,41.7,46.3,0,3,5,0,0,0,8,8,11,3,6,3,19,4,18,0,4,4,0,3,5,19,11,29,55,59,108,17,10,27,37,43,79,29,26,49
SSC32842,1495,1578,3077,713,444,1156,161,405,562,48,68,112,72,63,130,989,976,1962,418,533,948,7.3,6.5,6.6,66.2,61.9,63.8,61.7,58.1,59.5,26,48,72,15,41,50,150,210,360,130,201,331,457,199,664,13,31,42,20,43,62,491,269,762,1423,1457,2882,283,282,559,905,912,1815,714,763,1480
SSC32843,5646,5982,11627,3014,1819,4833,700,1705,2400,122,161,284,205,203,413,4040,3881,7930,1378,1890,3273,5.1,5.2,5.2,71.6,64.9,68.2,67.9,61.6,64.7,191,152,342,83,127,210,591,814,1403,575,803,1378,1645,801,2447,41,90,129,91,154,247,1775,1050,2817,5410,5713,11120,1299,1337,2636,3326,3425,6753,3150,3382,6532
SSC32844,84,77,159,43,22,64,10,18,28,0,0,3,4,5,12,53,53,101,23,26,47,7.5,9.4,11.9,63.1,68.8,63.5,63.1,51.9,59.7,0,5,6,4,0,4,8,7,17,3,9,11,22,8,24,0,0,0,0,0,0,22,12,30,80,74,156,10,13,29,53,50,100,34,37,70
SSC32845,6,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,133.3,80,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,3,4,7,0,0,0
SSC32846,12,13,24,10,7,12,0,4,4,0,0,0,0,0,0,8,7,17,0,6,3,0,0,0,66.7,53.8,70.8,83.3,84.6,66.7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,13,26,0,0,0,12,9,25,0,3,3
SSC32847,66,51,119,38,15,51,3,14,22,0,0,3,3,0,4,46,34,76,10,14,27,6.5,0,5.3,69.7,66.7,63.9,62.1,56.9,63.9,0,0,0,0,0,0,4,0,4,0,7,7,12,9,19,0,3,3,3,4,4,15,12,29,74,57,135,3,6,5,55,49,107,12,13,24
SSC32848,16,6,25,4,3,5,0,0,0,7,0,3,0,0,4,8,4,14,0,0,4,0,0,28.6,50,66.7,56,68.8,50,32,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,8,9,12,3,4,5,5,4,11,9,4,8
SSC32849,137,133,271,37,21,64,18,21,38,3,7,11,9,3,11,70,50,119,62,69,126,12.9,6,9.2,51.1,37.6,43.9,42.3,36.8,41.7,0,0,0,0,0,0,9,13,21,6,13,23,31,19,46,3,0,4,3,4,8,35,26,55,131,122,254,13,20,36,97,90,185,44,51,97
SSC32850,803,834,1640,351,224,578,90,194,285,28,24,53,49,46,92,518,487,1006,215,283,494,9.5,9.4,9.1,64.5,58.4,61.3,58.4,53,55.9,10,9,27,3,9,14,59,97,151,53,65,118,221,114,335,9,15,27,4,12,19,228,146,378,714,793,1507,157,139,291,457,518,974,393,373,764
SSC32851,1018,1106,2122,395,396,793,92,144,235,58,55,116,59,42,99,607,638,1247,243,277,515,9.7,6.6,7.9,59.6,57.7,58.8,53.5,53.8,53.9,14,45,58,13,20,37,68,126,199,53,94,147,211,110,318,23,48,65,22,13,31,251,169,422,997,1024,2025,229,257,484,650,649,1295,465,517,982
SSC32852,329,313,639,90,45,136,24,44,70,6,4,13,16,12,26,131,106,239,155,184,336,12.2,11.3,10.9,39.8,33.9,37.4,36.5,29.7,34.3,3,0,4,0,0,0,13,15,29,11,27,38,91,48,145,10,3,12,7,12,11,107,57,163,287,293,583,38,40,79,210,198,407,102,121,223
SSC32853,456,311,767,284,65,348,17,86,110,29,17,49,9,13,23,340,184,519,20,102,115,2.6,7.1,4.4,74.6,59.2,67.7,72.4,54,66.1,8,3,10,10,0,11,23,51,67,37,29,69,153,49,202,0,7,10,4,3,7,163,57,213,428,346,776,83,75,160,237,182,416,228,209,441
SSC32854,1021,1006,2028,119,79,199,72,115,187,22,26,50,50,26,76,265,239,508,634,655,1288,18.9,10.9,15,26,23.8,25,20.9,21.9,21.5,5,9,17,11,14,26,38,66,98,55,79,138,249,82,335,7,21,28,23,28,49,286,132,419,831,812,1644,181,167,345,561,524,1080,424,423,846
SSC32855,2214,2239,4451,828,446,1269,222,508,724,40,50,91,95,89,181,1180,1086,2268,889,1026,1912,8.1,8.2,8,53.3,48.5,51,49.2,44.8,46.8,24,20,45,12,45,62,109,216,324,168,188,357,714,310,1022,32,38,65,42,55,94,785,401,1178,2125,2129,4258,372,383,751,1512,1469,2983,905,975,1880
SSC32856,200,204,408,86,43,134,14,57,72,7,3,13,12,4,19,121,113,237,58,80,138,9.9,3.5,8,60.5,55.4,58.1,53.5,50.5,53.7,0,0,0,0,3,3,5,24,32,13,17,27,64,29,97,0,5,5,0,0,4,71,35,106,212,218,427,16,9,27,137,149,292,84,69,149
SSC32857,129,146,276,41,24,64,16,28,41,5,0,8,3,6,6,61,60,123,51,59,106,4.9,10,4.9,47.3,41.1,44.6,48.1,35.6,40.9,3,3,4,3,0,3,19,18,35,12,11,24,34,16,48,0,0,0,0,0,4,37,18,57,106,112,215,25,18,41,80,86,168,43,46,93
SSC32858,410,425,833,136,94,231,68,99,164,9,10,26,17,12,33,231,214,453,166,186,349,7.4,5.6,7.3,56.3,50.4,54.4,52,47.8,50.5,19,12,25,13,18,22,60,78,146,45,60,106,119,53,170,3,5,8,10,13,22,130,73,206,378,379,758,73,83,157,271,281,554,167,177,347
SSC32859,3272,3458,6732,1731,1192,2918,370,819,1191,87,109,199,148,119,269,2340,2244,4583,757,1064,1822,6.3,5.3,5.9,71.5,64.9,68.1,66.9,61.3,64,84,119,203,39,93,133,399,551,944,268,386,652,902,407,1314,31,43,73,44,95,141,982,544,1528,3094,3298,6393,597,616,1212,2067,2188,4256,1472,1565,3033
SSC32860,106,121,231,34,29,60,14,30,47,3,0,3,0,5,3,48,66,114,55,46,99,0,7.6,2.6,45.3,54.5,49.4,48.1,48.8,47.6,0,0,3,0,3,6,8,12,18,8,7,19,21,12,38,0,3,5,4,4,7,32,17,53,96,107,203,27,27,47,76,76,154,44,53,95
SSC32861,56,58,110,39,19,56,6,10,22,0,0,3,0,0,0,51,31,83,4,21,23,0,0,0,91.1,53.4,75.5,80.4,50,73.6,0,0,0,0,0,0,5,3,12,4,6,12,15,5,24,0,0,0,0,0,0,15,5,24,56,61,117,9,9,18,45,46,92,22,22,40
SSC32862,58,55,116,3,0,4,0,5,3,0,0,0,0,0,0,3,7,10,25,17,42,0,0,0,5.2,12.7,8.6,5.2,9.1,6,0,0,0,0,5,5,0,0,0,0,4,6,11,0,8,0,0,0,0,0,0,9,0,11,27,23,45,4,0,7,9,13,22,11,8,26
SSC32863,13,8,24,3,0,8,3,0,4,0,0,3,0,0,0,9,5,12,0,8,8,0,0,0,69.2,62.5,50,46.2,0,62.5,0,0,0,0,0,0,0,4,4,0,4,5,6,0,6,0,0,0,0,0,0,8,0,8,13,11,23,4,0,7,3,6,12,7,4,10
SSC32864,77,76,156,24,6,31,3,21,29,4,0,6,4,8,11,34,41,74,38,29,66,11.8,19.5,14.9,44.2,53.9,47.4,40.3,35.5,42.3,0,0,0,0,0,0,3,9,6,3,7,5,20,8,30,0,4,3,0,0,0,24,13,34,60,61,126,8,5,11,44,47,89,21,24,48
SSC32865,597,589,1190,242,133,371,60,144,200,20,21,39,30,28,56,351,321,672,192,235,434,8.5,8.7,8.3,58.8,54.5,56.5,53.9,50.6,51.3,5,6,14,3,11,15,20,48,72,45,50,90,204,86,287,6,13,18,8,17,29,213,112,333,574,544,1116,106,102,208,406,364,771,226,246,473
SSC32866,3,3,12,3,0,4,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,100,100,75,100,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,3,3,3,6,14,0,0,0,3,6,14,0,0,0
SSC32867,3,3,9,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,100,100,100,100,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,10,0,0,3,3,3,10,0,0,3
SSC32868,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC32869,1073,1110,2185,442,258,698,140,293,437,40,34,78,31,26,57,660,608,1268,338,432,770,4.7,4.3,4.5,61.5,54.8,58,58,52.7,55.5,15,17,27,11,25,37,78,140,216,67,96,167,354,151,502,10,16,31,16,31,42,372,202,577,1072,1093,2172,166,162,332,736,761,1495,446,440,885
SSC32870,259,272,528,134,81,213,18,67,87,11,10,25,5,4,8,169,170,335,74,87,159,3,2.4,2.4,65.3,62.5,63.4,62.9,58.1,61.6,3,3,6,4,9,10,21,35,54,14,32,43,76,28,110,3,6,6,3,0,6,85,38,123,267,279,545,42,50,90,164,159,326,125,151,275
SSC32871,131,109,232,61,24,78,8,30,39,6,0,8,9,4,11,86,59,140,41,41,84,10.5,6.8,7.9,65.6,54.1,60.3,57.3,49.5,53.9,0,0,0,0,0,0,7,14,19,0,13,13,47,7,56,4,0,3,4,3,6,56,14,68,131,123,252,10,7,10,109,102,207,22,20,44
SSC32872,75,65,144,52,18,75,9,18,23,5,0,4,0,0,0,59,36,100,6,21,28,0,0,0,78.7,55.4,69.4,88,55.4,70.8,0,0,0,0,0,0,3,8,11,6,6,14,7,12,21,0,0,0,0,0,4,11,8,20,74,65,138,15,13,28,41,29,71,47,38,81
SSC32873,543,537,1081,158,80,244,50,80,131,9,23,27,24,11,35,240,199,436,253,305,559,10,5.5,8,44.2,37.1,40.3,40,34.1,37.2,4,5,10,0,7,8,30,41,70,28,36,59,116,67,190,6,4,16,9,21,26,135,94,227,502,506,1005,80,76,152,328,321,654,223,235,458
SSC32874,824,922,1744,198,136,335,69,180,247,15,17,32,68,58,130,355,395,748,423,481,903,19.2,14.7,17.4,43.1,42.8,42.9,34.2,36.1,35.2,4,18,25,8,13,16,40,83,119,51,97,145,259,122,376,7,16,26,19,21,45,289,163,444,712,782,1495,239,247,486,393,414,812,531,594,1125
SSC32875,96,74,174,34,16,58,4,14,21,0,4,4,3,3,11,51,36,84,38,34,69,5.9,8.3,13.1,53.1,48.6,48.3,39.6,45.9,47.7,0,4,4,3,0,3,6,13,17,6,5,13,29,7,36,0,0,0,0,0,0,29,6,40,94,67,160,11,6,19,54,44,103,39,32,68
SSC32876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32877,19,15,39,11,4,17,0,5,3,0,0,0,0,0,0,14,6,26,9,7,16,0,0,0,73.7,40,66.7,57.9,60,51.3,0,0,0,0,0,0,0,0,3,0,0,0,9,7,13,0,0,0,0,0,0,9,5,11,21,14,35,4,3,9,12,17,29,11,0,12
SSC32878,343,359,701,131,60,194,35,83,115,19,10,31,41,36,72,219,184,411,92,150,246,18.7,19.6,17.5,63.8,51.3,58.6,53.9,42.6,48.5,5,0,3,0,0,3,11,22,31,3,21,32,109,52,154,6,13,13,4,6,17,119,71,189,348,379,729,67,61,123,265,279,543,124,139,262
SSC32879,94,75,164,36,14,47,4,8,16,3,3,3,7,3,12,46,26,77,40,41,79,15.2,11.5,15.6,48.9,34.7,47,45.7,33.3,40.2,3,0,3,0,0,0,8,8,10,8,6,10,33,5,34,0,0,0,0,0,0,33,10,39,90,62,153,14,6,20,66,44,116,29,23,53
SSC32880,3,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,37.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0
SSC32881,28,22,56,13,10,28,3,0,4,0,3,3,3,0,3,21,16,40,8,4,8,14.3,0,7.5,75,72.7,71.4,57.1,59.1,62.5,0,3,3,0,0,0,0,0,0,0,0,3,11,7,16,0,0,0,0,0,0,11,7,16,28,21,50,3,0,3,21,21,44,3,3,9
SSC32882,451,378,827,143,80,224,38,65,109,13,15,27,16,17,34,220,175,393,199,176,374,7.3,9.7,8.7,48.8,46.3,47.5,43,42.3,43.5,3,4,6,3,7,11,18,20,41,22,30,53,147,48,196,0,8,10,5,11,17,151,63,216,378,315,693,69,62,131,274,229,499,165,144,309
SSC32883,4642,5026,9670,2038,1569,3607,746,1196,1943,90,146,233,271,242,518,3150,3157,6303,1140,1527,2667,8.6,7.7,8.2,67.9,62.8,65.2,61.9,57.9,59.8,644,584,1223,138,199,332,1315,1687,3006,314,397,708,438,246,686,29,33,60,38,49,93,508,338,839,3156,3307,6460,1520,1748,3266,1491,1624,3118,3106,3379,6483
SSC32884,908,932,1840,313,222,533,99,176,278,13,18,28,69,55,117,493,475,965,298,353,652,14,11.6,12.1,54.3,51,52.4,46.8,44.6,45.6,24,41,69,11,23,39,96,114,210,58,85,144,176,91,265,13,17,27,11,15,29,197,123,319,611,657,1267,237,252,489,367,356,723,465,529,991
SSC32885,331,331,659,186,108,292,53,112,169,8,7,18,9,9,16,260,243,497,58,83,144,3.5,3.7,3.2,78.5,73.4,75.4,74.6,68.6,72.7,13,13,25,4,12,18,54,47,94,32,43,80,96,48,144,0,5,5,3,4,8,101,59,155,360,366,721,35,47,85,247,238,485,137,150,288
SSC32886,66,64,128,15,11,28,6,21,23,3,0,9,4,3,8,34,37,69,28,23,54,11.8,8.1,11.6,51.5,57.8,53.9,36.4,50,46.9,9,3,10,0,4,4,7,14,15,3,6,10,12,3,14,0,0,0,0,5,10,15,10,22,79,69,142,5,3,10,62,45,107,16,29,44
SSC32887,300,317,626,73,38,108,22,64,83,4,6,7,23,16,40,120,117,243,146,155,301,19.2,13.7,16.5,40,36.9,38.8,33,34.1,31.6,3,0,3,0,3,3,7,19,31,9,20,31,88,42,125,3,10,14,7,7,15,96,59,156,303,296,602,32,39,68,198,183,377,121,131,252
SSC32888,2529,2902,5430,574,387,965,249,490,740,48,75,123,178,128,311,1055,1079,2137,1212,1527,2742,16.9,11.9,14.6,41.7,37.2,39.4,34.4,32.8,33.7,23,44,62,17,33,56,127,249,374,151,209,363,680,341,1023,27,54,78,56,81,141,770,474,1241,2042,2311,4351,551,606,1164,1278,1436,2711,1244,1421,2661
SSC32889,36,27,69,21,14,36,0,4,3,5,0,3,0,0,0,27,15,47,7,5,15,0,0,0,75,55.6,68.1,72.2,66.7,60.9,0,0,0,0,0,0,0,3,4,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,35,20,61,0,7,6,28,12,41,9,13,23
SSC32890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32891,370,355,725,191,106,296,41,109,142,10,14,30,6,11,18,251,235,487,86,94,183,2.4,4.7,3.7,67.8,66.2,67.2,65.4,64.5,64.6,0,7,13,3,11,13,12,47,64,31,34,62,113,44,156,4,3,6,10,6,9,127,49,179,341,333,674,57,58,115,268,246,514,123,130,254
SSC32892,117,117,243,49,30,75,23,40,60,3,3,5,0,0,3,76,73,147,33,43,83,0,0,2,65,62.4,60.5,64.1,62.4,57.6,4,8,13,0,0,3,9,23,33,13,11,23,35,13,50,0,0,4,3,6,7,40,19,58,120,115,239,16,14,33,79,86,169,51,46,95
SSC32893,94,97,188,29,14,44,14,24,36,3,3,9,6,8,13,51,53,101,41,41,79,11.8,15.1,12.9,54.3,54.6,53.7,48.9,42.3,47.3,0,0,0,0,0,0,0,3,3,3,10,10,20,8,27,0,0,0,0,0,3,17,13,34,85,85,172,12,20,29,66,66,129,28,37,59
SSC32894,25,42,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,64,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,4,22,41,59,0,0,0,16,15,31,11,26,31
SSC32895,23,15,38,10,3,17,0,3,6,0,3,3,0,0,0,15,8,18,5,5,7,0,0,0,65.2,53.3,47.4,43.5,60,68.4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,10,17,29,3,3,7,14,10,26,3,3,5
SSC32896,1447,1233,2678,678,459,1138,140,216,355,39,37,80,61,49,108,919,763,1677,303,332,633,6.6,6.4,6.4,63.5,61.9,62.6,59.2,57.7,58.7,90,66,155,33,44,72,251,288,539,97,90,188,279,134,418,15,19,33,16,19,38,311,176,489,789,723,1511,483,453,932,354,277,636,904,893,1802
SSC32897,805,760,1568,419,263,683,63,135,202,35,28,63,38,35,73,558,464,1023,137,204,338,6.8,7.5,7.1,69.3,61.1,65.2,64.2,56.1,60.5,3,14,18,9,14,18,48,78,119,27,39,68,244,99,340,17,6,23,17,18,29,272,127,396,712,673,1381,165,185,354,456,410,865,360,380,738
SSC32898,197,198,393,71,46,111,22,48,68,10,9,16,4,3,13,108,100,211,72,73,143,3.7,3,6.2,54.8,50.5,53.7,52.3,52,49.6,6,3,11,0,3,6,5,22,32,8,30,36,59,24,82,0,8,11,12,10,15,68,38,107,181,178,359,30,34,67,133,123,262,71,76,144
SSC32899,160,178,343,97,43,138,12,56,72,0,0,3,3,3,3,118,97,218,40,72,112,2.5,3.1,1.4,73.8,54.5,63.6,68.1,55.6,62.1,0,0,0,0,0,0,8,17,24,6,6,16,61,25,81,0,0,5,3,3,3,64,24,94,169,181,353,13,17,32,141,148,290,32,44,70
SSC32900,14,16,30,4,3,11,4,4,9,0,0,0,0,0,0,10,5,19,0,3,3,0,0,0,71.4,31.3,63.3,57.1,43.8,66.7,0,0,0,0,0,0,4,0,3,0,0,3,6,0,6,0,0,0,0,0,0,6,0,6,10,13,24,0,0,3,6,9,16,4,3,10
SSC32901,2146,2271,4423,1002,737,1738,274,616,890,64,69,132,116,73,192,1457,1496,2951,516,628,1139,8,4.9,6.5,67.9,65.9,66.7,62.4,62.6,62.4,90,106,195,39,67,103,218,387,598,214,270,479,606,300,900,22,29,45,34,70,102,661,390,1053,1894,1858,3753,557,592,1150,1027,967,1994,1313,1445,2760
SSC32902,1188,1214,2401,606,444,1045,159,321,480,37,40,78,62,44,107,865,844,1713,228,289,513,7.2,5.2,6.2,72.8,69.5,71.3,67.5,66.3,66.8,24,42,69,14,22,35,110,196,301,131,161,297,383,164,544,14,9,23,19,20,40,415,191,606,1067,1039,2109,315,360,675,484,485,972,806,846,1648
SSC32903,3,3,10,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,100,40,0,100,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,3,0,3,3,4,3
SSC32904,403,351,753,271,148,417,26,67,97,8,21,35,9,9,18,321,243,561,35,66,93,2.8,3.7,3.2,79.7,69.2,74.5,75.7,67.2,72.9,8,7,9,0,5,5,17,48,66,22,22,48,182,48,238,3,3,9,3,4,7,188,57,246,368,301,669,70,75,147,212,153,366,199,202,397
SSC32905,71,67,137,6,4,10,0,10,9,6,0,6,5,0,4,17,15,35,42,55,97,29.4,0,11.4,23.9,22.4,25.5,16.9,20.9,18.2,0,0,0,0,0,0,6,4,12,0,5,10,23,8,36,0,3,3,3,3,3,23,11,41,61,68,132,0,4,3,37,43,88,19,21,45
SSC32906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32907,76,76,157,25,15,39,16,18,34,0,0,0,4,0,3,48,41,85,27,35,60,8.3,0,3.5,63.2,53.9,54.1,53.9,43.4,46.5,0,3,3,0,0,0,11,10,18,9,6,10,28,14,49,0,0,0,0,0,0,28,18,48,71,73,147,17,17,34,41,36,79,45,51,91
SSC32908,30,23,50,26,5,32,3,10,18,0,0,0,0,0,0,26,17,45,0,5,5,0,0,0,86.7,73.9,90,96.7,65.2,100,0,0,0,0,0,3,3,6,11,4,4,12,3,0,8,0,0,0,0,0,0,3,0,8,42,34,75,0,3,8,29,21,52,7,9,12
SSC32909,3,7,10,0,3,7,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,100,42.9,70,0,42.9,70,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,5,6
SSC32910,2597,2916,5511,1071,692,1764,364,791,1157,96,91,185,99,103,201,1630,1678,3307,725,966,1687,6.1,6.1,6.1,62.8,57.5,60,59,54,56.4,51,81,132,27,60,86,263,420,684,222,368,590,768,343,1106,7,34,46,46,89,132,820,464,1284,2251,2427,4674,527,583,1113,1383,1410,2796,1282,1493,2774
SSC32911,1030,937,1970,451,213,662,117,218,343,41,30,73,50,19,68,657,486,1145,292,377,664,7.6,3.9,5.9,63.8,51.9,58.1,59.1,49.2,54.7,12,7,19,3,13,16,56,85,141,49,53,101,229,97,324,10,17,35,10,12,16,245,128,370,926,827,1752,195,174,369,644,583,1225,405,380,781
SSC32912,168,135,304,59,21,82,10,23,30,5,5,5,0,3,10,75,53,127,65,70,131,0,5.7,7.9,44.6,39.3,41.8,44,36.3,38.5,0,0,0,0,3,3,4,8,13,11,13,19,42,10,56,0,0,0,3,3,10,46,19,65,134,125,252,22,20,41,100,93,191,56,51,107
SSC32913,29,23,51,16,9,20,3,8,11,0,0,0,0,3,3,25,12,32,6,10,13,0,25,9.4,86.2,52.2,62.7,65.5,73.9,60.8,0,0,0,0,0,0,0,0,0,0,3,4,10,4,9,0,0,0,0,0,3,7,5,15,30,21,50,3,4,8,20,16,30,18,12,30
SSC32914,46,42,93,14,10,22,3,4,10,0,0,0,3,0,7,26,19,42,13,17,28,11.5,0,16.7,56.5,45.2,45.2,37,33.3,34.4,0,0,0,0,0,0,0,3,8,3,5,8,13,0,13,0,0,0,0,0,0,13,3,16,38,37,79,3,5,6,32,29,57,15,13,25
SSC32915,186,171,349,73,38,112,18,43,65,6,4,14,10,8,19,111,93,208,60,66,128,9,8.6,9.1,59.7,54.4,59.6,52.2,49.7,54.7,8,3,8,0,0,0,6,17,27,10,13,26,61,20,79,8,3,9,5,0,4,67,33,99,194,180,375,18,14,32,154,134,283,54,54,102
SSC32916,30,31,53,16,12,27,0,8,5,0,0,0,0,0,0,19,17,35,4,8,10,0,0,0,63.3,54.8,66,53.3,64.5,60.4,0,0,0,0,0,0,3,3,5,0,0,4,8,5,12,0,0,0,0,0,0,8,8,11,22,20,40,3,7,12,15,9,25,10,15,26
SSC32917,99,72,172,28,13,38,7,13,21,4,0,3,5,0,5,42,28,71,50,41,93,11.9,0,7,42.4,38.9,41.3,39.4,36.1,36,0,0,0,0,0,0,0,4,6,3,4,7,27,6,38,0,0,0,0,3,3,29,10,36,84,69,149,9,3,12,63,46,104,38,26,60
SSC32918,0,3,4,3,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,100,100,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0
SSC32919,1132,1234,2361,400,216,622,139,274,407,22,19,36,34,44,77,597,555,1147,495,642,1135,5.7,7.9,6.7,52.7,45,48.6,49.6,41.2,45.1,60,42,101,24,42,65,178,194,374,132,172,300,267,88,355,11,21,26,27,44,68,307,152,453,991,1059,2052,228,234,462,578,635,1213,648,667,1314
SSC32920,37,40,77,8,9,13,5,13,18,0,0,0,0,4,4,17,20,39,21,13,32,0,20,10.3,45.9,50,50.6,35.1,55,40.3,0,0,0,0,0,0,3,5,6,0,6,9,10,3,19,0,0,0,0,0,0,10,7,17,37,40,83,8,3,8,38,34,67,12,11,22
