SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SSC12343,101,50,157,3,7,14,0,0,0,0,0,0,0,0,0,862,790,1646,59,65,127,20,0,27,9,0,7,3,3,3,7,3,9,24,15,37,1090,931,2020,8,6,13,0,0,0,0,0,0,23,11,36,4,3,8,3,0,3,36,22,63,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,15,5,17,51,26,79,4,0,4,0,0,0,0,0,0,5,0,5,60,65,124,109,164,271,5,7,12,1316,1202,2517
SSC12344,0,0,0,0,3,7,0,0,0,0,0,0,0,3,8,447,406,845,29,61,89,13,0,17,8,0,8,9,9,16,9,3,6,61,67,129,578,547,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,11,0,8,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,14,25,44,45,82,126,8,7,19,653,669,1322
SSC12345,0,0,0,4,0,6,0,0,0,0,0,0,0,4,6,380,361,737,18,33,52,4,0,4,10,5,11,4,0,7,0,0,0,17,0,19,444,406,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,25,40,25,51,79,4,3,7,495,489,986
SSC12346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,22,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,5,3,3,0,0,0,31,25,57
SSC12347,9,6,20,0,7,9,0,0,0,0,0,0,4,5,9,650,573,1228,43,49,90,16,0,16,4,0,4,9,0,15,7,7,15,98,78,173,842,735,1575,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,5,11,3,0,5,0,0,0,0,0,0,3,0,5,23,33,53,94,138,231,18,17,33,978,920,1903
SSC12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,13,8,21
SSC12349,5,6,11,101,125,224,0,0,0,0,0,0,0,4,6,682,530,1213,31,81,109,11,0,11,39,10,45,14,0,16,13,0,13,15,16,33,902,759,1666,9,11,25,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,18,16,31,0,0,0,0,0,0,17,13,30,0,3,3,0,0,0,15,17,31,3,7,9,34,42,78,4,3,12,0,3,0,0,0,0,6,7,13,57,63,120,57,94,154,13,9,18,1074,970,2044
SSC12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,21,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,23,0,0,0,0,0,0,40,33,69
SSC12351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,6,3,6,0,0,0,30,40,68
SSC12352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,80,168,3,9,11,12,0,12,0,0,0,0,0,0,3,0,4,0,0,0,109,92,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,26,11,17,31,3,0,3,136,124,264
SSC12353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11
SSC12354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,3,0,0,0,16,13,29
SSC12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC12356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,51,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,33,32,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,4,4,0,0,0,39,36,76
SSC12357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,14,13,28
SSC12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,4,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,10,6,21
SSC12359,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,4,18
SSC12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,127,263,3,14,16,6,0,6,0,0,0,0,0,0,3,0,3,9,6,14,165,140,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,12,23,33,0,0,0,183,174,361
SSC12361,532,455,986,82,118,194,0,0,0,0,0,0,12,7,23,3184,1668,4853,178,258,429,69,0,71,20,0,24,9,3,14,27,14,38,199,345,551,4311,2876,7182,87,114,199,0,0,3,3,0,3,56,41,100,9,29,39,6,3,11,162,187,345,0,0,0,0,0,0,3,9,11,3,16,14,0,0,0,3,24,25,21,13,36,186,217,404,25,22,49,0,0,0,3,0,3,31,22,53,54,94,148,246,318,564,90,49,142,4920,3578,8499
SSC12362,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,448,400,849,31,34,68,6,0,6,0,0,0,12,0,11,3,3,6,3,7,9,513,449,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,13,22,38,34,73,106,4,7,9,574,554,1124
SSC12363,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,240,208,450,17,19,35,52,0,56,0,0,0,0,0,0,3,0,3,5,6,16,332,246,577,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,33,64,101,27,33,61,13,5,17,409,363,771
SSC12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,21,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,3,4,5,0,0,0,36,32,61
SSC12365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180,172,353,9,12,23,6,0,6,0,0,0,0,0,4,0,0,0,0,0,0,205,184,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,13,35,48,0,0,4,221,231,459
SSC12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,13
SSC12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,44,108,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,73,52,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,4,7,18,3,3,3,91,76,164
SSC12368,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,144,122,266,4,5,10,3,0,3,0,0,0,3,0,3,3,3,3,0,11,13,163,139,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,18,22,23,24,49,3,0,5,207,182,388
SSC12369,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,133,117,249,5,4,7,9,0,9,0,0,0,3,0,3,0,0,0,28,29,55,177,159,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,24,60,9,24,31,3,4,10,226,209,432
SSC12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,18
SSC12371,171,159,337,4,3,3,0,0,0,0,0,0,0,0,3,604,542,1142,31,26,60,20,0,20,6,0,6,8,0,8,3,0,8,3,10,17,849,744,1592,4,9,16,0,0,0,0,0,0,22,27,51,11,6,16,10,3,6,46,42,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,53,48,98,6,3,7,0,0,0,0,0,0,6,6,11,34,43,82,90,146,234,3,8,16,1040,988,2030
SSC12372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,34,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,3,3,3,0,3,33,17,52
SSC12373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,9,0,0,0,26,24,53
SSC12374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,29,0,0,0,0,0,0,26,18,40
SSC12375,8,21,30,0,4,4,0,0,0,0,0,0,0,0,0,699,568,1270,53,32,85,127,6,133,3,3,6,0,0,0,13,8,24,35,26,61,948,670,1615,0,0,5,0,0,0,0,0,0,9,13,20,0,3,3,0,0,0,12,18,27,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,12,5,13,24,25,49,0,6,4,0,0,0,0,0,0,0,6,4,53,94,147,48,82,134,8,5,16,1084,881,1965
SSC12376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,204,425,9,20,27,8,0,8,0,0,0,0,0,0,0,0,0,0,3,3,243,227,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,23,40,60,0,0,0,275,287,563
SSC12377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,3,0,3,0,0,0,22,22,43
SSC12378,9,14,21,27,44,73,0,0,0,0,0,0,0,0,0,909,817,1727,61,58,116,27,0,27,14,0,16,3,0,9,11,7,17,27,20,47,1088,962,2046,11,3,12,0,0,0,0,0,0,20,16,38,3,4,7,0,0,0,34,21,55,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,8,0,15,41,25,74,0,3,3,0,0,0,4,0,4,3,3,11,42,63,112,106,177,283,19,25,38,1298,1257,2561
SSC12379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,10,12
SSC12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12381,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,40,24,62,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,43,28,74,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,8,6,0,7,64,40,105
SSC12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15
SSC12383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,9
SSC12384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,25,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,0,0,16,21,34
SSC12385,13,11,27,42,37,80,33,3,37,0,0,0,6,3,3,297,229,527,16,26,41,8,0,8,4,0,4,10,0,11,7,8,10,10,8,14,430,333,760,7,6,11,3,0,3,0,0,0,8,4,8,0,0,0,0,0,0,17,7,23,3,3,4,0,0,0,3,4,10,0,0,4,0,0,4,7,14,22,6,0,6,27,19,46,0,3,3,0,0,0,0,0,0,0,3,3,52,56,112,23,55,83,0,0,3,540,466,1009
SSC12386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,91,176,3,3,3,11,0,11,3,0,5,0,0,0,4,0,4,5,5,6,107,94,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,59,3,21,28,0,0,0,152,138,289
SSC12387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,45,3,5,7,3,0,3,5,3,9,30,23,54,0,0,4,23,25,51,92,81,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,16,15,33,3,0,4,117,106,225
SSC12388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,9,13
SSC12389,3,5,8,3,0,3,0,0,0,0,0,0,0,0,0,220,231,451,11,10,23,4,0,4,3,0,3,6,0,6,0,0,3,13,16,30,259,268,532,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,9,0,0,3,0,0,0,0,0,0,0,0,3,18,26,48,30,46,71,6,3,6,315,349,663
SSC12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,57,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9,39,33,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,7,4,13,0,0,0,61,46,111
SSC12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,0,0,0,0,0,0,21,16,29
SSC12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,8,11
SSC12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,8,4,11,17,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25
SSC12395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,116,258,4,3,9,6,0,6,0,0,0,0,0,0,0,0,0,4,0,5,160,127,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,14,22,24,25,44,0,3,3,191,168,362
SSC12396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,65,150,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,5,8,11,97,73,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,39,15,15,33,0,0,3,132,120,247
