SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC12287,4,0,0,14,23,34,0,0,0,0,0,0,9,4,10,2040,1773,3805,149,134,285,28,0,34,22,4,27,32,7,40,16,11,21,52,60,115,2362,2020,4383,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,5,3,21,9,24,21,15,34,0,0,0,0,0,0,3,0,3,3,0,3,37,86,132,167,303,466,28,24,54,2624,2453,5079
SSC12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,108,207,7,6,11,5,0,5,0,0,0,0,0,0,0,0,0,0,3,3,118,120,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,11,14,23,18,37,53,0,3,3,157,168,330
SSC12289,71,59,126,3,0,3,0,0,0,0,0,0,3,0,3,364,363,724,15,20,37,13,0,13,9,0,9,0,0,0,5,0,8,13,20,31,499,457,957,0,3,7,0,0,0,0,0,0,8,8,11,0,0,5,0,0,0,12,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,12,24,20,39,0,3,7,0,0,0,0,0,0,0,3,7,36,47,82,55,82,140,4,3,10,615,612,1235
SSC12290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,9,4,11,0,4,4,0,0,0,26,16,45
SSC12291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,28,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,11,0,3,3,38,34,72
SSC12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12293,0,4,4,5,3,11,0,0,0,0,0,0,0,0,4,1549,1239,2785,120,111,228,24,0,24,7,0,7,22,5,26,14,6,21,74,73,143,1822,1431,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,4,0,0,0,0,0,0,0,0,3,0,3,3,65,83,150,99,179,279,34,22,54,2033,1719,3751
SSC12294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,5,21
SSC12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,69,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,44,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,16,3,5,9,0,0,0,57,50,112
SSC12296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,0,6,3,0,0,0,32,35,63
SSC12297,208,168,374,548,773,1323,0,3,3,155,149,308,23,25,46,1689,1470,3155,50,171,226,27,0,27,114,21,133,181,33,212,27,21,49,169,201,370,3189,3037,6227,110,123,232,0,0,0,19,18,38,16,23,40,3,15,17,9,3,18,164,183,346,0,0,0,17,14,29,14,17,26,11,10,17,19,3,24,59,45,102,38,26,58,255,247,504,27,21,56,4,5,9,3,0,7,36,30,70,194,252,446,227,426,649,31,18,53,3930,4015,7952
SSC12298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC12299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,3,0,0,0,19,10,33
SSC12300,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,356,267,627,16,20,33,8,0,8,6,0,6,7,0,7,3,0,9,14,10,17,407,304,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,3,7,7,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,10,22,38,49,58,112,9,3,13,486,399,888
SSC12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,20,11,29
SSC12303,0,0,0,5,11,15,0,0,0,0,0,0,0,0,0,1086,1076,2162,74,57,134,25,0,25,22,3,22,17,15,32,14,11,29,34,63,98,1278,1241,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,7,22,8,32,24,11,40,0,0,0,0,0,0,0,0,0,0,0,0,97,156,255,124,200,321,22,19,44,1545,1636,3179
SSC12304,34,38,67,3,7,9,0,0,0,0,0,0,0,0,0,450,413,861,25,37,64,23,4,24,7,0,7,0,0,4,0,3,3,3,0,4,546,502,1048,0,5,3,0,0,0,0,0,0,18,20,38,0,0,0,3,0,3,20,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,21,26,49,6,0,9,0,0,0,0,0,0,6,0,9,27,37,60,38,72,112,0,6,5,638,642,1278
SSC12305,55,51,101,4,4,8,0,0,0,0,0,0,0,0,0,567,372,941,25,25,52,39,4,44,7,0,7,4,0,4,3,3,11,11,19,31,718,477,1199,9,9,10,0,0,0,0,0,0,26,23,47,3,5,11,0,0,0,34,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,43,33,76,3,6,12,0,0,0,0,0,0,3,6,12,57,54,113,33,87,125,23,21,41,875,684,1559
SSC12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,12,4,13
SSC12307,29,29,55,16,11,27,0,0,0,0,0,0,0,0,0,508,369,878,69,57,124,16,0,17,6,0,6,0,0,0,0,0,7,3,10,11,650,480,1129,20,27,42,0,0,0,0,0,0,4,12,18,3,4,4,0,0,0,24,36,63,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,9,8,11,36,50,81,3,9,16,0,0,0,0,0,0,8,9,14,5,14,22,38,66,98,13,12,29,753,623,1377
SSC12308,322,285,609,20,21,43,0,0,0,0,0,0,3,3,6,1496,1099,2594,111,128,240,33,0,33,15,0,15,6,0,12,7,9,18,25,18,44,2054,1569,3617,49,44,89,0,0,0,0,0,3,39,38,75,10,20,27,8,3,11,111,104,210,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,3,23,127,106,235,17,15,31,0,0,0,0,0,0,16,15,31,28,54,78,130,195,326,26,12,45,2382,1953,4331
SSC12309,99,71,171,6,3,9,0,0,0,0,3,4,10,5,12,444,439,883,20,45,65,15,0,15,4,0,4,10,0,8,11,11,18,53,49,103,668,624,1291,10,0,13,0,0,0,0,0,0,15,3,21,4,0,6,3,0,3,29,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,39,11,53,0,3,3,0,0,0,0,0,0,0,3,3,108,121,225,80,139,220,15,9,19,903,912,1818
SSC12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20
SSC12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,13,3,10
SSC12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,54,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,5,5,3,0,3,35,40,78
SSC12313,249,326,580,20,35,62,0,0,0,12,20,37,7,0,7,321,230,550,15,20,37,5,0,5,15,6,18,25,12,41,8,3,8,31,30,60,711,687,1393,18,28,48,0,0,0,0,0,3,10,10,18,4,3,5,8,3,12,42,36,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,44,41,83,6,3,12,0,0,0,0,0,0,8,3,9,40,53,91,60,112,169,0,9,7,855,898,1753
SSC12314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,48,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,4,7,0,0,0,34,30,69
SSC12315,184,146,325,5,12,15,0,0,0,0,0,0,0,0,0,293,213,497,4,16,28,0,0,0,6,0,6,9,3,15,3,0,3,35,43,79,550,426,976,27,13,35,0,0,0,0,3,5,5,3,11,0,3,3,0,0,0,38,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,37,23,61,3,3,9,0,0,0,0,0,0,3,3,9,15,28,45,33,50,81,4,4,11,640,530,1172
SSC12316,1288,1226,2516,58,55,113,0,0,0,0,5,5,13,6,22,2647,1381,4026,190,267,453,38,4,45,28,0,25,21,11,35,28,12,38,102,126,233,4411,3098,7507,192,225,415,4,3,7,6,10,14,56,47,99,27,41,65,12,7,20,296,325,626,0,0,0,0,0,0,7,0,6,0,0,3,0,0,0,10,3,12,27,20,47,339,344,681,40,28,72,0,0,0,3,0,3,43,28,75,96,148,238,215,306,514,64,38,100,5159,3962,9121
SSC12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,56,141,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,4,3,92,59,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,6,17,0,0,0,111,73,180
SSC12319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,107,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,64,59,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,21,7,9,14,0,0,0,79,78,158
SSC12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,201,370,17,39,47,14,0,14,9,3,7,5,0,9,5,3,9,29,27,56,243,266,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,29,27,49,19,34,51,5,4,11,297,333,628
SSC12321,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,77,92,169,6,5,14,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,91,97,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,7,16,25,3,3,8,110,130,242
SSC12322,25,25,53,0,3,4,0,0,0,0,0,0,0,0,0,268,197,465,15,11,26,0,0,0,0,0,0,0,0,0,3,3,4,0,3,8,319,239,564,3,3,4,0,0,0,0,0,0,11,4,15,0,0,0,0,0,4,18,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,11,30,3,5,5,0,0,0,0,0,0,3,5,5,27,39,65,33,50,80,3,0,3,404,349,750
SSC12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,3,3,0,0,0,31,31,71
SSC12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,6,10
SSC12325,32,22,56,219,286,502,0,9,7,95,94,192,5,9,18,811,855,1672,41,106,148,17,0,21,57,13,69,105,31,136,10,15,31,75,91,163,1491,1528,3017,36,40,73,0,0,0,10,13,25,0,8,11,0,0,0,0,0,0,45,62,108,3,0,3,17,11,26,0,11,14,3,9,8,8,3,7,28,38,63,30,14,41,102,113,216,17,7,21,5,0,5,3,3,9,24,10,38,82,138,225,100,203,303,28,13,41,1828,2009,3836
SSC12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,3,0,6,0,0,0,24,25,46
SSC12328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,49,101,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,45,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,6,12,0,0,0,74,63,134
SSC12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,36,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,6,6,0,0,0,31,30,60
SSC12331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,13,10,29
SSC12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,57,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,38,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,19,6,3,9,0,0,3,49,47,97
SSC12334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,15,16,25
SSC12335,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,85,71,156,6,3,6,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,107,86,198,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,9,4,10,0,0,3,0,0,0,0,0,0,0,0,3,9,10,19,7,18,26,0,0,0,127,121,254
SSC12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,80,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,53,41,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,29,5,3,9,0,0,0,69,66,133
SSC12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,5,8
SSC12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3
SSC12339,686,544,1232,11,16,23,0,0,0,5,0,3,5,4,9,1054,905,1951,34,85,119,12,0,12,24,0,25,34,3,40,17,3,18,61,68,124,1934,1629,3565,49,52,99,0,0,0,0,0,0,53,47,99,17,32,50,5,5,7,127,131,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,11,140,136,273,12,13,28,0,0,0,4,0,5,15,11,35,152,213,364,150,226,382,5,13,16,2394,2233,4629
SSC12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,16,10,25
SSC12341,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,69,61,124,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,73,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,3,0,0,0,0,0,0,0,0,3,8,9,15,4,3,8,0,3,4,95,91,186
